period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1025c203,Y1386c68,growth1386c68,Y1474c222,growth1474c222,Y1486c688,growth1486c688,Y1531c381,Y1571c348,growth1571c348,Y1718c705,growth1718c705,Y1760c818,Y1798c826,growth1798c826,Y1810c300,growth1810c300,Y1820c807,growth1820c807,Y1823c233,Y2012c251,growth2012c251,Y2128c757,growth2128c757,Y2677c620,growth2677c620,Y2807c440,growth2807c440,Y2876c68,Y2900c352,growth2900c352,Y2946c807,growth2946c807,Y2963c233,Y3106c251,growth3106c251,Y3108c300,growth3108c300,Y3225c484,growth3225c484,Y323c352,growth323c352,Y3417c352,growth3417c352,Y3457c300,growth3457c300,Y3528c208,growth3528c208,Y3690c757,growth3690c757,Y3709c705,growth3709c705,Y3738c348,growth3738c348,Y3761c300,growth3761c300,Y3787c222,growth3787c222,Y4066c440,growth4066c440,Y4160c703,Y4175c705,growth4175c705,Y4181c428,growth4181c428,Y4319c300,growth4319c300,Y4325c222,growth4325c222,Y4396c703,growth4396c703,Y4613c688,Y4614c792,growth4614c792,Y4800c300,growth4800c300,Y4846c620,growth4846c620,Y4887c191,growth4887c191,Y5015c381,Y5019c352,growth5019c352,Y5031c203,Y619c222,growth619c222,Y625c300,growth625c300,Y744c484,growth744c484,_merge,x,r2,s,sf
201308,760611,643,3583,1843719,08,0,0,0,0,0,0,1,0,0,0,0,2722957,59268,.0421638488769531,245143,.0437383651733398,334250,.1432399749755859,1514878,337331,1.435070991516113,156480,-.6699075698852539,1448581,307991,-.0995073318481445,31344,-2.206405639648438,8435,-1.686728477478027,100823,198878,.0015649795532227,495937,-.6790885925292969,160756,.217620849609375,23718,.705876350402832,26894,1757,1.590829849243164,4959,1.105898857116699,1326754,34792,.1243104934692383,352378,.0182571411132813,520340,.6821537017822266,135350,.1732463836669922,20573,.7481498718261719,134452,-.5887460708618164,686131,.4126958847045898,1093719,-.0965404510498047,33700,.4426307678222656,15599,-.3842792510986328,10794,-1.51608943939209,80478,-1.675538063049316,8317,.5827255249023438,21848,1193429,-.7990493774414063,55556,.0026140213012695,72921,.5530176162719727,51413,.6846065521240234,340353,-.2492742538452148,36595,33880916,-.4886646270751953,3554720,-.0153741836547852,25986,.5687580108642578,64818,1.004801750183106,59163,22435,.1963167190551758,254730,55200,.3605642318725586,127099,-.6351766586303711,19961,-.2652769088745117,matched (3),-3377014,.78285015,3105754.5,6155525
201309,760611,644,3583,13328767,09,0,0,0,0,0,0,0,1,0,0,0,1255623,82142,.3263797760009766,248016,.0116510391235352,439787,.2744016647338867,2280239,110848,-1.11290454864502,295923,.6371707916259766,1469927,403777,.2707920074462891,168051,1.679244041442871,28000,1.199814796447754,143211,202329,.0172033309936523,1638687,1.195201873779297,217954,.3043956756591797,48505,.7154321670532227,12568,3767,.7626714706420898,7135,.3638076782226563,1416957,50829,.3790798187255859,476577,.3019247055053711,409588,-.2393312454223633,127907,-.0565605163574219,6247,-1.191878318786621,229065,.5327978134155273,506503,-.3035383224487305,1589363,.3737497329711914,38828,.1416435241699219,51660,1.197476387023926,14870,.3203554153442383,350698,1.471941947937012,21210,.9361705780029297,210844,2063483,.5475645065307617,71767,.2560329437255859,160149,.7867279052734375,32892,-.4466619491577148,969113,1.046398162841797,57256,54384128,.4732208251953125,3897616,.0920886993408203,31700,.1987590789794922,115185,.574955940246582,53272,35567,.4607963562011719,467878,87872,.4649181365966797,410531,1.1724853515625,23533,.1646232604980469,matched (3),16950888,.78285015,2586788.8,5910689.5
201310,760611,645,3583,12882017,10,0,0,0,0,0,0,0,0,1,0,0,2555665,53781,-.4235296249389648,207693,-.1774320602416992,321958,-.3118696212768555,1092581,358655,1.174201011657715,242636,-.1985368728637695,1628602,617132,.424220085144043,276844,.4991865158081055,23278,-.1846961975097656,90401,89842,-.8118429183959961,1318959,-.2170524597167969,216437,-.006983757019043,30158,-.4752168655395508,21802,3585,-.0495204925537109,1557,-1.522251129150391,1382708,86801,.5351505279541016,476200,-.0007915496826172,619122,.4131507873535156,99484,-.2513065338134766,36905,1.776246070861816,155759,-.3856954574584961,439732,-.1413650512695313,1264724,-.2284793853759766,30933,-.2273178100585938,33510,-.4328393936157227,83782,1.728872299194336,276455,-.2378778457641602,3171,-1.900425910949707,163128,1191950,-.5488042831420898,16569,-1.465890884399414,47622,-1.212809562683106,51759,.453369140625,868339,-.1097993850708008,74820,47391648,-.1376266479492188,4243858,.0851078033447266,19906,-.4652957916259766,47030,-.8957538604736328,81265,29464,-.1882495880126953,400942,75509,-.1516294479370117,209721,-.6716737747192383,30532,.260371208190918,matched (3),10348329,.78285015,2707999.5,5964732.5
201311,760611,646,3583,1325920,11,0,0,0,0,0,0,0,0,0,1,0,674500,93178,.549591064453125,231101,.1067934036254883,346057,.0721826553344727,725734,113476,-1.150769233703613,176603,-.3176584243774414,1515411,498525,-.2134294509887695,239136,-.1464214324951172,20957,-.1050357818603516,81312,355932,1.376687049865723,1087275,-.1931686401367188,134841,-.4732036590576172,26539,-.1278343200683594,17785,2086,-.5415105819702148,25655,2.801977157592773,886644,81798,-.0593652725219727,471436,-.0100545883178711,553076,-.1128072738647461,67224,-.3919668197631836,17293,-.7580461502075195,268338,.5439376831054688,591771,.2969551086425781,1379771,.0870637893676758,16507,-.6280384063720703,34916,.0411005020141602,53002,-.4578886032104492,231840,-.1760005950927734,9594,1.107090950012207,19255,1066115,-.1115694046020508,22476,.3049144744873047,52935,.105769157409668,34929,-.3932809829711914,1031659,.1723413467407227,59444,47173712,-.004608154296875,3948816,-.072056770324707,62876,1.150143623352051,44897,-.0464143753051758,52098,24130,-.1997127532958984,553092,84070,.1073980331420898,200975,-.042597770690918,48707,.4670476913452148,matched (3),1500300,.78285015,3128262.3,6166911.5
201312,760611,647,3583,1080323,12,0,0,0,0,0,0,0,0,0,0,1,23844,52482,-.5740413665771484,189541,-.1982488632202148,374108,.0779409408569336,532344,153614,.3028507232666016,152240,-.1484460830688477,817412,220469,-.8158960342407227,122888,-.6657590866088867,41650,.68682861328125,62190,95916,-1.311266899108887,1064400,-.0212631225585938,138497,.0267524719238281,9822,-.9939908981323242,20021,2083,-.001439094543457,2444,-2.351102352142334,1168840,66575,-.2059230804443359,539049,.1340236663818359,442098,-.223963737487793,107033,.4651069641113281,7093,-.8911933898925781,195223,-.3181047439575195,588024,-.006352424621582,946532,-.3768682479858398,14493,-.1301193237304688,16296,-.7620248794555664,32838,-.4787435531616211,62982,-1.30319881439209,25550,.9794998168945313,6564,1234974,.147028923034668,10549,-.7564172744750977,118561,.8063631057739258,26494,-.2763996124267578,874074,-.1657581329345703,67298,39710900,-.172210693359375,3194441,-.2120037078857422,34176,-.6096410751342773,46729,.0399932861328125,23667,13748,-.5625629425048828,305862,141388,.5198583602905273,160566,-.2244749069213867,15578,-1.139963150024414,matched (3),5950885.5,.78285015,3151803,6178886.5
201401,760611,648,3583,1388480,01,0,0,0,0,0,0,0,0,0,0,0,653649,65288,.2183380126953125,219995,.1489992141723633,271277,-.3214044570922852,967758,226462,.3881349563598633,376986,.9067497253417969,1493308,524316,.8663368225097656,301055,.8960199356079102,1260,-3.498189449310303,105039,238240,.9098062515258789,1252316,.1625833511352539,259856,.6292791366577148,11390,.1481113433837891,14827,913,-.8248286247253418,15594,1.853250026702881,1492963,71208,.0672760009765625,611128,.1254997253417969,461441,.0428228378295898,82268,-.2631549835205078,21887,1.126785278320313,195883,.0033750534057617,318833,-.6121006011962891,1132857,.1796932220458984,41950,1.062812805175781,23878,.3820381164550781,36691,.1109447479248047,307037,1.58411979675293,7641,-1.207108497619629,0,1257290,.0179080963134766,72667,1.929856300354004,178243,.4077205657958984,23235,-.1312580108642578,613582,-.353851318359375,34381,40882596,.0290775299072266,4261942,.2883129119873047,9935,-1.235459327697754,55479,.1716394424438477,45568,26853,.6694841384887695,318986,17836,-2.070289611816406,125725,-.2446088790893555,35482,.8231658935546875,matched (3),7660119,.78285015,2962929,6084712
201402,760611,649,3583,1872819,02,1,0,0,0,0,0,0,0,0,0,0,1747353,112519,.5443143844604492,183196,-.1830482482910156,347709,.248225212097168,437511,242274,.0674915313720703,191826,-.6756191253662109,736701,505209,-.0371217727661133,128262,-.8532180786132813,13702,2.386430263519287,135372,293108,.2072629928588867,836767,-.4032049179077148,298128,.137394905090332,2451,-1.536240100860596,9659,1079,.1670541763305664,8972,-.5527772903442383,884057,127453,.5821418762207031,475581,-.2507696151733398,408928,-.1208152770996094,121798,.3923816680908203,24538,.1143293380737305,136052,-.3644809722900391,342134,.0705356597900391,1288339,.1286115646362305,36263,-.1456804275512695,26199,.0927629470825195,120054,1.185410499572754,34661,-2.181353569030762,13826,.593022346496582,249837,1171215,-.0709161758422852,63897,-.1286153793334961,135857,-.27154541015625,13679,-.5297985076904297,685772,.1112308502197266,56219,40730168,-.0037345886230469,3731820,-.1328296661376953,22012,.7955236434936523,47395,-.1574878692626953,46784,39888,.3956985473632813,434577,58001,1.179242134094238,390827,1.13416862487793,43746,.2093744277954102,matched (3),5541221.5,.78285015,2794390,6004447.5
201403,760611,650,3583,731285,03,0,1,0,0,0,0,0,0,0,0,0,1425868,51160,-.7881641387939453,240102,.2705068588256836,392108,.1201715469360352,428003,201557,-.1839971542358398,436758,.8227910995483398,1030207,415055,-.1965608596801758,107197,-.1794071197509766,14450,.0531520843505859,55390,205413,-.3555192947387695,1556873,.6208896636962891,138136,-.7692842483520508,13747,1.724324703216553,5262,3583,1.20016622543335,3356,-.9833583831787109,1088503,51745,-.9014196395874023,447086,-.0617856979370117,375531,-.0851974487304688,86438,-.3429365158081055,15591,-.4535284042358398,280339,.7229623794555664,573211,.5160512924194336,1376350,.0660810470581055,53488,.3886594772338867,39366,.4071817398071289,81194,-.3910999298095703,214033,1.820515632629395,15348,.1044340133666992,219485,1554952,.2834024429321289,31299,-.7136859893798828,35538,-1.340999603271484,29454,.7669677734375,378376,-.5946559906005859,53262,45170296,.1034698486328125,2520064,-.3926115036010742,10175,-.7716541290283203,84187,.57452392578125,44848,32375,-.2086896896362305,300857,49117,-.166254997253418,231498,-.5236940383911133,42642,-.0255603790283203,matched (3),-2392569.5,.78285015,3174314.3,6190399.5
201404,760611,651,3583,1298772,04,0,0,1,0,0,0,0,0,0,0,0,3268737,56542,.1000251770019531,184627,-.262725830078125,384630,-.0192556381225586,1190694,141178,-.3560504913330078,499833,.1348943710327148,677468,507006,.2001113891601563,265567,.9071989059448242,9580,-.4110164642333984,168502,186495,-.0966176986694336,893636,-.5551366806030273,415887,1.102174758911133,253,-3.99518632888794,11276,3387,-.0562562942504883,7000,.7351598739624023,1136279,52992,.0238132476806641,339758,-.2745180130004883,404310,.0738401412963867,116015,.2942924499511719,18135,.1511497497558594,146646,-.6479778289794922,492075,-.152623176574707,1072958,-.2490158081054688,36266,-.3885765075683594,32388,-.1951150894165039,12923,-1.837833404541016,164983,-.2602882385253906,22198,.3690166473388672,27818,1412482,-.0960960388183594,69897,.8034372329711914,78611,.7939090728759766,13397,-.7877988815307617,404677,.0672006607055664,55071,45740056,.0125350952148438,4818720,.648223876953125,42863,1.438075065612793,161084,.6488857269287109,30499,21510,-.4088678359985352,258648,72283,.386383056640625,325409,.3405113220214844,56704,.2850055694580078,matched (3),4217134.5,.78285015,2939669.3,6073420
201405,760611,652,3583,17207476,05,0,0,0,1,0,0,0,0,0,0,0,4567559,84462,.4013185501098633,215135,.152928352355957,342332,-.1165008544921875,1234604,245094,.5516204833984375,342110,-.3791418075561523,1370427,499707,-.014500617980957,153024,-.5512723922729492,12564,.2711582183837891,212183,95201,-.6724138259887695,1258725,.3425559997558594,595527,.3590335845947266,1469,1.758947372436523,19185,828,-1.408686637878418,9914,.3480377197265625,1513184,53573,.0109043121337891,313149,-.0815544128417969,498700,.2098226547241211,114749,-.0109729766845703,29776,.4958591461181641,248613,.5278759002685547,202572,-.8875350952148438,907006,-.1680259704589844,49103,.30303955078125,39294,.1932840347290039,146160,2.425693511962891,139316,-.169097900390625,10090,-.788456916809082,7899,1725577,.2002124786376953,24045,-1.067095756530762,87720,.1096382141113281,42416,1.152495384216309,1236871,1.117250442504883,0,46273512,.0115947723388672,4663369,-.0327701568603516,7287,-1.771916389465332,85501,-.6333980560302734,41309,25123,.1552658081054688,230775,99021,.3147430419921875,398243,.2019796371459961,26453,-.7624759674072266,matched (3),16242683,.78285015,3502691.8,6365031.5
201406,760611,653,3583,54692424,06,0,0,0,0,1,0,0,0,0,0,0,4959733,124828,.3906345367431641,244668,.128636360168457,370347,.0786600112915039,2704109,57828,-1.444169044494629,412755,.1877222061157227,1188951,623739,.221710205078125,225196,.3863763809204102,18351,.3788480758666992,117584,79059,-.1857967376708984,1725434,.3153800964355469,377083,-.4569816589355469,3249,.7937655448913574,7695,1609,.6643548011779785,28011,1.038649559020996,1643160,119147,.7993125915527344,586620,.6276979446411133,442201,-.1202402114868164,212531,.6163406372070313,31663,.0614461898803711,281576,.1245050430297852,472700,.8473653793334961,985680,.0831832885742188,58339,.1723499298095703,18071,-.7767629623413086,62383,-.8514089584350586,27684,-1.615889549255371,35414,1.255561828613281,202650,1286310,-.2937831878662109,31949,.2842130661010742,112402,.2479314804077148,14353,-1.083566665649414,1019134,-.1936311721801758,49553,46673248,.0086021423339844,4187490,-.1076364517211914,9467,.2617197036743164,63557,-.2965908050537109,60597,42003,.5139570236206055,314427,114543,.1456184387207031,562765,.3458003997802734,45886,.5507907867431641,matched (3),46121768,.78285015,3860655.8,6568823
201407,760611,654,3583,3407276,07,0,0,0,0,0,1,0,0,0,0,0,7607202,19524,-1.855292320251465,255470,.0432024002075195,396690,.0687141418457031,810932,344916,1.78582763671875,381610,-.0784549713134766,647123,454062,-.3174991607666016,257719,.1348991394042969,17629,-.0401382446289063,108712,355146,1.502334594726563,1271419,-.3053455352783203,62531,-1.796802520751953,4098,.232151985168457,2995,2961,.6099143028259277,11067,-.9286298751831055,1684795,72117,-.5020685195922852,408518,-.3618412017822266,193161,-.8282403945922852,180788,-.1617622375488281,28164,-.1171045303344727,313891,.1086435317993164,418474,-.1218461990356445,779669,-.2344627380371094,57165,-.0203285217285156,70621,1.363018989562988,38326,-.4871644973754883,18320,-.4128618240356445,28906,-.2030572891235352,91669,1154183,-.1083850860595703,37319,.1553621292114258,78203,-.3627738952636719,60755,1.442890167236328,703565,-.3705482482910156,45394,42615184,-.0909614562988281,5013868,.1801061630249023,8240,-.1388111114501953,80477,.2360343933105469,45895,38163,-.0958747863769531,501111,42381,-.9942502975463867,547418,-.0276498794555664,56413,.2065391540527344,matched (3),8393890,.78285015,3859220.3,6567979.5
201408,760611,655,3583,2387794,08,0,0,0,0,0,0,1,0,0,0,0,1602500,58241,1.092945098876953,185427,-.3204431533813477,285376,-.3293476104736328,447992,32721,-2.355283737182617,289415,-.2765378952026367,1882957,561712,.2127561569213867,144877,-.5759849548339844,16191,-.0850896835327148,143525,123278,-1.058086395263672,335363,-1.332674980163574,101024,.4796953201293945,70330,2.84269905090332,2561,2179,-.3066611289978027,8135,-.3077917098999023,1235260,27696,-.9570016860961914,180011,-.8195180892944336,462342,.8727807998657227,168519,-.070277214050293,10575,-.9795522689819336,139170,-.813349723815918,160282,-.9596805572509766,541328,-.3648443222045898,34169,-.514622688293457,17660,-1.386025428771973,18947,-.7044830322265625,368408,3.001197814941406,840,-3.538403034210205,82826,1013593,-.1298913955688477,36269,-.0285396575927734,68487,-.1326637268066406,17349,-1.253314018249512,1514904,.7669467926025391,61473,35147708,-.1926498413085938,3586320,-.3350811004638672,7540,-.0887784957885742,61086,-.2756891250610352,12885,23368,-.4904985427856445,220728,52670,.21734619140625,149701,-1.296572685241699,46402,-.1953563690185547,matched (3),8544038,.78285015,3117017.3,6161215
201409,760611,656,3583,4030142,09,0,0,0,0,0,0,0,1,0,0,0,4505447,55657,-.0453815460205078,265244,.3579883575439453,359493,.2308874130249023,830901,326192,2.299468994140625,363365,.2275466918945313,1446665,344784,-.4880714416503906,151268,.0431680679321289,8672,-.6243562698364258,154468,210787,.5364055633544922,1066613,1.15703010559082,390676,1.352520942687988,77637,.0988454818725586,15215,2348,.0746979713439941,6818,-.176609992980957,1571727,30402,.0932207107543945,471635,.9631881713867188,918147,.6860532760620117,237180,.341771125793457,48181,1.516471862792969,240804,.5482873916625977,454272,1.04176139831543,997938,.6116657257080078,48975,.3599910736083984,62608,1.265590667724609,77685,1.411017417907715,556291,.4121007919311523,9623,2.438509464263916,26070,1101496,.0831680297851563,57039,.4527721405029297,74812,.0883340835571289,24228,.3339738845825195,746869,-.7072172164916992,140101,47589756,.3030567169189453,4850911,.3020401000976563,15566,.7248668670654297,68158,.1095457077026367,53147,55346,.8622369766235352,596361,79174,.4076023101806641,407786,1.002102851867676,105715,.8234043121337891,matched (3),-409722.84,.78285015,2945822,6076400.5
201410,760611,657,3583,2314892,10,0,0,0,0,0,0,0,0,1,0,0,1880349,113615,.7136077880859375,228363,-.1497135162353516,369091,.0263481140136719,625581,97285,-1.209840774536133,397885,.090754508972168,1431063,510356,.3921909332275391,188281,.2188825607299805,7179,-.188939094543457,107557,296743,.3420190811157227,990775,-.073756217956543,66469,-1.771142959594727,30713,-.9273576736450195,5422,1997,-.1619176864624023,5578,-.2007350921630859,1356282,30195,-.0068321228027344,453664,-.038848876953125,648341,-.3479413986206055,81699,-1.065777778625488,9936,-1.578800201416016,209627,-.1386537551879883,291450,-.4438276290893555,895900,-.1078615188598633,27213,-.587615966796875,71229,.1290073394775391,50762,-.4255142211914063,1009462,.595881462097168,8373,-.1391439437866211,29614,893837,-.2089014053344727,46094,-.2130527496337891,63226,-.1682624816894531,8708,-1.023266792297363,648983,-.1404838562011719,48712,43302096,-.0944156646728516,2792497,-.5522308349609375,6471,-.8777580261230469,136009,.6908931732177734,31689,20972,-.9704160690307617,505076,151858,.6512975692749023,221739,-.6092414855957031,19474,-1.691666603088379,matched (3),-496320.47,.78285015,3000780.5,6103233.5
201411,760611,658,3583,2582841,11,0,0,0,0,0,0,0,0,0,1,0,3006641,146043,.2510852813720703,285671,.2239046096801758,387064,.0475473403930664,780862,218609,.8096399307250977,406001,.0201930999755859,1298217,511368,.0019807815551758,317903,.5238103866577148,12415,.5477447509765625,64244,211796,-.3372430801391602,929066,-.0643081665039063,392933,1.77690315246582,50097,.4892749786376953,20475,9336,1.542231559753418,14461,.9526243209838867,1087716,27723,-.085413932800293,304060,-.4001321792602539,88837,-1.987612724304199,101365,.2156867980957031,11404,.1378002166748047,371818,.5730743408203125,195463,-.3994970321655273,896965,.0011873245239258,48890,.5858783721923828,51334,-.3275470733642578,60719,.1791086196899414,1021654,.0120048522949219,10145,.1919689178466797,43204,2073009,.8412332534790039,19832,-.8433856964111328,66690,.0533390045166016,40994,1.549182891845703,1014798,.4470386505126953,87909,46845088,.0786457061767578,3361371,.1854133605957031,7541,.1530237197875977,93757,-.3720149993896484,33464,24588,.1590700149536133,419268,99495,-.4228382110595703,235001,.0580883026123047,38716,.6871719360351563,matched (3),7615273,.78285015,2392221.5,5828164
201412,760611,659,3583,2899369,12,0,0,0,0,0,0,0,0,0,0,1,1652545,56698,-.9461612701416016,274004,-.0416984558105469,297688,-.2625446319580078,361415,255706,.156743049621582,199373,-.7111787796020508,1466471,336372,-.4188718795776367,144652,-.7874155044555664,16505,.2847585678100586,280092,149272,-.349853515625,1166880,.2279090881347656,308805,-.2409286499023438,3901,-2.552727699279785,5847,2261,-1.418070793151856,16633,.1399335861206055,1244522,55949,.7021780014038086,459141,.4121322631835938,520688,1.76834774017334,188131,.6184101104736328,16658,.3789262771606445,299471,-.2163867950439453,322469,.500636100769043,805550,-.1074914932250977,43744,-.1112184524536133,31997,-.4727106094360352,181416,1.094535827636719,593777,-.5426740646362305,13980,.3206472396850586,97277,1158604,-.5817852020263672,24184,.198394775390625,281407,1.439746856689453,70266,.5388631820678711,1278249,.2308015823364258,46804,47261800,.0088558197021484,4549088,.3025779724121094,7014,-.0724468231201172,78737,-.1745929718017578,38446,15675,-.4501914978027344,364958,95526,-.0407094955444336,146571,-.4720792770385742,69733,.5884208679199219,matched (3),363186.06,.78285015,3860411.8,6568679.5
201501,760611,660,3583,1597445,01,0,0,0,0,0,0,0,0,0,0,0,874306,41508,-.3118534088134766,204379,-.2931661605834961,39457,-2.020833969116211,269605,259633,.0152416229248047,151132,-.2770233154296875,1547051,336901,.0015716552734375,268315,.6178312301635742,7154,-.8359918594360352,135736,316856,.7526769638061523,794619,-.3842258453369141,75395,-1.409969329833984,6192,.4620246887207031,688,22,-4.632519721984863,870,-2.950650691986084,1679723,25071,-.8027286529541016,281851,-.4879779815673828,428710,-.1943702697753906,119398,-.4546756744384766,10972,-.4175443649291992,116172,-.9469451904296875,298501,-.0772342681884766,527650,-.4230918884277344,14712,-1.089691162109375,55261,.5464248657226563,50202,-1.284737586975098,628717,.0571775436401367,5286,-.9725666046142578,25294,1017147,-.1302146911621094,22221,-.0846538543701172,141319,-.68878173828125,49181,-.356781005859375,600364,-.7557106018066406,694,38984688,-.1925334930419922,3610219,-.2311582565307617,29871,1.448980331420898,58275,-.3009405136108398,36318,16502,.0514144897460938,238968,90105,-.0584230422973633,130742,-.1142845153808594,62401,-.1110916137695313,matched (3),-1406415.5,.78285015,2980201.3,6093141.5
201502,760611,661,3583,48884304,02,1,0,0,0,0,0,0,0,0,0,0,193390,114316,1.013080596923828,225046,.0963287353515625,54463,.3223104476928711,492478,100930,-.9448423385620117,164489,.0846900939941406,1716335,508889,.412440299987793,205951,-.2645235061645508,13214,.6136045455932617,62079,490036,.4360313415527344,814298,.0244636535644531,273353,1.288022994995117,2544,-.8895201683044434,6037,893,3.703544139862061,21434,3.204240322113037,923762,85294,1.224391937255859,277379,-.0159940719604492,174463,-.8990688323974609,110268,-.0795488357543945,8914,-.2077236175537109,268273,.8369331359863281,322923,.0786409378051758,550511,.0424137115478516,18240,.2149534225463867,65607,.1716146469116211,42296,-.1713628768920898,79436,-2.068729400634766,8381,.4609060287475586,135,1367850,.296238899230957,59738,.9889307022094727,151780,.0714120864868164,67660,.3189878463745117,599022,-.0022373199462891,2792,40412840,.0359783172607422,4928428,.3112516403198242,40132,.2952852249145508,55212,-.0539922714233398,67109,26147,.4602527618408203,349444,61889,-.3756332397460938,193085,.3899049758911133,119735,.6516990661621094,matched (3),33404004,.78285015,3394756.3,6306278
201503,760611,662,3583,1926407,03,0,1,0,0,0,0,0,0,0,0,0,942551,183506,.4732809066772461,250265,.1062154769897461,43014,-.2359962463378906,802791,171538,.5303773880004883,271595,.5014677047729492,1160789,332473,-.4256715774536133,155462,-.2812366485595703,17302,.2695455551147461,104145,396263,-.2124004364013672,888026,.086674690246582,260973,-.0463476181030273,347,-1.992168426513672,2874,752,-.1718502044677734,17654,-.1940155029296875,987402,20612,-1.420229911804199,261046,-.0606880187988281,270147,.4372539520263672,104927,-.0496492385864258,9696,.0840911865234375,335916,.2248554229736328,309756,-.0416288375854492,763768,.3274173736572266,16197,-.1187906265258789,35589,-.6116456985473633,89988,.7549839019775391,6992,-2.430185317993164,8247,-.016118049621582,175848,1271815,-.0727949142456055,25577,-.8482751846313477,260640,.5407085418701172,56250,-.1846895217895508,368918,-.4847240447998047,10465,46317568,.1363735198974609,6769952,.3174734115600586,17970,-.8034696578979492,72735,.2756423950195313,33621,24003,-.0855560302734375,307219,156245,.9260835647583008,209683,.0824661254882813,101949,-.1608085632324219,matched (3),4338773.5,.78285015,2570816.8,5903717
201504,760611,663,3583,2966409,04,0,0,1,0,0,0,0,0,0,0,0,343485,36745,-1.608244895935059,258684,.0330867767333984,58703,.3109655380249023,1457537,192494,.115260124206543,174051,-.4449634552001953,1591859,411579,.2134428024291992,182989,.16302490234375,14038,-.2090539932250977,128520,165000,-.8761329650878906,786449,-.1214733123779297,205053,-.2411479949951172,4439,2.5488600730896,3120,946,.2295060157775879,12054,-.381566047668457,568380,16191,-.2414178848266602,325585,.2209262847900391,253242,-.0646209716796875,103073,-.017827033996582,4021,-.880183219909668,131934,-.9345588684082031,343400,.1031112670898438,644364,-.1700000762939453,35632,.7884178161621094,34506,-.0309028625488281,34255,-.9658441543579102,94718,2.606137275695801,18712,.8193159103393555,4108,1223658,-.0386009216308594,18702,-.3130626678466797,67252,-1.354693412780762,29489,-.6457881927490234,487821,.2793741226196289,4899,42445184,-.0873069763183594,6814822,.0066061019897461,7604,-.8600292205810547,32829,-.7955102920532227,22694,30577,.2420692443847656,189515,50768,-1.12415885925293,146686,-.3573026657104492,74374,-.3153657913208008,matched (3),-188535.7,.78285015,2587984,5911212.5
201505,760611,664,3583,42878120,05,0,0,0,1,0,0,0,0,0,0,0,1962391,95136,.9513044357299805,284680,.0957584381103516,46138,-.2408542633056641,2283160,256822,.2883186340332031,216953,.2203330993652344,2394656,428183,.0395498275756836,228868,.2237186431884766,10984,-.2453279495239258,60295,85440,-.6581306457519531,731246,-.0727777481079102,288083,.3399801254272461,54,-4.409200668334961,25755,1725,.6007399559020996,27173,.8128271102905273,1057923,26984,.5107879638671875,327055,.0045051574707031,742401,1.075544357299805,180421,.5598554611206055,26414,1.882363319396973,209684,.4632997512817383,310143,-.101862907409668,674551,.0457830429077148,37632,.0546112060546875,62934,.6009531021118164,45986,.2945051193237305,2751690,3.36906623840332,1137,-2.800772190093994,294081,1311245,.0691328048706055,22978,.205906867980957,100031,.3970327377319336,51559,.5587091445922852,717005,.3851337432861328,8007,40661556,-.0429306030273438,4820243,-.3462753295898438,29042,1.340068817138672,48292,.3859529495239258,108395,22664,-.2994699478149414,318568,112045,.7916336059570313,427002,1.06849479675293,115569,.4407615661621094,matched (3),35282088,.78285015,3633964,6438204
201506,760611,665,3583,2098742,06,0,0,0,0,1,0,0,0,0,0,0,2463191,81646,-.1529140472412109,261457,-.0850963592529297,45028,-.0243520736694336,440044,238879,-.0724258422851563,349454,.4766902923583984,2465436,386136,-.1033611297607422,143464,-.4670610427856445,16841,.4273757934570313,184965,186575,.7810192108154297,1016585,.3294544219970703,120092,-.8749904632568359,799,2.694376945495606,7637,962,-.5839681625366211,13289,-.7152872085571289,1491993,51214,.6407690048217773,299755,-.087162971496582,161744,-1.523875236511231,166804,-.0784740447998047,21440,-.2086353302001953,157085,-.2888145446777344,387352,.2223005294799805,911578,.3011302947998047,12652,-1.090039253234863,22570,-1.02546501159668,43773,-.0493202209472656,66609,-3.72113037109375,17610,2.740073680877686,98220,1107160,-.1691789627075195,63749,1.020416259765625,62095,-.4768142700195313,30729,-.5175199508666992,1181550,.4995002746582031,6152,43853368,.0755672454833984,7052803,.3806009292602539,12654,-.8307704925537109,58067,.1843318939208984,34667,37826,.5122194290161133,391331,91802,-.1992664337158203,325470,-.2715187072753906,132914,.1398344039916992,matched (3),2719055.5,.78285015,2128834.3,5725095
