period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1209c372,growth1209c372,Y1323c208,growth1323c208,Y1427c586,growth1427c586,Y1430c152,growth1430c152,Y1661c152,growth1661c152,Y1682c372,growth1682c372,Y1734c222,growth1734c222,Y1848c440,growth1848c440,Y1901c484,growth1901c484,Y1904c616,growth1904c616,Y1905c352,growth1905c352,Y2043c757,growth2043c757,Y2120c152,growth2120c152,Y2203c554,Y2419c208,growth2419c208,Y2433c203,Y2498c233,Y2521c381,Y2690c124,growth2690c124,Y2829c208,growth2829c208,Y2967c792,growth2967c792,Y3140c152,growth3140c152,Y3421c554,Y3439c372,growth3439c372,Y3482c372,growth3482c372,Y3489c152,growth3489c152,Y3521c124,growth3521c124,Y3568c251,growth3568c251,Y3571c344,Y3738c381,Y3850c818,Y3949c68,growth3949c68,Y4002c620,growth4002c620,Y4019c608,Y4089c191,growth4089c191,Y4142c222,growth4142c222,Y4197c688,growth4197c688,Y4272c600,growth4272c600,Y4276c554,Y4311c68,growth4311c68,Y4375c428,growth4375c428,Y4378c440,growth4378c440,Y4419c32,Y4450c440,growth4450c440,Y4524c554,Y4730c442,Y4763c554,Y4992c251,growth4992c251,Y543c348,growth543c348,Y651c251,growth651c251,_merge,x,r2,s,sf
201212,722240,635,3347,82051,12,0,0,0,0,0,0,0,0,0,0,1,16895,-.4107198715209961,347741,-.254176139831543,424391,-.4432239532470703,100030,.5067024230957031,557253,.2160882949829102,1384381,-.2616910934448242,76115,-1.048927307128906,115091,-.010045051574707,99092,-.124821662902832,921069,.1923856735229492,19161,-1.103350639343262,2955719,-.0628690719604492,3096051,.2948684692382813,5060,66669,-.1164541244506836,92226,149396,70865,743517,.0197906494140625,336130,-.1886482238769531,639547,.0700044631958008,104150,-.0041389465332031,399837,173610,1.198266983032227,733892,-.2844982147216797,4527139,.1553525924682617,557898,.306666374206543,246517,.4230556488037109,5568979,359840,570925,180740,5.632468223571777,645347,1.481493949890137,712427,25624,.0736751556396484,11704,.9999217987060547,2453952,.2456169128417969,248308,.2641572952270508,253247,94634,-.3462839126586914,202467,-.7903785705566406,2535,-.8203964233398438,3334186,33756,.2686281204223633,107126,26757,2365384,2468901,.2337703704833984,367004,-.4000110626220703,5104495,.2823076248168945,matched (3),116159.17,.85648978,33156.898,67927.695
201301,722240,636,3347,116509,01,0,0,0,0,0,0,0,0,0,0,0,35278,.7362422943115234,582227,.5154018402099609,364638,-.1517496109008789,101626,.0158290863037109,682582,.2028627395629883,2132123,.4318656921386719,95662,.2285757064819336,174536,.416407585144043,65295,-.4171333312988281,1381107,.4051055908203125,17367,-.0983047485351563,3620996,.2030067443847656,2335742,-.2817974090576172,4042,94531,.3491878509521484,153997,55610,140893,913404,.2057867050170898,459725,.3131303787231445,468868,-.3104381561279297,126962,.1980552673339844,351444,111213,-.4453639984130859,1084305,.3903331756591797,3403654,-.2852401733398438,415928,-.2936639785766602,141796,-.5530414581298828,6870585,216236,349258,13599,-2.587062835693359,187932,-1.233708381652832,5809740,19947,-.2504501342773438,5219,-.8076248168945313,2555871,.0406932830810547,295727,.1747665405273438,277020,63890,-.3928537368774414,377021,.6217241287231445,1587,-.4683480262756348,810563,35197,.0418024063110352,121258,69653,1773017,3252730,.275721549987793,603345,.4971160888671875,5654071,.1022548675537109,matched (3),88450.914,.85648978,34560.281,68623.648
201302,722240,637,3347,242869,02,1,0,0,0,0,0,0,0,0,0,0,50103,.3508214950561523,293497,-.684992790222168,428591,.1615972518920898,108572,.0661144256591797,172269,-1.376825332641602,2520305,.1672611236572266,136311,.3541183471679688,118884,-.3839826583862305,119345,.6031026840209961,1262867,-.0895013809204102,33777,.6652078628540039,2837300,-.243896484375,1583092,-.3889493942260742,26814,91710,-.0302963256835938,157624,131172,35749,693195,-.2758674621582031,556149,.1904077529907227,605933,.2564477920532227,148194,.1546344757080078,760103,281187,.9275722503662109,1089953,.0051946640014648,2789471,-.1989974975585938,289394,-.3627233505249023,237630,.5163259506225586,7310479,285148,426475,113440,2.121277809143066,721339,1.345029830932617,356088,39287,.6778144836425781,15339,1.078092575073242,1902986,-.2949686050415039,213823,-.3242883682250977,391561,163189,.9377460479736328,195248,-.6580305099487305,11028,1.938592433929443,792998,19885,-.5709943771362305,121263,20890,1940556,3783496,.151153564453125,619150,.0258579254150391,4086759,-.3246240615844727,matched (3),289435.22,.85648978,32197.854,67464.758
201303,722240,638,3347,39626,03,0,1,0,0,0,0,0,0,0,0,0,25096,-.6913728713989258,397463,.3032350540161133,316996,-.3016138076782227,91361,-.1725950241088867,1016758,1.775317192077637,1591305,-.4598255157470703,66476,-.7180986404418945,115341,-.0302553176879883,93557,-.2434473037719727,1630525,.2555179595947266,12293,-1.010749816894531,2801808,-.0125875473022461,2206223,.3319015502929688,13382,45880,-.6926021575927734,8896,79353,136822,775648,.1123876571655273,362357,-.42840576171875,318276,-.6438503265380859,56431,-.9655036926269531,251971,112885,-.9126501083374023,1159089,.0615005493164063,2626325,-.0602664947509766,181579,-.4660978317260742,226326,-.0487384796142578,6847228,349471,329397,50759,-.8041849136352539,205495,-1.255687713623047,288889,37420,-.0486879348754883,4524,-1.221002578735352,2238491,.1623773574829102,170380,-.227116584777832,220142,96440,-.5259885787963867,215061,.0966510772705078,23767,.7678604125976563,2405425,24408,.2049446105957031,18228,105978,2050023,3162334,-.1793384552001953,482226,-.249934196472168,5621281,.3188076019287109,matched (3),54515.289,.85648978,30690.369,66758.445
201304,722240,639,3347,277343,04,0,0,1,0,0,0,0,0,0,0,0,19265,-.2644186019897461,442894,.1082277297973633,261975,-.1906394958496094,112306,.2064085006713867,378707,-.9876117706298828,6230413,1.364888191223145,132173,.6872711181640625,124505,.0764532089233398,82313,-.1280422210693359,1288181,-.2356710433959961,25922,.7460622787475586,2934908,.0464115142822266,2204676,-.0007009506225586,15499,86049,.6288871765136719,249226,99870,175511,836427,.0754404067993164,455177,.2280559539794922,499272,.4502315521240234,49684,-.1273355484008789,582868,40664,-1.021026611328125,1255171,.0796375274658203,2616733,-.0036592483520508,306592,.5238265991210938,152260,-.3963871002197266,6412667,361729,237124,121667,.8741989135742188,443476,.769221305847168,784413,37561,.0037612915039063,1777,-.9344696998596191,2168112,-.0319452285766602,294889,.5485677719116211,461372,147893,.4275684356689453,240011,.1097631454467773,3501,-1.915249824523926,2831110,20254,-.186558723449707,49609,219845,2190138,3220875,.0183429718017578,505169,.0464801788330078,5447601,-.0313844680786133,matched (3),233396.05,.85648978,30344.611,66600.203
201305,722240,640,3347,509346,05,0,0,0,1,0,0,0,0,0,0,0,19644,.0194826126098633,348333,-.2401714324951172,497655,.641657829284668,102394,-.0923995971679688,815600,.7671613693237305,2635838,-.8602409362792969,188769,.3564119338989258,129258,.0374641418457031,91614,.1070556640625,1666445,.2574615478515625,48196,.6201839447021484,2283255,-.2510747909545898,2279254,.0332670211791992,25172,48033,-.5830278396606445,168495,26522,264911,967467,.1455421447753906,568027,.2214832305908203,493072,-.0124950408935547,160948,1.175397872924805,664088,55719,.3149785995483398,1260474,.0042152404785156,3318087,.237462043762207,503341,.4957504272460938,99909,-.4213294982910156,7021102,548645,315471,308284,.9297332763671875,154491,-1.054507255554199,344239,57891,.4325952529907227,74636,3.737696170806885,1772948,-.2012128829956055,241739,-.1987409591674805,397599,145590,-.0156946182250977,255643,.0630970001220703,7620,.7777280807495117,2398419,51565,.9344911575317383,97153,8037,3014453,4601016,.356623649597168,733160,.3724708557128906,6437319,.1669368743896484,matched (3),442118.56,.85648978,30324.119,66590.867
201306,722240,641,3347,183227,06,0,0,0,0,1,0,0,0,0,0,0,71905,1.297573089599609,350867,.0072488784790039,341194,-.3774557113647461,59748,-.538691520690918,519252,-.4515342712402344,2706640,.0265064239501953,137000,-.3205432891845703,105806,-.2002029418945313,145405,.4619388580322266,1305443,-.2441501617431641,68511,.3517179489135742,2989745,.2695865631103516,2179482,-.0447607040405273,8172,43115,-.1080179214477539,68231,101793,33856,959640,-.008122444152832,542002,-.0468997955322266,519591,.0523862838745117,53294,-1.105257034301758,367307,104689,.6306724548339844,955947,-.2765398025512695,2768126,-.181218147277832,480158,-.0471534729003906,124583,.2207117080688477,7347000,628205,589107,121194,-.933629035949707,44062,-1.254538536071777,181748,22750,-.9339971542358398,125125,.5166902542114258,1551846,-.1331987380981445,222811,-.0815343856811523,272348,47194,-1.126527786254883,230551,-.1033096313476563,2864,-.9785571098327637,4055821,20144,-.939936637878418,25942,4618,1830842,4345630,-.0571060180664063,599840,-.2007007598876953,8268540,.2503461837768555,matched (3),232146.91,.85648978,33780.184,68234.102
201307,722240,642,3347,110158,07,0,0,0,0,0,1,0,0,0,0,0,16895,-1.448328018188477,373159,.0615968704223633,539987,.4590940475463867,56585,-.0543918609619141,637768,.2055854797363281,2420386,-.111781120300293,277625,.7062902450561523,141163,.2883081436157227,104491,-.3304224014282227,712422,-.6056270599365234,54777,-.2237234115600586,2960423,-.0098562240600586,3175262,.3763027191162109,3986,35434,-.1961994171142578,82938,179248,29482,850090,-.1212167739868164,634458,.157501220703125,188236,-1.015345573425293,206000,1.352051734924316,357976,54703,-.6490755081176758,1227523,.2500505447387695,3221635,.1517181396484375,330302,-.3741073608398438,108904,-.1345052719116211,6146398,243772,313095,37773,-1.165798187255859,177118,1.391219139099121,169439,24024,.0544881820678711,28830,-1.467896461486816,1641417,.0561151504516602,266231,.1780405044555664,249686,212492,1.504637718200684,67583,-1.227115631103516,1701,-.5210032463073731,774870,85573,1.446463584899902,187957,14036,1691563,4426677,.0184783935546875,589123,-.0180282592773438,7812409,-.0567455291748047,matched (3),158501.8,.85648978,32634.334,67674.156
201308,722240,643,3347,118492,08,0,0,0,0,0,0,1,0,0,0,0,23052,.310734748840332,404371,.0803279876708984,252791,-.7589826583862305,125862,.7994413375854492,634690,-.0048379898071289,2605546,.0737152099609375,160986,-.5449533462524414,161546,.1348743438720703,211910,.7070608139038086,2467239,1.242183685302734,56404,.0292692184448242,3419496,.1441612243652344,2334285,-.3076839447021484,24792,57792,.4891786575317383,75955,52362,28803,825048,-.0299005508422852,848712,.2909488677978516,305606,.4846000671386719,71403,-1.059535980224609,442136,174408,1.159479141235352,1152691,-.0628986358642578,4366227,.3040103912353516,414737,.2276372909545898,146876,.2991218566894531,7931946,362791,362357,46168,.2006921768188477,54580,-1.177148818969727,182600,33306,.3266849517822266,32932,.1330280303955078,2212848,.2987203598022461,324603,.1982383728027344,255953,126035,-.5223445892333984,565023,2.123509407043457,5182,1.113974571228027,2043892,48723,-.5632190704345703,49882,28996,2284748,3581348,-.2119102478027344,472461,-.2206802368164063,7011948,-.1080970764160156,matched (3),158778.14,.85648978,34631.965,68659.773
201309,722240,644,3347,96174,09,0,0,0,0,0,0,0,1,0,0,0,90083,1.362978935241699,313157,-.2556276321411133,401756,.463282585144043,55700,-.8152055740356445,604339,-.0490016937255859,2109222,-.2113227844238281,213247,.2811336517333984,71039,-.8215608596801758,149094,-.3515844345092773,1168671,-.7472324371337891,40601,-.3287467956542969,3436547,.0049734115600586,1589464,-.3843088150024414,4615,43848,-.2761211395263672,122776,59052,58291,737467,-.1122198104858398,507438,-.5143451690673828,346248,.1248588562011719,170898,.8727273941040039,452175,95246,-.6049346923828125,1060332,-.0835170745849609,4099947,-.0629253387451172,220222,-.6330089569091797,288370,.6746559143066406,8183670,188167,187971,725011,2.753900527954102,186052,1.226358413696289,130529,27459,-.1930437088012695,4401,-2.012612342834473,1999520,-.1013727188110352,210937,-.4310436248779297,280959,52091,-.8835678100585938,202098,-1.02811336517334,4977,-.0403633117675781,2025979,35762,-.30926513671875,23278,20061,2270887,3184432,-.1174650192260742,587247,.2174911499023438,5100031,-.3183689117431641,matched (3),118378.76,.85648978,31627.965,67194.641
201310,722240,645,3347,213764,10,0,0,0,0,0,0,0,0,1,0,0,97274,.0768003463745117,353776,.1219596862792969,401781,.0000619888305664,118356,.7537174224853516,395194,-.4247589111328125,2849610,.3008632659912109,142929,-.4001035690307617,138632,.6685943603515625,163509,.0922908782958984,1318078,.1203079223632813,58221,.3604526519775391,3743858,.0856494903564453,1655274,.0405693054199219,9901,26616,-.4992160797119141,166757,197695,120180,861016,.1548919677734375,559012,.0967960357666016,405574,.1581478118896484,221578,.2597074508666992,519720,134187,.3427715301513672,1937265,.6026945114135742,5671099,.3244094848632813,361363,.4952468872070313,151404,-.6442928314208984,0,294109,496098,123225,-1.772174835205078,449313,.8816938400268555,169245,24145,-.1286172866821289,1189487,5.599445343017578,3104876,.4400663375854492,302758,.3613748550415039,372488,140386,.9914035797119141,503825,.9134759902954102,16515,1.199441909790039,1749567,50548,.3460378646850586,351382,29795,1877194,2955094,-.0747432708740234,931768,.4616374969482422,5169175,.0134658813476563,matched (3),228795.36,.85648978,42070.648,72696.156
201311,722240,646,3347,108318,11,0,0,0,0,0,0,0,0,0,1,0,24864,-1.364109992980957,259493,-.3099346160888672,385704,-.040837287902832,96083,-.2084846496582031,183716,-.7659854888916016,2182324,-.2667922973632813,151697,.0595378875732422,109935,-.23193359375,128431,-.2414760589599609,1110259,-.1715812683105469,46769,-.2190256118774414,3343301,-.1131572723388672,2237222,.3012685775756836,9814,21482,-.2142972946166992,112670,38780,72501,722949,-.1747751235961914,537082,-.0400199890136719,325729,-.2192373275756836,86170,-.9444522857666016,568521,37845,-1.265735626220703,1888912,-.0252761840820313,3723366,-.4207553863525391,339509,-.0623817443847656,91405,-.5046510696411133,9469689,184038,526379,135674,.0962429046630859,127747,-1.257668495178223,260850,26973,.1107597351074219,261062,-1.516519546508789,2408566,-.2539424896240234,221639,-.3118839263916016,236230,132713,-.0562067031860352,121457,-1.42266845703125,1732,-2.254992485046387,1562096,28352,-.5782260894775391,141827,26599,1903724,2945564,-.003230094909668,591863,-.4538078308105469,4987724,-.0357332229614258,matched (3),88706.82,.85648978,30409.906,66629.977
201312,722240,647,3347,133414,12,0,0,0,0,0,0,0,0,0,0,1,19879,-.2237577438354492,302385,.1529712677001953,527308,.3127145767211914,44755,-.7640094757080078,493549,.9882316589355469,1917830,-.1291952133178711,41569,-1.294530868530273,156806,.3551197052001953,106797,-.1844625473022461,881118,-.2311573028564453,46257,-.0110073089599609,2265019,-.3893756866455078,2417186,.0773687362670898,12574,119145,1.713125228881836,83616,39235,134179,978573,.3027572631835938,621860,.1465644836425781,427512,.271916389465332,113468,.2751989364624023,674263,56214,.3956670761108398,1117816,-.5246238708496094,4130047,.1036605834960938,263276,-.254298210144043,125435,.3164873123168945,6264406,356737,230378,69229,-.6728353500366211,2435114,2.947697639465332,216287,42242,.4485788345336914,312574,.1800832748413086,2647436,.0945606231689453,346027,.4454669952392578,217453,92880,-.3568801879882813,174760,.3638534545898438,5663,1.184677124023438,3003590,31187,.0953035354614258,115437,58817,2871476,3193143,.0807056427001953,684510,.1454277038574219,5073921,.0171346664428711,matched (3),100662.43,.85648978,26838.203,65077.5
201401,722240,648,3347,352131,01,0,0,0,0,0,0,0,0,0,0,0,159644,2.083282470703125,408757,.3014202117919922,985881,.6257505416870117,151044,1.216367721557617,281659,-.5609254837036133,2372174,.2126121520996094,375938,2.202069282531738,160166,.0212011337280273,116345,.0856304168701172,2316953,.9668169021606445,4895,-2.245998382568359,2627883,.148594856262207,2008765,-.1850833892822266,21293,22147,-1.682639122009277,120866,111947,243401,872237,-.1150341033935547,646134,.0382919311523438,492758,.1420364379882813,107658,-.0525617599487305,307492,82539,.3841047286987305,1726057,.4344625473022461,4539093,.0944385528564453,384403,.3784885406494141,611236,1.583695411682129,7163594,218628,630284,86487,.2225742340087891,54961,-3.791125297546387,354931,15174,-1.023832321166992,3091,-4.61634635925293,2042900,-.2592220306396484,246660,-.3385066986083984,246339,146749,.4574146270751953,285511,.4908666610717773,20685,1.295454978942871,1699920,49541,.462799072265625,113020,207135,2718327,5326912,.5117654800415039,725813,.058588981628418,5463296,.0739383697509766,matched (3),342584.63,.85648978,43800.992,73711.047
201402,722240,649,3347,275976,02,1,0,0,0,0,0,0,0,0,0,0,32241,-1.59970760345459,403369,-.0132694244384766,645326,-.4237794876098633,152629,.0104389190673828,686486,.8908891677856445,2038714,-.1514873504638672,151582,-.9082975387573242,161625,.009068489074707,251278,.7699995040893555,727738,-1.15806770324707,30960,1.844481468200684,1497886,-.5621232986450195,1893648,-.0590152740478516,23263,32828,.393580436706543,117127,101178,170289,849261,-.0266952514648438,826456,.2461395263671875,458388,-.0723028182983398,116196,.0763187408447266,350777,66530,-.2156171798706055,1428928,-.1889152526855469,2858174,-.4625444412231445,331783,-.1472101211547852,205291,-1.091054916381836,731816,214751,569749,74557,-.1484298706054688,241867,1.48176383972168,182416,45224,1.092044830322266,9794,1.153275489807129,1898851,-.0731210708618164,191564,-.2527885437011719,191174,116576,-.2301797866821289,345457,.1905879974365234,37511,.5952253341674805,4342117,46565,-.06195068359375,16165,45812,2196275,4072880,-.2684211730957031,784840,.0781879425048828,4487280,-.1968059539794922,matched (3),254132.47,.85648978,33780.574,68234.297
201403,722240,650,3347,155673,03,0,1,0,0,0,0,0,0,0,0,0,36410,.1216049194335938,309527,-.2648067474365234,791809,.204564094543457,81631,-.6258010864257813,315105,-.7786808013916016,3640236,.5797290802001953,116553,-.2627801895141602,91051,-.5738592147827148,76422,-1.190288543701172,1865432,.9413070678710938,24002,-.2545585632324219,1664674,.1055746078491211,993566,-.6449604034423828,0,9908,-1.197939872741699,116823,58564,28504,774002,-.0927915573120117,550621,-.4060993194580078,537608,.1594142913818359,78098,-.3973140716552734,0,105992,.4657106399536133,1295930,-.0976953506469727,2209995,-.2571926116943359,465629,.3389081954956055,338753,.5008430480957031,2324652,226594,477317,47192,-.4573392868041992,67650,-1.274040222167969,115366,42414,-.0641498565673828,10134,.0341253280639648,1851840,-.0250692367553711,287604,.4063625335693359,0,35286,-1.195056915283203,92711,-1.315381050109863,98,-5.947422027587891,2166807,24251,-.6523914337158203,0,40806,0,3296792,-.2114009857177734,533047,-.3868703842163086,4900156,.0880203247070313,matched (3),182623.39,.85648978,33197.074,67947.313
201404,722240,651,3347,236694,04,0,0,1,0,0,0,0,0,0,0,0,94957,.9585809707641602,395330,.2446756362915039,556924,-.3518915176391602,132865,.4871244430541992,310266,-.0154752731323242,1946958,-.6257801055908203,238281,.7151041030883789,129925,.3555374145507813,127081,.5085535049438477,1594052,-.1572132110595703,60640,.9268169403076172,1681166,.0098581314086914,855220,-.1499414443969727,23315,45174,1.517179489135742,128204,45724,205655,699550,-.1011371612548828,694586,.232269287109375,518687,-.0358295440673828,93896,.1842241287231445,424198,180703,.5334911346435547,2333948,.5883321762084961,2306058,.0425500869750977,759792,.4896554946899414,324784,-.0421104431152344,5141295,131382,452659,19110,-.9040126800537109,133461,.6794614791870117,352976,8345,-1.625815391540527,680635,4.207130432128906,1988110,.0710048675537109,231525,-.2168970108032227,179777,37649,.0648193359375,48325,-.6515378952026367,8785,4.495833396911621,7160224,31837,.2721710205078125,33610,8618,2538145,3964096,.1843280792236328,731377,.316319465637207,6840163,.3335447311401367,matched (3),221303.7,.85648978,25979.17,64727.961
201405,722240,652,3347,337761,05,0,0,0,1,0,0,0,0,0,0,0,27684,-1.232569694519043,180063,-.7864141464233398,493751,-.120396614074707,171938,.2578010559082031,819790,.9716176986694336,2145541,.0971231460571289,174008,-.3143491744995117,133456,.0268144607543945,244448,.6541786193847656,1897444,.1742286682128906,29921,-.7063941955566406,1922894,.1343441009521484,834221,-.0248603820800781,20625,45345,.0037784576416016,91228,84886,63761,1083526,.4375381469726563,851963,.2042264938354492,1186980,.8278675079345703,64479,-.3758487701416016,389517,227613,.2307920455932617,804099,-1.065593719482422,2985260,.2581472396850586,449468,-.5249805450439453,96962,-1.208841323852539,6810982,457047,478326,103709,1.691376686096191,178045,.2882270812988281,264860,43030,1.64023494720459,21207,-3.468694686889648,2145405,.0761442184448242,221619,-.0437278747558594,748374,37978,.0087013244628906,135506,1.03106689453125,781,-2.420226097106934,2625585,13542,-.854832649230957,52203,7421,3094485,4230773,.0651073455810547,629002,-.1507949829101563,8366547,.2014293670654297,matched (3),330146.16,.85648978,39816.563,71415.336
201406,722240,653,3347,342857,06,0,0,0,0,1,0,0,0,0,0,0,173352,1.834469795227051,279088,.4382209777832031,726941,.3868131637573242,175500,.0205049514770508,121970,-1.905272483825684,1951482,-.0948028564453125,171099,-.0168590545654297,94585,-.3442726135253906,135843,-.5875034332275391,1276932,-.3960475921630859,52963,.5710334777832031,1448102,-.2835779190063477,2044873,.8965930938720703,10732,23713,-.6482763290405273,139449,91853,98811,1098998,.0141782760620117,892943,.0469799041748047,570846,-.7320480346679688,26811,-.8775272369384766,370748,82807,-1.011134147644043,525493,-.4253854751586914,3560353,.1761722564697266,209500,-.763340950012207,149705,.4343471527099609,4316581,425517,562711,805541,2.049924850463867,293082,.4984159469604492,337270,31507,-.3116874694824219,12562,-.5236549377441406,1591771,-.2984819412231445,245611,.1027889251708984,267493,52631,.3262977600097656,181419,.2917928695678711,3352,1.456737518310547,776649,18527,.3134326934814453,69629,31072,3264824,5823013,.3194332122802734,729075,.1476421356201172,8874468,.0589370727539063,matched (3),306911.84,.85648978,38036.273,70438.266
201407,722240,654,3347,904519,07,0,0,0,0,0,1,0,0,0,0,0,34560,-1.612627983093262,517250,.6169986724853516,672265,-.0781927108764648,71198,-.9021749496459961,475789,1.361199378967285,1915318,-.0187053680419922,205557,.1834812164306641,120895,.2454233169555664,257080,.6378879547119141,1095575,-.1531810760498047,19316,-1.008660316467285,1464521,.0112743377685547,1573954,-.2617454528808594,15645,34107,.3634786605834961,86964,52416,104059,843154,-.2650041580200195,1097508,.2062749862670898,740948,.2608108520507813,276115,2.332005500793457,536174,8421,-2.285784721374512,1035253,.6780643463134766,4543506,.2438392639160156,531963,.9318504333496094,165795,.1020851135253906,6572002,588020,807338,984402,.2005205154418945,349890,.1771669387817383,502376,39991,.2384443283081055,98697,2.061378479003906,1913735,.1842098236083984,269157,.0915460586547852,289454,110306,.7399530410766602,507037,1.027774810791016,16667,1.603873252868652,5328098,28447,.4288139343261719,32201,27151,2057077,4588819,-.2381954193115234,892960,.2027654647827148,9863275,.1056394577026367,matched (3),798854.69,.85648978,42303.703,72831.281
201408,722240,655,3347,484428,08,0,0,0,0,0,0,1,0,0,0,0,66162,.649409294128418,320896,-.4774093627929688,1109446,.5009641647338867,272130,1.340815544128418,275659,-.5458097457885742,2538845,.2818260192871094,94923,-.7726573944091797,136060,.1181735992431641,611893,.8671703338623047,1559278,.3529434204101563,49710,.9452724456787109,1333416,-.0937843322753906,1204026,-.2679195404052734,9089,7977,-1.452939987182617,33871,111957,40334,850161,.0082759857177734,1099368,.0016927719116211,752040,.0148591995239258,109898,-.9212646484375,619676,197355,3.154275894165039,543297,-.6447458267211914,4152980,-.0898723602294922,399081,-.287409782409668,242273,.3793134689331055,5771024,435779,375708,9563,-4.634132385253906,154889,-.8149099349975586,311185,9672,-1.419419288635254,54723,-.5897712707519531,1638309,-.1553916931152344,259002,-.0384588241577148,206242,25760,-1.454435348510742,329397,-.4313201904296875,2404,-1.936296463012695,2713118,37876,.2862749099731445,124387,21776,1406238,4066884,-.1207456588745117,731225,-.1998205184936523,8465900,-.15277099609375,matched (3),453783.53,.85648978,37335.809,70062.5
201409,722240,656,3347,459556,09,0,0,0,0,0,0,0,1,0,0,0,120568,.6001081466674805,357387,.1077022552490234,437143,-.9313564300537109,156993,-.5500783920288086,614127,.8010368347167969,1742052,-.3766460418701172,27757,-1.229578018188477,123792,-.0944929122924805,295769,-.7269792556762695,1954204,.2257604598999023,40199,-.2123632431030273,1428273,.0687227249145508,1093590,-.0962047576904297,12806,12042,.4118375778198242,323602,25784,166100,890952,.0468645095825195,711800,-.4346933364868164,486811,-.4349136352539063,89452,-.2058506011962891,440093,69427,-1.04472827911377,1590812,1.074344635009766,5195341,.2239360809326172,468647,.1606855392456055,220193,-.0955610275268555,6563802,392535,650501,267020,3.329421997070313,205239,.2814664840698242,150723,31652,1.185565948486328,1570,-3.551208019256592,1740263,.0603713989257813,239331,-.0789880752563477,230832,60078,.8468208312988281,465736,.3463554382324219,32881,2.615760803222656,2594621,80355,.75213623046875,46927,19666,1313625,3692141,-.0966701507568359,704808,-.0367956161499023,7608009,-.1068449020385742,matched (3),475501.16,.85648978,40824.742,71982.297
201410,722240,657,3347,182174,10,0,0,0,0,0,0,0,0,1,0,0,41849,-1.058146476745606,238538,-.4042901992797852,551440,.2322731018066406,86100,-.6006917953491211,383643,-.470489501953125,1901883,.0877809524536133,81463,1.076661109924316,76731,-.478297233581543,169060,-.5593252182006836,1168222,-.514500617980957,29016,-.3259954452514648,1432457,.002924919128418,716730,-.4225225448608398,5093,46544,1.351998329162598,73419,17603,95178,962463,.0772056579589844,750977,.0535774230957031,500500,.0277309417724609,139387,.4435520172119141,280711,50504,-.3182229995727539,1580841,-.0062875747680664,4309921,-.1868429183959961,543155,.1475448608398438,255360,.1481704711914063,4965005,320495,299977,401649,.4082546234130859,107772,-.6441574096679688,125880,29336,-.0759859085083008,1496,-.0482807159423828,2225957,.2461509704589844,264625,.1004657745361328,243047,69875,.1510639190673828,287135,-.4836664199829102,4975,-1.888469696044922,2425229,25378,-1.152571678161621,50803,7738,1545598,3171902,-.1518754959106445,704415,-.0005578994750977,6151418,-.2125186920166016,matched (3),210152.2,.85648978,19010.428,62259.039
201411,722240,658,3347,232149,11,0,0,0,0,0,0,0,0,0,1,0,129491,1.129544258117676,236194,-.0098752975463867,457329,-.1871299743652344,93871,.0864114761352539,578193,.4101953506469727,819864,-.841461181640625,186855,.8301839828491211,153220,.6915693283081055,276129,.4906148910522461,1168984,.0006523132324219,74719,.945887565612793,1412892,-.0137529373168945,829064,.1455984115600586,12520,26662,-.557159423828125,144863,47263,105642,908518,-.0576810836791992,1142829,.4198875427246094,393688,-.2400484085083008,121445,-.1377925872802734,325258,95847,.6407003402709961,3191426,.7025108337402344,3653762,-.1651620864868164,378322,-.3616485595703125,148639,-.5411539077758789,5135303,275797,437115,246884,-.4866600036621094,122865,.131068229675293,356604,19603,-.403132438659668,15751,2.354109287261963,2624863,.1648416519165039,183104,-.3682594299316406,466649,148684,.7551155090332031,323243,.1184520721435547,9712,.6689367294311523,5236147,144461,1.739127159118652,453363,24387,1444613,2542753,-.2210836410522461,695934,-.0121126174926758,5400042,-.1302766799926758,matched (3),184749.08,.85648978,33972.75,68329.641
201412,722240,659,3347,222844,12,0,0,0,0,0,0,0,0,0,0,1,21153,-1.811830520629883,163654,-.3668994903564453,951808,.7329607009887695,321595,1.231371879577637,426791,-.3036136627197266,2233599,1.002230644226074,103522,-.5905485153198242,123570,-.2150678634643555,113187,-.8918266296386719,1676310,.3604602813720703,43136,-.5493764877319336,816077,-.5488853454589844,692662,-.1797552108764648,9734,24969,-.0656042098999023,99003,36965,42859,779218,-.1535243988037109,468217,-.8923301696777344,517508,.2734661102294922,170281,.3379878997802734,452096,11710,-2.102310180664063,1764435,-.5926380157470703,3020716,-.1902637481689453,295919,-.2456598281860352,218466,.3851099014282227,5693535,130808,400235,112111,-.7894287109375,262352,.758601188659668,735417,22521,.1387653350830078,47145,1.096323966979981,2262233,-.148676872253418,184950,.0100317001342773,202716,369205,.9095287322998047,217259,-.3973150253295898,15059,.4386138916015625,2144983,30900,-1.542253494262695,130068,258909,1100965,2703874,.0614376068115234,486498,-.3580226898193359,5167991,-.0439224243164063,matched (3),229035.34,.85648978,30652.947,66741.25
