period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1071c152,growth1071c152,Y1079c792,growth1079c792,Y1201c152,growth1201c152,Y1447c32,Y1459c554,Y1498c600,growth1498c600,Y1606c608,Y1699c442,Y2011c620,growth2011c620,Y2108c554,Y2269c792,growth2269c792,Y2419c124,growth2419c124,Y2560c344,Y2565c484,growth2565c484,Y2602c376,Y2686c344,Y2717c124,growth2717c124,Y2717c752,growth2717c752,Y2757c68,growth2757c68,Y2775c344,Y2882c246,growth2882c246,Y2926c348,growth2926c348,Y2965c586,growth2965c586,Y2986c268,growth2986c268,Y3024c705,growth3024c705,Y313c376,Y319c344,Y3453c32,Y3473c152,growth3473c152,Y3501c600,growth3501c600,Y3689c218,Y3743c600,growth3743c600,Y3765c586,growth3765c586,Y3848c300,growth3848c300,Y3897c818,Y4225c484,growth4225c484,Y4376c344,Y4544c68,growth4544c68,Y4579c152,growth4579c152,Y4584c376,Y4745c152,growth4745c152,Y476c208,growth476c208,Y4777c246,growth4777c246,Y48c484,Y4927c826,growth4927c826,Y4994c484,growth4994c484,Y632c222,growth632c222,Y640c826,growth640c826,Y679c792,growth679c792,Y843c484,growth843c484,_merge,x,r2,s,sf
201606,300510,677,1385,10672025,06,0,0,0,0,1,0,0,0,0,0,0,92094,-.9657192230224609,87531,-.1328668594360352,553268,-.1682643890380859,990920,1134190,403995,.4350137710571289,42733,163726,133852,-.4485187530517578,27286,1069197,-.3856105804443359,355429,.1983137130737305,26172,1092804,-.2282600402832031,20000,3190017,24445,-.0626697540283203,32598,-.6669940948486328,37792,.1648321151733398,120701,157723,.7632961273193359,74097,-.1784753799438477,12675240,-.00982666015625,21405,-.8622026443481445,2371598,-.1618232727050781,3477000,5286515,157541,276031,.0359086990356445,142380,-.2979955673217773,2429,119766,-.2749385833740234,24587,-.1083621978759766,1274828,-.7016868591308594,1793698,46191756,.0184917449951172,2781591,181,-4.811465263366699,49592116,-.2548332214355469,11826000,412598,-.2130928039550781,283387,.0066595077514648,424117,-.0043191909790039,13070579,1826906,.2344293594360352,2436327,-.1772480010986328,105535,-.155674934387207,1721901,-.0938758850097656,84119,-.7183961868286133,553187776,.1517829895019531,matched (3),10992761,.92444021,305638.78,685822.19
201607,300510,678,1385,11446021,07,0,0,0,0,0,1,0,0,0,0,0,60362,-.422450065612793,82372,-.0607471466064453,862161,.4435997009277344,1008994,752765,465967,.1427125930786133,51894,105365,140174,.0461492538452148,43126,1102368,.030552864074707,253355,-.3385343551635742,36757,1643185,.4078893661499023,46000,3722976,40161,.4964704513549805,17757,-.6074705123901367,35315,-.0677900314331055,119449,515684,1.184654235839844,66885,-.1023998260498047,12028142,-.0524024963378906,46976,.7860116958618164,2719266,.1367979049682617,2049000,2684400,134126,166857,-.5033760070800781,322438,.8174114227294922,172897,60920,-.6759786605834961,9805,-.9193248748779297,631318,-.7027568817138672,1440043,47684916,.0318145751953125,2460469,95734,6.270832061767578,51511916,.0379810333251953,6166000,530994,.2522764205932617,309455,.0879993438720703,469803,.1023044586181641,10070498,1723018,-.0585470199584961,2300718,-.0572700500488281,137532,.2648134231567383,1058839,-.4862556457519531,232519,1.016739845275879,576988288,.0421237945556641,matched (3),10796768,.92444021,389288.59,726968.13
201608,300510,679,1385,11516203,08,0,0,0,0,0,0,1,0,0,0,0,103039,.5347480773925781,112414,.3109426498413086,1034903,.1826210021972656,1414500,1316544,1160774,.9127273559570313,268054,129243,151081,.0749320983886719,61814,1194742,.0804691314697266,331700,.269439697265625,30065,1120118,-.3832025527954102,43000,4624860,28131,-.3560247421264648,62840,1.263812065124512,30564,-.1444845199584961,183702,711107,.3213281631469727,146433,.7835931777954102,16037247,.2876644134521484,36943,-.240260124206543,3122026,.1381206512451172,3311000,3129697,202934,392905,.8564300537109375,356515,.1004657745361328,148609,311600,1.632159233093262,25555,.9579401016235352,268402,-.8553237915039063,2087743,48625584,.0195350646972656,2986535,33316,-1.055536270141602,66865472,.2608699798583984,10813000,455342,-.1537017822265625,342707,.1020631790161133,749409,.4669713973999023,11976991,2011990,.1550474166870117,2624883,.1318149566650391,107845,-.2431612014770508,2097438,.6835432052612305,22431,-2.338528633117676,578902848,.0033130645751953,matched (3),11918759,.92444021,382000.28,723091.44
201609,300510,680,1385,9565051,09,0,0,0,0,0,0,0,1,0,0,0,69884,-.3882713317871094,88429,-.2399883270263672,816563,-.2369585037231445,1399092,1088153,648706,-.5818624496459961,128854,135116,97711,-.4358024597167969,9438,1992737,.5115785598754883,252746,-.271845817565918,37059,1434101,.2471036911010742,22000,3924708,25405,-.1019258499145508,57317,-.0919952392578125,21442,-.3544712066650391,88855,452909,-.4511318206787109,132134,-.1027517318725586,11746107,-.3113918304443359,15504,-.8682785034179688,2320289,-.2967901229858398,2264000,2697959,139437,403624,.02691650390625,158656,-.8096380233764648,10043,150830,-.7255678176879883,9483,-.9913320541381836,149565,-.5847549438476563,1735309,50630192,.0403976440429688,2790917,66665,.6936426162719727,65191180,-.025360107421875,10385000,356656,-.2442770004272461,325051,-.0528936386108398,683154,-.092564582824707,10671470,2469532,.2049045562744141,2495513,-.050541877746582,105877,-.0184173583984375,585252,-1.276429176330566,77827,1.244044303894043,682625088,.1648101806640625,matched (3),9695529,.92444021,291496.06,679637.38
201610,300510,681,1385,8715593,10,0,0,0,0,0,0,0,0,1,0,0,80170,.1373128890991211,56631,-.445643424987793,873484,.0673856735229492,848071,1002441,462276,-.3388175964355469,88263,48368,87299,-.1126747131347656,25524,2354263,.1667194366455078,303517,.1830520629882813,44049,663970,-.7700557708740234,19000,3577487,36485,.3619556427001953,17376,-1.193507194519043,17708,-.1913356781005859,195551,324463,-.3335189819335938,94266,-.3376960754394531,11664212,-.0069961547851563,9096,-.5332632064819336,1497634,-.43780517578125,1292000,1875964,175967,93867,-1.45860481262207,187287,.1659030914306641,3690,215346,.3560934066772461,41340,1.472330093383789,65799,-.8211259841918945,1985259,49409728,-.0244007110595703,2165517,54628,-.1991329193115234,70826952,.082916259765625,2808000,529319,.3948192596435547,238360,-.3101997375488281,477388,-.3583908081054688,11937306,1581398,-.4457197189331055,2299347,-.0818691253662109,107682,.0169048309326172,1362246,.8448476791381836,27625,-1.0357666015625,616544128,-.1018142700195313,matched (3),9022561,.92444021,258365.31,666100.31
201611,300510,682,1385,8780931,11,0,0,0,0,0,0,0,0,0,1,0,108468,.3023061752319336,49726,-.1300287246704102,749301,-.1533489227294922,1131740,1150548,265408,-.5548944473266602,91835,45520,105505,.1894197463989258,18938,2932176,.2195167541503906,364685,.1835966110229492,50382,1382391,.733332633972168,34000,3867963,64746,.5735702514648438,57321,1.193576812744141,34263,.6600494384765625,84983,197003,-.4989528656005859,97970,.0385408401489258,12731884,.0875835418701172,19858,.7807722091674805,1098499,-.3099422454833984,2146000,6142015,206143,360865,1.346624374389648,104464,-.5837993621826172,171895,125086,-.5432453155517578,17800,-.8426322937011719,163688,.9113569259643555,1847537,51087176,.03338623046875,3020747,1749,-3.441503047943115,68580128,-.0322360992431641,6047000,597013,.1203479766845703,387542,.4860420227050781,676531,.3486480712890625,11227766,2095398,.2814340591430664,2439715,.0592555999755859,112573,.0444192886352539,1617405,.1716880798339844,179981,1.874130249023438,586445632,-.0500507354736328,matched (3),9043084,.92444021,288428.13,678327.19
201612,300510,683,1385,11477446,12,0,0,0,0,0,0,0,0,0,0,1,132415,.1994857788085938,48735,-.0201301574707031,1126627,.4078426361083984,1370720,1277986,552249,.7327308654785156,144334,76770,104535,-.0092363357543945,24409,4343014,.3928241729736328,366324,.0044841766357422,49577,899184,-.4300823211669922,11000,2985011,80663,.2198085784912109,18349,-1.139091491699219,18879,-.5960159301757813,128604,271599,.3211078643798828,106544,.0838966369628906,12090601,-.0516796112060547,11729,-.5265426635742188,1333948,.1941986083984375,2576000,5687711,73417,313942,-.1392955780029297,337916,1.173954963684082,176487,147831,.1670684814453125,65789,1.307253837585449,163732,.0002689361572266,2357935,53228856,.0410671234130859,4433276,4041,.8374485969543457,76647776,.1112174987792969,22074000,734130,.2067470550537109,176666,-.7855634689331055,435219,-.4411287307739258,11795983,1941923,-.0760650634765625,2848094,.1547689437866211,146364,.2624950408935547,1960567,.1924114227294922,54279,-1.198714256286621,841321088,.3608932495117188,matched (3),12058575,.92444021,413210.72,740054.13
201701,300510,684,1385,10830506,01,0,0,0,0,0,0,0,0,0,0,0,45586,-1.066340446472168,155705,1.161564826965332,857803,-.2726097106933594,1370136,1253450,696611,.2322282791137695,75713,145832,102151,-.0230703353881836,3832,11173420,.9449682235717773,225732,-.4841699600219727,18769,702962,-.2461843490600586,45000,3034182,38098,-.7501182556152344,36155,.6782398223876953,7785,-.8858509063720703,105808,788991,1.066428184509277,159947,.4062843322753906,18673304,.4346656799316406,66199,1.730601310729981,351516,-1.333642959594727,4901000,7482186,335907,220156,-.3548717498779297,162307,-.7333078384399414,7792,108394,-.3102970123291016,52795,-.2200355529785156,490816,1.097838401794434,2224174,51416104,-.0346488952636719,4005662,21571,1.674857139587402,74503904,-.0283699035644531,9001000,668758,-.0932636260986328,103508,-.534611701965332,480974,.0999641418457031,10424677,1949265,.0037736892700195,2369961,-.18377685546875,112975,-.2589302062988281,623654,-1.145393371582031,85034,.44891357421875,756815744,-.1058540344238281,matched (3),11432502,.92444021,353752.72,708574.63
201702,300510,685,1385,10256860,02,1,0,0,0,0,0,0,0,0,0,0,68584,.4084587097167969,126371,-.2087411880493164,694252,-.2115392684936523,940341,1071889,206708,-1.214920043945313,58953,146489,40116,-.9346771240234375,13115,4420849,-.9272050857543945,279604,.2140264511108398,9126,667445,-.0518465042114258,62000,1814868,29750,-.2473325729370117,89367,.9049367904663086,12183,.4478425979614258,82066,410690,-.6529159545898438,101466,-.4551181793212891,16614710,-.1168060302734375,184847,1.026863098144531,417154,.1711997985839844,1997000,2058042,138349,168889,-.2650947570800781,154588,-.0487260818481445,161794,128476,.1699695587158203,47190,-.1122350692749023,270213,-.5968589782714844,1848217,43526608,-.1665802001953125,2154236,104872,1.581390380859375,74506752,.0000381469726563,6237000,268701,-.9118232727050781,93692,-.0996360778808594,435155,-.1001110076904297,9545577,1876496,-.0380458831787109,2027446,-.1560964584350586,100553,-.1164817810058594,1528765,.8966197967529297,5255,-2.783870697021484,738492800,-.0245075225830078,matched (3),9808050,.92444021,375200.34,719522.31
201703,300510,686,1385,10253570,03,0,1,0,0,0,0,0,0,0,0,0,107890,.4530525207519531,64203,-.6771717071533203,1037106,.4013547897338867,1380161,1107525,192706,-.0701417922973633,92013,48604,108607,.9959611892700195,10390,7374850,.5117435455322266,217085,-.2530860900878906,22986,490887,-.3072423934936523,17000,4888729,34532,.1490573883056641,79260,-.1200180053710938,3051,-1.38457202911377,34819,204890,-.6953659057617188,52744,-.6542739868164063,18813232,.1242713928222656,24842,-2.006993293762207,606461,.3741846084594727,5545000,2193087,205734,164378,-.0270729064941406,116452,-.2832841873168945,15258,169054,.2744760513305664,20983,-.8104696273803711,1603071,1.780466079711914,3036119,51719116,.172454833984375,4860692,4634,-3.119319915771484,101648424,.3106307983398438,12414000,472838,.5651540756225586,209247,.803502082824707,770980,.57196044921875,12196322,1833257,-.0233116149902344,2316817,.1334171295166016,94982,-.0569972991943359,910676,-.5180282592773438,23663,1.504732131958008,757988416,.0260562896728516,matched (3),10500808,.92444021,399776.31,732637.81
201704,300510,687,1385,12525369,04,0,0,1,0,0,0,0,0,0,0,0,126804,.1615304946899414,80064,.2207765579223633,1514791,.3788433074951172,1356476,1132278,320250,.5079364776611328,205040,142787,119677,.0970602035522461,14754,3705582,-.6882352828979492,277633,.2460117340087891,41223,965019,.675933837890625,65000,5077093,35107,.0165138244628906,32855,-.8806295394897461,14492,1.558127403259277,102109,186327,-.0949697494506836,57069,.0788106918334961,18224304,-.0318031311035156,44256,.5774555206298828,691537,.1312761306762695,3779000,2659056,173307,223975,.3093662261962891,99946,-.1528491973876953,243491,189010,.1115818023681641,41849,.6903553009033203,2326843,.3725910186767578,4492774,41451976,-.2212905883789063,3237829,6000,.2583389282226563,104484480,.0275192260742188,8394000,489398,.0344228744506836,194788,-.0716028213500977,314078,-.8980216979980469,10284485,1626025,-.1199560165405273,2496487,.0746908187866211,120965,.2418136596679688,1773510,.6665287017822266,112327,1.557501792907715,609523072,-.2179908752441406,matched (3),10738034,.92444021,251749.98,663562.44
201705,300510,688,1385,12344569,05,0,0,0,1,0,0,0,0,0,0,0,161652,.2428035736083984,146584,.6047725677490234,1441489,-.0496006011962891,1356810,1147555,418026,.2664422988891602,127710,129785,189099,.4574747085571289,21636,4318434,.1530523300170898,500641,.5895891189575195,34303,1338458,.3271255493164063,50000,4498386,23094,-.418828010559082,69916,.7551898956298828,31884,.7885074615478516,56926,185505,-.0044212341308594,106152,.6206111907958984,18404406,.0098323822021484,30061,-.3867626190185547,899674,.2631158828735352,3077000,4010572,186704,181467,-.2104606628417969,391852,1.366253852844238,158099,97442,-.6625423431396484,90586,.7722320556640625,3796251,.489501953125,5209397,55861584,.29833984375,2032737,8872,.3911409378051758,79506120,-.2732048034667969,8164000,527427,.0748348236083984,396614,.7110509872436523,526912,.5173921585083008,13590551,1948122,.1807270050048828,2998499,.1832275390625,138376,.1344728469848633,799152,-.7971649169921875,185365,.5009126663208008,693736000,.1294136047363281,matched (3),12520239,.92444021,397579.31,731441.25
201706,300510,689,1385,9785790,06,0,0,0,0,1,0,0,0,0,0,0,91205,-.5723361968994141,55693,-.9677448272705078,1076668,-.2918062210083008,1575404,1158793,322967,-.2579936981201172,29524,110250,111298,-.530059814453125,14789,4306712,-.0027179718017578,279179,-.5840368270874023,23781,1086249,-.2087879180908203,22000,4541813,39159,.5280570983886719,23130,-1.10616397857666,25136,-.2378034591674805,151676,136355,-.3078203201293945,60023,-.5701436996459961,16439600,-.1128959655761719,8732,-1.236233711242676,847608,-.0596141815185547,3091000,3113663,189733,132823,-.3120565414428711,106761,-1.300291061401367,35907,79555,-.2028093338012695,51548,-.563786506652832,2306447,-.4983062744140625,4947011,41074032,-.3074989318847656,3814718,1597,-1.714773178100586,73806568,-.0743865966796875,8874000,544967,.03271484375,240376,-.5007591247558594,364539,-.3683996200561523,13976831,1517330,-.249913215637207,2683468,-.1110019683837891,104373,-.2820034027099609,1904136,.8682317733764648,223770,.1882915496826172,751749696,.0803127288818359,matched (3),9860408,.92444021,223254.66,653283.75
201707,300510,690,1385,11169260,07,0,0,0,0,0,1,0,0,0,0,0,136821,.4055633544921875,69771,.2253646850585938,1265838,.1618633270263672,1609669,1352020,624991,.660186767578125,108549,159340,155133,.3320713043212891,37844,6371930,.3917274475097656,320363,.1376018524169922,269875,1563389,.3641252517700195,94000,5129269,156079,1.382732391357422,73830,1.160634994506836,8180,-1.12260913848877,67317,447836,1.189165115356445,101377,.5241184234619141,22750288,.3248844146728516,19837,.8205537796020508,846302,-.0015420913696289,3694000,16165146,233947,294199,.7952384948730469,112067,.0485038757324219,174288,110995,.3330373764038086,56085,.084355354309082,971212,-.8649187088012695,7002419,67066124,.4903011322021484,3414806,53067,3.503428459167481,93262840,.2339744567871094,13437000,556999,.0218381881713867,516863,.7655735015869141,445497,.200556755065918,14618509,2144733,.3460626602172852,2414429,-.105647087097168,114475,.0923852920532227,2284655,.1821870803833008,429420,.6518173217773438,796312896,.0575885772705078,matched (3),11276542,.92444021,401101.25,733361.63
201708,300510,691,1385,9739295,08,0,0,0,0,0,0,1,0,0,0,0,132670,-.0308084487915039,92556,.2825946807861328,1040927,-.195622444152832,1479132,1561824,464149,-.2975311279296875,185685,278653,107114,-.3703889846801758,32994,5055742,-.2313776016235352,434500,.3047409057617188,45945,2071198,.2812709808349609,52000,4386233,40129,-1.35826301574707,170507,.8370113372802734,13266,.4835128784179688,76909,1002073,.8053989410400391,86180,-.1624088287353516,22379552,-.0164299011230469,52314,.9697151184082031,783986,-.0764846801757813,3135000,5403846,463317,247174,-.174163818359375,244235,.7790336608886719,77245,246638,.798436164855957,31984,-.5616331100463867,187176,-1.646494865417481,3379330,61678932,-.0837364196777344,3823614,5817,-2.210770606994629,93378920,.0012435913085938,6605000,654806,.1617755889892578,458990,-.118748664855957,226105,-.6781911849975586,16041987,2256222,.0506763458251953,2745986,.1286773681640625,104502,-.0911502838134766,946262,-.8814506530761719,157886,-1.00056266784668,941419392,.1673965454101563,matched (3),10167381,.92444021,367763.34,715672.38
201709,300510,692,1385,9583021,09,0,0,0,0,0,0,0,1,0,0,0,108435,-.2017135620117188,92683,.0013713836669922,457134,-.8228902816772461,1601707,1190064,350959,-.279536247253418,93026,242001,176252,.498021125793457,20496,3455038,-.3806915283203125,216880,-.6948509216308594,155321,1062282,-.6677074432373047,22000,3699831,10391,-1.35115909576416,27868,-1.811297416687012,21370,.4767837524414063,66288,523190,-.6498813629150391,104257,.1904211044311523,19227204,-.1518211364746094,8478,-1.819788932800293,707988,-.101963996887207,1559000,2359686,213164,326880,.2795009613037109,362566,.395075798034668,259932,239767,-.028254508972168,31105,-.0278663635253906,127973,-.3802299499511719,3962854,54375752,-.1260242462158203,3499127,64773,2.410103797912598,82514584,-.1236915588378906,2937000,613432,-.0652694702148438,55727,-2.108564376831055,375230,.5065402984619141,14945961,1879946,-.1824483871459961,2188734,-.2268171310424805,126123,.1880521774291992,462817,-.7151880264282227,132249,-.1771869659423828,763362496,-.20965576171875,matched (3),10663493,.92444021,303423.41,684837.81
201710,300510,693,1385,9695188,10,0,0,0,0,0,0,0,0,1,0,0,123622,.131077766418457,95171,.0264902114868164,1106864,.8843097686767578,1631925,1280210,416678,.1716442108154297,100894,126092,160198,-.0955038070678711,3604,1725182,-.6945009231567383,508408,.8519401550292969,111354,803846,-.2787666320800781,40000,3690393,13267,.2443399429321289,138170,1.601005554199219,3306,-1.866249084472656,38963,183160,-1.04958438873291,116923,.1146564483642578,23235856,.1893692016601563,63448,2.01274585723877,994387,.3396997451782227,1750000,3060422,518546,176694,-.6151742935180664,278705,-.2630519866943359,51091,158046,-.4167814254760742,70503,.8182859420776367,133581,.0428886413574219,5257957,52077952,-.0431766510009766,5404868,9890,-1.879364013671875,91965936,.1084442138671875,5203000,749010,.1996822357177734,92254,.5040807723999023,570655,.419245719909668,15427446,1240340,-.4158573150634766,2897650,.2805767059326172,109562,-.1407670974731445,1413066,1.116185188293457,188888,.3564682006835938,1037883072,.3072052001953125,matched (3),10759766,.92444021,281538.13,675426.31
201711,300510,694,1385,10713257,11,0,0,0,0,0,0,0,0,0,1,0,7860,-2.755442619323731,51158,-.6207561492919922,1214221,.0925712585449219,2164090,1627973,1262594,1.108610153198242,135522,110479,125395,-.2449417114257813,28459,2467181,.3577442169189453,229622,-.7948503494262695,69742,1018821,.2369937896728516,21000,3400958,11897,-.1089935302734375,183791,.2853145599365234,19596,1.779585838317871,147763,109072,-.5183515548706055,82625,-.347203254699707,24000454,.0323772430419922,64751,.0203285217285156,488687,-.7104043960571289,2722000,3926335,214160,227418,.2523708343505859,166513,-.515080451965332,152866,173172,.0913991928100586,109317,.4385967254638672,224388,.5186681747436523,5709067,48523152,-.0706996917724609,4778680,12580,.2405834197998047,90802320,-.0127334594726563,3369000,563287,-.2849626541137695,32811,-1.033781051635742,668319,.1579799652099609,15758174,1524142,.2060461044311523,3027949,.0439853668212891,87421,-.2257556915283203,1541711,.0871315002441406,254518,.2982168197631836,1060082112,.0211639404296875,matched (3),10676736,.92444021,409014.88,737719.63
201712,300510,695,1385,13412903,12,0,0,0,0,0,0,0,0,0,0,1,214086,3.304591178894043,93579,.603886604309082,1035503,-.159214973449707,1505529,1385387,420658,-1.099103927612305,158681,216198,115221,-.0846166610717773,35897,3667885,.3965387344360352,511583,.8010759353637695,93836,1760756,.5470972061157227,55000,5254180,26562,.8031949996948242,100969,-.5989856719970703,25427,.2604866027832031,225185,30319,-1.280234336853027,144322,.557734489440918,21342672,-.1173648834228516,32697,-.6832656860351563,597356,.2007904052734375,3238000,5665275,179608,247967,.0865058898925781,439943,.9715709686279297,251420,218646,.2331686019897461,80473,-.3063297271728516,220229,-.0187082290649414,5811425,53109880,.0903224945068359,4617319,191899,2.724861145019531,118760328,.2684211730957031,7965000,455889,-.2115402221679688,68821,.7407445907592773,674401,.0090599060058594,16369701,2158654,.348052978515625,2720179,-.1071882247924805,120712,.3226728439331055,1776113,.1415338516235352,256951,.0095138549804688,978978432,-.0795917510986328,matched (3),12725007,.92444021,323059.84,693761.25
201801,300510,696,1385,11579417,01,0,0,0,0,0,0,0,0,0,0,0,104293,-.7191734313964844,61698,-.4165544509887695,1821653,.5648565292358398,0,1374738,749661,.5778007507324219,141818,96148,138902,.1869163513183594,20014,2494624,-.3854770660400391,421461,-.1937828063964844,96916,807308,-.7797937393188477,89000,4553681,59103,.799799919128418,150664,.4002389907836914,11855,-.7630624771118164,200627,592254,2.972161293029785,233870,.4827184677124023,24055060,.1196365356445313,13228,-.9049472808837891,515589,-.1472024917602539,2580000,3753384,0,388693,.4494943618774414,141386,-1.135150909423828,222313,191394,-.1331195831298828,81044,.0070705413818359,202675,-.083064079284668,4817537,45236904,-.1604499816894531,5080790,15678,-2.504710197448731,77893296,-.4217662811279297,13613000,538998,.1674623489379883,119390,.5508861541748047,581714,-.1478462219238281,18044730,1821776,-.169672966003418,2841412,.0436038970947266,127514,.0548181533813477,1542799,-.1408281326293945,136000,-.63623046875,933497472,-.0475711822509766,matched (3),11053972,.92444021,325199.5,694760.19
201802,300510,697,1385,11433692,02,1,0,0,0,0,0,0,0,0,0,0,57277,-.5993051528930664,54062,-.1321191787719727,762514,-.8708782196044922,2047958,1021053,110023,-1.918931007385254,153453,127147,161853,.1529197692871094,9205,1892415,-.2762842178344727,277226,-.4188947677612305,74660,791496,-.019780158996582,35000,1268558,22934,-.9466609954833984,98517,-.4248237609863281,3785,-1.141703605651856,140184,260717,-.820500373840332,131351,-.5768918991088867,16336616,-.3869361877441406,49789,1.325457572937012,508729,-.0133953094482422,2395000,2531086,140740,143548,-.9961204528808594,529895,1.321185111999512,48475,127662,-.4049482345581055,62896,-.253509521484375,1206555,1.783920288085938,3846507,52552080,.1498908996582031,3925228,3647,-1.458353996276856,90514520,.1501693725585938,9022000,835975,.4388875961303711,42773,-1.026488304138184,464398,-.2252368927001953,13026250,1729376,-.0520515441894531,3021473,.0614433288574219,92951,-.3161535263061523,1347542,-.1353168487548828,34901,-1.360138893127441,988765504,.0575180053710938,matched (3),11719100,.92444021,366806.63,715181.19
201803,300510,698,1385,11313595,03,0,1,0,0,0,0,0,0,0,0,0,44161,-.2600564956665039,69562,.2520866394042969,726524,-.0483493804931641,1484366,1100090,325960,1.086084365844727,111524,93811,183092,.1233005523681641,25909,1063924,-.5758895874023438,213375,-.2617816925048828,58123,783467,-.0101957321166992,58000,5332563,14670,-.4468154907226563,134278,.3096837997436523,1968,-.6540279388427734,55410,147001,-.5729961395263672,102079,-.2521257400512695,21241792,.2625617980957031,39836,-.2230224609375,811685,.4671974182128906,2982000,4856864,250049,317246,.7930078506469727,705863,.2867422103881836,9482,111195,-.1381006240844727,45761,-.3180503845214844,2026401,.5184917449951172,5002986,33048440,-.4638309478759766,6338438,3055,-.1771249771118164,111151272,.20538330078125,9401000,470101,-.5756511688232422,30583,-.3354625701904297,359933,-.2548236846923828,11254750,1934164,.1119146347045898,2800431,-.0759716033935547,117173,.2315788269042969,468588,-1.056313514709473,76901,.7900028228759766,1048754240,.0589008331298828,matched (3),10573573,.92444021,371545.19,717623.06
201804,300510,699,1385,11952817,04,0,0,1,0,0,0,0,0,0,0,0,276965,1.83604907989502,84571,.1953725814819336,1080639,.3970365524291992,2555335,1278594,580605,.577296257019043,261631,122392,135516,-.3008995056152344,22049,1866744,.5622310638427734,279339,.2693748474121094,77548,1224523,.4465770721435547,14000,6186855,44520,1.110133171081543,151492,.1206207275390625,12639,1.859769821166992,116188,176239,.1814022064208984,141056,.3234100341796875,22288910,.0481185913085938,69175,.5518684387207031,767290,-.0562477111816406,2414000,3772637,334371,469931,.3929080963134766,105814,-1.897738456726074,150105,218029,.6733427047729492,27129,-.5228290557861328,2110304,.0405712127685547,6609573,59484676,.5877456665039063,9007266,18770,1.81548023223877,110516312,-.0057296752929688,6019000,444414,-.0561914443969727,60519,.6825132369995117,381173,.0573348999023438,14593670,2265158,.1579694747924805,2591062,-.0777053833007813,98929,-.1692485809326172,1845930,1.371014595031738,88516,.1406650543212891,1159110528,.1000499725341797,matched (3),10627751,.92444021,347666.06,705555.63
201805,300510,700,1385,14731762,05,0,0,0,1,0,0,0,0,0,0,0,220666,-.2272415161132813,71358,-.1698818206787109,725668,-.3982152938842773,1709289,1094715,564875,-.0274658203125,150592,207166,166444,.2055692672729492,27937,2398225,.2505340576171875,377561,.3013067245483398,78717,1746644,.3551454544067383,71000,5537439,21762,-.7157726287841797,230255,.4186544418334961,24063,.6438875198364258,166817,213576,.1921510696411133,144482,.0239973068237305,24361350,.0889091491699219,62492,-.1016006469726563,1062822,.3258180618286133,3555000,4483005,322159,404935,-.1488590240478516,210253,.6866292953491211,157183,134883,-.480219841003418,93342,1.235666275024414,4091906,.6621789932250977,6958657,52328228,-.1281833648681641,9649722,8450,-.7980937957763672,121521648,.0949287414550781,10271000,852129,.6509809494018555,266990,1.484253883361816,604393,.4609718322753906,13376098,1532520,-.3907308578491211,2986003,.1418685913085938,109972,.1058225631713867,1869500,.0126876831054688,162761,.6090993881225586,1235199360,.0635795593261719,matched (3),12031910,.92444021,451584.25,762145.25
201806,300510,701,1385,13594735,06,0,0,0,0,1,0,0,0,0,0,0,56774,-1.357571601867676,57316,-.2191295623779297,738759,.017878532409668,1736871,1434347,400952,-.3427629470825195,169210,350503,165752,-.0041666030883789,10459,2312398,-.0364446640014648,244725,-.4335975646972656,74612,1322427,-.2782278060913086,63000,3517983,111600,1.63475513458252,127352,-.5922327041625977,9312,-.949371337890625,137946,216770,.0148448944091797,107477,-.2958774566650391,21811610,-.1105556488037109,15357,-1.403467178344727,638248,-.5099563598632813,4183000,4376104,125610,342766,-.1666784286499023,323086,.4296064376831055,18891,249983,.6169843673706055,70174,-.2852916717529297,2344602,-.5568952560424805,6057522,52332640,.0000839233398438,6731064,6367,-.2830381393432617,110712384,-.0931568145751953,8010000,659034,-.256962776184082,243877,-.0905475616455078,462292,-.2680282592773438,11745306,2001836,.26715087890625,3218572,.0750017166137695,90181,-.1984062194824219,1191651,-.4503307342529297,217089,.28802490234375,1250354816,.0121955871582031,matched (3),11127034,.92444021,315683.41,690357.19
201807,300510,702,1385,13838635,07,0,0,0,0,0,1,0,0,0,0,0,76229,.2946634292602539,69971,.1995010375976563,322151,-.829951286315918,1936282,1203445,746517,.6215763092041016,207414,228148,194295,.1588850021362305,25270,2041845,-.1244306564331055,370100,.4136381149291992,52135,1188299,-.1069459915161133,180000,4962318,50321,-.7964982986450195,155313,.1984872817993164,888,-2.35008716583252,386186,428894,.682373046875,136156,.2365236282348633,25748932,.1659507751464844,46502,1.10792350769043,1358636,.7555103302001953,2507000,4629886,434839,237292,-.3677568435668945,451775,.33526611328125,178349,314729,.2303199768066406,78718,.114893913269043,936929,-.9172639846801758,7024758,52967112,.0120506286621094,6544941,47220,2.003689765930176,132525648,.1798419952392578,6408000,576558,-.1336984634399414,203720,-.1799173355102539,671130,.3727664947509766,14467303,2601089,.2618656158447266,3164125,-.0170612335205078,118576,.2737350463867188,1480351,.2169389724731445,451557,.7323942184448242,1256732672,.0050868988037109,matched (3),12437282,.92444021,541318.88,818512.75
