period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1115c757,growth1115c757,Y1146c372,growth1146c372,Y1253c376,Y1357c484,growth1357c484,Y1432c36,Y1436c191,growth1436c191,Y1471c484,growth1471c484,Y1507c152,growth1507c152,Y1507c752,growth1507c752,Y1614c705,growth1614c705,Y1725c124,growth1725c124,Y1806c703,growth1806c703,Y1816c372,growth1816c372,Y1872c616,growth1872c616,Y1980c381,Y1c484,Y1c826,Y2021c440,growth2021c440,Y2051c352,growth2051c352,Y2285c124,growth2285c124,Y2745c36,Y285c440,growth285c440,Y3209c208,growth3209c208,Y3211c616,growth3211c616,Y3232c344,Y3302c376,Y3377c124,growth3377c124,Y3421c222,growth3421c222,Y3470c251,growth3470c251,Y3475c36,Y3501c124,growth3501c124,Y3528c703,growth3528c703,Y3553c124,growth3553c124,Y3578c124,growth3578c124,Y3727c616,growth3727c616,Y3732c757,growth3732c757,Y3800c36,Y4043c32,Y4194c222,growth4194c222,Y4636c826,growth4636c826,Y472c246,growth472c246,Y4748c32,Y4760c208,growth4760c208,Y4922c68,Y4958c124,growth4958c124,Y514c484,growth514c484,Y560c348,growth560c348,Y611c752,growth611c752,Y821c752,growth821c752,Y855c222,growth855c222,_merge,x,r2,s,sf
201510,841229,669,3827,1971181,10,0,0,0,0,0,0,0,0,1,0,0,137238,-.5990962982177734,816785,-.4471235275268555,2752000,2037375,.1792411804199219,636893,508624,-.0476827621459961,110866096,-.0879344940185547,354686,-.2505474090576172,2918013,-.0550413131713867,35892,-.0513448715209961,11980358,.0833835601806641,1006912,.2315950393676758,4636,-1.54824161529541,2358463,.4333248138427734,2600879,0,146177440,162158,-.0404634475708008,68887,-.4782781600952148,2499954,-.1072683334350586,811763,253830,.4915571212768555,1123323,-.0857639312744141,3753363,-.3275718688964844,943173,123000,3493930,-.1492061614990234,29624,1.03416633605957,121602,-.8359384536743164,1706961,8339594,.1771459579467773,107419,-.3494558334350586,3253312,-.1770849227905273,20645674,.0071868896484375,483990,.4064674377441406,1034236,.0310993194580078,10323857,15001079,1170184,.1956634521484375,3433109,-.0002994537353516,82524,.009521484375,2930948,918354,-.0959272384643555,20941,6905146,.3259239196777344,1029589,.3332004547119141,64050,-.9265918731689453,1456783,-.2430257797241211,730434,-.3560266494750977,52044,.7279081344604492,matched (3),1844917.9,.85074556,325129.84,611339.63
201511,841229,670,3827,2572371,11,0,0,0,0,0,0,0,0,0,1,0,310178,.8154296875,1318723,.4790430068969727,1578000,2570528,.2324485778808594,272564,357217,-.3533658981323242,93746736,-.1677265167236328,378000,.0636615753173828,2173917,-.29437255859375,122277,1.225774765014648,9971585,-.1835289001464844,685796,-.384063720703125,21977,1.556144714355469,2656584,.1190309524536133,3397039,81984,80689168,196303,.1910886764526367,84964,.2097606658935547,2749161,.0950231552124023,543217,282274,.1062135696411133,1348070,.1823825836181641,4692573,.2233285903930664,529586,117000,3232460,-.0777835845947266,37924,.2469997406005859,96953,-.226527214050293,1292845,7265493,-.13787841796875,166641,.4391040802001953,3417476,.0492286682128906,18150128,-.1288280487060547,294062,-.4982738494873047,1036155,.0018539428710938,9896041,20634890,850600,-.318974494934082,3423794,-.0027170181274414,109390,.281829833984375,3852320,1123970,.2020397186279297,25308,4907229,-.341557502746582,609213,-.5247468948364258,82650,.2549514770507813,1505604,.032963752746582,887779,.1950836181640625,115277,.7952480316162109,matched (3),2227679.3,.85074556,224187.63,564169.13
201512,841229,671,3827,1758870,12,0,0,0,0,0,0,0,0,0,0,1,100282,-1.129159927368164,1364827,.0343637466430664,586000,2515759,-.0215368270874023,395240,341411,-.0452566146850586,92825264,-.0098781585693359,458228,.1924724578857422,1475231,-.3877162933349609,21486,-1.738887786865234,9108822,-.0904960632324219,559351,-.2038030624389648,27280,.2161569595336914,1126479,-.8579444885253906,2244170,0,98495344,180375,-.0846214294433594,87779,.0325946807861328,1790718,-.4286785125732422,459770,148142,-.6447067260742188,1152446,-.1567869186401367,3854713,-.1966838836669922,305107,47000,1891695,-.5357704162597656,3906,-2.273070335388184,59012,-.4964847564697266,1196442,5737393,-.2361316680908203,60227,-1.017721176147461,3168247,-.0757236480712891,16072366,-.1215763092041016,460361,.4482202529907227,1140917,.0963153839111328,7078284,16658584,409458,-.7311077117919922,3017399,-.1263542175292969,57,-7.559623241424561,4264044,837395,-.2943267822265625,19518,3316647,-.3917551040649414,818605,.2954339981079102,44201,-.6258678436279297,1860155,.2114658355712891,556094,-.4677848815917969,28853,-1.385124206542969,matched (3),2439004.5,.85074556,232154.05,567381.94
201601,841229,672,3827,2317233,01,0,0,0,0,0,0,0,0,0,0,0,288229,1.055768966674805,1105477,-.2107505798339844,491000,2382700,-.0543403625488281,502922,401670,.1625442504882813,75728152,-.2035694122314453,303288,-.4126834869384766,1423159,-.0359354019165039,41000,.6461706161499023,10191041,.1122665405273438,575878,.029118537902832,23702,-.140594482421875,1932864,.5399055480957031,2447481,0,5632237,206780,.1366167068481445,40231,-.7801847457885742,2775862,.4383440017700195,1199373,223569,.4115486145019531,1220622,.0574741363525391,4794012,.2180709838867188,223724,89000,3576282,.6368503570556641,19662,1.61617374420166,147406,.9154491424560547,1209395,6047291,.0526056289672852,290888,1.574817657470703,2841231,-.1089410781860352,19825402,.2098636627197266,316502,-.3746814727783203,1586343,.3295993804931641,7833856,17646336,678602,.5052003860473633,4370919,.3705778121948242,27467,6.177689075469971,2796629,1041954,.2185573577880859,8893,4315807,.2633295059204102,583926,-.3378276824951172,80533,.599919319152832,1568341,-.1706418991088867,510068,-.0863933563232422,42674,.3913764953613281,matched (3),2054734.5,.85074556,280521.53,588828.56
201602,841229,673,3827,1497118,02,1,0,0,0,0,0,0,0,0,0,0,101372,-1.044958114624023,1901207,.5422115325927734,335000,2605573,.0894184112548828,257581,280079,-.3605594635009766,97663832,.2543811798095703,380090,.2257251739501953,2297895,.4791145324707031,53670,.269282341003418,11149272,.0898647308349609,967924,.5192575454711914,10928,-.77423095703125,1908494,-.0126876831054688,2313960,0,7688063,169917,-.196345329284668,35991,-.1113691329956055,2354842,-.1644878387451172,833197,198016,-.1213722229003906,1006640,-.1927433013916016,4277147,-.1140813827514648,47548,22000,2581897,-.3257989883422852,26021,.2802162170410156,128836,-.1346502304077148,1173773,6117783,.0115890502929688,87944,-1.196237564086914,3272781,.1414031982421875,20325718,.0249233245849609,301132,-.0497808456420898,1482589,-.0676422119140625,7881064,14444521,539915,-.2286224365234375,1949883,-.8072032928466797,78636,1.051844596862793,791526,1270939,.1986579895019531,6102,2887590,-.4018621444702148,553627,-.05328369140625,117740,.3798122406005859,1370250,-.1350250244140625,599492,.1615381240844727,101311,.8646049499511719,matched (3),2182648,.85074556,274056.91,585776.31
201603,841229,674,3827,2453251,03,0,1,0,0,0,0,0,0,0,0,0,295839,1.071018218994141,2104864,.1017618179321289,1031000,2219726,-.1602687835693359,283562,708824,.9285354614257813,132494384,.3050098419189453,639877,.5208673477172852,3175208,.3233795166015625,59308,.0998897552490234,12160038,.0867805480957031,1187769,.2046785354614258,30827,1.037062644958496,1153329,-.503662109375,3437276,0,6276013,209196,.2079620361328125,84097,.8487024307250977,2859364,.1941261291503906,611976,199677,.0083532333374023,1154904,.1373996734619141,3671747,-.152618408203125,443563,127000,4144844,.4733400344848633,146465,1.727882385253906,128711,-.0009708404541016,1249780,6313365,.0314693450927734,249774,1.043855667114258,4008658,.2028160095214844,20161528,-.0081119537353516,242831,-.2151832580566406,1353876,-.0908174514770508,9115835,18314530,1422689,.9688920974731445,3976607,.7126588821411133,62810,-.2247152328491211,2767720,590750,-.766118049621582,31138,3553649,.2075529098510742,672937,.1951608657836914,158309,.2960700988769531,2225287,.4848928451538086,616588,.0281181335449219,139663,.3210372924804688,matched (3),2788592.5,.85074556,334594.97,616425.63
201604,841229,675,3827,2219435,04,0,0,1,0,0,0,0,0,0,0,0,198671,-.3981647491455078,1127736,-.6240386962890625,349000,2921522,.2747211456298828,771052,546153,-.2607078552246094,87883048,-.4105339050292969,408106,-.4497489929199219,2670439,-.1731300354003906,50708,-.1566600799560547,12310521,.012298583984375,742701,-.4695377349853516,352,-4.472515106201172,670888,-.5418062210083008,2490669,0,39746772,168529,-.2161636352539063,54246,-.4384422302246094,2108014,-.3048534393310547,594767,218011,.0878448486328125,1118709,-.0318422317504883,4796530,.2672243118286133,306369,39000,3409262,-.195368766784668,24727,-1.778890609741211,130577,.0143938064575195,1131393,7407250,.1597909927368164,144732,-.5456724166870117,3906871,-.0257196426391602,21572432,.0676403045654297,276008,.1280641555786133,1281915,-.0546169281005859,6960614,12297899,159012,-2.191324234008789,4808302,.189915657043457,61183,-.0262451171875,2490155,500255,-.1662750244140625,21124,4297750,.1901168823242188,511069,-.2751474380493164,171848,.082061767578125,1969345,-.1221847534179688,892077,.3693513870239258,111582,-.2244729995727539,matched (3),2423136.5,.85074556,299923.34,598314.94
201605,841229,676,3827,8056505,05,0,0,0,1,0,0,0,0,0,0,0,301089,.4157552719116211,1535835,.3088626861572266,634000,3248541,.1061010360717773,397930,613993,.1170845031738281,123756480,.3423099517822266,440592,.0765924453735352,2359604,-.123748779296875,56894,.1151056289672852,12858077,.04351806640625,821853,.1012678146362305,10489,3.394451141357422,970101,.3687982559204102,3098027,0,7668173,213468,.2363786697387695,105767,.6677093505859375,2273445,.0755500793457031,483738,297624,.3112850189208984,1049134,-.0642099380493164,5263013,.0928115844726563,427300,45000,2846708,-.180333137512207,31615,.2457361221313477,107648,-.1930961608886719,1458089,6146783,-.1865310668945313,269507,.6217107772827148,3982438,.0191574096679688,19299576,-.1113338470458984,160052,-.5449304580688477,1315636,.0259647369384766,8265127,16878048,493641,1.132828712463379,4005240,-.1827402114868164,88664,.3709850311279297,2562975,985255,.6777820587158203,19524,3635619,-.1673126220703125,607023,.172062873840332,284673,.504730224609375,2687878,.3110504150390625,1023027,.1369695663452148,108353,-.0293645858764648,matched (3),6716895.5,.85074556,345386.59,622349.25
201606,841229,677,3827,2323323,06,0,0,0,0,1,0,0,0,0,0,0,206871,-.375309944152832,673205,-.8247795104980469,414000,2221950,-.3798208236694336,236259,512254,-.1811628341674805,98785528,-.2253646850585938,294038,-.4044103622436523,2771029,.1607246398925781,40447,-.3411970138549805,12947253,.0069122314453125,828559,.0081262588500977,50342,1.568512916564941,940074,-.0314416885375977,3044337,245218,13079548,479835,.8099555969238281,49372,-.7618551254272461,2801233,.2087640762329102,672819,202668,-.3842620849609375,943526,-.1060962677001953,4636490,-.1267461776733398,426680,76000,4127710,.3715600967407227,21819,-.3708505630493164,175369,.4880256652832031,1266297,7406001,.1863622665405273,110751,-.8893098831176758,3756147,-.0585002899169922,20070574,.0391731262207031,250905,.4495754241943359,1288130,-.0211286544799805,6933268,14905641,300174,-.4974460601806641,6214478,.4392776489257813,65262,-.3064441680908203,2142620,719070,-.31494140625,5531,2943194,-.2112836837768555,550407,-.0979089736938477,169724,-.5171670913696289,2461172,-.0881137847900391,765500,-.2899923324584961,82201,-.2762269973754883,matched (3),2303765.8,.85074556,294734.13,595730.56
201607,841229,678,3827,3266800,07,0,0,0,0,0,1,0,0,0,0,0,338621,.4927854537963867,1306647,.6631689071655273,638000,2492228,.1147918701171875,592172,500858,-.0224981307983398,96374408,-.0247116088867188,400082,.3079605102539063,2818729,.0170679092407227,39572,-.0218706130981445,11697969,-.1014690399169922,551418,-.4071950912475586,19539,-.9464273452758789,877341,-.0690622329711914,2523464,32485,3963311,287040,-.5138206481933594,40176,-.2061138153076172,2005862,-.3339862823486328,1060452,98944,-.717015266418457,1196840,.2378158569335938,3951761,-.1597967147827148,335080,62000,2566646,-.4751224517822266,7885,-1.017819404602051,225707,.252345085144043,1552865,6937360,-.0653696060180664,210335,.6414165496826172,3326741,-.1214008331298828,17880582,-.11553955078125,758490,1.106254577636719,1530443,.1723661422729492,7690117,15071071,350412,.1547470092773438,6120456,-.0152454376220703,28494,-.8287162780761719,3199449,1075548,.4026269912719727,26413,5787487,.6762027740478516,694634,.23272705078125,209595,.211003303527832,2207273,-.1088800430297852,600008,-.243586540222168,74698,-.0957145690917969,matched (3),3388295,.85074556,242454,571673.56
201608,841229,679,3827,4330250,08,0,0,0,0,0,0,1,0,0,0,0,323956,-.0442733764648438,3242911,.9090070724487305,431000,2628127,.0530948638916016,696825,534502,.0650129318237305,130966312,.3066997528076172,472265,.1658706665039063,3000012,.0623292922973633,44388,.1148471832275391,10920499,-.0687732696533203,849556,.432220458984375,49833,.9362649917602539,812213,-.0771331787109375,1294017,0,15871152,168201,-.5344619750976563,66576,.5050745010375977,2975904,.3944740295410156,700674,105679,.065852165222168,1003215,-.1764745712280273,4808594,.1962442398071289,237193,89000,3402319,.2818565368652344,39549,1.612578392028809,100628,-.8078069686889648,1393576,7616499,.0933952331542969,112508,-.6256771087646484,3509182,.0533895492553711,20408440,.132232666015625,343255,-.7928552627563477,1385605,-.0994205474853516,10047930,13674318,543273,.438502311706543,4484853,-.3109302520751953,95125,1.205497741699219,2627948,1290599,.1822757720947266,25518,5668728,-.0207338333129883,775751,.1104469299316406,250686,.1790237426757813,2485363,.1186609268188477,815500,.306859016418457,119647,.4710922241210938,matched (3),4248027,.85074556,352746.69,626463.88
201609,841229,680,3827,2774948,09,0,0,0,0,0,0,0,1,0,0,0,136695,-.8628559112548828,1428227,-.8200368881225586,765000,2553663,-.028742790222168,385367,609952,.132044792175293,97900864,-.290985107421875,516845,.0902032852172852,3418605,.1306171417236328,32974,-.2972497940063477,11167247,.0223445892333984,910250,.0690059661865234,973,-3.936048984527588,859918,.0570745468139648,3276199,177327,49333720,134376,-.224517822265625,88997,.2902584075927734,1888975,-.4545135498046875,745568,268579,.9327392578125,1204375,.1827507019042969,5012331,.0414962768554688,601007,37000,3351919,-.0149240493774414,30138,-.2717533111572266,413730,1.413783073425293,1838226,7607320,-.0012054443359375,187407,.510258674621582,4149846,.1676883697509766,16697454,-.2006931304931641,302559,-.1261978149414063,1103837,-.2273445129394531,8458849,13665812,434566,-.2232637405395508,3683088,-.1969547271728516,42422,-.8075246810913086,2673525,890451,-.3711338043212891,18726,6051883,.0654048919677734,1016790,.270573616027832,26389,-2.251254081726074,1636631,-.4177789688110352,590983,-.3220148086547852,131908,.0975589752197266,matched (3),2366703,.85074556,267954.72,582946.38
201610,841229,681,3827,2287510,10,0,0,0,0,0,0,0,0,1,0,0,259082,.6393928527832031,1404371,-.0168447494506836,1872000,2914446,.1321506500244141,333869,344346,-.5717334747314453,107509136,.0936203002929688,325282,-.4630508422851563,2159704,-.4592618942260742,45246,.3163948059082031,11501786,.0295162200927734,831631,-.0903301239013672,4737,1.582775592803955,650630,-.2788963317871094,3058610,176246,97410264,180071,.2927093505859375,65805,-.3019065856933594,1951224,.0324230194091797,642180,103012,-.9582996368408203,1197366,-.0058364868164063,3955589,-.2367715835571289,471217,24000,3083539,-.0834550857543945,28786,-.0458974838256836,120921,-1.230076789855957,1736021,7686014,.0102910995483398,195356,.0415410995483398,3771788,-.0955219268798828,19625428,.1615715026855469,364199,.1854248046875,930268,-.1710748672485352,7494594,12909302,211865,-.7183990478515625,3460531,-.0623292922973633,33870,-.2251377105712891,2365243,1064026,.1780872344970703,15798,9028258,.399989128112793,739841,-.3179702758789063,114600,1.468501091003418,1630936,-.0034856796264648,849935,.363372802734375,81625,-.4799690246582031,matched (3),2505776.8,.85074556,277686.19,587483.06
201611,841229,682,3827,3938359,11,0,0,0,0,0,0,0,0,0,1,0,442658,.5356531143188477,1943686,.3249969482421875,1786000,1732137,-.5203237533569336,431137,544795,.4587631225585938,132961680,.2124862670898438,576556,.5723800659179688,2763260,.2464399337768555,36640,-.2109737396240234,10956765,-.0485458374023438,788876,-.0527801513671875,7688,.4842567443847656,445170,-.3794851303100586,3001569,0,68513320,259179,.3641672134399414,73993,.1172752380371094,2125607,.0855998992919922,807276,380656,1.307050704956055,997112,-.1830167770385742,4785747,.1905126571655273,334444,73000,3764791,.1996145248413086,21635,-.2855768203735352,128192,.0583925247192383,1389271,7943066,.0328969955444336,154891,-.2321023941040039,3648586,-.0332098007202148,19372714,-.0129604339599609,285049,-.2450399398803711,1127007,.1918478012084961,10021902,14850007,279594,.2773895263671875,3764465,.0841836929321289,72144,.7561349868774414,3940515,1256503,.1662731170654297,34213,10506044,.1515922546386719,724679,-.0207061767578125,167365,.3787288665771484,1703419,.0434837341308594,877904,.0323772430419922,122836,.4087142944335938,matched (3),4580191.5,.85074556,283924.19,590457.19
201612,841229,683,3827,3676374,12,0,0,0,0,0,0,0,0,0,0,1,229112,-.6585865020751953,1847098,-.0509700775146484,753000,2293075,.2805376052856445,607963,595844,.089569091796875,99005656,-.2948837280273438,536465,-.0720710754394531,2936927,.0609531402587891,12051,-1.111992835998535,10137054,-.0777587890625,633423,-.2194709777832031,1935,-1.37955379486084,1062600,.8700180053710938,2636092,45011,48271020,150516,-.5434494018554688,43200,-.5381307601928711,2004725,-.0585498809814453,779520,155629,-.8944206237792969,1407832,.3449430465698242,3465012,-.3229265213012695,375814,49000,2798616,-.2965669631958008,4899,-1.485281944274902,102859,-.2201700210571289,1354742,6339504,-.2254981994628906,35178,-1.482300758361816,3194675,-.1328544616699219,16497403,-.1606636047363281,273778,-.0403432846069336,975619,-.1442480087280273,7463632,11092999,311048,.1066083908081055,3002303,-.2262258529663086,38394,-.630763053894043,2565025,1481807,.1649293899536133,14092,8330988,-.231968879699707,687189,-.0531196594238281,41047,-1.405459403991699,1681268,-.0130891799926758,774784,-.1249523162841797,84488,-.3742399215698242,matched (3),3632459.3,.85074556,211858.27,559384.19
201701,841229,684,3827,3932833,01,0,0,0,0,0,0,0,0,0,0,0,354692,.4370384216308594,1227541,-.4086036682128906,263000,2008767,-.1323719024658203,520836,448360,-.2843828201293945,126646920,.2462253570556641,550838,.0264396667480469,3777159,.2516078948974609,30969,.9438390731811523,10672844,.0515041351318359,646804,.0209054946899414,10259,1.668047904968262,983754,-.0770978927612305,4517920,92734,36375896,193907,.2533092498779297,57110,.279139518737793,2254176,.1172771453857422,1296449,264082,.5287837982177734,1484682,.0531501770019531,5266910,.4187278747558594,405946,168000,3546894,.2369470596313477,15881,1.176092147827148,98673,-.0415477752685547,1712287,6562888,.0346298217773438,52434,.399134635925293,3367365,.0526456832885742,19736524,.1792678833007813,354042,.2570981979370117,1212071,.2170133590698242,8432218,15253953,532705,.5380210876464844,2843034,-.0545082092285156,85159,.7966194152832031,2592926,1631640,.0963239669799805,28415,6249454,-.2874879837036133,616997,-.1077451705932617,94887,.8379688262939453,1543938,-.0852127075195313,629024,-.2084150314331055,46551,-.5960617065429688,matched (3),3359662.5,.85074556,213672.98,560074
201702,841229,685,3827,3677278,02,1,0,0,0,0,0,0,0,0,0,0,212191,-.513763427734375,996572,-.2084465026855469,595000,2778552,.3244085311889648,311974,426605,-.0497379302978516,109406304,-.1463356018066406,564910,.0252256393432617,3007748,-.2277803421020508,40049,.2571172714233398,11743127,.0955657958984375,560437,-.1433267593383789,106251,2.337649345397949,1190417,.1906824111938477,4181787,18907,9415685,137993,-.3401756286621094,47049,-.1937904357910156,2019227,-.1100692749023438,795796,199442,-.280735969543457,867393,-.5374641418457031,2616956,-.699432373046875,176453,42000,2864990,-.2135076522827148,4828,-1.190690994262695,97371,-.0132837295532227,1259875,6247474,-.0492534637451172,86750,.5034751892089844,3177307,-.0580968856811523,18633366,-.0575160980224609,281215,-.2302961349487305,951183,-.2423791885375977,7752765,13091991,524142,-.0162057876586914,3078759,.0796546936035156,66823,-.2424736022949219,1470140,1761564,.0766162872314453,6078,3687756,-.5274753570556641,503898,-.2024908065795898,127242,.2934045791625977,1651212,.067173957824707,500768,-.2280263900756836,72654,.445159912109375,matched (3),3022435.5,.85074556,246907.03,573576.31
201703,841229,686,3827,4278059,03,0,1,0,0,0,0,0,0,0,0,0,335365,.457733154296875,1223875,.2054557800292969,856000,3194528,.1395092010498047,557877,760979,.5787477493286133,150756192,.3205966949462891,644083,.1311607360839844,2737117,-.0942869186401367,31600,-.2369470596313477,13234207,.119537353515625,1457937,.9560604095458984,3760,-3.341385841369629,751591,-.4598665237426758,3638035,0,12967532,233962,.5279560089111328,49739,.0556001663208008,2571124,.2416276931762695,862558,338689,.5295591354370117,1503288,.5499181747436523,6921526,.9726247787475586,427902,60000,4156552,.3721208572387695,3220,-.4050502777099609,144919,.3976469039916992,1640112,6617926,.0576047897338867,270250,1.136317253112793,3318113,.0433626174926758,20700528,.1052055358886719,332676,.1680488586425781,1119419,.1628580093383789,7054517,18401904,326037,-.4747514724731445,3710241,.1865701675415039,117618,.5653953552246094,2706506,2311647,.2717580795288086,9889,6728353,.6013116836547852,667793,.2816047668457031,137931,.080662727355957,2710659,.4956817626953125,503925,.0062837600708008,113829,.4489889144897461,matched (3),4523238,.85074556,328730.03,613261.88
201704,841229,687,3827,3951289,04,0,0,1,0,0,0,0,0,0,0,0,308267,-.0842533111572266,1195831,-.0231800079345703,847000,1680529,-.6423301696777344,392213,663106,-.1376714706420898,123828224,-.1967697143554688,572738,-.1173992156982422,1953656,-.3372020721435547,33243,.0506868362426758,11905932,-.1057682037353516,596563,-.8935928344726563,15520,1.41771125793457,1334869,.5743961334228516,3747711,15965,31893736,175669,-.2865571975708008,26522,-.628814697265625,2423877,-.0589742660522461,773227,226681,-.4015388488769531,1000539,-.4071159362792969,6531713,-.0579671859741211,270558,26000,3202438,-.2607736587524414,7201,.8048381805419922,105225,-.3200740814208984,1297069,6749511,.0196876525878906,253334,-.0646390914916992,3249840,-.0207901000976563,20731660,.0015010833740234,234412,-.3500881195068359,1098735,-.0186500549316406,6839717,15360720,186364,-.5593090057373047,3534167,-.0486183166503906,43599,-.9924077987670898,2130268,1210726,-.6467399597167969,10382,6284531,-.0682392120361328,615464,-.0816020965576172,116729,-.1668987274169922,2156710,-.2286081314086914,406667,-.2144327163696289,100664,-.1229085922241211,matched (3),3744388,.85074556,198484.77,554457.31
201705,841229,688,3827,4193353,05,0,0,0,1,0,0,0,0,0,0,0,283941,-.0822000503540039,1251947,.0458583831787109,501000,2419337,.364384651184082,271808,847562,.2454290390014648,172541200,.3317413330078125,787929,.3189802169799805,3021200,.4359512329101563,39238,.165802001953125,14076708,.1674842834472656,709687,.1736392974853516,14884,-.0418434143066406,902546,-.3913688659667969,3807658,36419,18737154,279994,.4661664962768555,57749,.7781314849853516,2431963,.0033302307128906,715539,180448,-.2281007766723633,775737,-.2544803619384766,4858669,-.2959041595458984,419500,97000,4695235,.3826360702514648,11154,.4375782012939453,147009,.3343925476074219,2002888,7242890,.0705509185791016,265156,.0456094741821289,4242433,.2665309906005859,22051012,.0616970062255859,208052,-.1192922592163086,1313932,.1788644790649414,7946530,19564528,213122,.1341629028320313,3418685,-.0332221984863281,78413,.5869550704956055,3170498,1337867,.0998563766479492,14385,5393532,-.1528902053833008,725978,.1651430130004883,227742,.6683588027954102,2546134,.1659927368164063,605675,.3983488082885742,32031,-1.145084381103516,matched (3),4844961,.85074556,300392.31,598550.13
201706,841229,689,3827,5362283,06,0,0,0,0,1,0,0,0,0,0,0,292039,.0281209945678711,1762075,.341792106628418,1670000,2837342,.1593742370605469,419849,750870,-.1211309432983398,110451512,-.4460601806640625,889242,.1209611892700195,2999890,-.0070781707763672,29704,-.2783641815185547,14683995,.042236328125,703373,-.0089359283447266,33053,.797825813293457,1189572,.2761297225952148,4089234,13764,23083280,369872,.2783889770507813,69513,.1854076385498047,2577813,.0582427978515625,1447661,277000,.4285745620727539,871128,.1159753799438477,8149933,.5172443389892578,600231,99000,4237274,-.1026277542114258,15873,.3528213500976563,162975,.1031036376953125,2157350,8339741,.1410112380981445,181772,-.3775653839111328,3940724,-.0737724304199219,22289092,.0107383728027344,264617,.2404956817626953,1104757,-.1733980178833008,7524148,17632178,461495,.7726068496704102,5191532,.4177732467651367,123446,.4538145065307617,3003815,1662413,.217193603515625,147276,5351036,-.0079107284545898,777349,.0683698654174805,314854,.3238954544067383,2007829,-.2375221252441406,550979,-.0946464538574219,120937,1.32856559753418,matched (3),5490414.5,.85074556,458968.72,691866.31
201707,841229,690,3827,4946758,07,0,0,0,0,0,1,0,0,0,0,0,248260,-.1624107360839844,1357007,-.2612104415893555,1557000,2075064,-.3128757476806641,382692,918255,.2012424468994141,100283496,-.0965747833251953,363793,-.8937845230102539,3389795,.1221933364868164,137199,1.530150413513184,14060522,-.0433864593505859,642632,-.0903158187866211,11579,-1.048918724060059,749179,-.4623708724975586,3728010,0,13434410,249648,-.3931055068969727,38200,-.5986785888671875,3152982,.2014074325561523,1357204,259464,-.065399169921875,668478,-.2647857666015625,7571879,-.0735683441162109,400513,60000,2727476,-.4405441284179688,15096,-.0501899719238281,217541,.2887907028198242,1328129,7597509,-.0932111740112305,226992,.2221622467041016,3656425,-.0748786926269531,19555192,-.1308555603027344,160966,-.4970903396606445,1252115,.1252079010009766,7238696,18749496,183263,-.9235496520996094,4242551,-.2018642425537109,21776,-1.734995841979981,4269339,1270114,-.2691640853881836,7982,5415084,.0118980407714844,595349,-.2667417526245117,274860,-.1358470916748047,1984634,-.0116195678710938,384994,-.3584690093994141,16186,-2.011122703552246,matched (3),4301007.5,.85074556,317829.97,607488.81
201708,841229,691,3827,4711827,08,0,0,0,0,0,0,1,0,0,0,0,407642,.4959125518798828,1678151,.2124109268188477,2115000,2948923,.3514480590820313,1164740,700943,-.2700481414794922,137536128,.3158855438232422,372138,.022679328918457,3278082,-.0335102081298828,22946,-1.788288116455078,14376840,.022247314453125,1140582,.5737218856811523,33780,1.070674896240234,570895,-.2717723846435547,2375340,0,35107784,210752,-.1693696975708008,43228,.1236534118652344,2306145,-.3127717971801758,1535140,185047,-.338007926940918,1655855,.907069206237793,7674477,.0134592056274414,463273,33000,4053118,.3961105346679688,6587,-.8293313980102539,76842,-1.04063606262207,1519144,7263996,-.0448904037475586,375895,.50439453125,3857890,.0536346435546875,22895492,.1576995849609375,320339,.6881866455078125,1212201,-.0323963165283203,11251811,17057312,470634,.9431591033935547,4003375,-.0580272674560547,117984,1.689741134643555,3216027,2266345,.5790624618530273,26798,4255517,-.240971565246582,802559,.2986583709716797,276023,.0042219161987305,2654292,.2907438278198242,758440,.6780357360839844,82167,1.624607086181641,matched (3),4762813,.85074556,384824.25,645070.88
201709,841229,692,3827,4406376,09,0,0,0,0,0,0,0,1,0,0,0,124971,-1.182307243347168,1215086,-.3228778839111328,1093000,2452330,-.1844015121459961,374132,685938,-.0216398239135742,88904912,-.4363193511962891,242885,-.4266767501831055,3056524,-.0699806213378906,29551,.2529735565185547,14335807,-.0028572082519531,664508,-.5402469635009766,19550,-.5468931198120117,421334,-.3037796020507813,3772346,79619,11066657,187467,-.1170787811279297,47453,.0932512283325195,2591456,.116642951965332,1080842,254389,.3182544708251953,936681,-.5697298049926758,10206702,.2851448059082031,441141,27000,2586330,-.4492464065551758,27967,1.445927619934082,162001,.7458505630493164,1177807,7198497,-.0090579986572266,240531,-.4464607238769531,3879531,.0055932998657227,21863904,-.0461044311523438,311053,-.0294170379638672,1066832,-.1277437210083008,9583454,21501886,117249,-1.389780998229981,3073677,-.2642631530761719,58146,-.7075920104980469,2673742,1506160,-.4086055755615234,262,6471969,.4192638397216797,827917,.0311069488525391,133671,-.725102424621582,2301703,-.1425294876098633,662842,-.1347265243530273,109549,.2876176834106445,matched (3),4306380.5,.85074556,286514.41,591707.06
