period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1007c703,growth1007c703,Y1015c124,growth1015c124,Y1206c124,growth1206c124,Y1276c440,growth1276c440,Y1321c620,growth1321c620,Y1470c484,growth1470c484,Y1618c152,growth1618c152,Y1653c124,growth1653c124,Y1674c124,growth1674c124,Y1787c484,growth1787c484,Y1829c251,growth1829c251,Y2028c32,Y2124c428,growth2124c428,Y242c616,Y243c124,growth243c124,Y251c246,growth251c246,Y2627c620,growth2627c620,Y266c124,growth266c124,Y2857c344,Y2865c344,Y3041c152,growth3041c152,Y3083c826,growth3083c826,Y3142c792,growth3142c792,Y3294c792,growth3294c792,Y330c440,growth330c440,Y3377c124,growth3377c124,Y3788c152,growth3788c152,Y3858c586,growth3858c586,Y396c208,growth396c208,Y3998c152,Y4066c300,Y4175c484,growth4175c484,Y4183c36,Y4363c152,growth4363c152,Y4682c300,growth4682c300,Y4688c484,growth4688c484,Y4924c752,growth4924c752,Y4966c124,growth4966c124,Y4981c124,growth4981c124,Y4986c203,Y5004c222,growth5004c222,Y536c705,growth536c705,Y54c428,growth54c428,Y564c372,growth564c372,Y583c752,growth583c752,Y588c208,growth588c208,Y639c376,Y660c233,Y841c381,Y987c124,_merge,x,r2,s,sf
201310,293100,645,1276,48835624,10,0,0,0,0,0,0,0,0,1,0,0,5334914,.1605100631713867,4209842,.1208124160766602,21173,.1332817077636719,19717,-.9650402069091797,22443,.6374702453613281,1491311,.5538873672485352,9200768,.018829345703125,33198326,.074188232421875,2012785,-.0019311904907227,1531042,.215510368347168,15269335,.0458412170410156,7185817,29370,.7311782836914063,4744783,9564756,.2289867401123047,9272,.7026834487915039,483062,.5245237350463867,13106585,.4778413772583008,0,0,2495557,.1350069046020508,438147,.2434310913085938,176536,.6795759201049805,852481,-1.32896900177002,2703196,.477294921875,4710912,.2511081695556641,534260,-.1454324722290039,1504001,-.3089685440063477,11072,-.1636791229248047,274537,5115,7797761,.1700944900512695,51138,32906,-.1617975234985352,512219,.1838083267211914,3308975,.572056770324707,2091939,-.0478801727294922,1661370,.351353645324707,1656283,.4265565872192383,13052,409313,.5158700942993164,21257,.5658798217773438,991026,.1402482986450195,165042,.1946334838867188,1875763,.1095943450927734,109735,.4405002593994141,100000,440291,4478019584,1048004,matched (3),49634580,.88018906,4300152.5,9025901
201311,293100,646,1276,53599348,11,0,0,0,0,0,0,0,0,0,1,0,7470865,.3367376327514648,3888040,-.0795192718505859,32656,.4333019256591797,45288,.8315610885620117,11572,-.6623907089233398,2114526,.3491754531860352,8861838,-.0375328063964844,32583132,-.0187053680419922,2014150,.0006780624389648,1606178,.0479087829589844,16410619,.07208251953125,5472856,46614,.4619274139404297,11816433,10466852,.0901279449462891,7759,-.1781454086303711,327719,-.3879880905151367,15506280,.1681289672851563,4978032,925375,2287826,-.0869102478027344,485307,.1022272109985352,244219,.3245410919189453,3453348,1.398947715759277,4289840,.4618148803710938,4074843,-.1450490951538086,980466,.6071453094482422,1499822,-.0027828216552734,16084,.3734054565429688,383373,6353,5693588,-.3144960403442383,70104,169576,1.639646530151367,605464,.1672430038452148,2571923,-.2519845962524414,3293495,.453857421875,2536605,.4231834411621094,1498843,-.0998821258544922,14548,212053,-.6576442718505859,23508,.1006546020507813,915134,-.0796699523925781,221867,.2958784103393555,1539172,-.1977701187133789,118109,.0735397338867188,138000,458482,3599631872,781883,matched (3),49317892,.88018906,4219085,8987561
201312,293100,647,1276,71722688,12,0,0,0,0,0,0,0,0,0,0,1,6873830,-.0832891464233398,3928966,.0104703903198242,72736,.8008079528808594,33022,-.3158683776855469,13019,.1178216934204102,2320886,.0931177139282227,10716725,.1900520324707031,33454534,.0263919830322266,1319095,-.4232511520385742,1454238,-.0993747711181641,16520917,.0066986083984375,5319116,7941,-1.769862174987793,23305136,10945674,.0447311401367188,7866,.0136957168579102,343889,.0481624603271484,15388931,-.0075969696044922,6761732,1753279,2483553,.0820884704589844,651641,.2947120666503906,253224,.0362091064453125,4847237,.3390645980834961,5468302,.2427186965942383,3675515,-.1031389236450195,963636,-.0173139572143555,3796939,.9288492202758789,18624,.1466264724731445,327533,2483,5707127,.0023746490478516,125877,81779,-.7292804718017578,420579,-.3643627166748047,1826299,-.3423624038696289,5242955,.4649362564086914,3076550,.1929826736450195,1874612,.2237081527709961,3995,323284,.4216957092285156,38247,.486724853515625,967967,.0561275482177734,282373,.2411508560180664,1763456,.1360301971435547,11882,-2.29658317565918,227000,297328,3612284672,610859,matched (3),68064464,.88018906,4300196,9025921
201401,293100,648,1276,95643872,01,0,0,0,0,0,0,0,0,0,0,0,7998564,.1515407562255859,4567052,.1504917144775391,120263,.5028448104858398,133531,1.397159576416016,13115,.0073471069335938,2369097,.0205602645874023,9253268,-.1468296051025391,31827064,-.0498695373535156,2184533,.50445556640625,1516950,.0422191619873047,22105700,.2912082672119141,5769017,12082,.419677734375,29902652,12905150,.1646823883056641,9071,.1425333023071289,385379,.1139078140258789,17390496,.1222763061523438,9385779,2940373,2325819,-.065617561340332,676282,.0371160507202148,146973,-.5440254211425781,5847437,.1875953674316406,5497285,.0052862167358398,4884509,.2843751907348633,1017402,.0542936325073242,4753228,.2246284484863281,22237,.1773061752319336,1715611,4382,7175109,.2289018630981445,247930,86887,.0605878829956055,562920,.2915048599243164,2797950,.4265956878662109,6869803,.2702503204345703,4322567,.3400402069091797,2350877,.2263860702514648,1948,276245,-.1572437286376953,15344,-.9133405685424805,1080260,.1097593307495117,133392,-.7499370574951172,1800261,.0206565856933594,119745,2.31033992767334,261000,323588,3710302720,727322,matched (3),94012232,.88018906,5136635.5,9453073
201402,293100,649,1276,60256232,02,1,0,0,0,0,0,0,0,0,0,0,11176376,.3345403671264648,5960064,.2662134170532227,27046,-1.492141723632813,20581,-1.869965553283691,10004,-.2707719802856445,860752,-1.012457847595215,7782266,-.1731290817260742,33430802,.0491600036621094,1998914,-.0887975692749023,1104180,-.3175983428955078,20909756,-.0556201934814453,5323963,36577,1.107702255249023,26565208,11092804,-.1513290405273438,7103,-.2445650100708008,540250,.3378047943115234,14792878,-.1617774963378906,4388994,1543128,1926655,-.1882867813110352,178459,-1.332250595092773,133293,-.0976991653442383,2321620,-.9237384796142578,6164191,.1145029067993164,3196787,-.4239225387573242,961021,-.057011604309082,5102163,.0708408355712891,27063,.1964101791381836,22261,624,6729072,-.0641803741455078,16746,26391,-1.191585540771484,385270,-.3791923522949219,2521437,-.1040582656860352,8878643,.2565126419067383,4850008,.1151313781738281,1647389,-.3555965423583984,7916,261789,-.0537490844726563,19422,.2356815338134766,631996,-.5360746383666992,339514,.9342231750488281,1716828,-.0474538803100586,72746,-.4983911514282227,4000,338630,3314524416,551732,matched (3),55479252,.88018906,3876111,8831750
201403,293100,650,1276,68116920,03,0,1,0,0,0,0,0,0,0,0,0,5660017,-.6803750991821289,3632664,-.4951152801513672,103437,1.341423034667969,58512,1.044863700866699,19947,.690093994140625,1280964,.3975620269775391,8414267,.0780811309814453,39841780,.1754398345947266,2227128,.1081085205078125,1672865,.4154348373413086,25089570,.1822357177734375,6300307,14532,-.9230661392211914,31497356,14080971,.2385272979736328,8425,.1706857681274414,694384,.2509937286376953,17651952,.1767005920410156,7979620,2036314,2431995,.2329263687133789,376631,.7469072341918945,217123,.4879140853881836,4208336,.5948019027709961,6797229,.0977573394775391,5326930,.5106296539306641,1240079,.2549343109130859,8798585,.544926643371582,15611,-.5501918792724609,2231113,38742,6942542,.0312309265136719,42056,58620,.7980527877807617,601031,.4447021484375,2837945,.1182518005371094,10341587,.1525249481201172,5128883,.0559072494506836,2095341,.2405252456665039,15329,352976,.2988615036010742,38012,.6714954376220703,639910,.0124444961547852,177168,-.650416374206543,1751268,.019862174987793,163468,.8096437454223633,546000,567375,3039888896,586155,matched (3),70206080,.88018906,4380118.5,9064271
201404,293100,651,1276,57449056,04,0,0,1,0,0,0,0,0,0,0,0,2083006,-.9996156692504883,4164751,.1366910934448242,33852,-1.116964340209961,140775,.8779315948486328,14183,-.3410348892211914,1265377,-.0122432708740234,10546728,.225886344909668,37229776,-.0678081512451172,2999288,.2976617813110352,2026596,.1918191909790039,21450458,-.1567058563232422,6572205,55691,1.343465805053711,29293388,15723268,.1103172302246094,8715,.0338420867919922,545275,-.2417354583740234,21192408,.1827964782714844,7062273,2392646,2055900,-.1679983139038086,321499,-.1582717895507813,120159,-.5916481018066406,7261523,.5455226898193359,8948979,.2750244140625,3649959,-.3780593872070313,506990,-.8944387435913086,7145845,-.2080602645874023,13092,-.1759748458862305,385393,2340,7330796,.0544157028198242,16378,104021,.573516845703125,571788,-.0498790740966797,2911961,.0257463455200195,12536043,.1924343109130859,8054216,.4513082504272461,2208515,.0526037216186523,6124,297946,-.1694879531860352,23136,-.4965124130249023,746687,.1543188095092773,195337,.0976276397705078,1759123,.0044755935668945,58829,-1.021982192993164,224000,598122,3038074368,711557,matched (3),69852768,.88018906,4271972,9012509
201405,293100,652,1276,56505824,05,0,0,0,1,0,0,0,0,0,0,0,2016332,-.03253173828125,4381827,.0508089065551758,74976,.7951698303222656,21156,-1.89523983001709,24146,.5320749282836914,1639674,.2591276168823242,9298921,-.1259174346923828,34753776,-.0688209533691406,2264181,-.2811613082885742,1578523,-.2498674392700195,21929916,.0221061706542969,5962396,32973,-.5241298675537109,17464172,15566809,-.0100002288818359,7224,-.1876363754272461,469748,-.1490936279296875,25265420,.1757926940917969,6224471,1486172,2317241,.1196632385253906,402325,.2242660522460938,116369,-.0320501327514648,4356981,-.5108108520507813,5910252,-.4148502349853516,4411550,.1895103454589844,1356088,.9838676452636719,7089640,-.0078964233398438,30028,.8301296234130859,73290,6594,8126343,.10302734375,342321,38964,-.9819545745849609,499332,-.1354970932006836,2348967,-.2148513793945313,13717418,.0900592803955078,8109473,.0068368911743164,3495531,.4591646194458008,9335,500582,.5188589096069336,12803,-.591710090637207,856786,.1375417709350586,179840,-.0826587677001953,1742220,-.0096559524536133,87261,.3942680358886719,316000,1185286,3859522048,808577,matched (3),63794460,.88018906,3963582.3,8870488
201406,293100,653,1276,36573524,06,0,0,0,0,1,0,0,0,0,0,0,1828745,-.0976495742797852,3894705,-.1178474426269531,63951,-.1590509414672852,58800,1.022218704223633,8418,-1.053746223449707,772453,-.7526817321777344,10783660,.1481342315673828,37144184,.0665187835693359,2445404,.0769968032836914,2005430,.2393684387207031,20339580,-.0752830505371094,4870321,10781,-1.117903709411621,10153097,13584135,-.1362380981445313,6774,-.0643177032470703,410867,-.1339273452758789,21156424,-.1774921417236328,5390499,1365076,1478687,-.4492225646972656,321818,-.2232742309570313,163421,.3395633697509766,5368968,.2088565826416016,4493803,-.2739896774291992,4299620,-.0256996154785156,1169602,-.1479406356811523,8733421,.2085227966308594,20985,-.3583230972290039,542347,68241,7562003,-.0719747543334961,44479,19810,-.6764516830444336,621534,.2189197540283203,3103018,.2783994674682617,8644012,-.4617996215820313,5204518,-.4435062408447266,2920043,-.1798868179321289,14267,398266,-.2286510467529297,48491,1.331698417663574,751245,-.1314563751220703,598192,1.201844215393066,1430951,-.1968202590942383,34344,-.9324760437011719,277000,497378,3342609408,620321,matched (3),38081816,.88018906,5171530.5,9472080
201407,293100,654,1276,32193350,07,0,0,0,0,0,1,0,0,0,0,0,1541185,-.1710786819458008,4473498,.1385526657104492,267796,1.432108879089356,65993,.1154069900512695,25337,1.101893424987793,617363,-.2241134643554688,11186881,.0367107391357422,37886556,.0197906494140625,2697001,.0979299545288086,1351194,-.3948698043823242,18178764,-.1123142242431641,7577282,44813,1.424713134765625,7398245,14470220,.0631904602050781,4614,-.3839960098266602,290157,-.3478469848632813,15000542,-.3438568115234375,4911708,1280873,997078,-.3940811157226563,281333,-.1344470977783203,158337,-.0316038131713867,3690281,-.3749332427978516,3344271,-.2954502105712891,4056797,-.0581331253051758,1026932,-.1300878524780273,3128409,-1.026633262634277,21672,.0322132110595703,56076,31628,8231805,.084869384765625,9958,53318,.9900875091552734,629841,.0132770538330078,2782652,-.1089706420898438,5277391,-.4934349060058594,3546344,-.3836097717285156,1972825,-.3921318054199219,1295,623342,.4479751586914063,22096,-.7859811782836914,712956,-.052311897277832,134700,-1.490861892700195,1828295,.2450447082519531,100812,1.07682991027832,582000,1351482,3835206144,716556,matched (3),38262776,.88018906,4523289,9134315
201408,293100,655,1276,34895968,08,0,0,0,0,0,0,1,0,0,0,0,3480350,.8145809173583984,4785876,.0674982070922852,9423,-3.347072601318359,83592,.2363986968994141,14946,-.5278224945068359,778513,.2319278717041016,9607853,-.1521625518798828,39183824,.0336666107177734,2306052,-.1566028594970703,1852928,.3157787322998047,11605835,-.4487457275390625,7746893,8476,-1.66525936126709,3788330,10486776,-.3219776153564453,6247,.3030061721801758,167371,-.5502090454101563,7808302,-.6528997421264648,4728999,744024,911517,-.0897188186645508,236867,-.1720409393310547,68030,-.8447771072387695,4708184,.2435998916625977,1937621,-.5457878112792969,4857561,.1801424026489258,1696139,.5017795562744141,3167340,.0123682022094727,35856,.5034904479980469,222657,2768,9846851,.1791467666625977,36990,86056,.478724479675293,557932,-.1212301254272461,2878365,.033818244934082,2661350,-.6845989227294922,1792332,-.6823997497558594,1220103,-.4805307388305664,17936,441515,-.3448829650878906,30952,.337040901184082,688946,-.0342569351196289,141692,.0506057739257813,1674231,-.0880298614501953,98055,-.0277280807495117,739000,979019,3298724352,1240599,matched (3),42358940,.88018906,4091406.8,8928336
201409,293100,656,1276,31150708,09,0,0,0,0,0,0,0,1,0,0,0,3079390,-.122401237487793,3637610,-.2743425369262695,108363,2.442333221435547,45980,-.5977411270141602,13745,-.0837688446044922,889928,.1337547302246094,8963958,-.0693683624267578,40137472,.0240459442138672,2237379,-.0302324295043945,1778147,-.0411949157714844,16184753,.3325614929199219,8872734,28564,1.214907646179199,4007554,8090451,-.2594318389892578,5277,-.1687440872192383,164699,-.0160932540893555,8329305,.0645923614501953,4614986,689636,875590,-.0402116775512695,364785,.4318094253540039,110332,.4835453033447266,1555479,-1.107519149780273,1528789,-.2369852066040039,4433743,-.0912923812866211,1054969,-.4748430252075195,3014831,-.0493488311767578,18351,-.6698274612426758,182272,13016,9143715,-.0740852355957031,30839,92097,.0678434371948242,508231,-.0933017730712891,2452586,-.1600799560546875,3464930,.2638587951660156,1252190,-.3586235046386719,1114079,-.0909080505371094,7560,289402,-.4223957061767578,12169,-.9335460662841797,630618,-.0884618759155273,138770,-.0208377838134766,2029395,.1923837661743164,47770,-.7191314697265625,96000,331111,3162362112,712095,matched (3),25726534,.88018906,4097370.5,8931070
201410,293100,657,1276,38657304,10,0,0,0,0,0,0,0,0,1,0,0,5444821,.5699338912963867,3805656,.045161247253418,36028,-1.101189613342285,69433,.4121551513671875,14144,.0286159515380859,892304,.0026664733886719,10370658,.1457691192626953,41882772,.0425643920898438,2048168,-.0883588790893555,1305891,-.3086862564086914,13750464,-.1629981994628906,11513593,30422,.0630197525024414,5852234,9187618,.1271724700927734,6353,.1855697631835938,312744,.6412649154663086,14172528,.5315256118774414,4967227,913103,1471813,.5193519592285156,371404,.0179824829101563,115748,.0479221343994141,2713554,.5564756393432617,2286326,.402470588684082,4005808,-.1014986038208008,998454,-.0550594329833984,1815426,-.5072231292724609,23163,.2328720092773438,480045,4988,8732567,-.0460081100463867,6832,66987,-.3183431625366211,582332,.1361055374145508,3792660,.4359254837036133,4434686,.2467641830444336,1183377,-.0565214157104492,2198261,.6796388626098633,7425,315603,.0866680145263672,19380,.4653501510620117,913841,.3709554672241211,175056,.2322883605957031,1764404,-.1399250030517578,91454,.6494388580322266,187000,225015,3013003520,669472,matched (3),45041460,.88018906,3137047.8,8533267
201411,293100,658,1276,50085132,11,0,0,0,0,0,0,0,0,0,1,0,4423997,-.2076215744018555,4146858,.0858631134033203,151460,1.43602466583252,100403,.368830680847168,6680,-.7501726150512695,664770,-.2943658828735352,10164530,-.0200767517089844,35678660,-.1603202819824219,2350966,.1378803253173828,1359840,.0404815673828125,16894640,.2059249877929688,8472243,46972,.4343852996826172,15006140,10008330,.0855617523193359,6649,.0455389022827148,256349,-.1988449096679688,16305182,.1401767730712891,6557933,982197,1474001,.0014858245849609,598340,.4768686294555664,55980,-.7264213562011719,2951676,.0841140747070313,3649318,.4675941467285156,4062961,.0141668319702148,1133860,.1271753311157227,3594501,.6830844879150391,23663,.0213565826416016,401667,12892,7361999,-.1707277297973633,115399,182773,1.003746032714844,1027756,.5680913925170898,3977997,.0477104187011719,8373094,.6355667114257813,3407236,1.057529449462891,1170446,-.6302814483642578,1530,514704,.4891071319580078,43153,.8005104064941406,880274,-.0374231338500977,125306,-.3343477249145508,1410906,-.2235813140869141,56507,-.4814720153808594,535000,323543,2787350528,758457,matched (3),48732280,.88018906,4723360.5,9235026
201412,293100,659,1276,41936784,12,0,0,0,0,0,0,0,0,0,0,1,2221230,-.6889820098876953,4040042,-.0260963439941406,33819,-1.499299049377441,58656,-.5375022888183594,8474,.237884521484375,601892,-.0993623733520508,9846094,-.031829833984375,32565126,-.0913124084472656,1652086,-.3527870178222656,1288837,-.0536270141601563,15884445,-.0616569519042969,5999071,14340,-1.186498641967773,19112356,9738742,-.0273056030273438,7030,.055720329284668,188207,-.3089971542358398,17732498,.0839176177978516,7071384,1376909,1304671,-.1220293045043945,206479,-1.063960075378418,117903,.7448673248291016,4714520,.4682741165161133,4370215,.1802711486816406,3963354,-.0248212814331055,903712,-.226872444152832,1377732,-.9589662551879883,18732,-.2336788177490234,97497,45614,6948042,-.0578718185424805,63670,47306,-1.351607322692871,578633,-.5744638442993164,2702642,-.3865489959716797,6432912,-.2635955810546875,2671874,-.2431221008300781,2373156,.7068357467651367,9466,174679,-1.080641746520996,25034,-.5445175170898438,811311,-.0815811157226563,153589,.203521728515625,1475905,.045039176940918,62472,.1003541946411133,470000,277606,2198937856,620327,matched (3),38211036,.88018906,3827633.3,8810582
201501,293100,660,1276,43584516,01,0,0,0,0,0,0,0,0,0,0,0,5460198,.8994235992431641,5395194,.2892541885375977,125635,1.312358856201172,68701,.1580734252929688,17158,.7054615020751953,1421289,.8592414855957031,10656742,.0791187286376953,38299296,.1621894836425781,2215097,.2932567596435547,2041670,.4600276947021484,17696278,.1080150604248047,6443868,23725,.5034761428833008,25613282,11273545,.1463451385498047,7075,.0063810348510742,431016,.8286027908325195,17994616,.0146732330322266,9603969,3066704,1339378,.0262537002563477,250598,.1936511993408203,170896,.3711929321289063,3267560,-.3666038513183594,6650934,.4199457168579102,3995583,.0080986022949219,442281,-.7145652770996094,3401982,.9039192199707031,18895,.0086641311645508,519337,10217,9311533,.2927942276000977,25554,50698,.069249153137207,624105,.0756502151489258,2938449,.0836524963378906,8668434,.2982606887817383,3660101,.3147106170654297,2069983,-.1366806030273438,10653,418239,.873103141784668,13913,-.5874109268188477,766902,-.0562925338745117,119108,-.2542495727539063,1406699,-.0480251312255859,254250,1.403599739074707,755000,329968,1866191360,577838,matched (3),44833276,.88018906,4005857,8889458
201502,293100,661,1276,29011344,02,1,0,0,0,0,0,0,0,0,0,0,3318110,-.4980897903442383,3353192,-.4755964279174805,44892,-1.029121398925781,32836,-.7382383346557617,7555,-.8202543258666992,806023,-.5672073364257813,8728093,-.19964599609375,29283652,-.268402099609375,2136795,-.0359888076782227,1664770,-.2040815353393555,17184584,-.0293426513671875,5044137,20388,-.1515827178955078,24681536,8676941,-.2617883682250977,5902,-.1812763214111328,363799,-.1695442199707031,14763418,-.1979198455810547,8356760,2683612,867494,-.434351921081543,620519,.9067058563232422,65564,-.9580278396606445,2350556,-.3293914794921875,9329323,.3384056091308594,3852693,-.0364170074462891,564548,.2440805435180664,6062537,.5777702331542969,17813,-.0589694976806641,161057,3305,8756367,-.0614728927612305,11165,2617,-2.963858127593994,382834,-.4887170791625977,2820583,-.0409383773803711,7843920,-.099949836730957,5167382,.3448762893676758,1330640,-.4418802261352539,2302,359852,-.150360107421875,20516,.3883819580078125,499897,-.4279575347900391,87829,-.3046388626098633,1289680,-.0868520736694336,60933,-1.428543090820313,33000,297133,1720451200,482046,matched (3),33483446,.88018906,3553863,8695143
201503,293100,662,1276,53723372,03,0,1,0,0,0,0,0,0,0,0,0,2626443,-.2337646484375,4384031,.2680559158325195,64154,.3570261001586914,108601,1.196155548095703,18293,.8843088150024414,1875323,.8444232940673828,10201333,.1559715270996094,37996900,.2604751586914063,2443063,.1339454650878906,2061190,.213597297668457,20345732,.1688594818115234,7224377,15444,-.2777261734008789,28292072,10065339,.1484289169311523,6399,.0808506011962891,472018,.2604160308837891,18384748,.2193679809570313,6943505,1740849,1244210,.3606472015380859,231942,-.9840688705444336,119848,.6031970977783203,3794097,.478795051574707,12973091,.3297138214111328,4914172,.2433509826660156,575288,.0188446044921875,7839090,.2569952011108398,19332,.0818338394165039,193272,30455,10467743,.1785173416137695,28136,129511,3.901737689971924,373922,-.023554801940918,3853567,.3120555877685547,12260786,.4466676712036133,8360970,.4812078475952148,2589587,.6658382415771484,4558,370444,.0290088653564453,7932,-.9503002166748047,529928,.0583391189575195,123894,.3440341949462891,2043816,.4604244232177734,130819,.7640399932861328,214000,493084,1958136960,645167,matched (3),46096096,.88018906,4221273.5,8988588
201504,293100,663,1276,56428640,04,0,0,1,0,0,0,0,0,0,0,0,116621,-3.114456176757813,3869357,-.1248798370361328,104949,.4921884536743164,120215,.1016006469726563,11841,-.4349508285522461,1059093,-.5713672637939453,9779328,-.0422477722167969,32019980,-.1711444854736328,2323746,-.0500717163085938,1811001,-.1294040679931641,18457176,-.0974178314208984,6778741,11784,-.270477294921875,22462244,11537007,.1364612579345703,6132,-.0426206588745117,380152,-.2164459228515625,20354066,.1017589569091797,6851655,2723087,1406151,.1223554611206055,398166,.5403823852539063,162734,.3058929443359375,3549171,-.0667324066162109,20909904,.4773464202880859,4608370,-.0642490386962891,804536,.3353948593139648,12607450,.4751644134521484,10059,-.653294563293457,213603,10803,10726340,.0244045257568359,254891,256068,.6816768646240234,428515,.1362791061401367,3193297,-.1879453659057617,12289617,.0023479461669922,8567293,.0243778228759766,2829591,.0886335372924805,5751,472703,.2437648773193359,15949,.698491096496582,519593,-.0196952819824219,199073,.4742450714111328,1679665,-.1962242126464844,84621,-.4356327056884766,661000,592377,2363819776,768690,matched (3),62830128,.88018906,5545237,9681179
201505,293100,664,1276,49793692,05,0,0,0,1,0,0,0,0,0,0,0,858028,1.995706558227539,4216000,.0857982635498047,40697,-.9473199844360352,52014,-.8377685546875,12224,.0318336486816406,1036683,-.0213871002197266,7783805,-.2282257080078125,38262224,.1781044006347656,2341016,.0074043273925781,1859619,.0264921188354492,15668259,-.1638164520263672,9151986,19597,.5086336135864258,13093636,12855923,.108245849609375,5788,-.057734489440918,295721,-.251154899597168,26499908,.2638607025146484,5212442,1432754,880746,-.4678421020507813,347923,-.1348886489868164,91859,-.5718622207641602,2073002,-.5377168655395508,15496068,-.2996368408203125,4275172,-.0750494003295898,554909,-.3714609146118164,9442783,-.2890377044677734,14917,.3940343856811523,358099,8548,9630980,-.1077175140380859,49514,58692,-1.473139762878418,641881,.4040765762329102,2936387,-.0838737487792969,11323488,-.0818748474121094,8083387,-.0581417083740234,2811957,-.006251335144043,3147,422958,-.1111936569213867,19117,.1811819076538086,450555,-.1425657272338867,177439,-.1150445938110352,1576524,-.0633716583251953,88235,.0418214797973633,619000,732399,2259155968,502651,matched (3),46639600,.88018906,4224249,8989986
201506,293100,665,1276,56112816,06,0,0,0,0,1,0,0,0,0,0,0,308532,-1.022810935974121,4036343,-.0435476303100586,128422,1.149167060852051,47060,-.1000890731811523,13896,.128199577331543,1378450,.2849330902099609,12041048,.4362754821777344,39327372,.0274562835693359,1799907,-.2628498077392578,1918776,.031315803527832,14460441,-.0802211761474609,10283720,11382,-.5433435440063477,8150964,13150234,.0226345062255859,5401,-.0692024230957031,366727,.2152013778686523,19734812,-.2947559356689453,6565156,1444848,1034701,.1610984802246094,351288,.0096254348754883,131465,.3584861755371094,7538072,1.290968894958496,9644394,-.4742088317871094,4344858,.0161685943603516,616843,.1058101654052734,11731300,.217010498046875,19776,.2819671630859375,470026,26963,10180634,.0555019378662109,80873,118826,.7053565979003906,529055,-.1933107376098633,3346817,.1308298110961914,8197665,-.3230295181274414,4812381,-.5186185836791992,2501014,-.1171846389770508,186416,470500,.1065225601196289,25058,.2706146240234375,529791,.1620025634765625,222905,.228118896484375,1702098,.0766391754150391,38868,-.8198328018188477,547000,1121400,2471784448,797646,matched (3),38905784,.88018906,4394123,9071047
201507,293100,666,1276,43109576,07,0,0,0,0,0,1,0,0,0,0,0,154916,-.6889419555664063,4238205,.0488004684448242,39481,-1.179501533508301,75238,.4692325592041016,22200,.4684915542602539,1102268,-.2235889434814453,10117970,-.1740074157714844,34637512,-.126983642578125,2133027,.1698064804077148,1598792,-.1824398040771484,17176424,.1721210479736328,9236431,8537,-.287623405456543,5381402,15211758,.1456279754638672,3928,-.3184537887573242,401094,.0895776748657227,13329198,-.3924274444580078,6269924,1046372,914670,-.1233043670654297,322643,-.0850601196289063,127965,-.0269842147827148,4742211,-.4634628295898438,6746490,-.3573551177978516,3773448,-.1410045623779297,1123627,.5997028350830078,3116981,-1.325395584106445,19094,-.03509521484375,509817,2793,10370556,.0184841156005859,51373,70227,-.5259275436401367,425706,-.2173433303833008,2952009,-.125523567199707,4324056,-.6396560668945313,3285541,-.3816604614257813,2138920,-.1563949584960938,442205,449732,-.0451440811157227,28410,.1255483627319336,573152,.0786685943603516,200855,-.1041622161865234,1908761,.1145925521850586,83617,.7660760879516602,658000,1095389,2386652416,825281,matched (3),46975212,.88018906,5729196.5,9787710
201508,293100,667,1276,26827092,08,0,0,0,0,0,0,1,0,0,0,0,126907,-.1994285583496094,4060248,-.0428953170776367,50362,.2434167861938477,43396,-.5502891540527344,14192,-.4474143981933594,1109137,.0062122344970703,9213651,-.0936260223388672,32550464,-.0621452331542969,1651798,-.2556772232055664,1381219,-.1462812423706055,11968143,-.3612899780273438,9890894,20006,.8516225814819336,2660087,10297402,-.3901767730712891,3889,-.0099782943725586,279299,-.361912727355957,7794972,-.5364780426025391,4829819,784918,814911,-.1154842376708984,322031,-.0018978118896484,55169,-.8413553237915039,2699368,-.5634860992431641,1560404,-1.464077949523926,3832230,.0154581069946289,876635,-.2482271194458008,2632487,-.1689357757568359,10807,-.5691795349121094,266233,1007,9116821,-.1288509368896484,95165,35129,-.6927051544189453,258729,-.4979677200317383,3456672,.1578197479248047,3066083,-.3437929153442383,2132938,-.4320306777954102,1187169,-.5887289047241211,10578,409208,-.0944280624389648,7867,-1.284064292907715,779694,.3077507019042969,195601,-.0265064239501953,1628659,-.1586971282958984,41105,-.7101173400878906,140000,855465,1781816832,618382,matched (3),32395598,.88018906,2627510.5,8359389
