period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1015c440,growth1015c440,Y1052c124,growth1052c124,Y1198c246,growth1198c246,Y1267c484,growth1267c484,Y1397c752,growth1397c752,Y1573c124,growth1573c124,Y1776c752,growth1776c752,Y1779c818,Y1944c203,Y1992c376,Y2017c300,Y2049c600,growth2049c600,Y2101c124,growth2101c124,Y2208c484,growth2208c484,Y2282c484,growth2282c484,Y2322c484,growth2322c484,Y2554c376,Y2901c600,growth2901c600,Y3088c152,growth3088c152,Y3118c208,growth3118c208,Y3262c600,growth3262c600,Y3263c600,growth3263c600,Y3275c484,growth3275c484,Y3340c36,Y3348c372,growth3348c372,Y3411c251,growth3411c251,Y3461c300,growth3461c300,Y3570c484,growth3570c484,Y3615c616,growth3615c616,Y361c152,growth361c152,Y3710c152,growth3710c152,Y3727c152,growth3727c152,Y3909c36,Y3974c344,Y4197c484,growth4197c484,Y4219c440,growth4219c440,Y4251c484,growth4251c484,Y4272c620,growth4272c620,Y4291c376,Y4412c792,growth4412c792,Y4420c352,growth4420c352,Y4506c246,growth4506c246,Y4728c191,growth4728c191,Y4929c428,growth4929c428,Y527c826,growth527c826,Y675c752,growth675c752,Y719c688,growth719c688,Y841c152,growth841c152,Y848c616,growth848c616,Y943c124,growth943c124,_merge,x,r2,s,sf
201506,760720,665,3589,6455234,06,0,0,0,0,1,0,0,0,0,0,0,103663,.1824235916137695,130862,-.8653345108032227,179026,.2144317626953125,424916,-.3301830291748047,3827544,.1357936859130859,272946,-.9369640350341797,575105,1.239227294921875,3709441,5101,2337000,6410,586386,.4758167266845703,315273,.2136898040771484,1016540,.1031932830810547,1094896,1.256662368774414,10407677,.6266412734985352,113000,22090,1.918625831604004,1143868,.0999822616577148,375186,.3646507263183594,961974,.7830266952514648,865707,.35638427734375,81395032,.1711921691894531,605439,2090449,.4711065292358398,1519058,.5012502670288086,229248,-.1984481811523438,4993076,.0383634567260742,7397213,-.0155296325683594,2885822,-.0943279266357422,2049596,.4916801452636719,162225,1.148937225341797,1596138,10471160,469353664,.2555618286132813,176458,.8081264495849609,2650841,.7339153289794922,2218077,.0938024520874023,2356000,732793,1.242648124694824,465114,.0323152542114258,3867,.4908552169799805,18376,-.3855686187744141,387809,.2957000732421875,4002686,-.1056728363037109,24652610,-.0677680969238281,76200,-.4054651260375977,364674400,.4373607635498047,8305376,.0378437042236328,538633,.1924381256103516,matched (3),6573649,.92448646,319053.66,576550.5
201507,760720,666,3589,5038305,07,0,0,0,0,0,1,0,0,0,0,0,52922,-.6723260879516602,303176,.8401699066162109,115258,-.4403581619262695,319619,-.2847623825073242,1500510,-.9364185333251953,694044,.9332618713378906,44632,-2.556101799011231,2110813,4976,2285000,276,531096,-.0990352630615234,193971,-.4857301712036133,1419802,.3341131210327148,916447,-.1779108047485352,8296773,-.2266769409179688,240000,12746,-.5499076843261719,1789507,.4475240707397461,281668,-.2866926193237305,748672,-.2506866455078125,837831,-.0327301025390625,75182032,-.0794010162353516,641007,1574966,-.2831459045410156,1123438,-.30169677734375,226142,-.013641357421875,5131959,.027435302734375,7135999,-.0359516143798828,4600183,.4662866592407227,2209855,.0752840042114258,241149,.3964309692382813,1411201,9989732,452685504,-.0361595153808594,20240,-2.165422439575195,2576381,-.0284910202026367,2172000,-.0209922790527344,2331000,617077,-.1718692779541016,674649,.3719100952148438,16937,1.477022171020508,44940,.894282341003418,439686,.1255483627319336,3409899,-.160283088684082,19565676,-.2311058044433594,125200,.496551513671875,258769808,-.3430671691894531,13711973,.5013675689697266,301269,-.5810308456420898,matched (3),5396674.5,.92448646,250198.91,541493.06
201508,760720,667,3589,5512311,08,0,0,0,0,0,0,1,0,0,0,0,59359,.1147842407226563,205599,-.3883857727050781,125677,.0865421295166016,460298,.3647441864013672,4410230,1.078122138977051,707154,.0187129974365234,120429,.9926090240478516,444869,18884,2577000,248,997364,.6301727294921875,105061,-.6131668090820313,498503,-1.046663284301758,1103988,.1861801147460938,6363178,-.2653388977050781,334000,6544,-.6666688919067383,1813700,.0134286880493164,328746,.1545562744140625,822538,.0940933227539063,537876,-.4431886672973633,63380984,-.1707496643066406,409646,1630088,.0344009399414063,1017058,-.0994787216186523,146370,-.4350252151489258,5896160,.1388139724731445,11288188,.4586048126220703,4805921,.0437517166137695,1665785,-.2826309204101563,110643,-.7791061401367188,1600939,8745365,366191392,-.2120418548583984,24574,.1940288543701172,1383766,-.621577262878418,1553961,-.3348407745361328,2130000,267723,-.8350410461425781,509410,-.2809391021728516,3856,-1.479870796203613,19999,-.8096456527709961,286492,-.4283504486083984,4522503,.2823829650878906,20702672,.0564861297607422,76790,-.4888381958007813,203956288,-.2380313873291016,9336844,-.3843021392822266,375080,.2191352844238281,matched (3),5313257.5,.92448646,302860.13,567749.5
201509,760720,668,3589,5801985,09,0,0,0,0,0,0,0,1,0,0,0,82016,.3233108520507813,209307,.0178747177124023,140536,.1117486953735352,390353,-.1648225784301758,1671779,-.9700384140014648,1214253,.5406360626220703,80041,-.4085206985473633,1304773,25080,1006000,0,1411338,.3471775054931641,118624,.1214170455932617,742477,.3983821868896484,519992,-.7528705596923828,7324666,.1407194137573242,108000,11200,.5373659133911133,1382408,-.2715415954589844,290616,-.1232833862304688,1679315,.7137470245361328,704926,.2704648971557617,71627816,.1223201751708984,232985,1874468,.1396903991699219,1538208,.4137039184570313,296744,.7067317962646484,4097050,-.3640346527099609,3721988,-1.109498977661133,3920778,-.2035579681396484,1794764,.0745773315429688,119796,.0794811248779297,1270298,7502866,381169344,.0400886535644531,18285,-.2956085205078125,1967510,.3519601821899414,1760421,.1247453689575195,1010000,536347,.6948280334472656,564189,.1021366119384766,4486,.151331901550293,24399,.1988601684570313,545995,.6448993682861328,3757388,-.1853418350219727,24393116,.1640377044677734,105203,.3148174285888672,221984816,.0847015380859375,7045515,-.2815771102905273,500590,.2886486053466797,matched (3),5702790,.92448646,216241.39,526664.63
201510,760720,669,3589,5922682,10,0,0,0,0,0,0,0,0,1,0,0,85511,.0417308807373047,17811,-2.463985443115234,156572,.1080522537231445,499051,.2456569671630859,3198699,.6488552093505859,287475,-1.44074821472168,270233,1.216745376586914,1042292,11910,1898000,20489,1387154,-.0172834396362305,310823,.9632654190063477,1052069,.3485221862792969,260571,-.6909379959106445,10166351,.3278360366821289,327000,14961,.2895326614379883,1763071,.243229866027832,334417,.1403865814208984,2724559,.4839200973510742,1300400,.6123342514038086,67302320,-.0622882843017578,740443,2356501,.2288532257080078,1382878,-.1064519882202148,502444,.5266141891479492,4297584,.047785758972168,18963462,1.628255844116211,3400217,-.142451286315918,1569507,-.1341114044189453,143052,.1774177551269531,1391504,17257084,485012096,.2409305572509766,34219,.6267004013061523,2418686,.206456184387207,2120776,.1862287521362305,2622000,361515,-.3944778442382813,573071,.015620231628418,6783,.4134578704833984,84757,1.245245933532715,697880,.2454376220703125,3435879,-.0894508361816406,28817734,.1666908264160156,78460,-.2933034896850586,165603280,-.2930126190185547,10012683,.3514623641967773,424495,-.1648874282836914,matched (3),5759668.5,.92448646,227223.61,531268.13
201511,760720,670,3589,5118145,11,0,0,0,0,0,0,0,0,0,1,0,71336,-.181243896484375,241239,2.605971336364746,125446,-.2216405868530273,220829,-.8153190612792969,2111097,-.4155359268188477,507751,.5688552856445313,84605,-1.161291122436523,225842,39875,1417000,16990,663953,-.7367982864379883,86505,-1.279022216796875,1350576,.2497730255126953,611248,.8526277542114258,9666300,-.0504379272460938,131000,32786,.7845544815063477,1633535,-.0763101577758789,387162,.146453857421875,2354807,-.1458473205566406,938223,-.3264389038085938,60956344,-.0990371704101563,557400,1336310,-.567265510559082,1098998,-.2297677993774414,349822,-.3620595932006836,5112165,.1735706329345703,4822920,-1.369133949279785,4989671,.3835306167602539,1375466,-.1319694519042969,126847,-.1202259063720703,1046511,8601866,415142080,-.1555538177490234,26190,-.2674036026000977,2319963,-.0416736602783203,1548482,-.3145065307617188,1560000,184042,-.6751394271850586,520371,-.0964679718017578,2679,-.9289760589599609,22869,-1.310006141662598,523773,-.2869892120361328,3309126,-.0375890731811523,21727756,-.2824020385742188,33074,-.8638410568237305,245167472,.3923454284667969,10955939,.0900287628173828,302174,-.3398971557617188,matched (3),5492241,.92448646,308230.13,570632.19
201512,760720,671,3589,4812962,12,0,0,0,0,0,0,0,0,0,0,1,135958,.6449451446533203,31079,-2.04925537109375,193693,.4343986511230469,227969,.0318202972412109,1319120,-.4702434539794922,336568,-.4111909866333008,211167,.9146556854248047,64815,12589,1389000,11884,580197,-.1348438262939453,184757,.7588396072387695,798119,-.5260295867919922,555403,-.0958089828491211,8332660,-.1484622955322266,99000,30590,-.0693283081054688,2116368,.2589550018310547,316059,-.2029142379760742,942921,-.9152317047119141,739021,-.2386617660522461,52652792,-.1464385986328125,90442,2170635,.485107421875,790405,-.3296089172363281,109328,-1.163071632385254,3890092,-.2731904983520508,1226269,-1.369403839111328,1844089,-.9953842163085938,1576403,.1363534927368164,141399,.1086034774780273,1508802,9143442,412957504,-.0052757263183594,100459,1.344371795654297,1735726,-.2901248931884766,1389629,-.1082382202148438,1619000,363916,.6817588806152344,445375,-.1556253433227539,1566,-.536919116973877,91710,1.388849258422852,277919,-.6337289810180664,3091421,-.0680532455444336,11615971,-.6262092590332031,70297,.7539815902709961,185811904,-.2772064208984375,7805416,-.3390645980834961,243476,-.2159843444824219,matched (3),4088485,.92448646,198753.5,519728.97
201601,760720,672,3589,4947447,01,0,0,0,0,0,0,0,0,0,0,0,83197,-.4911355972290039,330648,2.364521980285645,95714,-.7049093246459961,387036,.5293083190917969,4552705,1.238757133483887,827088,.8991107940673828,176652,-.1784677505493164,274131,1856,1368000,103876,832775,.3613958358764648,185933,.0063447952270508,1191259,.4005088806152344,531132,-.0446834564208984,6715786,-.2157220840454102,155000,16824,-.5978670120239258,2449091,.1460151672363281,379132,.1819562911987305,758269,-.2179441452026367,283504,-.9581003189086914,55841276,.0587940216064453,553096,2327083,.0695953369140625,1131013,.3583240509033203,242523,.7967433929443359,4141666,.0626649856567383,3871789,1.149741172790527,3747700,.7091569900512695,1595797,.0122270584106445,116536,-.193385124206543,1012508,9620442,437679392,.0581417083740234,191028,.6426706314086914,2801370,.4786825180053711,1970824,.3494148254394531,2687000,514496,.3462648391723633,317300,-.3390693664550781,2956,.635312557220459,9844,-2.231769561767578,332153,.1782665252685547,2011056,-.4299707412719727,20067888,.5467414855957031,56140,-.2248802185058594,180202768,-.0306510925292969,4996803,-.446019172668457,526786,.7717761993408203,matched (3),4833507,.92448646,229132.03,532087.19
201602,760720,673,3589,3932588,02,1,0,0,0,0,0,0,0,0,0,0,79931,-.0400466918945313,112126,-1.081431388854981,130144,.307276725769043,293360,-.2771167755126953,1046341,-1.47042179107666,487610,-.5283956527709961,75202,-.85400390625,252020,40642,951000,33707,321434,-.9519710540771484,183154,-.0150585174560547,610443,-.6685810089111328,344175,-.4338607788085938,8156063,.194300651550293,225000,1218,-2.625596046447754,1812411,-.3010587692260742,369928,-.0245761871337891,376314,-.7006139755249023,335573,.1686134338378906,56990736,.0203742980957031,310947,3646698,.4492073059082031,983303,-.1399517059326172,188290,-.25311279296875,3151923,-.2730855941772461,5635922,.3754434585571289,1559431,-.8768215179443359,1401224,-.1300268173217773,73057,-.4669599533081055,851902,5583528,416136128,-.0504741668701172,23924,-2.077537536621094,2127524,-.2751493453979492,1726111,-.1325807571411133,2268000,182743,-1.035106658935547,528863,.5108823776245117,1107,-.9821834564208984,143097,2.676660537719727,283094,-.1598167419433594,1759180,-.1338119506835938,10776474,-.6217555999755859,54355,-.0323123931884766,75325552,-.8722648620605469,4418713,-.1229496002197266,474259,-.10504150390625,matched (3),4370140,.92448646,163826.5,507399.63
201603,760720,674,3589,4980930,03,0,1,0,0,0,0,0,0,0,0,0,86492,.078887939453125,119160,.0608434677124023,136393,.0468988418579102,313056,.0649814605712891,1690209,.4795522689819336,613144,.2290840148925781,133740,.5757198333740234,25513,27673,1839000,29085,581985,.5936517715454102,197317,.0744838714599609,630462,.0322675704956055,153218,-.8092880249023438,5305023,-.4301080703735352,167000,14239,2.458774566650391,2789405,.4311704635620117,327999,-.1202983856201172,563098,.4030294418334961,363011,.0785942077636719,57514420,.0091476440429688,155283,3132404,-.1520214080810547,923599,-.0626392364501953,253112,.2958488464355469,4527240,.3621006011962891,6964706,.2116947174072266,2131995,.3127374649047852,1726692,.2088613510131836,187456,.9423036575317383,585145,8368912,533939360,.2492694854736328,234072,2.280746459960938,2035832,-.0440549850463867,2116510,.2038974761962891,1521000,296698,.4846334457397461,379330,-.3323230743408203,15156,2.616743087768555,26838,-1.673704147338867,151252,-.6268320083618164,2002008,.129302978515625,14760230,.3145694732666016,84407,.4401140213012695,210918000,1.029651641845703,5478167,.2149219512939453,437865,-.0798425674438477,matched (3),4665114,.92448646,278169.41,554971.56
201604,760720,675,3589,5135782,04,0,0,1,0,0,0,0,0,0,0,0,61781,-.336456298828125,446999,1.322090148925781,130597,-.0434236526489258,395566,.2339353561401367,2570881,.4193964004516602,653183,.0632572174072266,95861,-.3329982757568359,79006,42018,1442000,92948,350237,-.5078344345092773,323913,.4956636428833008,957733,.418116569519043,256265,.5143499374389648,5988100,.1211204528808594,198000,33434,.8535890579223633,968315,-1.058026313781738,333602,.0169382095336914,222817,-.9271030426025391,212554,-.5352373123168945,59749000,.038116455078125,521385,3075929,-.0181941986083984,999238,.0787143707275391,235385,-.0726099014282227,3025173,-.4031448364257813,6971780,.0010156631469727,3596700,.5229587554931641,1192311,-.3703145980834961,85517,-.7848291397094727,757672,7695908,527321120,-.0124721527099609,26755,-2.168907165527344,2732169,.2941913604736328,1891285,-.1125116348266602,1698000,696561,.8534412384033203,368028,-.030247688293457,1244,-2.500064849853516,143927,1.679488182067871,339474,.8084497451782227,2219664,.1032047271728516,13490564,-.0899448394775391,31383,-.9893836975097656,167266976,-.2318782806396484,5631019,.0275201797485352,422272,-.0362606048583984,matched (3),4940075,.92448646,245249.34,539224
201605,760720,676,3589,5700577,05,0,0,0,1,0,0,0,0,0,0,0,63828,.0325965881347656,16694,-3.287507057189941,170674,.2676382064819336,625458,.4581661224365234,3150114,.2031898498535156,875354,.2927713394165039,234464,.8944025039672852,321048,24453,2059000,68216,621744,.573918342590332,286248,-.1236162185668945,1725938,.5889568328857422,512612,.6933078765869141,6108109,.0198431015014648,327000,34834,.041020393371582,1552978,.4723720550537109,398904,.17877197265625,1186382,1.672312736511231,618772,1.068540573120117,61807816,.0338783264160156,414407,2763435,-.1071319580078125,1115284,.1098718643188477,148312,-.4619045257568359,3211218,.0596818923950195,5908853,-.1654195785522461,3537180,-.0166873931884766,1770171,.3951835632324219,240417,1.033659934997559,913166,9130796,459527904,-.1376094818115234,71085,.9771547317504883,3565236,.2661342620849609,2231356,.1653528213500977,2386000,261838,-.9784297943115234,673427,.6042203903198242,15632,2.530987739562988,157529,.0903034210205078,234609,-.369476318359375,3100288,.3341388702392578,14394038,.0648231506347656,89392,1.046764373779297,225126720,.2970714569091797,6335705,.1179103851318359,542967,.2513980865478516,matched (3),5901347.5,.92448646,207636.33,523190.31
201606,760720,677,3589,4948447,06,0,0,0,0,1,0,0,0,0,0,0,56960,-.1138429641723633,229906,2.622620582580566,76532,-.8020458221435547,237153,-.9697780609130859,1668126,-.635737419128418,485332,-.5897951126098633,72893,-1.168309211730957,65847,12915,1625000,24597,827345,.2856941223144531,373659,.266484260559082,1180813,-.3795680999755859,1018287,.6863574981689453,4388424,-.3306474685668945,198000,12366,-1.035643577575684,1629182,.0479040145874023,341826,-.1544189453125,1003271,-.1676425933837891,689900,.1088094711303711,54666756,-.1227741241455078,271965,2286985,-.1892404556274414,1057656,-.0530538558959961,270191,.5998115539550781,3331153,.0366687774658203,5778820,-.022252082824707,2147221,-.4991550445556641,1370165,-.2561454772949219,178003,-.3005743026733398,779349,8049103,448070496,-.0252494812011719,73446,.0326738357543945,3055244,-.1543703079223633,1966610,-.1262979507446289,2309000,236876,-.100189208984375,463265,-.374079704284668,6043,-.9504194259643555,21548,-1.989327430725098,200145,-.1588783264160156,3921847,.2350683212280273,25151320,.5580959320068359,33305,-.9873237609863281,179389344,-.2271041870117188,5053165,-.2261867523193359,546549,.0065755844116211,matched (3),5322857,.92448646,250254.63,541518.81
201607,760720,678,3589,5517472,07,0,0,0,0,0,1,0,0,0,0,0,68440,.1836080551147461,410245,.5790843963623047,150652,.6772632598876953,775400,1.184673309326172,2648166,.4621667861938477,822207,.5271587371826172,152105,.7355785369873047,562209,20613,1734000,30243,792357,-.0432100296020508,496597,.2844352722167969,1195064,.0119972229003906,836925,-.1961431503295898,5281157,.185175895690918,199000,25063,.7064418792724609,1968895,.1893939971923828,288389,-.1699914932250977,403554,-.910710334777832,263926,-.9608774185180664,57055904,.0427761077880859,665331,2512280,.0939559936523438,1036582,-.0201263427734375,333963,.2119007110595703,3326012,-.0015449523925781,6485637,.1153907775878906,2770326,.2547903060913086,1398340,.0203542709350586,85283,-.7358255386352539,956455,6290491,459691136,.025604248046875,25651,-1.051967620849609,1408392,-.7744112014770508,2322382,.1662817001342773,2652000,561376,.86285400390625,438808,-.0542373657226563,23846,1.372715950012207,301392,2.638129234313965,352242,.5652761459350586,3108174,-.2325277328491211,13225411,-.6427707672119141,77829,.8488063812255859,176593520,-.0157089233398438,4234230,-.1768131256103516,579285,.058171272277832,matched (3),5478698.5,.92448646,254580.53,543531.5
201608,760720,679,3589,5164959,08,0,0,0,0,0,0,1,0,0,0,0,77936,.1299304962158203,232179,-.5692462921142578,146237,-.0297441482543945,720254,-.0737752914428711,2430791,-.0856504440307617,581563,-.3462724685668945,119656,-.2399501800537109,646475,12531,2009000,25675,603741,-.2718667984008789,231942,-.76129150390625,884227,-.3012418746948242,588212,-.3526468276977539,9127582,.5471553802490234,145000,19874,-.2319803237915039,1823616,-.0766506195068359,352998,.2021522521972656,1894450,1.54637336730957,1001050,1.333135604858398,55774260,-.0227203369140625,472030,2653601,.0547275543212891,832390,-.2193832397460938,223802,-.4002685546875,2660358,-.2233133316040039,16073854,.9076042175292969,3472331,.2258615493774414,2225998,.4649200439453125,224145,.9663181304931641,1142682,9675916,444889152,-.0327301025390625,8395,-1.116946220397949,2054524,.3775959014892578,2328045,.0024356842041016,2685000,362570,-.4371728897094727,477749,.0850229263305664,6363,-1.321116447448731,71724,-1.435585975646973,251958,-.3350563049316406,2064195,-.4092950820922852,15164482,.1368160247802734,104200,.2917985916137695,248884976,.3431396484375,8573652,.7054929733276367,470931,-.2070837020874023,matched (3),5315821,.92448646,187775.81,515630.69
201609,760720,680,3589,3875417,09,0,0,0,0,0,0,0,1,0,0,0,74611,-.0436000823974609,140372,-.5032119750976563,49143,-1.090494155883789,752346,.0435924530029297,1840463,-.2782001495361328,446537,-.2641973495483398,111937,-.0666847229003906,156451,7351,1276000,124,1966640,1.180936813354492,166680,-.3304109573364258,600653,-.3866958618164063,266857,-.7903738021850586,5190463,-.5644779205322266,150000,11556,-.5422067642211914,2010868,.0977449417114258,342306,-.030756950378418,546503,-1.243144035339356,550912,-.59722900390625,64328432,.1426906585693359,463357,2219702,-.1785449981689453,579067,-.3628826141357422,208860,-.0690975189208984,3182432,.1791849136352539,7600846,-.7489347457885742,3741585,.0746831893920898,2071371,-.0719947814941406,104438,-.7636995315551758,598754,7609989,507517184,.1317062377929688,132004,2.755195617675781,1396515,-.3860645294189453,1845338,-.2323665618896484,1204000,237382,-.4235467910766602,504834,.0551443099975586,3361,-.6382608413696289,17916,-1.387131690979004,230042,-.0910005569458008,1966013,-.0487327575683594,14615750,-.0368556976318359,83100,-.2262678146362305,155984160,-.4672355651855469,6485080,-.2791900634765625,348410,-.3013315200805664,matched (3),4004224.5,.92448646,187702.86,515604.13
201610,760720,681,3589,4889293,10,0,0,0,0,0,0,0,0,1,0,0,86125,.1435117721557617,144274,.0274181365966797,148063,1.102904319763184,693620,-.0812721252441406,2047613,.1066579818725586,701764,.4520750045776367,81314,-.3196182250976563,527176,20391,1452000,33048,465677,-1.440589904785156,215553,.2571306228637695,960158,.4690799713134766,282240,.0560445785522461,8344499,.4747791290283203,176000,29713,.9443798065185547,1751492,-.1380987167358398,298416,-.1372165679931641,1141836,.7368526458740234,700021,.2395343780517578,62282976,-.0323143005371094,534468,2504566,.1207427978515625,505455,-.1359596252441406,329631,.4563102722167969,3342952,.0492086410522461,5550946,-.3142910003662109,3522254,-.0604085922241211,1546522,-.2922019958496094,162909,.4445981979370117,1092538,9119801,525481408,.0347824096679688,96441,-.3139009475708008,1745398,.2230024337768555,1532358,-.1858549118041992,1485000,469259,.6814842224121094,434477,-.1500864028930664,12629,1.323757171630859,186018,2.34014892578125,310428,.2996902465820313,3099596,.4552640914916992,15772980,.0761985778808594,91144,.0923957824707031,211677856,.3053112030029297,5957033,-.0849313735961914,426817,.2029752731323242,matched (3),5045142.5,.92448646,188268.06,515810.16
201611,760720,682,3589,5404935,11,0,0,0,0,0,0,0,0,0,1,0,91034,.0554332733154297,47262,-1.116007804870606,58704,-.9251308441162109,679021,-.0212717056274414,1378561,-.395634651184082,604105,-.1498489379882813,124178,.4233980178833008,196818,13566,2036000,8605,984286,.7484245300292969,265484,.208348274230957,1269151,.2790060043334961,478736,.5283908843994141,6189787,-.298701286315918,262000,41514,.3344459533691406,2122292,.1920289993286133,396778,.2848882675170898,3451536,1.106182098388672,2001118,1.050351142883301,70497856,.1238937377929688,813309,3076439,.2056570053100586,567354,.1155242919921875,379173,.1400184631347656,4313145,.2548131942749023,15836816,1.048369407653809,4676705,.2834930419921875,2082568,.2975931167602539,107719,-.413665771484375,1599689,8493511,508360544,-.0331230163574219,226799,.855133056640625,2110090,.1897487640380859,1958611,.2454280853271484,2306000,539875,.1401824951171875,508319,.1569662094116211,9529,-.2816562652587891,222353,.1784229278564453,359776,.1475296020507813,4059927,.2698936462402344,14494513,-.0845279693603516,102220,.1146869659423828,163403168,-.2588443756103516,7513736,.2321596145629883,309870,-.3202018737792969,matched (3),5496067.5,.92448646,305870.59,569361.13
201612,760720,683,3589,3785972,12,0,0,0,0,0,0,0,0,0,0,1,57135,-.4658164978027344,44485,-.0605545043945313,148845,.9303979873657227,571286,-.1727628707885742,2819450,.7155017852783203,464239,-.2633485794067383,197496,.4640026092529297,396133,4428,1515000,120,924451,-.0627164840698242,136933,-.6620635986328125,796308,-.4661178588867188,289636,-.5025243759155273,5403768,-.1358041763305664,152000,41383,-.0031604766845703,1995433,-.0616359710693359,389378,-.0188264846801758,1651174,-.7373323440551758,495245,-1.396408081054688,69623280,-.0124835968017578,477105,1831105,-.5188531875610352,620481,.0895118713378906,296715,-.2452201843261719,3223498,-.2911996841430664,5273100,-1.099719047546387,2727766,-.5391111373901367,1550764,-.2948541641235352,134578,.2226181030273438,1001734,7079096,469711232,-.0790729522705078,74155,-1.11790657043457,1255878,-.5188961029052734,1817878,-.0745658874511719,1986000,383646,-.3416175842285156,627033,.2098903656005859,8950,-.0626859664916992,38723,-1.747832298278809,362265,.0068941116333008,2855343,-.3519735336303711,14938914,.0301990509033203,99435,-.027623176574707,277214080,.5285682678222656,6586412,-.1317234039306641,144880,-.7602472305297852,matched (3),4438140.5,.92448646,202299.42,521095.31
201701,760720,684,3589,5111941,01,0,0,0,0,0,0,0,0,0,0,0,74714,.2682514190673828,47235,.0599832534790039,115250,-.2558021545410156,422417,-.3018960952758789,2353959,-.1804437637329102,970172,.7370738983154297,309546,.4493885040283203,908298,0,1993000,60582,466907,-.683070182800293,159049,.1497211456298828,809775,.0167703628540039,334171,.1430282592773438,4388667,-.2080717086791992,183000,19053,-.7756462097167969,2075520,.0393505096435547,352332,-.0999765396118164,1249564,-.2786922454833984,480525,-.0301733016967773,80496304,.1451129913330078,708086,2557509,.3341140747070313,699951,.1205158233642578,407984,.318455696105957,2610756,-.2108278274536133,7948740,.4103946685791016,2162552,-.2321939468383789,2652227,.536651611328125,91583,-.3848981857299805,1395637,7674332,402559968,-.1542739868164063,77336,.0420017242431641,1333859,.06024169921875,2358407,.2603168487548828,2537000,686397,.5817365646362305,669779,.065948486328125,14715,.4972133636474609,54882,.3487520217895508,223011,-.4851541519165039,3493685,.2017650604248047,17386828,.1517429351806641,33945,-1.074762344360352,270209280,-.0255928039550781,5832474,-.1215677261352539,559168,1.350543975830078,matched (3),4930126,.92448646,270293.72,551066.19
201702,760720,685,3589,4130378,02,1,0,0,0,0,0,0,0,0,0,0,34074,-.7851333618164063,233060,1.596159934997559,85349,-.3003549575805664,646581,.4257049560546875,2214323,-.0611515045166016,527111,-.6100625991821289,64698,-1.565376281738281,134838,11441,1468000,44518,625823,.2929372787475586,262369,.5005397796630859,562394,-.3645534515380859,306514,-.0863895416259766,3385006,-.259669303894043,131000,2606,-1.989407539367676,1418647,-.3805074691772461,347208,-.0146503448486328,1836777,.3852176666259766,759275,.457484245300293,65181976,-.211029052734375,562046,2371512,-.0755062103271484,697427,-.0036125183105469,271683,-.4065923690795898,2660626,.0189218521118164,12017337,.4133367538452148,3071517,.3508825302124023,1913814,-.3263015747070313,152798,.511871337890625,1185090,6606315,398934784,-.0090465545654297,352620,1.517231941223145,1219658,-.0895061492919922,1636607,-.365361213684082,1891000,829995,.1899633407592773,451299,-.3948183059692383,6181,-.8673868179321289,10004,-1.702200889587402,243118,.0863256454467773,1690144,-.7261428833007813,18069252,.0384998321533203,88012,.9527311325073242,257660224,-.0475540161132813,5569487,-.0461387634277344,256014,-.7812175750732422,matched (3),3537325,.92448646,212761.41,525245.38
201703,760720,686,3589,4097573,03,0,1,0,0,0,0,0,0,0,0,0,67534,.6840963363647461,67161,-1.244202613830566,125945,.3890972137451172,728811,.119715690612793,3098329,.3359165191650391,636147,.188018798828125,256503,1.377409934997559,44029,17609,1604000,55703,800902,.2466707229614258,245761,-.0653924942016602,777419,.3237771987915039,228610,-.2932453155517578,2579358,-.271815299987793,169000,19522,2.013725280761719,898024,-.4572620391845703,386763,.1078882217407227,1516530,-.1915874481201172,236945,-1.164535522460938,102137416,.4491367340087891,397733,2461199,.0371208190917969,902458,.2577238082885742,274768,.01129150390625,2950906,.103550910949707,6467987,-.6194849014282227,3716141,.1905145645141602,1396965,-.3147954940795898,130032,-.1613368988037109,650657,5713079,472130016,.16845703125,669499,.6411380767822266,2243045,.6092634201049805,2312386,.3456544876098633,2029000,409467,-.7065639495849609,545476,.1895294189453125,4525,-.3118629455566406,15113,.4125709533691406,270890,.1081657409667969,1526823,-.1016244888305664,19065312,.0536594390869141,37896,-.8426275253295898,247059296,-.0420150756835938,7267806,.2661523818969727,279213,.0867424011230469,matched (3),4099357.8,.92448646,223777.97,529803.56
