period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1096c348,growth1096c348,Y1156c705,growth1156c705,Y1214c32,Y1330c251,growth1330c251,Y1363c705,growth1363c705,Y1470c616,growth1470c616,Y1514c344,Y1657c344,Y1844c208,growth1844c208,Y1909c376,Y1977c484,growth1977c484,Y1c32,Y2003c124,growth2003c124,Y2409c300,growth2409c300,Y2638c208,growth2638c208,Y2659c826,growth2659c826,Y2691c124,growth2691c124,Y2693c233,Y273c554,Y2742c152,growth2742c152,Y2768c152,growth2768c152,Y2797c620,growth2797c620,Y2861c381,Y2882c344,Y2939c826,growth2939c826,Y2984c124,growth2984c124,Y3059c300,growth3059c300,Y3337c826,growth3337c826,Y3362c752,growth3362c752,Y3466c124,growth3466c124,Y3571c300,growth3571c300,Y3642c826,growth3642c826,Y3705c152,growth3705c152,Y3984c600,growth3984c600,Y4208c705,growth4208c705,Y4316c826,growth4316c826,Y4319c608,Y4321c703,growth4321c703,Y4347c586,growth4347c586,Y4399c608,Y4605c348,growth4605c348,Y4626c752,growth4626c752,Y4789c208,growth4789c208,Y4803c372,growth4803c372,Y4836c191,growth4836c191,Y4918c124,growth4918c124,Y5015c826,growth5015c826,Y557c440,growth557c440,Y73c352,Y911c124,growth911c124,_merge,x,r2,s,sf
201309,293399,644,1310,9821231,09,0,0,0,0,0,0,0,1,0,0,0,14323,.7229814529418945,3172,-2.790050506591797,600421,3605255,.3787765502929688,614033,-.2765569686889648,465632,-.4254426956176758,352257,3747457,758206,-.1198444366455078,2534000,11741,-2.308259010314941,11439,651864,-.1418561935424805,77338,-.3017005920410156,2250433,-.2464694976806641,1259803,.3866214752197266,272954,-.462376594543457,5499,830946,877392,-.0070419311523438,3486955,-.8606119155883789,170812,-.6034069061279297,3975648,1406411,11969629,-.1841106414794922,7847106,-.1146631240844727,100510,-.7817516326904297,1529605,.111663818359375,2143775,.3643732070922852,6307344,-.0719852447509766,26648280,.1146831512451172,91848,-.8238048553466797,216154,-.6664772033691406,378392,-.4300861358642578,25340,-.0162057876586914,9955666,-.2404232025146484,682869,579577,.5345563888549805,89657,-.2376070022583008,251409,39976588,.2181777954101563,407803,-.2458429336547852,2098613,-.0299644470214844,232138,-.0943155288696289,42192,-1.075353622436523,3959143,.0594825744628906,154818,-.370640754699707,930139,-.4170989990234375,40210,103169664,-.0083637237548828,matched (3),10055280,.75881469,1321978.6,2889492.3
201310,293399,645,1310,16357245,10,0,0,0,0,0,0,0,0,1,0,0,1743,-2.106258869171143,62341,2.978257179260254,275759,1920845,-.6296272277832031,907576,.3907289505004883,877432,.6336030960083008,0,0,881168,.1502933502197266,3533000,24552,.737706184387207,42365,991196,.4190759658813477,90072,.1524238586425781,2793423,.2161445617675781,1058889,-.1737346649169922,384994,.3439245223999023,79697,950663,1381598,.4540414810180664,3630544,.0403537750244141,464703,1.000834465026856,5232756,0,14711661,.2062664031982422,7095492,-.1006851196289063,203449,.7051582336425781,2007686,.27197265625,2289257,.0656585693359375,6551999,.038055419921875,36416408,.3122940063476563,688666,2.014620780944824,307366,.3520479202270508,554808,.3826913833618164,28904,.1315956115722656,11327111,.1290569305419922,647328,642857,.1036233901977539,95778,.0660419464111328,286165,41564136,.0389423370361328,289742,-.3417930603027344,2384465,.1276979446411133,372945,.4740991592407227,126828,1.100601196289063,4458504,.1187858581542969,298490,.6564865112304688,972142,.0441675186157227,117261,124754992,.1899776458740234,matched (3),13164216,.75881469,1559842.4,3005768.8
201311,293399,646,1310,12831079,11,0,0,0,0,0,0,0,0,0,1,0,20943,2.486196994781494,26831,-.8430614471435547,331787,2967153,.4348373413085938,875938,-.0354824066162109,535732,-.4933652877807617,661993,2670908,787332,-.1125984191894531,2285000,32472,.2795848846435547,55759,731251,-.3041553497314453,139740,.4391746520996094,2504960,-.1089944839477539,1042448,-.0156488418579102,492598,.2464656829833984,56281,758989,767106,-.5883703231811523,5066597,.333287239074707,162520,-1.050597190856934,4870735,646658,12684533,-.1482563018798828,9251425,.2653188705444336,45335,-1.501336097717285,1235039,-.4858798980712891,1309132,-.5588626861572266,6306614,-.0381717681884766,24837340,-.3826713562011719,111509,-1.820651054382324,306628,-.0024042129516602,584161,.0515546798706055,47198,.4903717041015625,9331126,-.1938438415527344,922813,849483,.2787055969238281,72305,-.2811403274536133,626182,44602696,.070556640625,304492,.0496540069580078,1676392,-.3523311614990234,416033,.1093330383300781,54911,-.8371181488037109,4442343,-.003631591796875,266813,-.1121883392333984,764731,-.2399778366088867,103640,82967192,-.4079074859619141,matched (3),12908841,.75881469,1206697.8,2838601.3
201312,293399,647,1310,12823207,12,0,0,0,0,0,0,0,0,0,0,1,3421,-1.811871528625488,7217,-1.313118934631348,189663,2411244,-.2074604034423828,544639,-.4751720428466797,669236,.2225027084350586,596111,2222979,542759,-.3719844818115234,2944000,212258,1.877425193786621,543813,829434,.1259870529174805,87144,-.4722213745117188,2053137,-.1989040374755859,832817,-.224513053894043,400090,-.2080039978027344,25682,621005,504768,-.4185266494750977,14897084,1.078495979309082,230042,.3474607467651367,6876352,849357,14104422,.1061038970947266,15596979,.5222988128662109,29394,-.43328857421875,319960,-1.350662231445313,1304621,-.0034523010253906,4693790,-.2953586578369141,6428384,-1.351625442504883,128338,.1405620574951172,193937,-.4581022262573242,428035,-.3109722137451172,23124,-.7134809494018555,7773437,-.182642936706543,512107,755367,-.1174240112304688,65880,-.0930576324462891,472452,38587396,-.144866943359375,264595,-.1404447555541992,2125797,.2375030517578125,391406,-.0610189437866211,79463,.3695774078369141,4253906,-.0433435440063477,205218,-.2624759674072266,504776,-.4154090881347656,30437,107492272,.2589740753173828,matched (3),13327525,.75881469,1613810.9,3034126.5
201401,293399,648,1310,16817526,01,0,0,0,0,0,0,0,0,0,0,0,33615,2.285038948059082,43911,1.805726051330566,404196,1588533,-.4173316955566406,2065403,1.332958221435547,829165,.2142829895019531,616602,2129100,722071,.2854576110839844,3592000,278577,.2718915939331055,480332,605669,-.3144102096557617,153864,.568507194519043,2406181,.1586713790893555,1323139,.4629478454589844,735310,.6086025238037109,87618,699425,663736,.2737855911254883,15570060,.0441837310791016,427448,.6195707321166992,6310573,937905,18060092,.2472171783447266,19712662,.2341842651367188,82316,1.029775619506836,2643778,2.11176872253418,1656672,.2388982772827148,6207183,.2794675827026367,23654880,1.302846908569336,670682,1.653627395629883,393505,.7075605392456055,711504,.5081768035888672,37969,.4958992004394531,13350415,.5408353805541992,1263509,427045,-.5703144073486328,70366,.0658750534057617,520818,47628332,.2105007171630859,496709,.6298046112060547,3082338,.3715419769287109,508807,.2623233795166016,219845,1.017631530761719,3513923,-.1911048889160156,222825,.0823144912719727,742062,.3853178024291992,83519,117855472,.092041015625,matched (3),18995000,.75881469,1326413.4,2891523.8
201402,293399,649,1310,12688414,02,1,0,0,0,0,0,0,0,0,0,0,23497,-.3580999374389648,23604,-.6207485198974609,186105,1451794,-.0900106430053711,1721656,-.1820392608642578,497505,-.5108137130737305,532357,2379155,733199,.015294075012207,3863000,62963,-1.487147331237793,131018,355152,-.533787727355957,110297,-.3328924179077148,2347391,-.0247364044189453,1042711,-.2381830215454102,380305,-.6593179702758789,64413,805260,976483,.386073112487793,14841994,-.0478878021240234,186124,-.8314189910888672,4736742,369026,15136991,-.1765632629394531,11119709,-.5725421905517578,36183,-.8219766616821289,2469894,-.0680341720581055,1680035,.0140037536621094,6202187,-.0008058547973633,19972828,-.1691970825195313,548458,-.2011842727661133,237952,-.5030241012573242,527982,-.2983188629150391,9748,-1.359707832336426,12219943,-.0884780883789063,894790,444751,.0406255722045898,99825,.3497085571289063,140102,47062056,-.0119609832763672,290962,-.5348119735717773,2340183,-.2754592895507813,257120,-.682525634765625,159235,-.3225421905517578,3243749,-.0800037384033203,122455,-.5986433029174805,709892,-.0443201065063477,49972,95696632,-.2082767486572266,matched (3),17015642,.75881469,1129339.6,2806589.8
201403,293399,650,1310,12535768,03,0,1,0,0,0,0,0,0,0,0,0,3350,-1.947912216186523,2898,-2.097395896911621,352959,3515994,.8845224380493164,1175734,-.3813934326171875,476293,-.0435724258422852,750879,2481043,502693,-.3774375915527344,3327000,207325,1.191740036010742,29492,483749,.3090200424194336,191421,.5512981414794922,2432516,.0356216430664063,1023409,-.0186843872070313,402362,.0563783645629883,8350,0,605601,-.4777364730834961,13429957,-.0999736785888672,22107,-2.130518913269043,3233151,320365,15055398,-.0054054260253906,8926036,-.2197475433349609,69951,.659205436706543,2698554,.0885410308837891,1492335,-.1184720993041992,6045713,-.0255527496337891,19199176,-.0395050048828125,174131,-1.147302627563477,200089,-.1733074188232422,108168,-1.585376739501953,7970,-.2013778686523438,9994132,-.2010726928710938,1602506,526236,.1682348251342773,85831,-.1510391235351563,202524,42590360,-.0998382568359375,373045,.2485065460205078,3002793,.2493133544921875,891604,1.243478775024414,197304,.2143650054931641,2542211,-.2436952590942383,167320,.312164306640625,957334,.2990398406982422,61743,95133312,-.0059032440185547,matched (3),14399831,.75881469,1553176.1,3002314.8
201404,293399,651,1310,15518243,04,0,0,1,0,0,0,0,0,0,0,0,9231,1.013607025146484,2582,-.1154565811157227,362531,4242514,.1878337860107422,1743646,.3940849304199219,870459,.6029872894287109,667563,2473537,500259,-.0048542022705078,4131000,215630,.0392770767211914,7070,708144,.3810815811157227,93583,-.7156267166137695,2566942,.0537891387939453,1084289,.0577850341796875,607602,.4121675491333008,20659,1089905,503391,-.1848535537719727,8039795,-.5130844116210938,399671,2.894747734069824,4597019,390048,13876474,-.0815410614013672,10352854,.1482906341552734,16102,-1.468851089477539,2070007,-.2651643753051758,1586483,.0611772537231445,6251202,.0334243774414063,21684560,.1217327117919922,486606,1.027647018432617,211934,.0575132369995117,614230,1.73668384552002,15664,.6756811141967773,10684571,.066802978515625,501894,431848,-.1976757049560547,75113,-.1333866119384766,355882,48557240,.1311149597167969,299406,-.2198982238769531,3010303,.002497673034668,1023960,.1384105682373047,261921,.2832975387573242,3499503,.3195867538452148,248343,.3949031829833984,837438,-.1338052749633789,92424,99807488,.0479640960693359,matched (3),13549685,.75881469,1095774.3,2793252.3
201405,293399,652,1310,20671176,05,0,0,0,1,0,0,0,0,0,0,0,17374,.6324071884155273,45263,2.863925933837891,182123,1366989,-1.132545471191406,633957,-1.011752128601074,538041,-.4810857772827148,839687,3548582,791784,.459162712097168,4350000,107170,-.6991481781005859,15608,404767,-.5593357086181641,108615,.148961067199707,1899032,-.3013706207275391,1515242,.334650993347168,595100,-.0207901000976563,38859,1274886,690279,.3157281875610352,10210242,.2389888763427734,282944,-.345393180847168,3853690,466789,16403558,.1673030853271484,17294818,.5131454467773438,30836,.6497392654418945,2373468,.1368007659912109,1258042,-.2319631576538086,6675643,.0656919479370117,23722456,.0898227691650391,205996,-.8595981597900391,256324,.1901674270629883,356889,-.5429449081420898,5995,-.9604396820068359,14011278,.2710628509521484,204944,451303,.0440654754638672,57532,-.2666521072387695,489123,50310516,.0354709625244141,328767,.0935487747192383,2827954,-.0624866485595703,277084,-1.307111740112305,227341,-.1415920257568359,4215860,.1862325668334961,198467,-.2241878509521484,830381,-.0084629058837891,40995,113479568,.1283779144287109,matched (3),17598154,.75881469,1107868.9,2798019
201406,293399,653,1310,20931164,06,0,0,0,0,1,0,0,0,0,0,0,2713,-1.856919288635254,2044,-3.097581386566162,364586,2670571,.6696815490722656,1315883,.7302818298339844,594707,.1001338958740234,818545,3386145,564348,-.3386173248291016,6825000,98090,-.0885305404663086,82317,474025,.1579484939575195,77775,-.333989143371582,2456977,.2575874328613281,1621593,.0678339004516602,662941,.1079559326171875,82604,1066525,648353,-.0626602172851563,15720620,.4315814971923828,351187,.2160701751708984,5153936,1045918,20974204,.2457962036132813,18025958,.0414047241210938,119312,1.353058815002441,2033977,-.1543598175048828,1750451,.330317497253418,6214705,-.0715475082397461,25221928,.0612907409667969,228167,.1022214889526367,360229,.3402976989746094,869375,.8903493881225586,7935,.2803573608398438,10281375,-.3095283508300781,745515,442810,-.0189981460571289,55848,-.0297069549560547,471650,52608784,.0446681976318359,509826,.4387197494506836,2956311,.0443887710571289,1578363,1.739823341369629,348882,.4282827377319336,5697543,.3011817932128906,237780,.1807222366333008,909371,.0908689498901367,77431,96735536,-.1596412658691406,matched (3),19666600,.75881469,1393069.6,2922701
201407,293399,654,1310,18441040,07,0,0,0,0,0,1,0,0,0,0,0,46062,2.83193302154541,14083,1.930059909820557,360611,4156688,.4424266815185547,791802,-.5079517364501953,472268,-.2305221557617188,885317,2279575,450300,-.2257566452026367,5269000,110048,.1150312423706055,263721,991961,.7384233474731445,138819,.579350471496582,2334980,-.0509281158447266,2145524,.2799749374389648,614381,-.0760707855224609,43040,970290,839058,.2578439712524414,12113800,-.2606277465820313,384095,.0895709991455078,5736764,1421641,20202658,-.0374794006347656,15988322,-.1199531555175781,94091,-.2374792098999023,2752372,.3024702072143555,907549,-.6568813323974609,6435710,.0349445343017578,48003840,.6435680389404297,156989,-.3739023208618164,322389,-.1109809875488281,1227738,.3451547622680664,22304,1.033483505249023,13665277,.2845230102539063,761054,311706,-.3510808944702148,65657,.1618099212646484,64665,41684692,-.2327480316162109,361612,-.3434972763061523,3403644,.140904426574707,392248,-1.392250061035156,395845,.1262884140014648,5304071,-.0715608596801758,300464,.2339820861816406,765478,-.1722526550292969,68599,108252784,.11248779296875,matched (3),18305874,.75881469,1470460.6,2960370.3
201408,293399,655,1310,17802756,08,0,0,0,0,0,0,1,0,0,0,0,1877,-3.200313568115234,4243,-1.199698448181152,298008,2244196,-.6163721084594727,48627,-2.790132522583008,417845,-.1224365234375,1149431,1603976,581761,.2561454772949219,3577000,115990,.0525875091552734,55941,587043,-.5245857238769531,69403,-.6932411193847656,2432579,.0409488677978516,1192423,-.5873966217041016,525261,-.1567192077636719,2927,634524,859834,.0244598388671875,5063594,-.8722696304321289,13703,-3.33327579498291,3611611,814324,15547429,-.2619190216064453,9740584,-.4955577850341797,73269,-.2501249313354492,2181819,-.2323036193847656,1307848,.3653907775878906,5936138,-.0808038711547852,28252428,-.5301017761230469,198267,.2334384918212891,205155,-.4519939422607422,873028,-.3409614562988281,11393,-.6717672348022461,10161285,-.2962722778320313,482757,232500,-.2931699752807617,56306,-.1536426544189453,485544,32643430,-.2444896697998047,224786,-.4754228591918945,3059102,-.1067256927490234,74050,-1.667153358459473,128526,-1.12489128112793,4626871,-.1365938186645508,427893,.3535451889038086,697962,-.0923357009887695,66591,93895528,-.1422863006591797,matched (3),14889912,.75881469,1303863.6,2881249.3
201409,293399,656,1310,13105276,09,0,0,0,0,0,0,0,1,0,0,0,17074,2.207881927490234,23063,1.692959785461426,470117,1551482,-.3691368103027344,2322352,3.866156578063965,395527,-.0548906326293945,608027,2613798,688995,.1691741943359375,3089000,40512,-1.051906585693359,146086,567091,-.0345783233642578,164751,.8645057678222656,2204384,-.0985040664672852,1384102,.1490640640258789,396130,-.2821531295776367,98357,1168655,780167,-.0972309112548828,3857064,-.2721700668334961,446364,3.4835205078125,3640691,688824,14470409,-.0717906951904297,6521228,-.4012384414672852,181776,.9086380004882813,2264333,.0371208190917969,1332115,.0183849334716797,6503594,.0912961959838867,51805916,.6063251495361328,69615,-1.046634674072266,261167,.2413949966430664,630935,-.3247642517089844,25210,.7942419052124023,11864088,.1549301147460938,1810316,491968,.7495231628417969,50804,-.1028261184692383,150894,48592456,.3978233337402344,490720,.7807245254516602,2755165,-.1046438217163086,57062,-.2606019973754883,256336,.6903581619262695,4569620,-.0124502182006836,277849,-.4317951202392578,492700,-.3482646942138672,99061,106919872,.1298980712890625,matched (3),12023148,.75881469,1294555.1,2877049
201410,293399,657,1310,11475619,10,0,0,0,0,0,0,0,0,1,0,0,7892,-.7717065811157227,5543,-1.425694465637207,483137,4558264,1.077732086181641,1964744,-.1672182083129883,671048,.5286216735839844,1023600,2134801,844924,.2040128707885742,2736000,46597,.1399383544921875,98265,873781,.4323101043701172,88212,-.6246929168701172,2377967,.0757970809936523,1219615,-.1265163421630859,591709,.4012727737426758,18615,756717,994334,.2425651550292969,2932560,-.2740306854248047,310591,-.3626575469970703,3549783,440982,15178777,.0477924346923828,10839641,.5081472396850586,169570,-.0695095062255859,1988799,-.1297492980957031,1369446,.0276384353637695,6137423,-.0579500198364258,18252696,-1.043191909790039,201457,1.062596321105957,186483,-.3368206024169922,276982,-.8232507705688477,17738,-.351531982421875,9568133,-.2150783538818359,1363296,600385,.19915771484375,112519,.7951469421386719,569535,41371932,-.1608657836914063,478616,-.0249748229980469,3499773,.2392206192016602,205603,1.281808853149414,276060,.0741291046142578,4315014,-.0573301315307617,366557,.2770767211914063,323383,-.4210624694824219,69570,93847568,-.1304092407226563,matched (3),16261527,.75881469,1300448.1,2879705.3
201411,293399,658,1310,14301067,11,0,0,0,0,0,0,0,0,0,1,0,21743,1.013442039489746,39125,1.954226493835449,189214,227766,-2.996378898620606,636484,-1.127158164978027,425862,-.4547262191772461,1092790,3952726,688978,-.2040376663208008,2602000,173218,1.313014984130859,52323,628819,-.3289861679077148,116020,.2740201950073242,1995892,-.1751546859741211,1646601,.3001775741577148,445099,-.2847185134887695,27060,882687,1063679,.0674152374267578,5590061,.6451148986816406,227568,-.3110284805297852,4996573,440165,15517119,.0220470428466797,12689618,.1575736999511719,154603,-.0924053192138672,1730256,-.1392612457275391,1456402,.0615625381469727,5886842,-.0416851043701172,34692540,.6422119140625,356595,.5710248947143555,289768,.4407405853271484,443774,.4713630676269531,20005,.1202726364135742,9490079,-.0081901550292969,1416070,450667,-.2868423461914063,67242,-.5148239135742188,477208,51704052,.2229347229003906,703900,.385737419128418,2583102,-.3037071228027344,324271,.455632209777832,320894,.1504926681518555,3885432,-.1048660278320313,240011,-.4234695434570313,410017,.237360954284668,91385,100727632,.0707492828369141,matched (3),15716703,.75881469,1158942.1,2818631.8
201412,293399,659,1310,14232876,12,0,0,0,0,0,0,0,0,0,0,1,4979,-1.474062919616699,15133,-.9498844146728516,256285,566161,.9105596542358398,188960,-1.214423179626465,187013,-.82293701171875,1200587,3378661,364330,-.6371488571166992,3184000,240131,.3266334533691406,136315,609203,-.0316915512084961,108010,-.0715389251708984,1781190,-.1138086318969727,794258,-.7290592193603516,628548,.3451156616210938,13516,535604,680429,-.4467649459838867,12281480,.7871017456054688,173550,-.2709827423095703,5936677,432603,13716188,-.1233673095703125,18306612,.3664779663085938,68527,-.8136329650878906,1155302,-.4039077758789063,823371,-.570317268371582,5841455,-.0077400207519531,13108703,-.9732494354248047,82506,-1.463729858398438,286026,-.0129976272583008,407141,-.086155891418457,13361,-.4036417007446289,8620866,-.0960617065429688,250292,359991,-.2246494293212891,53847,-.2221517562866211,318050,36931072,-.3364830017089844,379432,-.6179609298706055,2295499,-.1180410385131836,412523,.2407121658325195,338076,.052159309387207,3744163,-.0370359420776367,146160,-.4959831237792969,341683,-.1823148727416992,73917,102853024,.0208816528320313,matched (3),14411420,.75881469,1157695.4,2818119.3
201501,293399,660,1310,15398786,01,0,0,0,0,0,0,0,0,0,0,0,19399,1.359992980957031,3145,-1.571063995361328,264693,2483354,1.478487014770508,598262,1.152493476867676,385345,.72296142578125,940572,3584015,673808,.6148843765258789,3616000,91290,-.9671430587768555,18396,610996,.0029382705688477,198513,.6086311340332031,1354034,-.2741937637329102,1486064,.6264772415161133,476576,-.2767848968505859,4198,959841,713889,.048004150390625,15358867,.2236003875732422,341398,.6765832901000977,5265060,385557,17671798,.2533931732177734,16726660,-.0902576446533203,112778,.4981937408447266,1950413,.5236797332763672,653507,-.2310543060302734,5812398,-.0049867630004883,20002620,.4225883483886719,131946,.4695215225219727,290073,.0140495300292969,209743,-.6632766723632813,9410,-.3505668640136719,10074632,.1558341979980469,567065,473510,.2740936279296875,78100,.3718433380126953,334704,40414832,.0901432037353516,529887,.3339881896972656,2404114,.0462312698364258,312603,-.2773580551147461,117503,-1.056806564331055,4328225,.1449594497680664,249122,.5332412719726563,241534,-.3468732833862305,52572,99385048,-.0342998504638672,matched (3),16498441,.75881469,1389713.3,2921102.5
201502,293399,661,1310,19213192,02,1,0,0,0,0,0,0,0,0,0,0,3038,-1.854022979736328,3546,.1200065612792969,156075,1277610,-.6646184921264648,867303,.3713588714599609,144946,-.977778434753418,542272,3163149,874618,.2608423233032227,3943000,187805,.7213630676269531,120140,412069,-.3938989639282227,84185,-.8578386306762695,1256660,-.0746307373046875,1563404,.0507345199584961,371457,-.2491941452026367,5224,906559,715225,.0018692016601563,12438640,-.2108840942382813,6742,-3.924693107604981,5456746,218729,17080728,-.0340194702148438,13067089,-.2469081878662109,65867,-.5377836227416992,2496216,.246734619140625,1310011,.6954383850097656,5833337,.003596305847168,19923012,-.0039882659912109,92037,-.3602018356323242,165549,-.5608654022216797,116481,-.5881547927856445,6255,-.4083919525146484,11108606,.0977001190185547,739178,510942,.0760831832885742,67164,-.1508522033691406,358004,44168312,.0888099670410156,487218,-.0839519500732422,2878788,.1801881790161133,200660,-.4433221817016602,237610,.7041664123535156,3072608,-.3426313400268555,106355,-.8511600494384766,153017,-.4564619064331055,35659,111111232,.1115303039550781,matched (3),19223218,.75881469,1535189.5,2993049.3
201503,293399,662,1310,27291240,03,0,1,0,0,0,0,0,0,0,0,0,8698,1.051894187927246,38151,2.375731468200684,358864,3445723,.9921426773071289,2018721,.8448314666748047,476496,1.190098762512207,1153747,3693029,542354,-.4778680801391602,5240000,130704,-.3624696731567383,28009,522269,.2369918823242188,223139,.9747781753540039,1403301,.1103696823120117,935931,-.5130786895751953,649514,.5587911605834961,23677,976442,746844,.0432596206665039,12545988,.0085926055908203,310550,3.829988479614258,3025186,127091,14487854,-.1646404266357422,14272181,.0882167816162109,152798,.8414793014526367,2088245,-.1784524917602539,1665384,.2400197982788086,6412171,.094609260559082,25794362,.2582798004150391,84544,-.0849189758300781,222077,.293757438659668,114846,-.0141363143920898,24914,1.382048606872559,11606556,.0438499450683594,847906,669414,.270146369934082,84708,.2320728302001953,283334,47377608,.0701427459716797,613414,.2303285598754883,2807208,-.0251789093017578,307727,.4276018142700195,233115,-.0190982818603516,3388814,.0979537963867188,215322,.7053518295288086,439020,1.053996086120606,56711,62015032,-.5831546783447266,matched (3),24753986,.75881469,1530258,2990523
201504,293399,663,1310,24192456,04,0,0,1,0,0,0,0,0,0,0,0,28259,1.178318977355957,22508,-.5276803970336914,290717,3073917,-.1141815185546875,334144,-1.798647880554199,423951,-.1168413162231445,1081161,4170294,457605,-.1699123382568359,2322000,115952,-.1197586059570313,8080,385191,-.304443359375,35592,-1.835673332214356,1150623,-.1985235214233398,826676,-.1241292953491211,708563,.0870141983032227,21004,1247936,491460,-.4184761047363281,5229977,-.8749942779541016,201472,-.4326944351196289,2243504,233926,9406154,-.43194580078125,11734874,-.1957473754882813,222515,.3758773803710938,2503688,.1814413070678711,1235422,-.2986431121826172,6310404,-.0159988403320313,19766508,-.2661666870117188,262462,1.132834434509277,312410,.3412923812866211,498213,1.467435836791992,4098,-1.804930686950684,9806104,-.1685638427734375,818404,643528,-.0394372940063477,120781,.3547687530517578,302621,41796816,-.1253299713134766,533693,-.1392192840576172,2298719,-.1998386383056641,292199,-.0517778396606445,211257,-.0984563827514648,4906261,.3700323104858398,84306,-.9376821517944336,338416,-.2602691650390625,20221,132214144,.7570457458496094,matched (3),21416762,.75881469,1139389.9,2810648.8
201505,293399,664,1310,22571072,05,0,0,0,1,0,0,0,0,0,0,0,15062,-.629237174987793,17599,-.2460289001464844,173041,3977750,.2577638626098633,693587,.7303047180175781,129423,-1.186532020568848,1133076,3635953,435690,-.0490760803222656,4356000,45795,-.9290018081665039,847305,739152,.651763916015625,96631,.9987783432006836,1209566,.0499582290649414,1429444,.5476284027099609,606516,-.1555080413818359,7586,1098305,406879,-.1888647079467773,8332907,.4658060073852539,175232,-.1395397186279297,3190154,548879,15467314,.4973640441894531,22900078,.6685752868652344,111541,-.6906023025512695,2451420,-.0210971832275391,781971,-.4573497772216797,5774487,-.088749885559082,10008921,-.680511474609375,134608,-.6677389144897461,215710,-.3703813552856445,549695,.0983362197875977,14610,1.271206855773926,10336168,.052642822265625,718518,461966,-.3314743041992188,181775,.4087905883789063,480479,43258264,.0343685150146484,634588,.1731548309326172,1983044,-.1477184295654297,196958,-.3944454193115234,224205,.0594854354858398,6443084,.2724952697753906,333245,1.374424934387207,175012,-.6594209671020508,0,119675840,-.0996360778808594,matched (3),21505674,.75881469,1615840.3,3035206.3
201506,293399,665,1310,20327896,06,0,0,0,0,1,0,0,0,0,0,0,10146,-.3950958251953125,5334,-1.193740844726563,232555,2497249,-.4655265808105469,1856783,.9847240447998047,470274,1.290228843688965,894470,2840546,581842,.2892684936523438,7647000,107264,.8511190414428711,30618,721455,-.0242338180541992,137169,.3503141403198242,1580245,.2673177719116211,1100760,-.2612848281860352,818334,.2995395660400391,47355,720942,604643,.3961219787597656,12437856,.4005327224731445,195911,.1115503311157227,4166118,930122,19447928,.2290115356445313,25094496,.0915069580078125,56480,-.6805057525634766,2559725,.0432319641113281,1026265,.2718629837036133,6323854,.0908794403076172,48913756,1.586580276489258,49533,-.9997282028198242,150184,-.3620738983154297,905303,.498906135559082,8953,-.4897174835205078,10127540,-.0203895568847656,1372924,696844,.4110708236694336,113705,-.4691629409790039,338610,53926940,.2204418182373047,300370,-.7479610443115234,2436503,.2059307098388672,240731,.2006902694702148,399008,.576420783996582,5521751,-.1543130874633789,258467,-.2541093826293945,263324,.4085302352905273,54809,100285128,-.1767692565917969,matched (3),18608774,.75881469,1494496.4,2972382.3
201507,293399,666,1310,14012119,07,0,0,0,0,0,1,0,0,0,0,0,4361,-.8443775177001953,6002,.1179914474487305,481548,527517,-1.554763793945313,912226,-.7107124328613281,374623,-.2273950576782227,840200,2063663,370274,-.4519557952880859,5432000,68362,-.4504766464233398,148456,774022,.0703306198120117,117049,-.1586208343505859,1289869,-.2030391693115234,1531835,.3304653167724609,466428,-.5621662139892578,14400,823181,748002,.2127676010131836,11286479,-.0971393585205078,172040,-.1299343109130859,5139097,570149,16973948,-.1360607147216797,20264120,-.2137966156005859,35823,-.455296516418457,2263641,-.1229248046875,172320,-1.784327507019043,5791141,-.0879993438720703,13314341,-1.301216125488281,178018,1.279245376586914,257327,.5384864807128906,561365,-.4778985977172852,16679,.622161865234375,9595565,-.0539588928222656,772773,695831,-.0014553070068359,72082,-.4558029174804688,744085,54958064,.0189399719238281,374044,.2193584442138672,1873873,-.2625570297241211,277678,.1427822113037109,304868,-.2691030502319336,5115414,-.0764360427856445,209495,-.2100687026977539,308023,.1567897796630859,120244,91978720,-.0864601135253906,matched (3),15073983,.75881469,1329334.3,2892864.8
