period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1096c348,growth1096c348,Y1156c705,growth1156c705,Y1214c32,Y1330c251,growth1330c251,Y1363c705,growth1363c705,Y1470c616,growth1470c616,Y1514c344,Y1657c344,Y1844c208,growth1844c208,Y1909c376,Y1977c484,growth1977c484,Y1c32,Y2003c124,growth2003c124,Y2409c300,growth2409c300,Y2638c208,growth2638c208,Y2659c826,growth2659c826,Y2691c124,growth2691c124,Y2693c233,Y273c554,Y2742c152,growth2742c152,Y2768c152,growth2768c152,Y2797c620,growth2797c620,Y2861c381,Y2882c344,Y2939c826,growth2939c826,Y2984c124,growth2984c124,Y3059c300,growth3059c300,Y3337c826,growth3337c826,Y3362c752,growth3362c752,Y3466c124,growth3466c124,Y3571c300,growth3571c300,Y3642c826,growth3642c826,Y3705c152,growth3705c152,Y3984c600,growth3984c600,Y4208c705,growth4208c705,Y4316c826,growth4316c826,Y4319c608,Y4321c703,growth4321c703,Y4347c586,growth4347c586,Y4399c608,Y4605c348,growth4605c348,Y4626c752,growth4626c752,Y4789c208,growth4789c208,Y4803c372,growth4803c372,Y4836c191,growth4836c191,Y4918c124,growth4918c124,Y5015c826,growth5015c826,Y557c440,growth557c440,Y73c352,Y911c124,growth911c124,_merge,x,r2,s,sf
201708,293399,691,1310,14037422,08,0,0,0,0,0,0,1,0,0,0,0,6987,-2.307610511779785,28851,-1.929640769958496,197372,24973,-3.507428169250488,374973,-.2790966033935547,1367980,1.96247673034668,933851,3848323,311501,-.7122917175292969,5246000,85237,-.6663780212402344,117201,835754,.4304685592651367,90481,.0759201049804688,1084497,-.0119314193725586,1595847,.1773586273193359,529284,-.1137313842773438,3200,749234,1350037,.3739604949951172,6472178,-.3712806701660156,309667,-.1787681579589844,3944477,442233,13582739,-.0915184020996094,23954310,-.1147117614746094,72981,-1.073461532592773,1586787,-.6235589981079102,420394,.7795543670654297,6412213,-.042729377746582,38188040,-.0316066741943359,146437,-.8857955932617188,274566,.0894527435302734,143846,-.907282829284668,69261,-.0913105010986328,10819571,-.0454349517822266,2931528,1130748,.0966367721557617,84976,-.1154050827026367,399385,36633292,-.7447872161865234,542926,.2906150817871094,2361204,-.019200325012207,9534,-1.709921836853027,297407,-.3789262771606445,3619453,-.1380500793457031,276144,-.1162815093994141,109611,-.0032424926757813,102537,99493680,-.2477874755859375,matched (3),13426795,.75881469,1646615.5,3051701.3
201709,293399,692,1310,16259296,09,0,0,0,0,0,0,0,1,0,0,0,392846,4.029366493225098,47552,.4996786117553711,376859,1638311,4.183626174926758,1278125,1.226295471191406,370409,-1.306483268737793,1049282,4286058,429371,.3209190368652344,4498000,374329,1.479700088500977,67544,660210,-.2357759475708008,141129,.4445343017578125,1665913,.4292573928833008,1786188,.1126794815063477,584937,.0999794006347656,12917,789596,725505,-.6210193634033203,4545785,-.3533124923706055,353806,.1332511901855469,3484265,519722,12836005,-.0565452575683594,17814744,-.2961215972900391,76442,.0463333129882813,2729543,.5424232482910156,766443,.6005678176879883,6498656,.0133914947509766,36967124,-.0324935913085938,311836,.7558813095092773,216530,-.2374629974365234,89771,-.4714813232421875,82865,.1793308258056641,11556096,.06585693359375,3739066,1299292,.1389398574829102,110102,.259037971496582,917112,51505524,.3407325744628906,567740,.0446910858154297,3093772,.2702188491821289,11405,.1791877746582031,793139,.9808969497680664,3234971,-.1123027801513672,302560,.0913572311401367,113906,.0384349822998047,176623,156478416,.4528236389160156,matched (3),16269125,.75881469,1504025.4,2977185
201710,293399,693,1310,11409428,10,0,0,0,0,0,0,0,0,1,0,0,40016,-2.284138679504395,82007,.5449810028076172,493586,358545,-1.519367218017578,406919,-1.144535064697266,352921,-.0483636856079102,551727,2855421,315553,-.3079948425292969,4336000,64308,-1.76145076751709,99855,581780,-.1264657974243164,161524,.134979248046875,961404,-.5497341156005859,1270799,-.3404378890991211,532831,-.0932998657226563,6732,781833,831810,.1367359161376953,4709352,.0353498458862305,356437,.0074090957641602,4036838,395473,12574872,-.0205535888671875,18433380,.0341358184814453,66575,-.1382026672363281,2272490,-.183258056640625,850416,.1039648056030273,6456896,-.0064468383789063,52017888,.3415584564208984,204056,-.4240827560424805,208316,-.0386724472045898,65576,-.314051628112793,91699,.1012983322143555,12096503,.0457038879394531,3213927,1161574,-.1120433807373047,85918,-.2480134963989258,1013794,45085120,-.1331367492675781,692194,.1982021331787109,2334389,-.2816410064697266,10308,-.1011314392089844,573299,-.3245906829833984,2640268,-.2031393051147461,185286,-.4903793334960938,161743,.3506355285644531,78633,133970248,-.1553001403808594,matched (3),12384556,.75881469,1490691.3,2970471
201711,293399,694,1310,11986281,11,0,0,0,0,0,0,0,0,0,1,0,17206,-.8440208435058594,111024,.3029413223266602,515820,2078655,1.75742244720459,219173,-.6187524795532227,1036288,1.077156066894531,571639,4026770,414379,.2724542617797852,3377000,189631,1.081395149230957,135168,754361,.2597789764404297,149322,-.0785484313964844,1094520,.1296768188476563,1420089,.1110734939575195,713838,.2924518585205078,59933,1166222,1789060,.7658414840698242,9658398,.7182769775390625,395026,.1027946472167969,5076325,262283,13689273,.0849113464355469,26475156,.3620433807373047,44306,-.4072093963623047,2088524,-.0844182968139648,1045771,.2067842483520508,6485392,.0044031143188477,78793008,.4152374267578125,205418,.00665283203125,305111,.3816194534301758,111281,.5288486480712891,128353,.336273193359375,10263191,-.1643543243408203,4200036,1315193,.1242074966430664,86626,.0082063674926758,777317,47877660,.0600967407226563,524316,-.2777719497680664,2075026,-.1177759170532227,28828,1.028426170349121,705601,.2076425552368164,3225994,.2003602981567383,176100,-.0508489608764648,168799,.0426998138427734,148161,142595104,.0623912811279297,matched (3),15228656,.75881469,1205588.1,2838129.8
201712,293399,695,1310,23949632,12,0,0,0,0,0,0,0,0,0,0,1,403124,3.153985977172852,49744,-.8028564453125,244785,1853001,-.1149148941040039,1307450,1.785972595214844,212814,-1.582981109619141,676370,3432654,246580,-.5190944671630859,3896000,55050,-1.236837387084961,289183,738832,-.0208005905151367,97953,-.4216175079345703,688015,-.4642610549926758,1132175,-.2265787124633789,571138,-.2230253219604492,9514,762049,830898,-.7669382095336914,17147000,.5739955902099609,309789,-.2430610656738281,5424923,331917,14209280,.0372829437255859,28217348,.0637302398681641,79109,.5797061920166016,1886543,-.1017122268676758,1154831,.0992002487182617,6068652,-.0664157867431641,20759042,-1.333843231201172,71864,-1.050271987915039,253842,-.1839637756347656,177760,.4683761596679688,117520,-.0881757736206055,9766026,-.0496540069580078,6128173,921138,-.3561286926269531,94552,.087550163269043,1023006,35747972,-.2921562194824219,445430,-.1630544662475586,2392313,.1422863006591797,18207,-.4595403671264648,687423,-.0261001586914063,3895668,.188624382019043,158437,-.1056947708129883,221575,.2720527648925781,99787,175407952,.2071037292480469,matched (3),19163590,.75881469,1122959.1,2804028.3
201801,293399,696,1310,24986440,01,0,0,0,0,0,0,0,0,0,0,0,44584,-2.201869010925293,99563,.6939010620117188,0,2259173,.1981925964355469,2252350,.5438947677612305,502609,.8593940734863281,864336,4228993,519479,.7451400756835938,3999000,61780,.1153373718261719,0,758309,.0260200500488281,117874,.1851291656494141,922374,.2931404113769531,1786638,.4561948776245117,658791,.1427755355834961,9240,935114,791523,-.0485477447509766,15960177,-.0717258453369141,422130,.309422492980957,7442154,413604,16213536,.1319503784179688,28433330,.0076255798339844,125683,.4629364013671875,3780039,.6949882507324219,1359701,.1633100509643555,7060795,.1514215469360352,60230512,1.06519889831543,256423,1.272053718566895,278035,.0910348892211914,274282,.4337215423583984,120531,.0252981185913086,12871418,.2761001586914063,4703238,1109605,.1861495971679688,52204,-.5939912796020508,1283838,46812080,.2696475982666016,653705,.3836164474487305,2423055,.0127687454223633,55803,1.120020866394043,440986,-.4439373016357422,4038266,.03594970703125,211285,.2878513336181641,234620,.0572061538696289,126227,126953904,-.3232898712158203,matched (3),23252190,.75881469,1505459.6,2977909.8
201802,293399,697,1310,22165940,02,1,0,0,0,0,0,0,0,0,0,0,449520,2.310805320739746,95457,-.0421142578125,580443,1925036,-.1600542068481445,43837,-3.939250946044922,670110,.2876291275024414,733119,3529434,482389,-.0740756988525391,5288000,167714,.9986801147460938,106160,651037,-.1525239944458008,63932,-.6117963790893555,747125,-.2107181549072266,1669403,-.0678701400756836,608375,-.079615592956543,9826,1016862,593481,-.2879543304443359,15676297,-.0179462432861328,188695,-.8051815032958984,5146515,163812,11813494,-.3166027069091797,22657388,-.2270755767822266,78993,-.4644031524658203,2987453,-.2353124618530273,429476,-1.152454376220703,6873683,-.0268573760986328,68150248,.12353515625,1119271,1.473604202270508,223581,-.2179737091064453,171468,-.4697599411010742,604685,1.612800598144531,9905972,-.261871337890625,4001573,1104813,-.0043277740478516,79904,.4256668090820313,1013537,44810880,-.0436897277832031,546753,-.1786584854125977,2054993,-.1647567749023438,16405,-1.224241256713867,444115,.0070705413818359,3255986,-.2153196334838867,167139,-.2343826293945313,152856,-.4284706115722656,112241,181602656,.3579978942871094,matched (3),21704466,.75881469,1345162.8,2900172.5
201803,293399,698,1310,19221016,03,0,1,0,0,0,0,0,0,0,0,0,8952,-3.916303634643555,60678,-.4530954360961914,227198,1784944,-.0755577087402344,2821843,4.164667129516602,688899,.0276527404785156,812738,3286617,314736,-.4270162582397461,5058000,85489,-.6738719940185547,189194,421253,-.435333251953125,133767,.7382793426513672,260177,-1.05487060546875,1447279,-.1427803039550781,468005,-.2623119354248047,2262,892755,574262,-.0329189300537109,15118336,-.0362415313720703,434444,.8339347839355469,5139067,165051,13921483,.1641902923583984,19159760,-.1676750183105469,42575,-.6180925369262695,4014915,.2955942153930664,306922,-.3359718322753906,7765628,.1220073699951172,52937040,-.2526111602783203,242443,-1.529665946960449,155073,-.3658771514892578,147925,-.1476907730102539,92478,-1.877737045288086,9761991,-.0146408081054688,1842950,1520607,.3194332122802734,74393,-.0714635848999023,476806,45483976,.0149078369140625,435494,-.2275161743164063,2489044,.1916265487670898,32194,.6741943359375,326134,-.3087749481201172,2209433,-.3877592086791992,157619,-.0586452484130859,180031,.1636323928833008,73133,138154864,-.2734470367431641,matched (3),17966956,.75881469,1729888.1,3097426.5
201804,293399,699,1310,19751838,04,0,0,1,0,0,0,0,0,0,0,0,41359,1.530412673950195,38620,-.4518108367919922,214860,2998691,.5187892913818359,198431,-2.654704093933106,1115256,.4817447662353516,717329,3669455,421525,.292144775390625,3123000,221792,.9533519744873047,84739,429239,.0187807083129883,111483,-.1822271347045898,755457,1.065960884094238,884554,-.4923572540283203,454314,-.0296907424926758,9164,1062283,279160,-.7213010787963867,7449601,-.7077484130859375,414266,-.0475587844848633,5717318,273022,11090817,-.2273159027099609,28363528,.3922920227050781,110148,.9505577087402344,3578759,-.1149997711181641,778644,.9309606552124023,7597630,-.0218715667724609,69510912,.2723789215087891,482406,.688018798828125,253038,.4896430969238281,377811,.9376888275146484,110492,.1779727935791016,10041490,.028228759765625,2109232,1732717,.1305809020996094,57972,-.2494020462036133,926307,47041240,.0336647033691406,413880,-.0509052276611328,2015608,-.2109775543212891,9735,-1.196052551269531,328862,.0083303451538086,2743162,.2163753509521484,134860,-.1559429168701172,112564,-.4696073532104492,135590,112032432,-.2095851898193359,matched (3),18750906,.75881469,2485197.3,3574597
201805,293399,700,1310,23886720,05,0,0,0,1,0,0,0,0,0,0,0,67411,.4885187149047852,132921,1.235984802246094,266319,3636038,.192718505859375,2229136,2.418928146362305,981447,-.1278114318847656,1005175,4400016,469197,.1071434020996094,7955000,175430,-.2344999313354492,228225,499852,.1522979736328125,137906,.2126998901367188,856651,.1257076263427734,1130935,.2457170486450195,766179,.5226278305053711,50510,1269333,603286,.7706060409545898,13987815,.6300258636474609,253815,-.4899024963378906,5743060,287552,11857526,.0668449401855469,36519360,.2527389526367188,299816,1.001343727111816,3073421,-.1522245407104492,1026783,.2766313552856445,8500271,.1122617721557617,23873844,-1.068698883056641,918174,.6436014175415039,220160,-.1391849517822266,306442,-.2093658447265625,145394,.2745037078857422,11882652,.1683540344238281,3743199,1185221,-.3797607421875,85358,.3868942260742188,1104217,49989760,.0607948303222656,471818,.131016731262207,2134612,.0573635101318359,14100,.3704471588134766,539049,.4941682815551758,4343072,.4594707489013672,160137,.1717920303344727,151867,.2994832992553711,175605,158282272,.3455905914306641,matched (3),22127236,.75881469,1808704.8,3142125.3
201806,293399,701,1310,20832474,06,0,0,0,0,1,0,0,0,0,0,0,9057,-2.007270812988281,10077,-2.579499244689941,211280,1612866,-.8128824234008789,801894,-1.022393226623535,893055,-.0943803787231445,671916,3954871,384215,-.1998205184936523,7904000,129482,-.3036975860595703,195545,612175,.2027063369750977,94546,-.3774862289428711,1083820,.2352170944213867,1666189,.3874940872192383,617314,-.216038703918457,13892,927315,709307,.1618976593017578,18297602,.2685832977294922,348988,.3184318542480469,6398640,228993,12713903,.069732666015625,37751792,.0331897735595703,192971,-.4406290054321289,3152122,.0252847671508789,783200,-.2707977294921875,7603191,-.1115293502807617,78685280,1.192672729492188,599661,-.4260225296020508,300078,.309687614440918,568322,.6176595687866211,75488,-.6554737091064453,11568127,-.0268268585205078,1671329,1248459,.0519800186157227,79220,-.0746250152587891,1034093,46884844,-.0641250610351563,701631,.3968143463134766,1955836,-.0874671936035156,8201,-.5419187545776367,442670,-.1969823837280273,3867929,-.1158628463745117,389026,.8876171112060547,160542,.0555505752563477,169392,178836464,.1220912933349609,matched (3),17305782,.75881469,1745178.9,3105992
201807,293399,702,1310,17525948,07,0,0,0,0,0,1,0,0,0,0,0,436314,3.874824523925781,124417,2.513382911682129,315920,753834,-.7605953216552734,2724548,1.223081588745117,1016456,.129429817199707,1308474,3078491,286214,-.2944622039794922,7849000,294818,.8228158950805664,42568,924263,.4119777679443359,133503,.3450374603271484,908605,-.1763372421264648,1500775,-.104557991027832,667132,.0776100158691406,8355,956281,1256842,.5720691680908203,10382217,-.5666751861572266,372905,.0662860870361328,6103413,630660,12508474,-.0162887573242188,31842368,-.1702346801757813,172082,-.1145687103271484,2417453,-.2653617858886719,379212,-.7252922058105469,7542426,-.0080242156982422,42930280,-.6058788299560547,264516,-.8184633255004883,185334,-.4818820953369141,404825,-.3392333984375,123684,.4937562942504883,11062942,-.0446510314941406,3063082,1213022,-.0287952423095703,56457,-.338749885559082,747252,29572934,-.4608345031738281,700494,-.0016212463378906,2393893,.2021036148071289,59679,1.984724044799805,425118,-.0404577255249023,4095592,.0571918487548828,219610,-.5717935562133789,152708,-.0500278472900391,238154,207064240,.1465587615966797,matched (3),12755752,.75881469,2320007,3461787.3
201808,293399,703,1310,15799336,08,0,0,0,0,0,0,1,0,0,0,0,426395,-.0229959487915039,31129,-1.385499000549316,138431,1495329,.6849288940429688,2477399,-.0950927734375,763189,-.2865715026855469,479688,4034244,394961,.322047233581543,5857000,95682,-1.125328063964844,106744,796859,-.1483182907104492,124354,-.0709915161132813,750885,-.1906576156616211,1375418,-.087224006652832,441373,-.4130973815917969,6282,1064915,990515,-.2381324768066406,9324142,-.1074886322021484,229223,-.486628532409668,3816567,571384,13063284,.0433998107910156,20468890,-.4418907165527344,155225,-.1030950546264648,2671594,.0999612808227539,961104,.9299869537353516,6987347,-.0764436721801758,37489804,-.1355094909667969,89879,-1.079437255859375,433776,.8503684997558594,332844,-.1957807540893555,187931,.4183454513549805,9969823,-.1040382385253906,2391734,961721,-.2321453094482422,54061,-.0433664321899414,1156037,38328732,.2593402862548828,558833,-.2259349822998047,2032624,-.1635932922363281,22978,-.9544429779052734,526477,.2138404846191406,4498456,.0938224792480469,197871,-.1042375564575195,142113,-.0719051361083984,205259,165229920,-.2256927490234375,matched (3),10999613,.75881469,1651419.3,3054296
201809,293399,704,1310,12860309,09,0,0,0,0,0,0,0,1,0,0,0,136853,-1.136458396911621,36628,.1626729965209961,94610,99609,-2.70884895324707,98593,-3.223964691162109,719708,-.0586605072021484,820983,3055582,238513,-.5043630599975586,2981000,141522,.3914251327514648,67219,696814,-.1341590881347656,112756,-.0979061126708984,819062,.0869073867797852,1410056,.024871826171875,617036,.3350372314453125,7606,779001,639182,-.4380359649658203,4828613,-.6580467224121094,181236,-.2348947525024414,3724595,352057,10560171,-.2127170562744141,20364202,-.0051288604736328,93396,-.5080270767211914,2047436,-.266087532043457,655314,-.3829679489135742,6871051,-.0167837142944336,35071344,-.0666847229003906,62731,-.3596086502075195,289462,-.4045047760009766,108519,-1.120748519897461,75538,-.9114389419555664,9763170,-.0209465026855469,1488901,1139838,.169917106628418,48235,-.1140279769897461,746378,44792868,.1558494567871094,696508,.2202281951904297,2099142,.032200813293457,2855,-2.085465431213379,479812,-.0928125381469727,3673552,-.2025747299194336,151695,-.2657432556152344,107246,-.2814970016479492,118913,189434752,.1367073059082031,matched (3),14195132,.75881469,1211030,2840445.5
201810,293399,705,1310,19402424,10,0,0,0,0,0,0,0,0,1,0,0,425259,1.133790969848633,18229,-.6977987289428711,258032,1260376,2.537913322448731,1675207,2.83269214630127,803283,.1098613739013672,780821,3220676,293933,.208928108215332,4719000,278355,.6764421463012695,150890,668994,-.0407438278198242,162525,.365605354309082,884048,.0763511657714844,1455972,.0320444107055664,522906,-.1655254364013672,25979,924397,1034995,.4819622039794922,4621668,-.0438041687011719,606675,1.208192825317383,4987379,398357,14426114,.31195068359375,27383304,.2961559295654297,116107,.2176637649536133,3168550,.4366855621337891,973732,.396021842956543,7373390,.0705604553222656,73249280,.7364845275878906,469903,2.013670921325684,320335,.101344108581543,112684,.0376615524291992,159596,.7480096817016602,11634449,.17535400390625,1750460,1282045,.1175699234008789,53938,.111750602722168,1443673,55242732,.2096881866455078,928280,.2872543334960938,2451779,.1552848815917969,32109,2.420064926147461,480341,.0011014938354492,4093176,.1081619262695313,436654,1.057269096374512,118395,.0989007949829102,177812,183165440,-.0336551666259766,matched (3),14813206,.75881469,1683503.9,3071762.3
201811,293399,706,1310,16507877,11,0,0,0,0,0,0,0,0,0,1,0,3707,-4.742475509643555,10892,-.5149850845336914,60752,1892354,.4064111709594727,2410935,.3640775680541992,559007,-.3625450134277344,591218,1737608,289707,-.0144824981689453,4145000,103112,-.9930810928344727,111662,518663,-.2545204162597656,89738,-.5939369201660156,851490,-.0375232696533203,1242960,-.1581783294677734,478154,-.0894689559936523,12164,1100661,949348,-.0863761901855469,9833950,.7550849914550781,243848,-.9114475250244141,0,268475,14195082,-.016143798828125,23784472,-.1409015655517578,114902,-.0104331970214844,2697651,-.1608924865722656,1302805,.2911386489868164,7272320,-.0138015747070313,41646552,-.5646495819091797,164499,-1.04962158203125,213231,-.4069919586181641,260611,.8384418487548828,117679,-.3046855926513672,11019456,-.0543079376220703,2458595,848103,-.4132089614868164,36942,-.3784866333007813,1245916,66142136,.1800689697265625,676805,-.3159503936767578,1840345,-.286860466003418,11700,-1.009548187255859,459721,-.0438766479492188,4547447,.1052446365356445,201517,-.7732677459716797,102606,-.1431303024291992,120721,124161104,-.3888092041015625,matched (3),15157668,.75881469,1377576.8,2915348.3
201812,293399,707,1310,28380774,12,0,0,0,0,0,0,0,0,0,0,1,8537,.8341865539550781,25315,.8433685302734375,187812,1480705,-.2453031539916992,581988,-1.421319961547852,640805,.1365633010864258,828598,2291127,159537,-.5965938568115234,3843000,207810,.7008075714111328,265346,546943,.0530900955200195,100208,.1103534698486328,649774,-.2703628540039063,772194,-.4760150909423828,552400,.1443395614624023,13947,867519,702004,-.3018360137939453,16021061,.4880638122558594,356317,.3792753219604492,5547777,365136,13298157,-.0652713775634766,26730176,.11676025390625,87359,-.2740535736083984,1275873,-.7487506866455078,871698,-.4018325805664063,6037936,-.1860132217407227,4842746,-2.151737213134766,70650,-.8451671600341797,312947,.3836584091186523,538698,.7261266708374023,149624,.2401657104492188,12283259,.1085739135742188,2069908,934178,.0966644287109375,79652,.7683181762695313,1564131,49643040,-.2869472503662109,800580,.1679534912109375,1988498,.0774269104003906,13679,.1562728881835938,547270,.1743230819702148,4683751,.0295333862304688,223253,.1024322509765625,103240,.006159782409668,168524,275914112,.7985095977783203,matched (3),17664140,.75881469,1845111.1,3163221.8
