period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1028c440,growth1028c440,Y1275c554,Y1379c586,growth1379c586,Y1451c586,growth1451c586,Y1490c268,growth1490c268,Y1706c620,growth1706c620,Y1772c498,Y1774c68,growth1774c68,Y1851c268,growth1851c268,Y2104c203,Y2166c498,Y2319c484,growth2319c484,Y232c300,growth232c300,Y2360c344,Y2553c705,growth2553c705,Y2646c703,growth2646c703,Y2743c616,growth2743c616,Y2813c218,Y2865c222,growth2865c222,Y2867c703,growth2867c703,Y3032c68,growth3032c68,Y3094c124,growth3094c124,Y3178c372,growth3178c372,Y3257c222,growth3257c222,Y3517c792,growth3517c792,Y3727c348,growth3727c348,Y3727c68,growth3727c68,Y3885c208,growth3885c208,Y3912c32,Y4002c246,growth4002c246,Y4082c642,Y4132c300,growth4132c300,Y4163c818,Y4241c233,Y4252c300,growth4252c300,Y4368c124,growth4368c124,Y4380c498,Y4417c554,Y4450c807,growth4450c807,Y4481c752,growth4481c752,Y4525c757,growth4525c757,Y4613c222,growth4613c222,Y4830c792,growth4830c792,Y4937c203,Y4992c152,growth4992c152,Y5025c440,growth5025c440,Y545c203,Y638c208,growth638c208,Y736c442,Y983c818,_merge,x,r2,s,sf
201311,901820,646,4752,461089,11,0,0,0,0,0,0,0,0,0,1,0,8863,-.3829097747802734,578222,1655700,.1571283340454102,232969,-.2914409637451172,172579,.4076023101806641,87655,.0342807769775391,117267,158540,.1526317596435547,121827,-.6808032989501953,946276,123670,317285,-.9202594757080078,13956,1.382289886474609,2358700,285003,.1498708724975586,127190,-.2387619018554688,81811,-1.168133735656738,350374,179853,.5803918838500977,13453,-.6074800491333008,19993,.8215398788452148,85140,-.261260986328125,1000605,1.002832412719727,151593,-.9653558731079102,1480235,.9778451919555664,266527,1.394246101379395,115816,.7719097137451172,347390,1.066805839538574,265169,177075,.5464963912963867,117488,3851,.2801799774169922,330044,172339,242430,-.2125959396362305,107499,.5871953964233398,192853,617487,2862,-.4105772972106934,540762,.0332765579223633,1597801,.8588018417358398,14805,.0565509796142578,2583912,.3185081481933594,774494,183061,-.8938102722167969,11661,-.1885766983032227,13778,125624,.5401935577392578,127406,293540,matched (3),409088.84,.87384516,60344.445,148008.55
201312,901820,647,4752,948090,12,0,0,0,0,0,0,0,0,0,0,1,8222,-.0750722885131836,217295,1709859,.0321865081787109,252562,.0807514190673828,236437,.3148269653320313,122323,.333256721496582,143926,99683,-.4640121459960938,254567,.7369613647460938,1423676,184591,517769,.4897289276123047,28741,.7224149703979492,2500711,170776,-.5121469497680664,205619,.4803428649902344,103043,.2307348251342773,237195,396533,.790618896484375,16514,.2050065994262695,15321,-.2661571502685547,83374,-.020960807800293,1202206,.1835536956787109,216089,.3544912338256836,1532882,.0349493026733398,159654,-.5124664306640625,185091,.4688453674316406,555476,.4693775177001953,206731,1152326,1.872964859008789,133699,4751,.21002197265625,738618,182377,522178,.7672958374023438,118377,.0963935852050781,383898,609531,10676,1.316478252410889,288913,-.6268529891967773,283748,-1.728297233581543,11752,-.2309417724609375,2261038,-.1334810256958008,718176,390778,.7583198547363281,12553,.0737094879150391,45377,119666,-.048588752746582,175689,303904,matched (3),968364.56,.87384516,70848.523,152592.89
201401,901820,648,4752,665448,01,0,0,0,0,0,0,0,0,0,0,0,25046,1.113901138305664,383597,1459986,-.1579837799072266,136272,-.61700439453125,105928,-.802922248840332,117090,-.0437221527099609,87295,69188,-.3651676177978516,192350,-.2802467346191406,1385823,30370,451673,-.136570930480957,3065,-2.238277435302734,1257844,304296,.5776481628417969,54602,-1.325954437255859,1214457,2.46690559387207,93377,95169,-1.427104949951172,36031,.7801713943481445,40884,.9815139770507813,75669,-.0969676971435547,1136349,-.0563383102416992,123364,-.5605506896972656,692188,-.7950477600097656,36462,-1.476738929748535,103787,-.5785074234008789,241435,-.8332252502441406,119373,45101,-3.240633964538574,11184,26285,1.710643768310547,764624,15744,1267215,.8865680694580078,82379,-.362544059753418,134853,443242,10593,-.0078048706054688,279014,-.0348634719848633,196133,-.369293212890625,21892,.6220979690551758,958375,-.8583402633666992,649512,319078,-.2027034759521484,9976,-.2297773361206055,12132,240236,.6969165802001953,126185,366802,matched (3),716139.94,.87384516,65371.598,150128.36
201402,901820,649,4752,487005,02,1,0,0,0,0,0,0,0,0,0,0,11230,-.8021249771118164,308958,2163588,.393341064453125,216249,.4617776870727539,58807,-.5884981155395508,113479,-.0313253402709961,76886,74879,.0790462493896484,136121,-.3457727432250977,1327949,14548,455042,.0074310302734375,95500,3.439079284667969,883256,310027,.0186586380004883,181564,1.2015380859375,489529,-.9086084365844727,50468,125971,.2803974151611328,10641,-1.21966552734375,18521,-.7918338775634766,83405,.0973396301269531,1337194,.1627531051635742,216398,.5619802474975586,560390,-.2112245559692383,80472,.7916393280029297,79968,-.2607135772705078,354427,.3839015960693359,87083,166993,1.309047698974609,57864,15332,-.5390567779541016,372095,3579,832736,-.4198598861694336,57007,-.3681564331054688,148275,318986,4112,-.946284294128418,230768,-.189849853515625,277155,.3457841873168945,21097,-.0369901657104492,1520447,.4615211486816406,1006506,446045,.3349838256835938,23671,.8640689849853516,22966,108149,-.7981119155883789,129386,245454,matched (3),477990,.87384516,66807.641,150759.2
201403,901820,650,4752,248963,03,0,1,0,0,0,0,0,0,0,0,0,6652,-.5236721038818359,0,977123,-.7949104309082031,213573,-.012451171875,129715,.7910785675048828,98471,-.1418552398681641,84892,89481,.1781530380249023,106794,-.2426424026489258,1445338,43990,459669,.0101175308227539,18157,-1.660070419311523,686183,302900,-.0232572555541992,58075,-1.139872550964356,1190324,.8885374069213867,101134,181724,.3664379119873047,8379,-.2389860153198242,31568,.5332393646240234,54778,-.4204196929931641,361972,-1.306761741638184,162467,-.2866449356079102,1034566,.6131048202514648,67553,-.1749973297119141,37295,-.7627677917480469,237014,-.4023828506469727,83278,152904,-.0881414413452148,9588,1353,-2.42761754989624,308973,1618,804716,-.0342273712158203,228408,1.387959480285645,70133,0,7468,.5967178344726563,462682,.6956272125244141,367158,.281214714050293,13258,-.4645299911499023,2611695,.5409946441650391,845270,301762,-.3907814025878906,33180,.3376960754394531,15334,74275,-.3757352828979492,177141,493134,matched (3),197747.36,.87384516,69152.617,151812.92
201404,901820,651,4752,530355,04,0,0,1,0,0,0,0,0,0,0,0,10296,.4368381500244141,2448650,1527106,.4465169906616211,282701,.2804107666015625,125357,-.0341739654541016,246217,.9164505004882813,126030,127364,.353022575378418,143473,.2952451705932617,1605278,107787,388645,-.1678409576416016,291516,2.776039123535156,1319201,217048,-.3332834243774414,226772,1.362209320068359,329482,-1.284459114074707,179126,216786,.1764211654663086,10484,.2241220474243164,39837,.2326517105102539,58055,.0581016540527344,848766,.8522167205810547,32138,-1.62043571472168,286198,-1.285054206848145,179594,.9777870178222656,54961,.3877649307250977,196054,-.1897287368774414,252314,85301,-.5836238861083984,698898,2706,.6931471824645996,375834,30621,600975,-.291935920715332,120327,-.6409206390380859,130569,377177,12421,.5087614059448242,478621,.033869743347168,340123,-.0764846801757813,34698,.9620809555053711,1585395,-.4991655349731445,856225,311536,.0318765640258789,15490,-.7617521286010742,32163,53443,-.3291587829589844,176601,468362,matched (3),727918.38,.87384516,76568.125,155331.11
201405,901820,652,4752,266083,05,0,0,0,1,0,0,0,0,0,0,0,9184,-.1142921447753906,243392,1453680,-.0492763519287109,625382,.7939729690551758,146789,.1578302383422852,72808,-1.218386650085449,124130,96957,-.2727813720703125,217435,.4157533645629883,1264156,45711,794664,.7152528762817383,2554,-4.737434387207031,1395496,207144,-.0467042922973633,126164,-.5863628387451172,710532,.7684917449951172,144721,201697,-.0721445083618164,14681,.3367042541503906,20571,-.6609134674072266,61978,.0653886795043945,760322,-.110041618347168,22375,-.3620948791503906,291435,.0181331634521484,78417,-.8286581039428711,63549,.1451873779296875,732523,1.318103790283203,93703,58362,-.379521369934082,117826,38568,2.656950950622559,183280,10307,925903,.432215690612793,154452,.2496700286865234,80779,478562,14905,.1823081970214844,361765,-.2799148559570313,305691,-.1067323684692383,28687,-.1902379989624023,2626297,.5047407150268555,443629,432416,.3278732299804688,3789,-1.408092498779297,8045,125061,.8501863479614258,140431,313219,matched (3),256935.52,.87384516,74878.578,154505.27
201406,901820,653,4752,279967,06,0,0,0,0,1,0,0,0,0,0,0,10261,.1108875274658203,310967,1590192,.089756965637207,87911,-1.962038040161133,178470,.1954240798950195,68086,-.0670547485351563,78651,91094,-.0623760223388672,133520,-.4876489639282227,1382161,114121,482062,-.4998464584350586,3969,.4408531188964844,1934137,283811,.3148937225341797,150255,.1747512817382813,386527,-.6088123321533203,44263,152841,-.2773675918579102,9809,-.403254508972168,30126,.3815059661865234,55634,-.1079845428466797,1464721,.6556777954101563,33964,.4173574447631836,1502992,1.640396118164063,42347,-.6161432266235352,36085,-.5659341812133789,271234,-.9935121536254883,146231,146009,.9170026779174805,41657,16744,-.8343830108642578,394310,224862,381582,-.8864431381225586,143641,-.072566032409668,227261,875668,4212,-1.263759613037109,281974,-.2491798400878906,235426,-.2611780166625977,23110,-.2161788940429688,2738213,.0417308807373047,453795,415093,-.0408849716186523,11912,1.145443916320801,25950,53070,-.8571901321411133,118331,172630,matched (3),299951.56,.87384516,82493.359,158335.83
201407,901820,654,4752,319069,07,0,0,0,0,0,1,0,0,0,0,0,14196,.3246097564697266,350525,2096151,.2762479782104492,199971,.8218479156494141,155614,-.1370420455932617,110963,.4884252548217773,56984,117186,.2518701553344727,329437,.9031333923339844,1581859,114651,548601,.1292991638183594,5703,.3624782562255859,1981514,269822,-.0505456924438477,106552,-.3437004089355469,416324,.0742626190185547,51182,162428,.0608358383178711,11821,.1865777969360352,37713,.2246160507202148,41664,-.2891569137573242,437553,-1.208221435546875,114303,1.21355152130127,3283165,.7813501358032227,76252,.5881462097167969,125867,1.249348640441895,189389,-.3591794967651367,213805,53016,-1.013073921203613,357938,23353,.3326854705810547,488912,603317,651537,.535008430480957,410848,1.050906181335449,94567,1017977,39841,2.246958732604981,245474,-.1386241912841797,305321,.2599668502807617,20700,-.1101312637329102,1152113,-.8657073974609375,556277,471630,.1276912689208984,7717,-.4341201782226563,9795,70156,.2791099548339844,166970,184085,matched (3),456490.41,.87384516,51399.625,144592.53
201408,901820,655,4752,642553,08,0,0,0,0,0,0,1,0,0,0,0,5312,-.9829921722412109,918120,3778809,.5893058776855469,139147,-.3626413345336914,131275,-.1700839996337891,43431,-.938023567199707,65104,156544,.2895746231079102,198707,-.5055532455444336,1251286,857696,652509,.1734533309936523,13606,.8695182800292969,3529760,206761,-.2661991119384766,71804,-.3946924209594727,287723,-.3694658279418945,144672,156811,-.0351934432983398,11293,-.0456943511962891,66738,.570770263671875,69603,.5131702423095703,1048145,.8735790252685547,140799,.2084798812866211,1764948,-.6206865310668945,94425,.2137613296508789,61537,-.7155866622924805,698241,1.30476188659668,115398,77251,.3764657974243164,305260,392733,2.822404861450195,348292,191589,1055919,.4828319549560547,719111,.5597925186157227,100394,564674,2536,-2.754308223724365,465515,.63995361328125,326122,.0659074783325195,35735,.5459966659545898,1316151,.1331138610839844,350292,551081,.1556873321533203,35195,1.517477989196777,12508,49655,-.3456220626831055,53604,210410,matched (3),512510.78,.87384516,111343.28,175106.83
201409,901820,656,4752,720585,09,0,0,0,0,0,0,0,1,0,0,0,8541,.474909782409668,432401,3115895,-.1928920745849609,245295,.5669307708740234,155354,.1684122085571289,244581,1.728373527526856,123638,178942,.1337251663208008,163089,-.197535514831543,1273762,1326632,604276,-.0767936706542969,9505,-.3586921691894531,5187289,222218,.0720949172973633,60155,-.1770162582397461,388379,.299983024597168,165385,128517,-.198979377746582,25584,.8177833557128906,34996,-.6455411911010742,75207,.0774364471435547,1250303,.1763639450073242,138408,-.0171270370483398,2312424,.2701749801635742,76388,-.211979866027832,124439,.7041769027709961,301126,-.8410358428955078,207159,40513,-.6454372406005859,496441,51146,-2.038445472717285,265245,325267,215098,-1.591073036193848,1495394,.7321290969848633,129610,737044,12153,1.566988468170166,464479,-.002227783203125,205940,-.459686279296875,37294,.0427017211914063,2100527,.4674768447875977,379715,604869,.0931301116943359,43982,.2228765487670898,156184,26209,-.6389970779418945,41616,482186,matched (3),594595.19,.87384516,65135.555,150025.72
201410,901820,657,4752,563961,10,0,0,0,0,0,0,0,0,1,0,0,13863,.4843454360961914,528286,2186972,-.353999137878418,79304,-1.129173278808594,129830,-.1794805526733398,68447,-1.273487091064453,51122,158494,-.1213455200195313,494357,1.108962059020996,1165310,233458,171220,-1.261081695556641,14841,.4455757141113281,5390729,270073,.1950340270996094,82002,.309819221496582,144653,-.9876432418823242,158659,218089,.5288419723510742,14317,-.5805187225341797,33035,-.0576658248901367,142890,.6418304443359375,782105,-.4691524505615234,108953,-.2392892837524414,808352,-1.051054000854492,65132,-.1594095230102539,52586,-.8613662719726563,240012,-.2268400192260742,126144,48057,.1707649230957031,29990,5319,-2.263399124145508,345207,25395,212571,-.0118169784545898,686757,-.7781648635864258,148934,580622,3985,-1.115038871765137,264226,-.5641117095947266,169791,-.1930170059204102,15009,-.910181999206543,1338164,-.4508905410766602,635986,442033,-.3136272430419922,15549,-1.03978443145752,98596,43459,.5057153701782227,130503,261593,matched (3),711324.13,.87384516,50934.848,144427.97
201411,901820,658,4752,764107,11,0,0,0,0,0,0,0,0,0,1,0,19479,.340113639831543,67814,2587581,.1682062149047852,93270,.1622095108032227,138999,.0682411193847656,96300,.3414087295532227,37835,172348,.0837993621826172,320714,-.432708740234375,1670426,499525,517542,1.106141090393066,26225,.5693187713623047,2981996,345013,.2448892593383789,150661,.6082887649536133,2641043,2.904590606689453,457121,497017,.8237209320068359,27856,.6655998229980469,56416,.5351848602294922,65789,-.7756223678588867,495518,-.456385612487793,160931,.3900594711303711,1011610,.2243013381958008,48191,-.301243782043457,98044,.6229667663574219,555559,.8392858505249023,248288,27896,-.5439043045043945,277099,23185,1.472220420837402,471655,225083,68767,-1.128552436828613,320273,-.7628059387207031,281879,1378533,3215,-.2147102355957031,338180,.2467737197875977,1513258,2.18745231628418,33756,.8105077743530273,1829035,.3124904632568359,1020037,295222,-.4036569595336914,35202,.8171062469482422,104466,79755,.6071414947509766,109326,103856,matched (3),766750.06,.87384516,108486.82,173304.55
201412,901820,659,4752,579567,12,0,0,0,0,0,0,0,0,0,0,1,6372,-1.117424011230469,580709,1723449,-.4063959121704102,148205,.4630985260009766,214840,.4354267120361328,106698,.102534294128418,121990,84967,-.7072525024414063,131363,-.8925848007202148,1439027,588836,376839,-.3172731399536133,54904,.7388734817504883,1331896,324562,-.0611047744750977,216277,.3615274429321289,102920,-3.244976997375488,428387,567985,.1334705352783203,19499,-.356684684753418,17649,-1.162073135375977,62768,-.0470075607299805,868636,.5613212585449219,211065,.2711896896362305,2630920,.9557905197143555,71102,.3889436721801758,124869,.2418489456176758,328162,-.5264673233032227,57301,26743,-.042210578918457,2067154,9909,-.850062370300293,468877,61540,418203,1.805242538452148,141478,-.8170299530029297,225015,663171,6812,.7508583068847656,243340,-.3291187286376953,1333391,-.1265392303466797,15893,-.7532796859741211,1790869,-.021087646484375,897470,677043,.8300075531005859,44342,.230830192565918,50303,56243,-.3492774963378906,82398,398653,matched (3),736874.63,.87384516,84408.141,159341.81
201501,901820,660,4752,309618,01,0,0,0,0,0,0,0,0,0,0,0,5889,-.078826904296875,262174,584015,-1.082156181335449,230342,.4409685134887695,78780,-1.00323486328125,67201,-.4623146057128906,37718,55542,-.4251241683959961,122864,-.0668869018554688,1191428,6666,267997,-.3408422470092773,12599,-1.471968650817871,1754108,270462,-.1823453903198242,23177,-2.233399391174316,186959,.5969371795654297,62962,187368,-1.109020233154297,16388,-.1738138198852539,30865,.5589437484741211,40023,-.4499902725219727,833621,-.0411453247070313,205541,-.0265207290649414,1676399,-.4506855010986328,73579,.0342435836791992,52145,-.8732366561889648,346959,.055699348449707,302988,22978,-.1517353057861328,10399,5609,-.5690708160400391,384790,111223,120358,-1.245495796203613,121888,-.1490411758422852,149286,261183,1899,-1.277358055114746,234779,-.0358152389526367,767907,-.5518121719360352,23651,.397526741027832,333544,-1.680681228637695,437356,285795,-.8624601364135742,3831,-2.448806762695313,7880,30865,-.6000585556030273,46313,226994,matched (3),338653.03,.87384516,56914.313,146643.5
201502,901820,661,4752,411146,02,1,0,0,0,0,0,0,0,0,0,0,7172,.1970987319946289,418863,610345,.0440969467163086,110562,-.7339887619018555,163592,.7307167053222656,45348,-.3933219909667969,117869,114317,.7218360900878906,160688,.2683868408203125,1493036,78856,406925,.4176530838012695,8507,-.3927278518676758,431082,289128,.0667381286621094,89183,1.347530364990234,254890,.3099431991577148,152136,128243,-.3791475296020508,12133,-.3006200790405273,17820,-.5493021011352539,85000,.7531967163085938,639614,-.2649145126342773,116990,-.5635566711425781,2070031,.2109155654907227,80672,.0920324325561523,92533,.5735368728637695,383939,.1012773513793945,145491,15542,-.3909912109375,50581,67450,2.487013816833496,397440,230937,124751,.0358486175537109,190927,.4487876892089844,124252,336697,27035,2.655804634094238,319191,.3071451187133789,395034,-.6646966934204102,59682,.9256258010864258,1407207,1.439587593078613,584855,426988,.4014806747436523,56098,2.683974266052246,11789,38141,.2116670608520508,132642,344428,matched (3),280918.19,.87384516,66997.922,150843.63
201503,901820,662,4752,601231,03,0,1,0,0,0,0,0,0,0,0,0,13464,.6298341751098633,284634,2087604,1.229748725891113,333835,1.105070114135742,129068,-.2370357513427734,96750,.7577648162841797,162003,117706,.0292148590087891,264722,.4992160797119141,1204519,925247,498487,.2029485702514648,156911,2.914789199829102,927364,315012,.0857410430908203,425656,1.56294059753418,339126,.2855396270751953,248492,152834,.1754255294799805,12156,.0018939971923828,31938,.5834751129150391,64916,-.269556999206543,1668532,.9588346481323242,407991,1.249156951904297,1589023,-.2644443511962891,130679,.4823522567749023,25103,-1.304577827453613,847477,.7917795181274414,39769,20300,.2670745849609375,29052,51088,-.277836799621582,441308,166682,444172,1.269892692565918,255410,.2909793853759766,38615,444374,1808,-2.704910755157471,292526,-.0872364044189453,306173,-.25482177734375,28815,-.7281351089477539,1609036,.1340274810791016,603855,410146,-.0402421951293945,12259,-1.520839691162109,20723,102863,.9921073913574219,24562,373678,matched (3),476484.63,.87384516,74067.156,154113.66
201504,901820,663,4752,1117467,04,0,0,1,0,0,0,0,0,0,0,0,15093,.1142120361328125,1216901,3688467,.5691938400268555,157587,-.7506685256958008,121440,-.0609197616577148,112745,.1529979705810547,90592,132920,.1215572357177734,240002,-.0980329513549805,1162689,133312,187953,-.9753847122192383,160690,.0237979888916016,1006766,318908,.0122919082641602,89017,-1.564804077148438,942229,1.021876335144043,231257,175362,.1374998092651367,6478,-.6294116973876953,23478,-.3077325820922852,47267,-.3172817230224609,963270,-.5493659973144531,71095,-1.747228622436523,3587981,.8144702911376953,48807,-.9848709106445313,159640,1.849933624267578,484972,-.5581722259521484,104039,30923,.4208793640136719,37240,20571,-.9096670150756836,652814,328912,276805,-.4728984832763672,270551,.0575904846191406,16652,388046,2270,.2275586128234863,219579,-.2868413925170898,406667,.283843994140625,45726,.4617710113525391,1783574,.1029844284057617,606252,626916,.4242992401123047,9180,-.2892332077026367,27459,37880,-.9989748001098633,115597,553113,matched (3),1128705.4,.87384516,68722.938,151617.67
201505,901820,664,4752,1030703,05,0,0,0,1,0,0,0,0,0,0,0,172709,2.437376976013184,1325311,3366780,-.0912542343139648,213304,.3027400970458984,107715,-.1199312210083008,62911,-.5834074020385742,75423,61122,-.7768754959106445,201354,-.1755828857421875,1694764,33763,78663,-.8710193634033203,9741,-2.803133010864258,1252738,219986,-.3713388442993164,73450,-.1922225952148438,333585,-1.038350105285645,161657,283394,.479985237121582,8113,.2250556945800781,35128,.4029350280761719,86801,.6078052520751953,863670,-.1091423034667969,191423,.9904689788818359,1468659,-.8932399749755859,78944,.480865478515625,112859,-.3467817306518555,328004,-.3910655975341797,98857,69809,.8142633438110352,262616,1127,-2.904323101043701,491783,102812,264766,-.0444669723510742,155960,-.5508613586425781,67250,490848,544,-1.428586006164551,989387,1.505373954772949,162042,-.9201383590698242,40589,-.1191692352294922,1756842,-.015101432800293,875519,556787,-.1186294555664063,49233,1.679536819458008,34431,43987,.1494712829589844,103724,334976,matched (3),891052.5,.87384516,81389.086,157763.31
201506,901820,665,4752,906530,06,0,0,0,0,1,0,0,0,0,0,0,11521,-2.707436561584473,239588,2080439,-.4813785552978516,208537,-.0226020812988281,142761,.2816829681396484,109897,.5578222274780273,77273,126664,.7286663055419922,94934,-.7518825531005859,1291678,764175,158361,.6997041702270508,30764,1.150001525878906,446296,291091,.2800722122192383,78226,.0629978179931641,114266,-1.071369171142578,57226,226928,-.2222051620483398,7748,-.0460329055786133,33108,-.0592241287231445,64138,-.3025808334350586,1945501,.8120841979980469,96769,-.682159423828125,2613100,.5761871337890625,33857,-.846592903137207,103858,-.0831146240234375,984832,1.099445343017578,187585,58500,-.1767368316650391,102610,68972,4.11414098739624,487224,182685,549869,.7308330535888672,407672,.9608640670776367,34617,436379,936,.5426664352416992,305086,-1.176491737365723,332015,.7173242568969727,23985,-.5260686874389648,1907227,.0821323394775391,627852,432147,-.2534170150756836,2419,-3.013209819793701,13947,23676,-.6194324493408203,168739,140439,matched (3),681511.5,.87384516,78220.781,156152.39
201507,901820,666,4752,819180,07,0,0,0,0,0,1,0,0,0,0,0,22350,.6626548767089844,384874,1647533,-.2332992553710938,87138,-.8726234436035156,87572,-.4887104034423828,26775,-1.412075042724609,37676,71744,-.5684337615966797,158959,.5154638290405273,1051271,13159,109117,-.3724565505981445,5738,-1.679234504699707,262455,162768,-.5813102722167969,34592,-.8159799575805664,136037,.1743984222412109,84411,294224,.2597084045410156,4644,-.5118579864501953,27730,-.1772594451904297,91961,.3603277206420898,1279888,-.4187469482421875,232298,.8756942749023438,1250948,-.7366352081298828,37511,.1024885177612305,71058,-.3795289993286133,406950,-.8837804794311523,144136,19964,-1.075096130371094,44369,6915,-2.300007820129395,573184,29568,127406,-1.462300300598145,393908,-.0343456268310547,19075,565524,3053,1.18226432800293,195398,-.4455556869506836,163936,-.7057037353515625,35654,.3964328765869141,1229485,-.4390544891357422,828129,407265,-.0593023300170898,326,-2.004212379455566,30609,63631,.9886388778686523,156482,397631,matched (3),821175.25,.87384516,56413.168,146449.73
201508,901820,667,4752,941777,08,0,0,0,0,0,0,1,0,0,0,0,5789,-1.35086727142334,586110,2112858,.2487621307373047,149900,.542475700378418,99422,.1269121170043945,56677,.7498998641967773,64363,120500,.5185451507568359,348168,.7840394973754883,938907,31992,293118,.988154411315918,13046,.8213710784912109,528965,277823,.5346584320068359,43015,.217926025390625,183132,.2972803115844727,125115,221924,-.2820062637329102,3821,-.1950645446777344,49496,.5793771743774414,93744,.0192031860351563,652229,-.6741323471069336,263742,.1269512176513672,1818699,.3742198944091797,49480,.2769346237182617,94331,.2833137512207031,437380,.0721120834350586,103893,62940,1.148251533508301,80023,4925,-.3393678665161133,445829,51799,106919,-.1753082275390625,157457,-.9169654846191406,129087,1975516,982,-1.134288787841797,183043,-.0653171539306641,919967,1.724861145019531,25856,-.3213186264038086,1254143,.0198564529418945,547991,458432,.1183481216430664,6960,3.061037540435791,2652,38489,-.5027284622192383,163852,186081,matched (3),885844.38,.87384516,77951.125,156017.48
201509,901820,668,4752,329013,09,0,0,0,0,0,0,0,1,0,0,0,8056,.3304576873779297,304961,1991131,-.0593385696411133,142611,-.0498476028442383,98594,-.0083627700805664,41673,-.3075151443481445,52304,106069,-.1275596618652344,428942,.2086362838745117,893189,26520,156622,-.626739501953125,7892,-.5026321411132813,216023,199857,-.3293819427490234,35723,-.1857538223266602,115504,-.460902214050293,69589,221807,-.0005273818969727,27430,1.971125602722168,43085,-.1387176513671875,55625,-.5219354629516602,1238219,.6410331726074219,160189,-.4986171722412109,768921,-.8608884811401367,109633,.7955694198608398,60014,-.4522323608398438,462909,.0567283630371094,98293,31557,-.6903867721557617,29938,4663,-.0546655654907227,341529,22239,262865,.8995695114135742,118025,-.2882556915283203,72088,605696,8810,2.194051742553711,248724,.3066225051879883,399953,-.8329906463623047,24100,-.0703315734863281,1096592,-.1342449188232422,460197,446211,-.0270204544067383,25437,1.296025276184082,10483,59512,.4358062744140625,112843,134830,matched (3),208687.98,.87384516,46892.168,143052.28
201510,901820,669,4752,493753,10,0,0,0,0,0,0,0,0,1,0,0,7435,-.0802183151245117,317137,3608340,.5945453643798828,177174,.2170114517211914,121652,.2101535797119141,46192,.1029529571533203,240554,187761,.571080207824707,120111,-1.272905349731445,989700,69067,42390,-1.306922912597656,12589,.4669733047485352,641701,300674,.4084243774414063,130272,1.293829917907715,112580,-.0256414413452148,203220,204081,-.0832901000976563,4424,-1.824593544006348,58120,.2993354797363281,113065,.7093305587768555,954665,-.2600688934326172,371955,.8424186706542969,3024602,1.369545936584473,352015,1.166535377502441,194056,1.173569679260254,1382263,1.09394645690918,184307,91555,1.065144538879395,446602,29795,1.854681015014648,257546,304027,589927,.8083581924438477,136476,.1452522277832031,52582,802452,10558,.1809959411621094,353742,.3522243499755859,1960507,1.589611053466797,71007,1.080567359924316,1601681,.3788461685180664,500039,451222,.0111675262451172,61727,.8865165710449219,119654,71591,.1847906112670898,54244,385370,matched (3),614274.38,.87384516,71811.523,153042.39
201511,901820,670,4752,453168,11,0,0,0,0,0,0,0,0,0,1,0,6071,-.2026748657226563,144417,2636793,-.3136844635009766,131683,-.2967348098754883,116883,-.0399904251098633,77332,.5153017044067383,55628,137571,-.3110294342041016,84706,-.3492298126220703,1139147,701889,65484,.4348936080932617,17426,.3251399993896484,245974,213934,-.3403587341308594,98318,-.2814178466796875,94744,-.1724853515625,198802,397140,.665771484375,4980,.1183862686157227,21696,-.985382080078125,134317,.1722393035888672,967012,.0128507614135742,343484,-.0796327590942383,2011339,-.4079790115356445,175102,-.6983051300048828,128675,-.4108572006225586,697663,-.683741569519043,59886,28435,-1.169319152832031,59372,4757,-1.834722518920898,477626,27662,545918,-.0775299072265625,963616,1.954544067382813,143251,575735,8349,-.2347421646118164,331044,-.0663166046142578,1096963,-.5806570053100586,67121,-.0562820434570313,1292688,-.214329719543457,611910,477360,.0563116073608398,34392,-.5848970413208008,1373,33253,-.7668237686157227,149184,181657,matched (3),619903.13,.87384516,43595.094,142005.67
201512,901820,671,4752,955168,12,0,0,0,0,0,0,0,0,0,0,1,18138,1.094485282897949,364236,870031,-1.108790397644043,258890,.6760063171386719,131361,.1167755126953125,46998,-.4980030059814453,77106,73538,-.626338005065918,345602,1.406101226806641,1195516,83982,279996,1.452969551086426,30181,.5492496490478516,302452,200064,-.0670309066772461,100769,.0246238708496094,171879,.5956125259399414,272463,579351,.377619743347168,6585,.2793645858764648,61471,1.041437149047852,96641,-.3291988372802734,1325675,.3154659271240234,400851,.154449462890625,2108420,.0471382141113281,68077,-.9447288513183594,101221,-.2399835586547852,982409,.3422718048095703,111492,27993,-.0156660079956055,474955,7516,.4574165344238281,549203,162538,641078,.1606826782226563,1635724,.5291481018066406,148361,1167613,29573,1.264719963073731,390219,.1644563674926758,219254,-1.61007022857666,67107,-.000208854675293,2180624,.5228872299194336,394837,365130,-.2680168151855469,252607,1.994010925292969,23973,43474,.2680177688598633,181378,459204,matched (3),1039301.6,.87384516,105241.35,171291.63
