period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1180c233,Y1247c757,growth1247c757,Y147c124,growth147c124,Y1751c586,growth1751c586,Y1967c124,Y196c757,growth196c757,Y2174c792,growth2174c792,Y2303c620,growth2303c620,Y2362c792,growth2362c792,Y2409c124,growth2409c124,Y2415c428,growth2415c428,Y2543c554,Y2560c616,growth2560c616,Y2640c620,growth2640c620,Y2723c251,growth2723c251,Y2945c124,growth2945c124,Y2967c826,growth2967c826,Y2990c620,growth2990c620,Y3025c554,Y3088c124,growth3088c124,Y3249c372,Y3363c826,growth3363c826,Y3441c484,growth3441c484,Y3486c688,growth3486c688,Y3695c300,growth3695c300,Y3761c222,growth3761c222,Y3776c300,growth3776c300,Y3860c586,growth3860c586,Y4097c484,growth4097c484,Y4130c616,growth4130c616,Y4165c442,Y4180c222,growth4180c222,Y4260c586,growth4260c586,Y4417c222,growth4417c222,Y4442c246,growth4442c246,Y4681c792,growth4681c792,Y4932c36,Y4940c440,growth4940c440,Y4945c703,growth4945c703,Y5006c554,Y57c608,Y587c484,growth587c484,Y588c752,growth588c752,Y620c807,growth620c807,Y628c251,growth628c251,Y639c348,growth639c348,Y666c620,growth666c620,Y850c826,growth850c826,Y870c826,growth870c826,Y981c222,growth981c222,_merge,x,r2,s,sf
201301,902110,636,4763,21019168,01,0,0,0,0,0,0,0,0,0,0,0,27,8874119,.4914588928222656,8059273,.1372804641723633,2169341,.3258380889892578,1474434,43231,.542933464050293,2847532,.3875522613525391,134261,.5704345703125,299173,.377772331237793,567941,-.0367717742919922,99480,.2480678558349609,510738,54781,2.984496116638184,27682,.0649957656860352,4427960,.527897834777832,1197192,.0206356048583984,951756,.4995708465576172,10664613,.516179084777832,523006,9317856,.0383434295654297,14581,1097121,.927485466003418,132044,-.660161018371582,37441,.3368301391601563,434302,.0746126174926758,41344,.0913925170898438,311784,1.818635940551758,132452,1.868922233581543,507332,.4166393280029297,273131,1.474177360534668,259753,54019,.552642822265625,3073653,-.1060972213745117,54875,.3818378448486328,1774817,.4675102233886719,32950,-1.145932197570801,5027431,241195,-.1504440307617188,490372,-.0553007125854492,446517,9161613,1698211,-.3290185928344727,491457,1.717892646789551,147103,.2916994094848633,2697969,.1619892120361328,325827,.2379875183105469,4601318,.0970048904418945,4237759,.3871583938598633,753561,.4332246780395508,113273,.5260038375854492,matched (3),21086534,.91959554,537418.94,1316529.1
201302,902110,637,4763,17234940,02,1,0,0,0,0,0,0,0,0,0,0,641,8424607,-.0519819259643555,6172098,-.26678466796875,1796646,-.188502311706543,634357,7236,-1.787489891052246,2360747,-.187474250793457,123648,-.0823469161987305,401828,.2950019836425781,651957,.1379604339599609,69370,-.3605022430419922,305311,7294,-2.016290664672852,40251,.3743524551391602,2386024,-.6183109283447266,1315867,.0945167541503906,660355,-.3655309677124023,5471587,-.6673622131347656,400637,7848379,-.171626091003418,42559,910450,-.1865062713623047,162365,.2067117691040039,54518,.3757648468017578,223718,-.6633539199829102,47306,.1347103118896484,66043,-1.552004814147949,60132,-.7896785736083984,70322,-1.976080894470215,146662,-.621821403503418,59502,18986,-1.045633316040039,2870975,-.0682153701782227,16356,-1.210463523864746,1853668,.0434694290161133,98831,1.098420143127441,4557837,277260,.1393499374389648,344805,-.3521852493286133,292597,6230622,1702750,.0026693344116211,81641,-1.795042991638184,115857,-.2387762069702148,2120394,-.2408971786499023,202421,-.4760169982910156,3856363,-.1766176223754883,1852478,-.8275108337402344,451419,-.5124139785766602,69606,-.4869499206542969,matched (3),16877454,.91959554,486629.44,1296625.6
201303,902110,638,4763,15662347,03,0,1,0,0,0,0,0,0,0,0,0,259,6861248,-.2052679061889648,7482244,.1924934387207031,1391912,-.2552433013916016,454694,12810,.5711574554443359,1755621,-.2961559295654297,44369,-1.024897575378418,357011,-.1182575225830078,551319,-.1676645278930664,17372,-1.384594917297363,294128,3865,-.6350908279418945,12530,-1.167009353637695,1432846,-.5099658966064453,983814,-.2908134460449219,562447,-.1604804992675781,5044541,-.0812625885009766,210812,7968971,.0152482986450195,29649,823742,-.1000814437866211,176645,.0842952728271484,51053,-.0656661987304688,266877,.1764011383056641,90713,.6510629653930664,58287,-.1249275207519531,47976,-.2258415222167969,838883,2.478986740112305,58441,-.9201126098632813,198122,10037,-.6374244689941406,2045806,-.3388595581054688,12789,-.2460088729858398,1571956,-.1648464202880859,231512,.8512210845947266,2807995,312252,.1188545227050781,411964,.1779565811157227,264184,5475921,1486445,-.1358575820922852,115234,.3446331024169922,34190,-1.220423698425293,2933196,.3244905471801758,334784,.5031356811523438,4002671,.0372371673583984,1775666,-.0423479080200195,471956,.044489860534668,39976,-.5545711517333984,matched (3),14559732,.91959554,551464.81,1322324.9
201304,902110,639,4763,17088564,04,0,0,1,0,0,0,0,0,0,0,0,482,8746722,.2427902221679688,6580792,-.1283769607543945,1762636,.2361326217651367,972182,18148,.3483343124389648,2617351,.3993406295776367,94750,.7587003707885742,614455,.5429697036743164,688571,.2223043441772461,11152,-.4432411193847656,900781,8744,.81640625,13880,.1023235321044922,1981526,.3242053985595703,1049364,.0645027160644531,613720,.0872421264648438,7702806,.4232778549194336,594557,10200248,.246856689453125,43035,1846904,.807408332824707,196690,.1074867248535156,38330,-.2866315841674805,301305,.1213350296020508,30641,-1.085361480712891,75372,.2570571899414063,21169,-.8181629180908203,1904444,.8198738098144531,98246,.5194568634033203,151871,82249,2.103473663330078,2494778,.1984081268310547,16079,.2289285659790039,1963614,.2224664688110352,55807,-1.422733306884766,4274919,398234,.243229866027832,314482,-.2700090408325195,325813,8003728,1801595,.1922855377197266,166120,.3657455444335938,199142,1.7620849609375,3633588,.2141275405883789,354703,.057795524597168,5010762,.2246255874633789,181321,-2.281661987304688,243912,-.6600780487060547,81021,.7064285278320313,matched (3),18512258,.91959554,571527.06,1330816.6
201305,902110,640,4763,16349492,05,0,0,0,1,0,0,0,0,0,0,0,545,5930967,-.3884925842285156,10208835,.4390974044799805,2238046,.2387924194335938,600225,38705,.7574090957641602,3156195,.1872043609619141,32260,-1.077413558959961,271691,-.816070556640625,1033171,.4057703018188477,5079,-.7865047454833984,269709,5454,-.4720182418823242,20993,.4137401580810547,1670238,-.1709012985229492,1243517,.1697587966918945,352861,-.5534648895263672,8786305,.1316099166870117,484482,11261216,.0989532470703125,20138,1007391,-.6061468124389648,220077,.1123485565185547,16120,-.8661727905273438,228018,-.2786979675292969,23300,-.2738857269287109,34876,-.7706375122070313,149890,1.957364082336426,33323,-4.045697212219238,96331,-.019683837890625,97507,6962,-2.469285011291504,2909275,.1537036895751953,11765,-.3123846054077148,1783492,-.0962133407592773,87353,.4480581283569336,3767287,287219,-.3267955780029297,383035,.197199821472168,340860,7230761,2037819,.1232070922851563,112813,-.3869791030883789,92463,-.7672100067138672,4049410,.1083507537841797,344490,-.0292158126831055,5532734,.0990943908691406,5537822,3.419087409973145,95113,-.941741943359375,58138,-.3318891525268555,matched (3),17605804,.91959554,381311.19,1260883.8
201306,902110,641,4763,17772230,06,0,0,0,0,1,0,0,0,0,0,0,989,8207874,.3249073028564453,8934039,-.1333847045898438,1105487,-.705317497253418,769855,14436,-.9862442016601563,3324447,.051936149597168,39545,.2036113739013672,342577,.2318315505981445,1003638,-.0290012359619141,131859,3.256619453430176,98745,11882,.7786750793457031,11908,-.5669784545898438,3120003,.6248674392700195,1341672,.0759735107421875,646260,.6051273345947266,9371830,.06451416015625,310650,10742897,-.0471210479736328,9154,1410033,.3362493515014648,172371,-.244328498840332,43947,1.002923965454102,432558,.6402912139892578,63148,.9970273971557617,93037,.9811992645263672,700386,1.541729927062988,273748,2.105959892272949,220651,.828791618347168,142462,15532,.8024358749389648,2526374,-.1411190032958984,12465,.057795524597168,1819429,.0199489593505859,53821,-.4842929840087891,3695416,171658,-.514739990234375,568036,.3940582275390625,303982,7974490,1706488,-.1774425506591797,48610,-.8419017791748047,12696,-1.98552131652832,3018435,-.2938327789306641,327689,-.0500001907348633,5428797,-.0189647674560547,1791469,-1.128565788269043,298041,1.142165184020996,87906,.4134492874145508,matched (3),18650168,.91959554,464206.13,1288377.8
201307,902110,642,4763,17958978,07,0,0,0,0,0,1,0,0,0,0,0,994,4594804,-.5801677703857422,11198622,.225921630859375,1407025,.2411918640136719,1533218,32471,.8106222152709961,4004185,.1860361099243164,95659,.8833503723144531,507958,.3939018249511719,865320,-.1482877731323242,35021,-1.325785636901856,628021,9565,-.216914176940918,28055,.8569564819335938,5167882,.5046291351318359,1503153,.1136484146118164,334535,-.6584596633911133,11234509,.1812820434570313,311526,12001208,.1107635498046875,34323,1272645,-.1025152206420898,135735,-.2389450073242188,50585,.1406707763671875,468221,.0792245864868164,101565,.4752178192138672,84564,-.095489501953125,96467,-1.982430458068848,677750,.9065704345703125,790725,1.276368141174316,119177,50294,1.174983024597168,2491862,-.0137548446655273,16323,.2696504592895508,1571405,-.1465520858764648,141540,.9669179916381836,4211478,281639,.495121955871582,405402,-.3373050689697266,376525,7566710,1769431,.0362205505371094,98754,.7088022232055664,394837,3.437186241149902,4866283,.4775915145874023,374322,.1330509185791016,7641370,.3418598175048828,8804993,1.592283248901367,574142,.6556453704833984,66692,-.2761831283569336,matched (3),20514378,.91959554,526342.25,1312046.5
201308,902110,643,4763,17934184,08,0,0,0,0,0,0,1,0,0,0,0,13,4251412,-.0776748657226563,8706876,-.2516765594482422,1428069,.0148458480834961,1195103,18763,-.5484600067138672,1853119,-.7704696655273438,31851,-1.09972095489502,465725,-.0868034362792969,971224,.1154575347900391,28399,-.2095937728881836,550242,45884,1.568005561828613,55756,.6868181228637695,5916202,.1352319717407227,1973450,.2722177505493164,484477,.3703279495239258,5893499,-.6451406478881836,253759,12225814,.0185413360595703,26078,1047298,-.1948843002319336,135708,-.0001983642578125,18852,-.9870357513427734,131320,-1.271303176879883,38065,-.9814033508300781,46195,-.6046361923217773,41891,-.8341302871704102,136835,-1.600002288818359,99397,-2.07382869720459,100029,43478,-.1456298828125,1796818,-.3270130157470703,8156,-.693821907043457,1239547,-.2372245788574219,67520,-.7401580810546875,4720421,417351,.3933010101318359,581352,.3604764938354492,598662,7477635,2012152,.1285467147827148,94046,-.0488481521606445,30931,-2.546714782714844,4057607,-.181736946105957,186270,-.6979188919067383,7436457,-.0271825790405273,2232224,-1.372320175170898,512686,-.1132125854492188,46157,-.3680362701416016,matched (3),17497638,.91959554,564921,1327993
201309,902110,644,4763,19061704,09,0,0,0,0,0,0,0,1,0,0,0,40,7040371,.5044097900390625,11047016,.2380466461181641,1229583,-.1496486663818359,1297147,17763,-.0547695159912109,3417786,.6121225357055664,73877,.8413324356079102,250143,-.6215629577636719,795549,-.19952392578125,62001,.7807960510253906,597520,53232,.1485433578491211,43596,-.2460193634033203,4041668,-.381037712097168,2198592,.1080341339111328,589099,.1955242156982422,7796309,.2798004150390625,134380,10515252,-.1507225036621094,45684,1713047,.492060661315918,152665,.1177396774291992,46221,.896815299987793,338439,.9467067718505859,54093,.351409912109375,11773,-1.367063522338867,210643,1.615094184875488,140286,.024907112121582,509840,1.634975433349609,108289,51046,.1604719161987305,2454540,.3119220733642578,14148,.5508193969726563,3737226,1.103597640991211,46229,-.3788166046142578,5038364,524299,.2281341552734375,551021,-.0535831451416016,627155,9025853,2180932,.0805473327636719,124602,.2813405990600586,8640,-1.275356292724609,4593100,.12396240234375,177455,-.0484800338745117,6569850,-.1239032745361328,204392,-2.390714645385742,588802,.1384258270263672,84918,.6096372604370117,matched (3),18423630,.91959554,402455.88,1267438.6
201310,902110,645,4763,18308280,10,0,0,0,0,0,0,0,0,1,0,0,27,5652474,-.2195682525634766,11342100,.0263614654541016,1429345,.1505413055419922,692483,9136,-.6648950576782227,3191581,-.068476676940918,23121,-1.161660194396973,114982,-.777256965637207,711597,-.1115207672119141,61847,-.0024862289428711,367794,13949,-1.339251518249512,21148,-.7234201431274414,3171170,-.2425565719604492,1787539,-.2069778442382813,478056,-.2088661193847656,7838289,.0053701400756836,477405,10378330,-.0131053924560547,13341,1141949,-.4055376052856445,77713,-.6752233505249023,34135,-.3031110763549805,184529,-.6065378189086914,33250,-.4866504669189453,80806,1.926242828369141,163102,-.2557888031005859,188989,.2980051040649414,206163,-.9054298400878906,105614,43904,-.150721549987793,2227458,-.0970783233642578,13487,-.047846794128418,2066481,-.5924959182739258,30488,-.4162740707397461,4828246,378923,-.3247289657592773,465148,-.1694173812866211,577314,8034290,1829038,-.1759614944458008,118141,-.0532455444335938,293129,3.524210929870606,3788744,-.1925210952758789,267078,.4088239669799805,5018201,-.2694196701049805,306865,.4063682556152344,207314,-1.043854713439941,70795,-.1818981170654297,matched (3),17508298,.91959554,403189,1267671.5
201311,902110,646,4763,18721754,11,0,0,0,0,0,0,0,0,0,1,0,432,6911383,.2010765075683594,12362584,.0861530303955078,1450443,.014653205871582,660031,10771,.1646347045898438,3703218,.148686408996582,32642,.3448591232299805,82834,-.327937126159668,707997,-.0050725936889648,69350,.114501953125,497237,10957,-.241429328918457,44595,.7460756301879883,2864238,-.1017980575561523,1882269,.0516386032104492,454823,-.0498199462890625,7882407,.0056133270263672,591343,9484671,-.0900440216064453,79436,1311786,.1386528015136719,216383,1.024027824401856,53492,.4492082595825195,291001,.4555206298828125,116703,1.25557804107666,59135,-.3122282028198242,95428,-.5360040664672852,261259,.3238239288330078,135191,-.4219789505004883,103143,34355,-.2452583312988281,2754015,.2121992111206055,11997,-.1170692443847656,2370808,.1373834609985352,39682,.2635641098022461,4510206,313645,-.1890707015991211,746352,.4728422164916992,578960,11808883,2238086,.2018308639526367,97091,-.1962299346923828,62371,-1.547513008117676,3022153,-.2260646820068359,344156,.2535533905029297,4988473,-.0059413909912109,309417,.0082826614379883,468030,.8142976760864258,1842,-3.648936271667481,matched (3),18852802,.91959554,352975.75,1252606
201312,902110,647,4763,22779548,12,0,0,0,0,0,0,0,0,0,0,1,55,4789138,-.3668193817138672,11012898,-.1156063079833984,1471534,.0144357681274414,611544,5916,-.5991964340209961,2763620,-.2926607131958008,78838,.8817949295043945,191724,.8392181396484375,885515,.2237300872802734,10076,-1.929009437561035,471294,24997,.8247766494750977,30614,-.3761634826660156,3326787,.1497039794921875,977897,-.6548290252685547,317661,-.3589229583740234,9790120,.2167396545410156,374612,9141459,-.0368576049804688,17082,613169,-.7605037689208984,230904,.0649518966674805,10175,-1.659598350524902,385803,.2819995880126953,36882,-1.151908874511719,53444,-.1011886596679688,103395,.0801849365234375,231287,-.1218528747558594,186611,.3223381042480469,110409,62385,.5965776443481445,2865585,.0397129058837891,26394,.7884798049926758,2595800,.0906639099121094,45986,.1474399566650391,5270509,393667,.2272434234619141,456668,-.491241455078125,509320,7819562,1849337,-.1907939910888672,113026,.1519689559936523,61518,-.0137701034545898,1586766,-.6442718505859375,153960,-.8044013977050781,5191733,.0399370193481445,1811407,1.767168998718262,481369,.028101921081543,74150,3.69523811340332,matched (3),22150822,.91959554,553599.63,1323216.6
201401,902110,648,4763,25327684,01,0,0,0,0,0,0,0,0,0,0,0,811,5220825,.0863056182861328,7794395,-.3456630706787109,1958719,.2859859466552734,836220,63031,2.365965843200684,3435603,.2176504135131836,225315,1.050104141235352,250429,.2671194076538086,732951,-.1890907287597656,44363,1.482249259948731,200297,33602,.2958297729492188,35103,.1368284225463867,4336384,.2650346755981445,1479318,.4139318466186523,318291,.0019807815551758,10921633,.1093730926513672,738804,10225910,.1121063232421875,137189,1485710,.8850069046020508,245421,.0609731674194336,66067,1.870736122131348,416789,.0772533416748047,71857,.6669540405273438,96393,.5897989273071289,203374,.6764898300170898,431806,.6243171691894531,331820,.575566291809082,122440,47774,-.2668437957763672,3359898,.1591377258300781,11625,-.8199787139892578,2221966,-.1555023193359375,90961,.682093620300293,6121071,395894,.005640983581543,494153,.0788888931274414,367844,9749639,1998935,.0777873992919922,772949,1.922595024108887,348749,1.73502254486084,2885854,.5981235504150391,320018,.7316837310791016,5649054,.0844211578369141,353648,-1.633557319641113,616757,.2478408813476563,80067,.0767736434936523,matched (3),24988624,.91959554,510698.59,1305849.5
201402,902110,649,4763,17871104,02,1,0,0,0,0,0,0,0,0,0,0,28,6626200,.2383756637573242,12203974,.4483566284179688,1903849,-.0284137725830078,550460,14086,-1.498445510864258,2031054,-.5256376266479492,56110,-1.390185356140137,79304,-1.149887084960938,989626,.3002481460571289,5447,-2.09734058380127,279801,13986,-.8765287399291992,22546,-.4427289962768555,2452271,-.5700263977050781,1449117,-.0206260681152344,366700,.1415786743164063,8749675,-.2217292785644531,415931,10838620,.0581893920898438,58988,1414437,-.0491609573364258,244232,-.0048561096191406,13073,-1.620121002197266,449673,.0759410858154297,30838,-.8459300994873047,67237,-.3602094650268555,104369,-.6671142578125,588840,.3101778030395508,139259,-.8682575225830078,92644,24146,-.6823625564575195,3103786,-.0792875289916992,9767,-.1741485595703125,1882507,-.1657876968383789,73889,-.2078666687011719,3907573,262023,-.4127140045166016,335940,-.3859128952026367,342889,9321031,1620675,-.2097721099853516,96987,-2.07563591003418,22513,-2.740260124206543,1801161,-.4713897705078125,387632,.1916799545288086,3746431,-.4106845855712891,217781,-.4848117828369141,512292,-.1855802536010742,46496,-.5434970855712891,matched (3),16710044,.91959554,505909.63,1303984
201403,902110,650,4763,19810700,03,0,1,0,0,0,0,0,0,0,0,0,708,8729709,.275700569152832,9018724,-.302459716796875,1864678,-.0207891464233398,1091395,21595,.4272804260253906,2170949,.0666103363037109,188564,1.212123870849609,163085,.720982551574707,773816,-.2459926605224609,1642,-1.199150085449219,0,9645,-.3716163635253906,88305,1.365239143371582,2413827,-.0158014297485352,949940,-.4223108291625977,426859,.1519088745117188,10172154,.1506366729736328,0,10991078,.0139694213867188,82259,1705955,.1873941421508789,133263,-.6057939529418945,35818,1.007902145385742,278581,-.4788122177124023,83625,.9975948333740234,71751,.0649776458740234,29866,-1.251212120056152,246583,-.8704557418823242,334279,.875640869140625,123426,84117,1.248089790344238,2816312,-.0971946716308594,11826,.1912908554077148,2757563,.3817424774169922,36768,-.6979360580444336,3064110,265914,.0147409439086914,410149,.1995878219604492,0,9560566,1782775,.0953283309936523,120503,.217097282409668,35662,.4599933624267578,3566211,.6830720901489258,226366,-.5379037857055664,5307473,.3483123779296875,2229007,2.325820922851563,631554,.2092885971069336,131412,1.038970947265625,matched (3),19039230,.91959554,385860.63,1262267.1
201404,902110,651,4763,22481426,04,0,0,1,0,0,0,0,0,0,0,0,908,7247750,-.1860408782958984,10313956,.1341953277587891,2431988,.2656211853027344,1201661,1824,-2.471429824829102,2707623,.2209062576293945,170463,-.1009197235107422,154285,-.0554695129394531,751396,-.0294017791748047,72880,3.792899131774902,352039,38650,1.388106346130371,13480,-1.879589080810547,1794211,-.2966480255126953,1480070,.4434452056884766,469637,.0955066680908203,9799568,-.0373153686523438,410632,11768420,.0683345794677734,103403,1441081,-.168731689453125,170853,.248478889465332,46710,.265507698059082,411252,.3894977569580078,24793,-1.215781211853027,98756,.3194503784179688,63431,.7532320022583008,422379,.5382041931152344,278949,-.1809473037719727,137837,4568,-2.91313362121582,3150899,.1122598648071289,9784,-.1895523071289063,2378360,-.1479358673095703,52664,.3593034744262695,4089361,331167,.2194490432739258,474811,.1463966369628906,291335,10154921,1784241,.0008220672607422,107499,-.1141929626464844,446361,2.527042388916016,3099960,-.1401147842407227,151101,-.4042043685913086,4709185,-.1196012496948242,2398752,.0733928680419922,510225,-.2133321762084961,38296,-1.232992172241211,matched (3),21076870,.91959554,598955.88,1342824.6
201405,902110,652,4763,23493918,05,0,0,0,1,0,0,0,0,0,0,0,94,4335817,-.5137815475463867,11928729,.1454524993896484,2532873,.040644645690918,583183,496,-1.302211284637451,3578787,.2789525985717773,217191,.2422590255737305,252212,.4914684295654297,1441209,.6513051986694336,7995,-2.20999813079834,630324,73678,.6451578140258789,18759,.3304662704467773,1941835,.0790681838989258,2192799,.3930892944335938,495343,.0532903671264648,13174684,.29595947265625,672165,12093844,.0272769927978516,33347,1649425,.1350326538085938,364307,.7571926116943359,76152,.4887733459472656,252384,-.4882545471191406,29535,.1750144958496094,111538,.1217136383056641,77318,.1979742050170898,442891,.0474205017089844,467491,.5163516998291016,64809,17546,1.34575080871582,2954611,-.0643215179443359,11942,.1993131637573242,2378642,.0001182556152344,65810,.2228403091430664,5115728,335133,.0119047164916992,506462,.0645322799682617,457775,13065678,1948692,.088165283203125,184304,.5391054153442383,54387,-2.105003356933594,3879490,.2243146896362305,220875,.3796482086181641,5957462,.2351293563842773,221879,-2.380571365356445,688519,.2996912002563477,75891,.6839523315429688,matched (3),22223250,.91959554,567576.88,1329125
201406,902110,653,4763,21779372,06,0,0,0,0,1,0,0,0,0,0,0,772,6428486,.393829345703125,8059775,-.392064094543457,1063127,-.8681392669677734,232125,59419,4.785793781280518,3315262,-.0764865875244141,125042,-.5521268844604492,69344,-1.291190147399902,970940,-.3949728012084961,2610,-1.119465827941895,353670,25258,-1.070561408996582,9006,-.7337827682495117,1956997,.007777214050293,1375350,-.4664697647094727,512738,.0345144271850586,13026365,-.011322021484375,587019,10941961,-.1000900268554688,30335,1256538,-.2720661163330078,281798,-.2568063735961914,3992,-2.948439598083496,266061,.0527734756469727,31548,.0659341812133789,45222,-.9027814865112305,38379,-.7004165649414063,307413,-.3651313781738281,718994,.4304723739624023,115977,39515,.811854362487793,3001750,.0158290863037109,8288,-.3652524948120117,2165355,-.0939455032348633,52724,-.2217016220092773,5389998,331416,-.0111532211303711,295834,-.5376501083374023,222371,11618900,2646006,.3058929443359375,57262,-1.168949127197266,16168,-1.213090896606445,2828437,-.31597900390625,173207,-.2431097030639648,5519851,-.0762929916381836,18053772,4.398978233337402,676971,-.0169143676757813,80583,.0599899291992188,matched (3),20916336,.91959554,545785.13,1319966.4
201407,902110,654,4763,24256196,07,0,0,0,0,0,1,0,0,0,0,0,61,7219193,.1160039901733398,10700741,.2834272384643555,1215935,.1342983245849609,653539,114241,.6536960601806641,3391390,.0227031707763672,12116,-2.334123611450195,239109,1.237839698791504,1079694,.1061677932739258,3057,.1580839157104492,521791,27723,.0931196212768555,27523,1.117131233215332,6683850,1.228283882141113,1529023,.1059207916259766,114847,-1.496164321899414,14041052,.0750102996826172,1065333,12362569,.1220664978027344,27912,1010140,-.2182712554931641,276640,-.0184726715087891,22638,1.735337257385254,409915,.4322242736816406,119212,1.32939338684082,98097,.7743730545043945,39744,.0349483489990234,283758,-.0800704956054688,885067,.2078104019165039,171803,64874,.4957666397094727,3287809,.0910253524780273,12375,.4008693695068359,2300114,.0603742599487305,63627,.1879673004150391,5033629,296037,-.112889289855957,578561,.6707448959350586,513907,13129488,1670889,-.4596958160400391,74346,.2610921859741211,214302,2.584352493286133,4451256,.4534616470336914,176117,.0166616439819336,6271617,.1276826858520508,2034795,-2.182960510253906,627362,-.0761041641235352,125374,.4420137405395508,matched (3),22547060,.91959554,593226.13,1340278.8
201408,902110,655,4763,20958808,08,0,0,0,0,0,0,1,0,0,0,0,1400,4966233,-.3740816116333008,9877431,-.0800609588623047,1180280,-.0297613143920898,116917,28622,-1.384135246276856,2710813,-.2239913940429688,3,-8.303668975830078,135497,-.5679702758789063,927365,-.1520853042602539,33800,2.403026580810547,434236,10361,-.9842138290405273,7819,-1.258465766906738,5949216,-.1164350509643555,1603767,.0477256774902344,311951,.9992456436157227,8625499,-.4872636795043945,794801,11323656,-.0877780914306641,31811,1129936,.1120719909667969,194575,-.3519001007080078,16585,-.3111305236816406,397309,-.0312356948852539,75626,-.4551029205322266,50092,-.6720962524414063,80860,.7102603912353516,2240498,2.06633186340332,103910,-2.142138481140137,153127,8867,-1.990110397338867,3126334,-.0503597259521484,10411,-.1728153228759766,2569539,.1107683181762695,28412,-.8062257766723633,4605092,549313,.6181840896606445,565047,-.0236349105834961,531508,14527001,1512708,-.0994539260864258,176235,.8630886077880859,10272,-3.037964820861816,3832678,-.1496219635009766,139979,-.2296562194824219,5234568,-.1807498931884766,1804926,-.1198759078979492,639823,.0196676254272461,23433,-1.677156448364258,matched (3),22668750,.91959554,660487.44,1371376.5
201409,902110,656,4763,20544922,09,0,0,0,0,0,0,0,1,0,0,0,266,8234439,.5056638717651367,6349072,-.4419431686401367,824911,-.3582315444946289,384841,51553,.588435173034668,2239353,-.1910619735717773,61186,9.923061370849609,183348,.3024368286132813,745130,-.2187891006469727,22599,-.4025554656982422,350328,66491,1.859018325805664,47442,1.802951812744141,4358657,-.3110952377319336,3093134,.656829833984375,653447,.739415168762207,12221742,.3484945297241211,693600,10450095,-.0802841186523438,41592,1213980,.0717430114746094,248866,.2460975646972656,34350,.7281026840209961,284271,-.3347864151000977,33410,-.8169450759887695,46224,-.0803613662719727,568919,1.951019287109375,660038,-1.222155570983887,126452,.1963376998901367,227301,10035,.1237421035766602,3386795,.0800228118896484,8472,-.2060956954956055,2556457,-.0051040649414063,31726,.1103248596191406,4058185,546471,-.0051870346069336,519002,-.0850009918212891,983840,13673626,730441,-.7280082702636719,114506,-.4311914443969727,50760,1.597686767578125,3193374,-.1824865341186523,164800,.1632404327392578,3994717,-.2703113555908203,1618498,-.1090202331542969,693258,.0802106857299805,101938,1.470219612121582,matched (3),20742384,.91959554,512119.13,1306405.6
201410,902110,657,4763,21308724,10,0,0,0,0,0,0,0,0,1,0,0,396,8329665,.0114984512329102,9910676,.4453039169311523,982850,.1751813888549805,200937,67147,.2642736434936523,3495548,.4453029632568359,3931,-2.745024681091309,158513,-.1455497741699219,955322,.2484903335571289,47531,.7434768676757813,422166,5290,-2.531249046325684,43667,-.0829153060913086,4717143,.0790386199951172,2371150,-.2658100128173828,338863,-.6566658020019531,10652732,-.1373996734619141,531252,13633341,.2659072875976563,69960,1409529,.1493511199951172,232969,-.066009521484375,14535,-.8600425720214844,326207,.1376047134399414,72603,.7761507034301758,53336,.1431121826171875,48790,-2.456212997436523,1517413,.8324642181396484,443013,1.25373649597168,180947,102080,2.31967830657959,3366049,-.0061445236206055,12572,.3947048187255859,3717996,.3745622634887695,44387,.3358097076416016,5401320,312503,-.5588674545288086,734993,.3479528427124023,794661,19926244,886491,.1936225891113281,167730,.3817281723022461,164546,1.176081657409668,3532551,.1009426116943359,185931,.1206426620483398,4344628,.0839672088623047,17232700,2.365309715270996,587550,-.1654415130615234,70622,-.3670225143432617,matched (3),22264404,.91959554,384371.88,1261812.8
201411,902110,658,4763,19370522,11,0,0,0,0,0,0,0,0,0,1,0,291,5843684,-.3544626235961914,5559568,-.5780925750732422,473360,-.7306003570556641,275904,21508,-1.138459205627441,3368491,-.0370244979858398,2857,-.3191218376159668,133677,-.17041015625,642225,-.3971099853515625,42834,-.1040496826171875,300690,3224,-.4951953887939453,25697,-.5302181243896484,3369262,-.3365097045898438,1644179,-.3661336898803711,985282,1.067332267761231,10574362,-.00738525390625,855482,10598959,-.2517623901367188,26247,1071545,-.2741537094116211,204110,-.1322460174560547,3514,-1.419803619384766,528797,.4830722808837891,37479,-.6612253189086914,51779,-.0296268463134766,77830,.4670019149780273,416777,-1.292210578918457,101587,-1.472682952880859,62258,40186,-.9322385787963867,3024426,-.1070184707641602,13209,.0494270324707031,2399570,-.4378957748413086,36801,-.1874217987060547,5133559,272816,-.1358165740966797,544959,-.2991504669189453,806565,17875732,1325672,.4024038314819336,125147,-.2928657531738281,89764,-.6060056686401367,2658414,-.2842903137207031,102600,-.5945377349853516,3877467,-.1137580871582031,144113,-4.783966064453125,363036,-.4814586639404297,64637,-.0885553359985352,matched (3),20121148,.91959554,448662.31,1282859.1
