period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1028c792,growth1028c792,Y1080c705,growth1080c705,Y1086c757,growth1086c757,Y1119c251,growth1119c251,Y1288c381,Y1303c300,growth1303c300,Y1520c620,growth1520c620,Y1561c620,growth1561c620,Y1706c484,growth1706c484,Y1708c372,growth1708c372,Y1783c124,growth1783c124,Y1783c826,growth1783c826,Y1811c600,growth1811c600,Y2075c757,growth2075c757,Y245c440,growth245c440,Y2566c344,Y2688c300,growth2688c300,Y2729c757,growth2729c757,Y272c440,growth272c440,Y2915c608,Y2920c484,growth2920c484,Y3047c268,growth3047c268,Y3150c32,Y3262c300,growth3262c300,Y3277c826,growth3277c826,Y3379c440,growth3379c440,Y3424c352,growth3424c352,Y3537c344,Y3568c208,growth3568c208,Y3668c616,Y3670c251,growth3670c251,Y3737c608,Y3894c826,growth3894c826,Y3927c608,Y3956c152,growth3956c152,Y4104c442,Y4304c36,Y4352c440,growth4352c440,Y4448c428,growth4448c428,Y4529c352,growth4529c352,Y4535c300,growth4535c300,Y4602c608,Y4741c484,growth4741c484,Y4793c381,Y4807c826,growth4807c826,Y4818c428,growth4818c428,Y531c440,growth531c440,Y708c757,growth708c757,Y727c586,growth727c586,Y803c251,growth803c251,_merge,x,r2,s,sf
201709,840290,692,3787,363713,09,0,0,0,0,0,0,0,1,0,0,0,136154,.5798873901367188,81476,.4954309463500977,99144,-.2528362274169922,560315,.1534576416015625,3674543,1234061,-.0372123718261719,7339,-.7376518249511719,11909,-.3145456314086914,676360,-.3011236190795898,740518,-.0376195907592773,5844575,-.0035438537597656,1657034,-.2576913833618164,12419,-1.108866691589356,187726,.1913261413574219,80296,-.4681367874145508,295600,103814,-1.854164123535156,214673,-.1427421569824219,9293,-.1149454116821289,188931,3990,-1.567361831665039,41618,-1.115466117858887,31977,1945654,.3582963943481445,2051444,-1.054580688476563,70183,.5603780746459961,145361,.4066352844238281,179892,28379,.1001701354980469,15636,340617,.3874015808105469,61607,2204751,-.4332351684570313,767698,9463125,-.03314208984375,285863,507324,759747,.2579641342163086,55806,-.4957456588745117,75855,-.6805839538574219,317924,-.2759027481079102,8719,555702,-.1241312026977539,6080398,2517682,.3718891143798828,45288,-.7292518615722656,2326,-1.004462242126465,308699,-.2504606246948242,117750,-.2409839630126953,71411,-3.446368217468262,matched (3),-113227.66,.79859376,1101330.5,2848145.5
201710,840290,693,3787,1265691,10,0,0,0,0,0,0,0,0,1,0,0,265976,.6696195602416992,52876,-.4323587417602539,147419,.3967056274414063,922565,.4986581802368164,1389664,3249495,.9681892395019531,47045,1.857901573181152,22955,.6562414169311523,351159,-.6554861068725586,392912,-.6337642669677734,6721726,.13983154296875,781912,-.751042366027832,12988,.0447978973388672,238086,.2376489639282227,101957,.2388315200805664,340803,263945,.9331398010253906,216889,.0102691650390625,7736,-.1833763122558594,475672,6506,.4889335632324219,136905,1.190754890441895,157428,1704972,-.132049560546875,2990183,.3767900466918945,159693,.8221473693847656,165096,.1273069381713867,189392,19926,-.3536243438720703,47958,457721,.2955007553100586,86479,4286695,.6649017333984375,682481,10955719,.1464576721191406,136749,3316453,532836,-.354771614074707,114376,.7176094055175781,95161,.2267465591430664,885312,1.024127006530762,19930,492127,-.121495246887207,4297932,1577450,-.467529296875,178294,1.370391845703125,8769,1.327072143554688,1256527,1.403739929199219,135923,.1435251235961914,2346904,3.492400169372559,matched (3),1729156.6,.79859376,1184174.5,2881193
201711,840290,694,3787,3435060,11,0,0,0,0,0,0,0,0,0,1,0,286182,.0732221603393555,20366,-.9540824890136719,79881,-.6127414703369141,870753,-.0577993392944336,2297602,1914078,-.5292634963989258,21212,-.7965373992919922,46651,.7091579437255859,401625,.1342802047729492,1627311,1.421098709106445,5508855,-.1989879608154297,1152440,.3878946304321289,61118,1.548781394958496,171781,-.326411247253418,77230,-.2777633666992188,546281,196947,-.2928056716918945,184275,-.1629562377929688,11726,.415924072265625,443552,8411,.2568149566650391,110268,-.2163734436035156,582950,637100,-.9843769073486328,5074527,.5288991928100586,53982,-1.084602355957031,289972,.5632572174072266,137857,21625,.0818252563476563,22757,301804,-.4164819717407227,116169,4838224,.1210317611694336,757036,11319783,.0326900482177734,285823,2063516,404738,-.2749738693237305,99572,-.1386098861694336,92543,-.0278968811035156,386213,-.8295507431030273,21654,555835,.121734619140625,5429764,1679035,.0624094009399414,207239,.1504383087158203,4332,-.7051925659179688,2354249,.6278696060180664,351930,.9513435363769531,1984503,-.1677284240722656,matched (3),5758780.5,.79859376,1143638.6,2864771
201712,840290,695,3787,12619427,12,0,0,0,0,0,0,0,0,0,0,1,291379,.0179967880249023,53604,.9677562713623047,97564,.1999711990356445,259790,-1.209485054016113,1559273,650590,-1.079111099243164,37493,.5695877075195313,9328,-1.609673500061035,921417,.8303937911987305,1813301,.108220100402832,6925331,.2288284301757813,938523,-.2053289413452148,40545,-.4103946685791016,27852,-1.819315910339356,193702,.9195327758789063,547016,126761,-.4406309127807617,236548,.2497215270996094,15054,.2498350143432617,483704,7006,-.1827735900878906,165376,.4053077697753906,290839,2463148,1.352268218994141,2739621,-.6164140701293945,126909,.8548192977905273,79600,-1.292770385742188,233134,45384,.7413091659545898,51837,227397,-.2830801010131836,132328,3187964,-.4171657562255859,785368,54992184,1.58064079284668,156129,1752904,442035,.0881490707397461,113074,.1271610260009766,18222,-1.625043869018555,907700,.8545246124267578,24516,628498,.1228618621826172,9892606,1570417,-.0668783187866211,225539,.084620475769043,5215,.1855096817016602,427606,-1.705774307250977,381129,.0797052383422852,1223612,-.4835615158081055,matched (3),9471492,.79859376,1543755.3,3046667.8
201801,840290,696,3787,1167319,01,0,0,0,0,0,0,0,0,0,0,0,143676,-.7070646286010742,86347,.476750373840332,117875,.1891155242919922,1129874,1.469987869262695,8215908,3284122,1.618974685668945,121288,1.174013137817383,7526,-.2146568298339844,762343,-.1895160675048828,154866,-2.460344314575195,7122557,.028080940246582,727923,-.2541122436523438,5643,-1.971996307373047,197162,1.957120895385742,145090,-.288966178894043,715693,134915,.0623407363891602,380559,.4754905700683594,4963,-1.109633445739746,168764,24331,1.24498462677002,26373,-1.835881233215332,0,2875474,.1547775268554688,1436201,-.645817756652832,91844,-.3233785629272461,178363,.8068065643310547,802754,63832,.341094970703125,36909,461125,.7069721221923828,97675,2355654,-.3025636672973633,707860,37235680,-.3899250030517578,411606,682628,525770,.1734743118286133,109867,-.0287714004516602,145450,2.077202796936035,304286,-1.09294605255127,399,359318,-.5591259002685547,8292732,1801641,.1373567581176758,139682,-.4791240692138672,4262,-.2018013000488281,359469,-.1735744476318359,255126,-.4013805389404297,84265,-2.675596237182617,matched (3),5136045,.79859376,1402304.3,2977492.5
201802,840290,697,3787,508808,02,1,0,0,0,0,0,0,0,0,0,0,28805,-1.607011795043945,25093,-1.235784530639648,149091,.2349328994750977,379319,-1.091483116149902,2320841,5881315,.5826807022094727,7110,-2.836665153503418,8435,.1140260696411133,505035,-.411768913269043,301479,.6661405563354492,8778770,.2090702056884766,1275746,.561091423034668,7243,.2496194839477539,186592,-.0551013946533203,137395,-.0544948577880859,269126,150535,.1095514297485352,367985,-.0335988998413086,11098,.8047542572021484,7085,9705,-.9191102981567383,22076,-.1778497695922852,176344,2947656,.0247926712036133,3984767,1.020477294921875,33723,-1.001911163330078,139868,-.2431211471557617,239028,31320,-.7119979858398438,25231,377326,-.2005596160888672,204441,8384575,1.269575119018555,1232108,7466091,-1.606895446777344,212302,6331742,417973,-.2294464111328125,56489,-.6652250289916992,138091,-.0519189834594727,514011,.5242767333984375,24010,454905,.2358808517456055,4692548,2094793,.1507568359375,148898,.0638923645019531,4455,.0442886352539063,2295044,1.853878974914551,141899,-.5866413116455078,2455588,3.37215518951416,matched (3),967790.63,.79859376,1667568.1,3111235.8
201803,840290,698,3787,6190577,03,0,1,0,0,0,0,0,0,0,0,0,83660,1.06621265411377,89893,1.276030540466309,181771,.1981906890869141,618782,.489375114440918,2243533,4435073,-.2822360992431641,192291,3.297507286071777,48352,1.74611759185791,1303830,.9484329223632813,540930,.5845890045166016,6965106,-.2314243316650391,954815,-.289769172668457,16475,.8218088150024414,155437,-.1826839447021484,247176,.5872411727905273,523075,153719,.020930290222168,416698,.1243190765380859,11303,.0183038711547852,82253,10586,.0868911743164063,70879,1.166483879089356,280404,3636945,.2101335525512695,1309576,-1.112775802612305,86053,.9367828369140625,144023,.0292739868164063,436597,34747,.1038370132446289,24802,287003,-.2736167907714844,39728,7220240,-.149505615234375,475434,17454150,.8492069244384766,125524,52671088,670230,.4722042083740234,85837,.4184045791625977,239492,.5506067276000977,656713,.2450027465820313,143785,447068,-.0173778533935547,7030868,2138845,.0208110809326172,333531,.8064746856689453,10210,.829340934753418,480885,-1.562878608703613,190804,.2961311340332031,91537,-3.289378166198731,matched (3),6245755,.79859376,1577745,3064030.5
201804,840290,699,3787,799413,04,0,0,1,0,0,0,0,0,0,0,0,63235,-.2799034118652344,22879,-1.368400573730469,112140,-.4829998016357422,675176,.0872201919555664,3264198,467945,-2.24894905090332,46640,-1.41655158996582,16034,-1.103796005249023,797120,-.4920558929443359,477330,-.1250820159912109,8317749,.1774787902832031,850712,-.1154441833496094,83371,1.621456146240234,142835,-.0845499038696289,196507,-.2294025421142578,517071,197692,.2515840530395508,242197,-.5426101684570313,10236,-.0991573333740234,133877,6654,-.4643135070800781,52057,-.3086347579956055,256548,1235830,-1.079401016235352,4531766,1.241408348083496,78731,-.0889263153076172,156611,.0837917327880859,135922,27635,-.2290105819702148,33389,216300,-.2828264236450195,126613,2221643,-1.178641319274902,751426,12934085,-.299713134765625,286926,670418,538836,-.2182102203369141,72214,-.172816276550293,85510,-1.029886245727539,791950,.187251091003418,16519,457434,.0229225158691406,6203778,1687630,-.2369403839111328,160641,-.7305641174316406,1639,-1.829281330108643,396016,-.1941738128662109,151700,-.2293424606323242,115523,.2327260971069336,matched (3),1013961.5,.79859376,1761682.1,3162677.3
201805,840290,700,3787,2741267,05,0,0,0,1,0,0,0,0,0,0,0,81696,.2561473846435547,54288,.8640842437744141,148291,.2794284820556641,523387,-.2546520233154297,2681648,2739590,1.767212867736816,74646,.4702987670898438,8029,-.6916513442993164,1524358,.6483230590820313,982647,.7220420837402344,10059027,.1900796890258789,814508,-.0434894561767578,39853,-.738102912902832,145034,.0152778625488281,177916,-.0993871688842773,558144,555503,1.033164024353027,309968,.2467174530029297,12095,.1668806076049805,123190,15856,.8683290481567383,163439,1.144100189208984,287861,2407985,.6670475006103516,1478118,-1.120342254638672,88476,.116694450378418,150436,-.040226936340332,83468,10767,-.9425973892211914,1108,402385,.6207427978515625,134770,4070056,.6054105758666992,642591,15494454,.1806163787841797,255186,977071,617712,.1366109848022461,246847,1.229134559631348,191222,.8048009872436523,976436,.2094106674194336,29119,429381,-.063288688659668,7105692,2163614,.2484550476074219,144930,-.1029205322265625,7571,1.530238628387451,399897,.0097522735595703,205397,.3030405044555664,3718013,3.471475601196289,matched (3),7327823,.79859376,1577859.3,3064089.5
201806,840290,701,3787,5010652,06,0,0,0,0,1,0,0,0,0,0,0,131356,.4749059677124023,83059,.4252481460571289,137772,-.0735769271850586,604988,.1448869705200195,2554819,3358191,.2035942077636719,65805,-.1260614395141602,19091,.8661575317382813,658701,-.8390588760375977,378253,-.954686164855957,8507489,-.1675243377685547,1477005,.5951881408691406,26490,-.4084300994873047,156326,.0749750137329102,214142,.185328483581543,338772,737389,.2832412719726563,390478,.2309026718139648,15728,.2626504898071289,385769,7858,-.7020149230957031,100115,-.4901199340820313,349181,2920077,.1928195953369141,4003812,.9964780807495117,110245,.2199735641479492,183525,.1988124847412109,133150,20620,.6497764587402344,80145,488798,.1945400238037109,116409,4052385,-.0043516159057617,1676808,11610222,-.2885951995849609,193765,4602130,629036,.0181665420532227,95932,-.94512939453125,200887,.0493078231811523,690230,-.3468837738037109,37951,450687,.0484285354614258,7692914,2856919,.2779636383056641,121149,-.179229736328125,12533,.5040397644042969,800968,.6946144104003906,237085,.1434736251831055,21196,-5.167132377624512,matched (3),9003696,.79859376,1247064.1,2907606
201807,840290,702,3787,1713287,07,0,0,0,0,0,1,0,0,0,0,0,101591,-.2569561004638672,123101,.3934535980224609,182293,.2800159454345703,402360,-.4078607559204102,3138899,3448668,.026585578918457,2665,-3.206491470336914,9565,-.6911067962646484,1183061,.5855913162231445,40330,-2.238468170166016,8033586,-.0573158264160156,865041,-.5349950790405273,22063,-.1828651428222656,136192,-.1378774642944336,185812,-.1419038772583008,293131,304720,-.8837223052978516,380922,-.0247764587402344,9711,-.482182502746582,261446,38788,1.596578598022461,196490,.6742916107177734,534938,1927677,-.4152936935424805,1455303,-1.012033462524414,31943,-1.238752365112305,123537,-.3958101272583008,162575,8767,-.8552675247192383,78201,277009,-.5678997039794922,106873,2793320,-.372075080871582,1364493,18248068,.4521732330322266,318777,649619,714736,.1277246475219727,100165,.0431795120239258,186437,-.0746488571166992,694510,.0061817169189453,47217,650069,.3663053512573242,5175506,1385538,-.7236557006835938,156965,.2590017318725586,4347,-1.058878898620606,480613,-.5107583999633789,152801,-.4392824172973633,94356,1.49326229095459,matched (3),7466691,.79859376,1302010.6,2931592.8
201808,840290,703,3787,392795,08,0,0,0,0,0,0,1,0,0,0,0,55725,-.6005258560180664,62720,-.6743249893188477,111159,-.4946537017822266,414629,.0300369262695313,795153,516176,-1.899294853210449,10407,1.362274169921875,15165,.4608793258666992,939804,-.230189323425293,777285,2.958711624145508,6531458,-.207000732421875,818797,-.0549411773681641,8858,-.9125814437866211,112708,-.189265251159668,126332,-.3858222961425781,290938,76955,-1.376172065734863,357116,-.0645341873168945,13199,.3068809509277344,42646,6383,-1.804472923278809,144796,-.3052854537963867,528778,1781091,-.0790901184082031,3238200,.7998037338256836,39279,.2067375183105469,175129,.3489828109741211,36175,10624,.1921215057373047,56235,123267,-.809697151184082,121350,3434216,.2065582275390625,1121356,17323484,-.0519962310791016,117063,367255,594213,-.1846752166748047,93967,-.0638751983642578,64223,-1.065732002258301,676664,-.026031494140625,20669,421966,-.4321537017822266,3910101,1232936,-.1166896820068359,200922,.2468938827514648,3461,-.2279281616210938,358218,-.2939214706420898,93098,-.4954833984375,34395,-1.009163856506348,matched (3),-1159047,.79859376,1174813.4,2877358.3
201809,840290,704,3787,1055235,09,0,0,0,0,0,0,0,1,0,0,0,36857,-.4133834838867188,68214,.0839700698852539,237843,.7606487274169922,444435,.0694198608398438,3394030,3487673,1.910541534423828,36254,1.248071670532227,7414,-.7156200408935547,292874,-1.165928840637207,1608616,.7273225784301758,7034846,.0742454528808594,942341,.1405315399169922,46513,1.658411026000977,197279,.5598182678222656,95545,-.2793159484863281,499383,186802,.8868284225463867,191246,-.6245002746582031,9448,-.3343372344970703,98252,11856,.6191959381103516,65384,-.795048713684082,167457,2062932,.1469020843505859,3433165,.0584650039672852,100574,.9402036666870117,117400,-.3999366760253906,147575,8970,-.1692304611206055,0,379088,1.123415946960449,143479,3544295,.031550407409668,1445646,14571509,-.1729946136474609,150758,1191481,564209,-.0518131256103516,73012,-.2523193359375,186060,1.06370735168457,1027286,.4175004959106445,28222,665100,.4550132751464844,5055288,2020082,.4937400817871094,186288,-.0756235122680664,2660,-.2632317543029785,512803,.3587503433227539,70330,-.2804546356201172,859749,3.218729019165039,matched (3),6431072.5,.79859376,1224750.1,2898105.8
201810,840290,705,3787,1555715,10,0,0,0,0,0,0,0,0,1,0,0,154766,1.434868812561035,61596,-.1020536422729492,207284,-.1375207901000977,9612,-3.833791732788086,2523105,4802153,.3198299407958984,8128,-1.495235443115234,14790,.6905813217163086,642548,.7856988906860352,486084,-1.196747779846191,9741050,.3254737854003906,1728848,.6068429946899414,20230,-.8325653076171875,151798,-.2620677947998047,133768,.3365097045898438,348511,262417,.3398847579956055,226899,.1709442138671875,15216,.4765443801879883,117978,13593,.1367206573486328,109609,.5166416168212891,315654,2363677,.1360902786254883,3435081,.0005578994750977,151953,.4126777648925781,155401,.2804222106933594,142830,8148,-.0961132049560547,119599,79988,-1.555891990661621,171998,3982183,.1164913177490234,1172264,39305708,.9923019409179688,241877,1613073,705434,.223388671875,142745,.670435905456543,125394,-.3946084976196289,450697,-.8238801956176758,37865,762687,.1369104385375977,5151915,2028143,.0039815902709961,170474,-.0887107849121094,5969,.8082537651062012,554332,.0778722763061523,104522,.3961992263793945,9183005,2.368470191955566,matched (3),5592195.5,.79859376,1100889.6,2847975
201811,840290,706,3787,128258,11,0,0,0,0,0,0,0,0,0,1,0,89651,-.545989990234375,52589,-.1580896377563477,165190,-.2269935607910156,689771,4.273346900939941,0,3134036,-.4267425537109375,42199,1.647082328796387,12321,-.1826457977294922,429364,-.4031362533569336,472181,-.0290193557739258,8456093,-.1414623260498047,682673,-.929194450378418,34517,.5342855453491211,149024,-.0184440612792969,114124,-.1588220596313477,401519,128112,-.7170295715332031,158619,-.3579998016357422,10674,-.3545370101928711,174144,12107,-.1157712936401367,78537,-.3333492279052734,201260,1251158,-.6361484527587891,728001,-1.551493644714356,47593,-1.160885810852051,148026,-.0486211776733398,132783,11122,.311152458190918,76375,203709,.9348163604736328,77414,3151037,-.2340984344482422,382336,15592384,-.9245872497558594,141615,2146061,395935,-.5775632858276367,48972,-1.069811820983887,12764,-2.284832000732422,449208,-.0033092498779297,29174,651144,-.1581172943115234,0,1654400,-.2036819458007813,89765,-.641387939453125,4031,-.3925647735595703,2097539,1.330756187438965,42872,-.8911781311035156,114494,-4.384588241577148,matched (3),-2575444.5,.79859376,1573598.9,3061897.8
201812,840290,707,3787,459681,12,0,0,0,0,0,0,0,0,0,0,1,125509,.3364524841308594,65400,.2180156707763672,35450,-1.538972854614258,387579,-.5764398574829102,927307,3379709,.0754680633544922,10365,-1.403962135314941,12139,-.0148820877075195,1240451,1.060925483703613,180131,-.9636783599853516,8297256,-.0189619064331055,1477564,.7721338272094727,50186,.3742837905883789,151879,.018977165222168,222928,.6695632934570313,528134,377074,1.079536437988281,322739,.7103385925292969,10310,-.0346965789794922,162246,4783,-.928715705871582,159808,.7104034423828125,652538,1443410,.1429386138916016,966149,.2830162048339844,18571,-.9410848617553711,143855,-.0285816192626953,239815,12707,.1332283020019531,76907,221802,.0850925445556641,131428,4712104,.4024028778076172,681224,16764321,.0724697113037109,142204,1786783,456620,.1426010131835938,74862,.4243984222412109,116090,2.207736968994141,653762,.3752574920654297,23518,458607,-.3505373001098633,7567185,2240520,.3032693862915039,629385,1.947547912597656,2265,-.5764403343200684,339070,-1.82231330871582,150787,1.257648468017578,1465853,2.549670219421387,matched (3),19622020,.79859376,2596036,3693021.5
