period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1161c440,growth1161c440,Y1219c826,growth1219c826,Y1233c757,growth1233c757,Y1262c616,growth1262c616,Y1273c246,growth1273c246,Y1403c218,Y1549c792,growth1549c792,Y1602c642,Y1640c372,growth1640c372,Y1663c218,Y1772c246,growth1772c246,Y1854c484,growth1854c484,Y1896c484,growth1896c484,Y1906c826,growth1906c826,Y1925c124,growth1925c124,Y2051c352,growth2051c352,Y2148c268,growth2148c268,Y2228c616,growth2228c616,Y2320c300,growth2320c300,Y2422c300,growth2422c300,Y2582c752,growth2582c752,Y2885c191,growth2885c191,Y2916c208,growth2916c208,Y2947c440,growth2947c440,Y3037c807,Y3078c642,Y3157c826,growth3157c826,Y3166c826,growth3166c826,Y3257c705,growth3257c705,Y3287c124,growth3287c124,Y3345c484,growth3345c484,Y3417c608,Y3689c233,Y3693c268,growth3693c268,Y3717c586,growth3717c586,Y3773c222,growth3773c222,Y4272c68,growth4272c68,Y4379c124,growth4379c124,Y4496c372,growth4496c372,Y4510c428,growth4510c428,Y4837c222,growth4837c222,Y4953c616,growth4953c616,Y4970c792,growth4970c792,Y4992c484,growth4992c484,Y544c124,growth544c124,Y556c246,growth556c246,Y716c752,growth716c752,Y740c124,growth740c124,Y971c218,Y982c376,_merge,x,r2,s,sf
201409,722860,656,3373,555841,09,0,0,0,0,0,0,0,1,0,0,0,29644,1.57769775390625,2923411,.0816974639892578,100517,.2093935012817383,1179276,.3644046783447266,453828,.0434560775756836,741236,509323,.9571895599365234,493843,14264355,.0239658355712891,5740653,2763977,.5284757614135742,3149178,.0979585647583008,84816,-.9594182968139648,12163219,.1432628631591797,7855,-.3165426254272461,130202,.5486431121826172,21790,1.441871643066406,1750964,.2181711196899414,13191,-.7997570037841797,3959,-2.022401809692383,704857,-.5602025985717773,66077,4.069488048553467,75782,.0042581558227539,2733,1.4239501953125,39112,1293928,2973253,.3783760070800781,507240,-1.293606758117676,2659794,.7995176315307617,389909,-.0571832656860352,5043625,.0961971282958984,103032,11789,14070,.1559762954711914,125650,.7132768630981445,860994,.3418617248535156,115264,-.4833211898803711,945733,.003270149230957,99646,-.9741239547729492,117906,.4321784973144531,39028,-1.385896682739258,6080773,-.2765722274780273,405310,.4158391952514648,1353312,-.2723522186279297,396846,.8261556625366211,30070,-1.453482627868652,1298717,.0251998901367188,713038,-.0997438430786133,303383,160000,matched (3),598137.81,.90138924,103668.55,219513.16
201410,722860,657,3373,1635373,10,0,0,0,0,0,0,0,0,1,0,0,51127,.5450525283813477,2836634,-.0301332473754883,113284,.1195707321166992,2330273,.6810846328735352,90998,-1.606881141662598,873720,344520,-.39093017578125,784702,18098472,.2380638122558594,7735946,2215915,-.2210054397583008,3429246,.0851984024047852,235878,1.022830009460449,15023626,.2112083435058594,7970,.0145339965820313,120628,-.0763750076293945,48797,.806218147277832,1744159,-.0038938522338867,45372,1.235360145568848,20663,1.652353286743164,617907,-.131657600402832,47353,-.3331899642944336,143597,.6391506195068359,1249,-.7830567359924316,45201,946255,3051066,.0258340835571289,3498574,1.931126594543457,2013786,-.2782325744628906,398424,.0216035842895508,5164144,.0236139297485352,820322,6475,26050,.6159734725952148,63286,-.6858367919921875,890756,.0339832305908203,107270,-.0718765258789063,1180971,.2221317291259766,201205,.7027006149291992,132996,.1204319000244141,177738,1.516031265258789,6178061,.0158720016479492,420127,.0359048843383789,1857111,.3164663314819336,423590,.0652170181274414,169378,1.728605270385742,1301388,.0020551681518555,911791,.2458763122558594,175666,198000,matched (3),1381036.3,.90138924,114820.05,224994.45
201411,722860,658,3373,866602,11,0,0,0,0,0,0,0,0,0,1,0,4269,-2.482933044433594,1770836,-.4711666107177734,64367,-.5652971267700195,1245283,-.6266231536865234,780,-4.759298324584961,673633,404095,.1594982147216797,872139,10711687,-.5244922637939453,7421801,1498382,-.3912792205810547,2842503,-.1876554489135742,88517,-.9801197052001953,12288289,-.2009773254394531,8034,.0079984664916992,111780,-.0761795043945313,19091,-.9384517669677734,1056208,-.5015878677368164,89132,.6752233505249023,3871,-1.674831390380859,409056,-.4124860763549805,17821,-.9772529602050781,219707,.4252834320068359,1564,.2249035835266113,34780,490211,2707421,-.1194944381713867,8073918,.8362827301025391,2307707,.1362380981445313,274865,-.3712368011474609,5607593,.0823822021484375,74856,4879,8570,-1.111750602722168,25032,-.9275083541870117,861365,-.0335521697998047,112301,.0458335876464844,1018483,-.1480226516723633,64388,-1.139397621154785,67079,-.6844482421875,134642,-.2776918411254883,3091337,-.6923999786376953,240864,-.5563249588012695,2083591,.1150712966918945,219985,-.6552066802978516,40863,-1.421908378601074,1287649,-.0106134414672852,616705,-.3910207748413086,352965,171000,matched (3),917933.38,.90138924,137881.44,237592.41
201412,722860,659,3373,401062,12,0,0,0,0,0,0,0,0,0,0,1,357,-2.481399059295654,2375053,.2935686111450195,54692,-.1628837585449219,573531,-.7753057479858398,306777,5.974582672119141,639837,285719,-.3466415405273438,635272,20291156,.6388492584228516,6819508,1438416,-.0408430099487305,2656395,-.0677146911621094,136592,.4338035583496094,11975303,-.0258007049560547,7000,-.1377725601196289,32658,-1.230442047119141,306,-4.133387565612793,1329705,.2302722930908203,32498,-1.008939743041992,17202,1.491512298583984,430041,.0500288009643555,54854,1.124298095703125,52490,-1.431672096252441,805,-.6641597747802734,30317,128618,2053109,-.276641845703125,5016428,-.4759206771850586,1775705,-.2620563507080078,231027,-.1737451553344727,5134006,-.0882349014282227,368895,2462,13318,.4408493041992188,61668,.9016094207763672,745831,-.1440200805664063,80610,-.3315601348876953,688754,-.3911857604980469,46358,-.3285331726074219,66973,-.0015811920166016,66199,-.7099533081054688,5761257,.6225519180297852,294799,.202061653137207,1694157,-.2069072723388672,175165,-.2278308868408203,6373,-1.858154296875,1948557,.4142704010009766,671704,.0854272842407227,289590,943000,matched (3),277596.75,.90138924,160314.92,251276.22
201501,722860,660,3373,448520,01,0,0,0,0,0,0,0,0,0,0,0,37000,4.640937328338623,2526723,.0619029998779297,204611,1.319393157958984,1216376,.7518196105957031,485630,.4593257904052734,625231,269318,-.0591163635253906,957322,11873655,-.5358619689941406,7850543,1937068,.297633171081543,3117691,.1601228713989258,332321,.8891029357910156,9577254,-.2234554290771484,29348,1.433314323425293,79252,.8865423202514648,21234,4.239773750305176,1612422,.1927804946899414,40275,.2145519256591797,85590,1.60454273223877,777990,.5928335189819336,82725,.4108467102050781,76234,.3731851577758789,30196,3.624622821807861,39826,241859,2703250,.2750997543334961,8453241,.5218324661254883,2605975,.3836088180541992,236562,.0236749649047852,6176840,.1849203109741211,850029,5724,8346,-.4673347473144531,68695,.1079120635986328,1011076,.3042716979980469,87580,.0829305648803711,952455,.3241586685180664,74993,.4810009002685547,109413,.490839958190918,85205,.2523946762084961,3084554,-.6247491836547852,250372,-.1633462905883789,2487496,.3840913772583008,216439,.2115802764892578,72302,2.428781509399414,759608,-.9420413970947266,596138,-.1193456649780273,99170,232000,matched (3),470030.75,.90138924,103373.05,219373.77
201502,722860,661,3373,317270,02,1,0,0,0,0,0,0,0,0,0,0,815,-3.815485000610352,2084933,-.1921863555908203,61522,-1.201715469360352,886780,-.3160343170166016,402710,-.1872310638427734,455000,293407,.0856685638427734,589921,11008939,-.0756149291992188,4189383,1235663,-.4495677947998047,2532081,-.2080516815185547,149242,-.800532341003418,9400809,-.0185947418212891,2488,-2.467745304107666,64177,-.2109880447387695,3216,-1.887465476989746,958088,-.5205535888671875,34640,-.150721549987793,57809,-.3924236297607422,747809,-.0395660400390625,26857,-1.124995231628418,18315,-1.426087379455566,1821,-2.808323860168457,38182,520733,2009828,-.2964057922363281,4584009,-.6119766235351563,1793629,-.373565673828125,280563,.170588493347168,4289131,-.3647222518920898,246980,10048,5724,-.3771142959594727,54988,-.2225618362426758,1003678,-.0073442459106445,87227,-.0040388107299805,629990,-.4133386611938477,100879,.2965269088745117,72114,-.4168815612792969,47443,-.5855312347412109,2423342,-.2412595748901367,185850,-.2980079650878906,1510836,-.4986143112182617,138275,-.448063850402832,29319,-.9026165008544922,950876,.2245807647705078,485148,-.2060184478759766,125049,46000,matched (3),179079.52,.90138924,79680.906,209255.61
201503,722860,662,3373,417613,03,0,1,0,0,0,0,0,0,0,0,0,15676,2.956698417663574,6270494,1.101118087768555,76839,.2223176956176758,1259890,.3511819839477539,440094,.0887718200683594,851871,342788,.1555509567260742,516113,20017292,.5978889465332031,6030325,1312028,.0599660873413086,3595574,.3506622314453125,282881,.6394577026367188,9393550,-.0007724761962891,19579,2.062978267669678,68277,.0619287490844727,65721,3.017280578613281,1284722,.2933578491210938,45685,.2767610549926758,78619,.3074684143066406,1027240,.3174829483032227,70647,.9671688079833984,33019,.5893630981445313,8108,1.493465423583984,89492,757758,2236115,.1066913604736328,11618251,.9300031661987305,2123254,.1687088012695313,197611,-.3504981994628906,5808360,.3032140731811523,39293,12240,15387,.9888553619384766,60679,.0984830856323242,990253,-.0134658813476563,157159,.5887441635131836,1049783,.5106344223022461,165832,.4970531463623047,96279,.28900146484375,114040,.8770198822021484,4759105,.6749124526977539,400679,.7682209014892578,1938657,.2493324279785156,171931,.2178487777709961,36534,.2200078964233398,1156393,.1956777572631836,865792,.5791912078857422,106400,207000,matched (3),602215.13,.90138924,102072.27,218763.83
201504,722860,663,3373,297191,04,0,0,1,0,0,0,0,0,0,0,0,7657,-.7165107727050781,2906934,-.7687559127807617,69051,-.1068668365478516,2306281,.6046123504638672,484208,.0955266952514648,812699,276977,-.2131776809692383,200382,15013545,-.2876434326171875,3108134,1655950,.2328004837036133,3101631,-.1477756500244141,168253,-.5195579528808594,5681842,-.5027484893798828,6877,-1.046275138854981,52897,-.2552270889282227,27881,-.8574733734130859,1445034,.1175909042358398,52692,.1426935195922852,42844,-.6070470809936523,958752,-.0689983367919922,10288,-1.926717758178711,16234,-.7099752426147461,741,-2.392605781555176,7033,754150,2400139,.0707864761352539,4862611,-.8710012435913086,2182578,.0275564193725586,372186,.6330938339233398,4319281,-.2962093353271484,1012267,6540,4354,-1.262428283691406,105542,.5535106658935547,1238733,.2238836288452148,137855,-.1310558319091797,1229108,.1577053070068359,133344,-.2180423736572266,163353,.5286636352539063,105648,-.0764360427856445,4191039,-.1271114349365234,271093,-.3906984329223633,1422875,-.3093156814575195,144279,-.1753444671630859,15935,-.8297252655029297,795917,-.3735666275024414,899389,.0380706787109375,18194,279000,matched (3),386770.09,.90138924,117103.19,226168.11
201505,722860,664,3373,584019,05,0,0,0,1,0,0,0,0,0,0,0,10462,.312129020690918,1888268,-.4314384460449219,152490,.7922534942626953,1859527,-.2153139114379883,609812,.2306356430053711,397973,340846,.2074966430664063,278672,18273044,.1964740753173828,8654105,1897864,.1363544464111328,3496966,.1199684143066406,260731,.4380207061767578,8093737,.3538150787353516,26954,1.365949630737305,47159,-.1148214340209961,5306,-1.659107208251953,889607,-.4851083755493164,35196,-.4035310745239258,47847,.1104421615600586,701929,-.3118000030517578,16632,.4803504943847656,50714,1.139094352722168,1541,.7321863174438477,70913,1066877,2420464,.0084323883056641,5742030,.1662368774414063,2197278,.0067129135131836,423467,.1290817260742188,4979081,.1421566009521484,149515,12965,11557,.9761962890625,85567,-.2098093032836914,986385,-.2277975082397461,173692,.2310810089111328,857179,-.3603973388671875,66026,-.7028837203979492,148247,-.0970335006713867,30074,-1.256451606750488,11578840,1.016231536865234,331676,.2016963958740234,3586794,.9245796203613281,181556,.2298154830932617,30931,.6632404327392578,1026532,.2544469833374023,1104673,.2055892944335938,200848,337000,matched (3),559364.88,.90138924,112437.91,223788.17
201506,722860,665,3373,519886,06,0,0,0,0,1,0,0,0,0,0,0,2073,-1.618752479553223,3512503,.6206684112548828,41253,-1.307374954223633,627274,-1.086694717407227,781276,.2477779388427734,553717,277316,-.206273078918457,361036,11242414,-.4857330322265625,5971965,1585906,-.1795730590820313,3086019,-.1250143051147461,167340,-.4434614181518555,9244497,.1329383850097656,29946,.1052637100219727,40933,-.1415882110595703,4597,-.1434345245361328,1300402,.3796491622924805,38130,.0800685882568359,14348,-1.204397201538086,879708,.2257575988769531,9240,-.5877866744995117,18380,-1.014939308166504,1237,-.2197427749633789,43036,561244,3206743,.2812967300415039,1492480,-1.347373008728027,1754357,-.2251167297363281,277251,-.4235525131225586,4237379,-.1613006591796875,2047170,7633,10176,-.1272592544555664,80562,-.060272216796875,886108,-.1072072982788086,81668,-.7546215057373047,998037,.1521434783935547,86118,.2656698226928711,36891,-1.390912055969238,104055,1.24125862121582,10603227,-.0880222320556641,275184,-.1867189407348633,2525672,-.3507518768310547,181076,-.0026473999023438,109974,1.268485069274902,1354205,.2770280838012695,740077,-.4005508422851563,165625,262000,matched (3),409699.47,.90138924,89816.742,213321.14
201507,722860,666,3373,208146,07,0,0,0,0,0,1,0,0,0,0,0,7257,1.252969741821289,2215757,-.4607343673706055,152162,1.305221557617188,1167683,.621394157409668,856963,.0924663543701172,353174,176090,-.45416259765625,281355,16980628,.4123783111572266,7206368,2049110,.2562494277954102,2791312,-.1003704071044922,270201,.4791383743286133,11335216,.2038860321044922,47707,.4656829833984375,88840,.7749004364013672,1381,-1.202595710754395,1485144,.132838249206543,26891,-.3492097854614258,2722,-1.662244319915772,871910,-.0089044570922852,8344,-.1019992828369141,49547,.9916582107543945,935,-.2798976898193359,69710,883880,3322752,.0355377197265625,1726306,.1455440521240234,1940641,.1009159088134766,346909,.2241392135620117,4763161,.1169662475585938,549746,3333,3713,-1.008191108703613,80283,-.0034694671630859,634911,-.3333539962768555,174807,.7610206604003906,984592,-.0135622024536133,51616,-.5118865966796875,73195,.6851587295532227,130685,.227869987487793,7423884,-.3564548492431641,160003,-.5422468185424805,2504461,-.0084333419799805,159567,-.1264533996582031,119939,.0867395401000977,1191716,-.1278200149536133,721430,-.0255184173583984,185961,237000,matched (3),359868.97,.90138924,104037.73,219687.77
201508,722860,667,3373,100187,08,0,0,0,0,0,0,1,0,0,0,0,2349,-1.127976894378662,1937823,-.1340293884277344,10894,-2.636734008789063,731925,-.4670991897583008,691795,-.2141046524047852,285607,126868,-.3278484344482422,253401,13096505,-.2597274780273438,4969965,1706359,-.1830434799194336,3091510,.1021480560302734,118081,-.8277959823608398,9116388,-.2178401947021484,1139,-3.734927654266357,67497,-.2747535705566406,113015,4.404712677001953,898900,-.5020952224731445,10140,-.9753036499023438,5733,.7448725700378418,625435,-.3322381973266602,19677,.8579082489013672,83506,.5219974517822266,9741,2.343552589416504,30316,849995,2647433,-.227203369140625,236324,-1.988534927368164,1573594,-.2096567153930664,296039,-.1585712432861328,4030578,-.1670017242431641,276674,6505,3263,-.1291933059692383,77311,-.0377216339111328,647168,.0191211700439453,135176,-.2571048736572266,1064383,.0779228210449219,125509,.888545036315918,20441,-1.275584220886231,99860,-.2690210342407227,5252499,-.3459987640380859,53491,-1.09567928314209,3164617,.2339582443237305,109474,-.3767766952514648,15318,-2.057954788208008,1104693,-.0758266448974609,526274,-.3154134750366211,106602,244000,matched (3),102035.97,.90138924,132547.13,234537
201509,722860,668,3373,343324,09,0,0,0,0,0,0,0,1,0,0,0,15509,1.887430667877197,2932749,.4143753051757813,107160,2.286110877990723,1773380,.8849649429321289,1199598,.5504512786865234,161013,288402,.8212080001831055,396415,18693588,.3558349609375,4848176,1932745,.1245794296264648,3237447,.0461254119873047,258533,.7836532592773438,13093178,.3620166778564453,18758,2.801469326019287,111135,.498661994934082,65496,-.5455312728881836,2004385,.8019208908081055,103117,2.319375991821289,25210,1.481001853942871,909121,.3740310668945313,88116,1.499203681945801,142603,.5351457595825195,15949,.4930524826049805,38582,558940,3934355,.3961572647094727,4416251,2.927842140197754,1855689,.1648941040039063,374469,.2350177764892578,4084128,.0131988525390625,515021,3889,12868,1.372096061706543,42084,-.6081686019897461,687594,.0605926513671875,292481,.7718219757080078,771868,-.3213367462158203,191155,.4207077026367188,86909,1.447319030761719,116000,.1498212814331055,6302069,.1821737289428711,228250,1.450927734375,2954342,-.068756103515625,215289,.6762943267822266,24724,.4787464141845703,1310640,.1709480285644531,728565,.3252544403076172,138237,381000,matched (3),411669.34,.90138924,132210.09,234346.69
201510,722860,669,3373,159637,10,0,0,0,0,0,0,0,0,1,0,0,2279,-1.917683601379395,2627598,-.1098699569702148,75100,-.3555021286010742,1399040,-.2371015548706055,973389,-.2089576721191406,848488,223006,-.2571563720703125,579131,18198860,-.0268211364746094,5667737,1678270,-.1411781311035156,3061487,-.0558843612670898,255986,-.0099010467529297,12345780,-.05877685546875,6993,-.9867105484008789,68887,-.4782781600952148,12039,-1.693838119506836,1544109,-.260890007019043,20188,-1.630775451660156,7197,-1.25357723236084,860685,-.0547504425048828,60456,-.3767385482788086,102454,-.3306503295898438,2025,-2.063826560974121,54400,832862,3288957,-.1791772842407227,907755,-1.582071304321289,2241065,.188694953918457,257920,-.3728599548339844,3575123,-.1331090927124023,397027,2176,9076,-.3491096496582031,77537,.6110877990722656,1256990,.603276252746582,144387,-.705902099609375,1031867,.2903108596801758,254226,.2851390838623047,86097,-.0093870162963867,65511,-.5713720321655273,5813186,-.0807485580444336,431349,.6364755630493164,2770130,-.0643815994262695,206718,-.0406255722045898,30676,.2157058715820313,1172732,-.1111793518066406,598883,-.1960105895996094,50776,332000,matched (3),149954.67,.90138924,104436.34,219876.81
201511,722860,670,3373,110422,11,0,0,0,0,0,0,0,0,0,1,0,11818,1.64588737487793,1947443,-.2995529174804688,75078,-.0002927780151367,1093889,-.2460470199584961,619814,-.4513645172119141,152852,382553,.5396690368652344,884097,11892966,-.4254112243652344,4022216,1561095,-.0723762512207031,3089397,.0090751647949219,222289,-.1411447525024414,11245329,-.0933609008789063,6398,-.0889244079589844,84964,.2097606658935547,2774,-1.467860698699951,1438575,-.0707941055297852,28035,.3283653259277344,3549,-.7069978713989258,477317,-.5895471572875977,58983,-.0246667861938477,68293,-.4056072235107422,6164,1.113156318664551,42148,446057,2364640,-.3299446105957031,979137,.0756969451904297,2021916,-.1029052734375,212670,-.1929073333740234,3690685,.0318126678466797,321398,2501,9305,.0249185562133789,46157,-.5187063217163086,1145468,-.0929069519042969,80428,-.5851354598999023,791015,-.26580810546875,131433,-.6597270965576172,73597,-.1568698883056641,138271,.7469978332519531,4491586,-.2579231262207031,197115,-.7831296920776367,2524195,-.0929718017578125,265999,.2521371841430664,26281,-.1546344757080078,1105516,-.0590238571166992,482157,-.2167959213256836,46477,398000,matched (3),274332.78,.90138924,75154.492,207574.22
201512,722860,671,3373,207496,12,0,0,0,0,0,0,0,0,0,0,1,13575,.138606071472168,2003542,.0283994674682617,21161,-1.266367912292481,1275271,.1534194946289063,705880,.1300258636474609,621120,228482,-.5154104232788086,756006,22753252,.6487598419189453,4650294,1490874,-.0460243225097656,3411511,.0991792678833008,417347,.6299400329589844,10169829,-.1005287170410156,31211,1.584785461425781,87779,.0325946807861328,2131,-.2636990547180176,1470815,.0221633911132813,195436,1.941779136657715,64696,2.903033256530762,713028,.4013395309448242,97191,.4994287490844727,73464,.0729885101318359,422,-2.68147611618042,61359,387189,3825509,.4810657501220703,3404289,1.246119499206543,1890770,-.0670614242553711,246606,.1480503082275391,4214664,.1327581405639648,566260,12960,7115,-.2683467864990234,87700,.6418733596801758,1176623,.0268354415893555,89527,.107177734375,853253,.075739860534668,77053,-.5340032577514648,73895,.0040407180786133,281277,.7101240158081055,4782996,.062861442565918,279858,.3504953384399414,2777132,.0954961776733398,259616,-.0242891311645508,75163,1.050812721252441,1235359,.1110496520996094,595048,.2103719711303711,231657,372000,matched (3),343253.03,.90138924,96893.867,216396.13
201601,722860,672,3373,202636,01,0,0,0,0,0,0,0,0,0,0,0,3104,-1.47553825378418,1470153,-.3095502853393555,76065,1.279428482055664,1254460,-.016453742980957,672332,-.0486927032470703,424525,222092,-.0283651351928711,525200,15150834,-.4066524505615234,4370536,1347536,-.1010847091674805,2662540,-.2478742599487305,168130,-.9091806411743164,11330467,.1080703735351563,9086,-1.234035491943359,40231,-.7801847457885742,4004,.630702018737793,1089710,-.2999048233032227,85949,-.8214788436889648,2868,-3.116084575653076,695143,-.0254030227661133,56763,-.5377931594848633,35201,-.7357206344604492,26403,4.136227130889893,1742,79875,3494573,-.090479850769043,267325,-2.544325828552246,1396776,-.3028173446655273,341663,.3260326385498047,3333352,-.2345914840698242,0,0,92036,2.559974670410156,24958,-1.256728172302246,995674,-.1669836044311523,67792,-.2780952453613281,588844,-.3708953857421875,73788,-.0432977676391602,75418,.0204010009765625,60211,-1.541484832763672,5345207,.1111326217651367,227718,-.2061748504638672,1875100,-.392756462097168,161118,-.4770669937133789,16351,-1.525369644165039,1056987,-.155940055847168,451969,-.2750282287597656,150734,261000,matched (3),342980.34,.90138924,182591.91,266042.59
201602,722860,673,3373,133358,02,1,0,0,0,0,0,0,0,0,0,0,14107,1.513978958129883,2107844,.3602991104125977,60774,-.22442626953125,902152,-.329676628112793,105805,-1.849154472351074,372369,268341,.1891670227050781,578311,13664072,-.1032848358154297,2844035,1612551,.179539680480957,2954356,.1040000915527344,209849,.2216510772705078,7712413,-.3846645355224609,2222,-1.408327579498291,35991,-.1113691329956055,1104,-1.288353443145752,1465346,.2961797714233398,53740,-.4695968627929688,5611,.671114444732666,985402,.3489322662353516,32178,-.5676021575927734,37220,.0557718276977539,500,-3.966624259948731,67387,102677,2924809,-.1779823303222656,167652,-.4665746688842773,1999977,.3589687347412109,210692,-.4834270477294922,3610012,.0797319412231445,455187,1144,6852,-2.597640037536621,32507,.2642612457275391,592185,-.5196008682250977,175485,.9511089324951172,985899,.5153932571411133,116712,.4585132598876953,47095,-.4708795547485352,67330,.111750602722168,5943592,.1061134338378906,227093,-.0027484893798828,2380775,.2387638092041016,82622,-.6678609848022461,185015,2.4261474609375,1163505,.0960149765014648,683722,.4139375686645508,147319,94000,matched (3),261792.91,.90138924,99809.406,217717.2
201603,722860,674,3373,171282,03,0,1,0,0,0,0,0,0,0,0,0,2202,-1.85730504989624,2560460,.1945209503173828,69243,.1304597854614258,1653794,.606043815612793,727439,1.927932739257813,604132,234207,-.1360540390014648,601254,20065376,.3842258453369141,3697785,1550854,-.0390119552612305,3172126,.0711212158203125,287768,.3157663345336914,9841257,.2437534332275391,22489,2.314618587493897,84097,.8487024307250977,8461,2.036527156829834,1928542,.2746725082397461,101425,.635162353515625,15389,1.008923530578613,1027249,.0415897369384766,23688,-.3063135147094727,29094,-.2463150024414063,593,.170586109161377,47679,177989,4002535,.3136987686157227,5784984,3.541130065917969,2032938,.0163469314575195,411280,.6688766479492188,3960718,.0927143096923828,276217,4485,5211,-.273768424987793,96379,1.086833000183106,861065,.3743505477905273,100320,-.5591888427734375,686653,-.361724853515625,502582,1.460049629211426,88369,.6293544769287109,97886,.3741979598999023,9037690,.4190902709960938,195500,-.1497993469238281,1882101,-.2350378036499023,274944,1.202291488647461,53743,-1.236223220825195,1323890,.1291370391845703,574520,-.174015998840332,443417,698000,matched (3),207305.77,.90138924,96736.156,216325.55
201604,722860,675,3373,137657,04,0,0,1,0,0,0,0,0,0,0,0,6105,1.019742488861084,2357644,-.082524299621582,146838,.7517080307006836,1123699,-.3864459991455078,436078,-.5117092132568359,573817,168847,-.3272123336791992,339569,16039132,-.2239646911621094,4348758,1273692,-.1968860626220703,2981637,-.0619297027587891,228756,-.2294988632202148,8793864,-.1125297546386719,14073,-.4687681198120117,54246,-.4384422302246094,4370,-.6607046127319336,1596858,-.1887264251708984,55710,-.5991601943969727,26124,.5292015075683594,959352,-.0683813095092773,16462,-.3639144897460938,17099,-.5315113067626953,160,-1.310020446777344,47146,160719,3530743,-.1254196166992188,4697623,-.2082090377807617,2736883,.297337532043457,298298,-.3211812973022461,3089263,-.2484922409057617,228373,16541,3277,-.4638433456420898,86741,-.1053619384765625,737105,-.1554393768310547,284414,1.04206657409668,584500,-.1610727310180664,197014,-.9364833831787109,152606,.5463380813598633,70960,-.3216876983642578,7371758,-.2037477493286133,229146,.1587991714477539,1005920,-.6264858245849609,101234,-.9991321563720703,87686,.4895486831665039,1181509,-.1137819290161133,901720,.4507684707641602,198474,357000,matched (3),1619.9517,.90138924,116568.53,225891.75
201605,722860,676,3373,15191,05,0,0,0,1,0,0,0,0,0,0,0,5374,-.1275358200073242,2142763,-.0955667495727539,59043,-.9110641479492188,1250141,.1066303253173828,345191,-.2337236404418945,431948,321761,.6448163986206055,176927,22065312,.3189754486083984,2404169,1687165,.2811298370361328,2908867,-.0247087478637695,89469,-.9387636184692383,9907525,.1192398071289063,39805,1.039734840393066,105767,.6677093505859375,308,-2.65241813659668,1293018,-.2110586166381836,40603,-.3163175582885742,7154,-1.295182228088379,919483,-.0424470901489258,14135,-.1524009704589844,11514,-.3954563140869141,1217,2.028970241546631,24002,50096,2682135,-.2748947143554688,3950375,-.1732454299926758,2317194,-.1664628982543945,341878,.1363611221313477,3525025,.1319551467895508,393693,15136,1931,-.5288901329040527,31188,-1.022892951965332,717098,-.0275182723999023,117695,-.8823347091674805,915019,.4481878280639648,118779,-.5060110092163086,66254,-.8343639373779297,49405,-.3620643615722656,5839462,-.2330169677734375,292919,.2455368041992188,1396223,.3278684616088867,189375,.6262941360473633,16137,-1.692646980285645,1488913,.2312545776367188,688763,-.2694063186645508,59264,231000,matched (3),268100.72,.90138924,84192.813,211014.91
201606,722860,677,3373,408468,06,0,0,0,0,1,0,0,0,0,0,0,67568,2.531561851501465,2293863,.0681419372558594,52848,-.1108455657958984,1265662,.0123386383056641,785674,.822443962097168,500181,283212,-.1276130676269531,299062,16788908,-.2732887268066406,4119584,1781681,.0545082092285156,2861170,-.0165328979492188,305696,1.22869873046875,9583021,-.0333003997802734,21836,-.600433349609375,49372,-.7618551254272461,1507,1.58777666091919,980480,-.2766923904418945,35842,-.1247215270996094,91706,2.550915718078613,1050097,.1328268051147461,11999,-.1638307571411133,15736,.3123874664306641,6522,1.678791999816895,68187,48386,3898094,.3738746643066406,103562448,3.266363143920898,2547961,.0949363708496094,447882,.270075798034668,4670056,.2812833786010742,574775,15257,7151,1.309214115142822,42476,.3089056015014648,800835,.110443115234375,70313,-.5151395797729492,1060210,.14727783203125,89504,-.2829809188842773,147702,.801701545715332,51477,.0410833358764648,6622207,.1257896423339844,319275,.0861568450927734,1404641,.0060110092163086,262877,.3279571533203125,61155,1.332296371459961,1409872,-.0545473098754883,777927,.1217355728149414,81909,206000,matched (3),364470.88,.90138924,115557.55,225371.72
201607,722860,678,3373,182345,07,0,0,0,0,0,1,0,0,0,0,0,4660,-2.674118995666504,1685435,-.3082141876220703,45312,-.1538486480712891,1148279,-.0973310470581055,468074,-.5179157257080078,434049,146531,-.6589593887329102,214938,13683007,-.2045631408691406,6551417,1376976,-.2576675415039063,2489003,-.139348030090332,389197,.2414941787719727,9543133,-.0041713714599609,17845,-.2018365859985352,40176,-.2061138153076172,1441,-.0447835922241211,1252884,.2451610565185547,60214,.5187845230102539,7401,-2.516972541809082,905269,-.1484060287475586,10499,-.1335430145263672,95282,1.800889015197754,1753,-1.313852310180664,38985,8479,2857650,-.3104887008666992,47571264,-.7779445648193359,2032744,-.2259063720703125,335483,-.2889585494995117,3327577,-.3389272689819336,414677,4349,9025,.2327461242675781,55780,.2724761962890625,809428,.0106725692749023,88629,.2315025329589844,1034749,-.0243082046508789,70223,-.2426071166992188,117998,-.2245292663574219,54684,.0604362487792969,4338102,-.4229917526245117,105559,-1.106782913208008,2893362,.7226371765136719,208724,-.2306737899780273,26422,-.8392143249511719,1225016,-.1405458450317383,384245,-.705352783203125,83703,97000,matched (3),13330.637,.90138924,103569.18,219466.25
