period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1320c703,growth1320c703,Y1431c620,growth1431c620,Y1436c428,growth1436c428,Y1488c807,growth1488c807,Y1703c757,growth1703c757,Y1708c300,growth1708c300,Y1782c442,Y1787c703,growth1787c703,Y1973c372,growth1973c372,Y2057c608,Y2075c688,growth2075c688,Y2544c752,growth2544c752,Y2554c818,Y2647c705,growth2647c705,Y2731c124,growth2731c124,Y2758c600,Y2908c442,Y2952c616,growth2952c616,Y2962c440,growth2962c440,Y3146c152,growth3146c152,Y3478c484,growth3478c484,Y3490c757,growth3490c757,Y3553c620,growth3553c620,Y3606c32,Y3643c381,Y3697c440,growth3697c440,Y3721c381,Y3841c68,growth3841c68,Y3970c498,Y3973c352,growth3973c352,Y4086c372,growth4086c372,Y415c372,growth415c372,Y415c440,growth415c440,Y4187c222,growth4187c222,Y4206c376,Y4255c642,Y4279c484,growth4279c484,Y4292c703,growth4292c703,Y4299c608,Y4327c352,growth4327c352,Y4329c222,growth4329c222,Y4511c792,growth4511c792,Y4532c442,Y4541c251,growth4541c251,Y4612c218,Y4740c124,growth4740c124,Y4807c352,growth4807c352,Y4867c348,growth4867c348,Y621c752,growth621c752,Y948c484,growth948c484,_merge,x,r2,s,sf
201212,730640,635,3410,1089927,12,0,0,0,0,0,0,0,0,0,0,1,15659,.0480747222900391,1495105,-.243901252746582,25040,-1.051694869995117,19518,-.6988182067871094,208837,.0621137619018555,34014,-.1465368270874023,2656163,7203,-2.221817016601563,107548,-.881251335144043,3931527,5070,.8190999031066895,19237,-1.383210182189941,542249,131185,-.416163444519043,553987,-.0735340118408203,34150,41535,123679,-.9176855087280273,16082,.0128297805786133,372566,.0716609954833984,455618,.1323556900024414,232431,-.5980119705200195,248381,-.3937139511108398,5313710,453227,119081,-.2721977233886719,678383,115794,-1.288972854614258,52060,18483152,1.876830101013184,73456,.2395591735839844,89455,-.6990261077880859,42683,-.0885076522827148,5936,-.850062370300293,18724000,919086,1633074,.1573390960693359,1283308,-.0652389526367188,824283,33147,-.3268842697143555,1233501,-.0853605270385742,555205,-.1533164978027344,1661415,981436,-.1326513290405273,217443,22343260,.1374588012695313,2835,-.1458020210266113,14870,1.29349422454834,953240,-.0888633728027344,275010,-.227686882019043,matched (3),708021.19,.8257944,239369.16,536490.38
201301,730640,636,3410,2189399,01,0,0,0,0,0,0,0,0,0,0,0,24878,.4629383087158203,2838672,.6411399841308594,9139,-1.00792407989502,34419,.5672721862792969,643297,1.125052452087402,59995,.5674886703491211,2727118,31540,1.47675895690918,219704,.7143440246582031,7643070,40385,2.075117111206055,40223,.7376031875610352,385975,120260,-.0869522094726563,1128403,.7114171981811523,4816,73246,135806,.0935382843017578,60790,1.329724311828613,376991,.0118064880371094,1172802,.94549560546875,362127,.4434013366699219,271158,.087738037109375,4957369,1847138,211944,.5765180587768555,780883,68460,-.5255632400512695,41377,30281,-6.414094924926758,59326,-.2136392593383789,128365,.3611421585083008,23149,-.6118497848510742,35345,1.784121513366699,18798000,1304708,706344,-.8381175994873047,1582816,.2097644805908203,1595191,35217,.0605764389038086,1655561,.2942838668823242,762950,.3178548812866211,1891235,1413870,.3650693893432617,231470,9933574,-.8106040954589844,4862,.5394082069396973,24662,.5059175491333008,1208839,.237548828125,282122,.0255317687988281,matched (3),2277934,.8257944,164757.7,507611.5
201302,730640,637,3410,904327,02,1,0,0,0,0,0,0,0,0,0,0,11415,-.7790555953979492,2125166,-.2894859313964844,151436,2.807612419128418,25211,-.3113288879394531,452232,-.3524112701416016,22029,-1.001900672912598,1533769,59032,.6268234252929688,131103,-.5162982940673828,3603588,24988,-.4800624847412109,24649,-.4897022247314453,192379,48880,-.9002876281738281,1217592,.0760717391967773,4469,68321,118762,-.1341066360473633,14738,-1.416996002197266,217971,-.5478591918945313,905029,-.2591838836669922,258427,-.3373813629150391,216376,-.2256841659545898,4737935,1005719,90522,-.8507289886474609,893730,63721,-.0717353820800781,4898,19088,-.4614601135253906,27168,-.7810077667236328,128547,.0014162063598633,67759,1.074006080627441,23552,-.4059457778930664,15493000,1073522,956773,.3034639358520508,938308,-.5228824615478516,1603948,34190,-.0295953750610352,934715,-.5716533660888672,512703,-.3974952697753906,1505782,1546117,.0894155502319336,282929,8166625,-.1958646774291992,4748,-.0237264633178711,10290,-.8740911483764648,797094,-.41644287109375,183927,-.427800178527832,matched (3),846770.75,.8257944,172537.06,510189.56
201303,730640,638,3410,1129401,03,0,1,0,0,0,0,0,0,0,0,0,23882,.7381963729858398,2218190,.0428409576416016,167105,.0984592437744141,27449,.0850496292114258,665031,.3856382369995117,40325,.6046113967895508,3321589,94712,.4727611541748047,129468,-.0125494003295898,4253761,53921,.7691240310668945,11648,-.7496013641357422,479430,180383,1.305713653564453,1550554,.2417373657226563,12782,52766,91653,-.2591114044189453,20897,.3491764068603516,163294,-.2888097763061523,618285,-.3810176849365234,232511,-.1056756973266602,226501,.0457315444946289,7087120,1010777,208288,.8333292007446289,822812,91051,.3569059371948242,45820,158668,2.117753982543945,38297,.3433322906494141,103201,-.2196159362792969,69869,.0306644439697266,7743,-1.112421989440918,14931000,1298838,2469505,.948206901550293,1488545,.4614753723144531,1760292,24553,-.3310995101928711,1017781,.0851383209228516,508553,-.0081272125244141,1849620,1567179,.0135307312011719,191581,10247625,.2269906997680664,9074,.6476898193359375,13011,.2346229553222656,1229526,.4334115982055664,254198,.3235740661621094,matched (3),1432325.5,.8257944,193871.27,517793.78
201304,730640,639,3410,1748098,04,0,0,1,0,0,0,0,0,0,0,0,22046,-.0799932479858398,2760152,.2185945510864258,179796,.0732002258300781,22765,-.1871051788330078,345271,-.6555042266845703,52352,.2610187530517578,4481269,281331,1.088690757751465,159464,.2083845138549805,7612718,71388,.2806100845336914,40874,1.255359649658203,485081,98455,-.6054830551147461,1352788,-.136444091796875,14253,29838,140623,.4280729293823242,35923,.5417718887329102,337253,.7252817153930664,1372677,.7975692749023438,379892,.4909486770629883,309807,.3131999969482422,5968193,1138386,84426,-.9030466079711914,874611,53166,-.5380010604858398,14187,370509,.8480634689331055,22950,-.512054443359375,108295,.0481805801391602,67405,-.0359029769897461,25428,1.189062118530273,19460000,1305835,4074006,.5006093978881836,2116362,.3519001007080078,1396248,44260,.5892477035522461,1604088,.454930305480957,548842,.0762405395507813,1915927,1611812,.0280818939208984,212704,7356513,-.3314609527587891,43089,1.557854652404785,902,-2.668936252593994,932399,-.2766237258911133,417294,.4956779479980469,matched (3),1509098,.8257944,299356.72,565808.06
201305,730640,640,3410,1550654,05,0,0,0,1,0,0,0,0,0,0,0,11873,-.6188650131225586,3615284,.2698850631713867,166009,-.0797805786132813,30560,.2944669723510742,381635,.1001348495483398,29138,-.5859470367431641,1370878,34450,-2.100022315979004,132838,-.1826877593994141,3186676,25273,-1.038393020629883,28317,-.3670320510864258,300329,127618,.2594423294067383,1020068,-.2822990417480469,6860,19764,111749,-.2298269271850586,24552,-.380584716796875,411057,.1978979110717773,484794,-1.040794372558594,315344,-.186223030090332,555419,.5837736129760742,4792031,867548,121736,.3659791946411133,679932,60858,.1351242065429688,95110,40287,-2.21884822845459,57644,.9209690093994141,175649,.4836292266845703,8988,-2.014828681945801,198910,2.057001113891602,16753000,1373788,2135189,-.6460714340209961,1419331,-.3995132446289063,1296082,30955,-.3575468063354492,999998,-.4725570678710938,510278,-.0728549957275391,1564968,1183257,-.3090877532958984,222055,6084708,-.1898069381713867,1286,-3.511731624603272,5641,1.833201885223389,869494,-.0698490142822266,343152,-.19561767578125,matched (3),1811235.4,.8257944,259038.34,545550.38
201306,730640,641,3410,1037892,06,0,0,0,0,1,0,0,0,0,0,0,12606,.059906005859375,2575345,-.3391876220703125,119184,-.3313732147216797,21557,-.3489913940429688,309708,-.2088346481323242,50804,.5559320449829102,508676,31449,-.0911426544189453,111952,-.1710596084594727,6392272,2424,-2.34431791305542,25625,-.0998945236206055,395867,189650,.3961391448974609,948829,-.0723953247070313,1559,37324,102148,-.0898332595825195,37546,.424774169921875,120415,-1.227787971496582,543887,.1150178909301758,447532,.3500843048095703,282975,-.6743640899658203,4309603,577612,105354,-.1445283889770508,562801,19010,-1.163578033447266,19222,41702,.034520149230957,25592,-.812006950378418,96082,-.6032857894897461,30057,1.207205772399902,2824,-4.254697799682617,16288000,1175895,737505,-1.063037872314453,727462,-.6683788299560547,1293167,26398,-.1592464447021484,920694,-.0826253890991211,501851,-.0166521072387695,1478414,1931489,.4900197982788086,310556,7179618,.1654672622680664,240,-1.678652763366699,1223,-1.528754234313965,1134947,.2664299011230469,284153,-.1886606216430664,matched (3),877177.44,.8257944,231761.61,533139.56
201307,730640,642,3410,1535485,07,0,0,0,0,0,1,0,0,0,0,0,27154,.7673521041870117,2551629,-.009251594543457,193845,.4863901138305664,56744,.9678497314453125,609275,.676640510559082,59662,.1607198715209961,1924889,72720,.8382501602172852,167444,.4025783538818359,5569244,7793,1.167807102203369,29445,.1389560699462891,273727,207213,.088566780090332,1024233,.0764703750610352,6485,73928,72706,-.3399982452392578,17010,-.7917652130126953,290622,.8810796737670898,565960,.0397815704345703,430309,-.0392446517944336,317905,.11639404296875,4844642,808710,157051,.3992443084716797,973414,136338,1.970171928405762,168885,92426,.7958593368530273,110938,1.466691970825195,174524,.5968599319458008,9552,-1.146345138549805,25018,2.181441307067871,0,1740255,1699082,.8345699310302734,938092,.2542858123779297,2343841,74098,1.032099723815918,1385040,.408355712890625,601581,.1812582015991211,1606896,1543702,-.2241077423095703,283240,12383749,.5451393127441406,3333,2.63098955154419,1901,.441072940826416,1255414,.1008796691894531,739480,.9564342498779297,matched (3),1215272.8,.8257944,194714.56,518110.13
201308,730640,643,3410,1466277,08,0,0,0,0,0,0,1,0,0,0,0,18516,-.3828897476196289,2077431,-.2055997848510742,93095,-.7334384918212891,51289,-.1010732650756836,531101,-.1373176574707031,98989,.5063133239746094,1314890,8220,-2.180047035217285,233669,.333256721496582,3926162,48476,1.827842712402344,15292,-.6551942825317383,202339,136712,-.4158706665039063,622143,-.4985294342041016,19921,59068,165169,.8205451965332031,21664,.2418498992919922,228255,-.2415599822998047,214713,-.9692211151123047,327631,-.2726154327392578,299191,-.0606708526611328,3974525,617690,185241,.1650867462158203,420623,57480,-.8636999130249023,39343,283703,1.121519088745117,53032,-.7380762100219727,134275,-.2621726989746094,36532,1.341438293457031,4083,-1.812763214111328,18078000,1106793,6413431,1.328307151794434,3635223,1.354578018188477,825037,34109,-.7758264541625977,1239724,-.11083984375,408546,-.3869571685791016,1959771,1087933,-.3499040603637695,247562,10612260,-.1543750762939453,3331,-.0006008148193359,1406,-.301630973815918,1264801,.0074491500854492,502590,-.3861722946166992,matched (3),2009331.1,.8257944,368367.66,605160.38
201309,730640,644,3410,1158632,09,0,0,0,0,0,0,0,1,0,0,0,10887,-.5310659408569336,2655236,.2454013824462891,69595,-.2909278869628906,28172,-.5991477966308594,176071,-1.10406494140625,7582,-2.569231033325195,730659,39131,1.560344696044922,95122,-.8987455368041992,5899963,7506,-1.865365982055664,71531,1.542800903320313,436985,66394,-.7222700119018555,738534,.1714973449707031,7544,81958,193159,.1565446853637695,14924,-.3726806640625,190021,-.1833286285400391,104509,-.7200288772583008,259024,-.2349672317504883,475827,.4639720916748047,3876243,862548,103655,-.5805892944335938,670537,123067,.76129150390625,26654,27603,-2.33000373840332,129912,.8959617614746094,106432,-.2323837280273438,1683,-3.077610969543457,3815,-.0678920745849609,14861000,1417865,1181061,-1.691981315612793,1815168,-.6944923400878906,506621,26040,-.269927978515625,1143734,-.0805902481079102,658298,.4770536422729492,1896267,1375498,.2345361709594727,343438,9057393,-.1584281921386719,99,-3.515907764434815,1127,-.2211894989013672,896060,-.3446626663208008,325949,-.4330339431762695,matched (3),1057571,.8257944,238260.11,535996.5
201310,730640,645,3410,1338929,10,0,0,0,0,0,0,0,0,1,0,0,23321,.7617855072021484,3413086,.2510833740234375,125770,.5917625427246094,52303,.6187248229980469,337352,.6502389907836914,78428,2.336403846740723,1399301,85688,.7837982177734375,183359,.6562862396240234,6272626,87271,2.453315734863281,26652,-.9872665405273438,872314,127014,.6486902236938477,669108,-.0987215042114258,12207,74828,162749,-.1713047027587891,21946,.3856134414672852,379654,.6921253204345703,362501,1.243753433227539,495890,.6494331359863281,425127,-.112666130065918,4822653,1043058,224463,.7726430892944336,926451,226442,.6097602844238281,40885,147720,1.677394866943359,244561,.6326074600219727,36644,-1.066256523132324,89742,3.976361274719238,17103,1.500313758850098,21763000,1833757,2108173,.5794086456298828,2075664,.1341028213500977,1538506,39225,.4096803665161133,1796966,.4518013000488281,680623,.033350944519043,1968980,1992497,.3705730438232422,0,11072352,.2008686065673828,25864,5.565487384796143,3141,1.02498197555542,1395094,.4427099227905273,511255,.4501276016235352,matched (3),1257344.4,.8257944,269804.66,550743.94
201311,730640,646,3410,1011939,11,0,0,0,0,0,0,0,0,0,1,0,13237,-.5663385391235352,2321489,-.3854074478149414,22566,-1.718010902404785,19853,-.9686985015869141,336747,-.0017948150634766,40159,-.6693344116210938,1235972,27041,-1.153358459472656,238175,.2615594863891602,4102052,34770,-.9202632904052734,23095,-.1432476043701172,502626,190409,.4048776626586914,460060,-.3745889663696289,5784,68774,157766,-.0310964584350586,11758,-.6240510940551758,206489,-.6090126037597656,333233,-.0841846466064453,414135,-.1801614761352539,342905,-.2149343490600586,3967075,820742,99641,-.8121376037597656,444044,101577,-.8016719818115234,9174,47328,-1.138216972351074,205201,-.1754741668701172,22911,-.4696321487426758,40829,-.7875471115112305,9356,-.603236198425293,16294000,1334291,1747372,-.187708854675293,1491855,-.33026123046875,1225675,36036,-.0847959518432617,1252339,-.3610868453979492,571973,-.1739168167114258,1717488,1289614,-.4350452423095703,318041,12759337,.1418132781982422,8587,-1.102602958679199,595,-1.663735389709473,1204292,-.1470699310302734,306412,-.5119380950927734,matched (3),994093.44,.8257944,163316.38,507145.53
201312,730640,647,3410,2201349,12,0,0,0,0,0,0,0,0,0,0,1,1919,-1.931211948394775,1526776,-.4190511703491211,107135,1.557645797729492,39894,.6978702545166016,227743,-.3911142349243164,81441,.7070322036743164,3100606,42127,.4433345794677734,65278,-1.294350624084473,4925756,68750,.6817216873168945,20801,-.1046152114868164,397663,80935,-.8555278778076172,533403,.1479206085205078,13597,59331,121653,-.2599401473999023,12287,.0440082550048828,227801,.0982246398925781,477403,.3595190048217773,372737,-.1053190231323242,415488,.1920003890991211,4252670,1064029,170824,.5390605926513672,599892,127096,.224125862121582,90806,44367,-.064605712890625,99599,-.7228384017944336,81750,1.272048950195313,4559,-2.192288398742676,15798,.5238656997680664,22338000,1312104,2781401,.4648418426513672,1027685,-.372711181640625,2405969,65871,.603179931640625,1262217,.0078563690185547,777271,.306696891784668,1851348,1614408,.2246246337890625,249325,15473120,.192840576171875,3301,-.9560232162475586,1784,1.098052024841309,792714,-.4181852340698242,335385,.0903491973876953,matched (3),2275399,.8257944,290960.31,561410.94
201401,730640,648,3410,2222653,01,0,0,0,0,0,0,0,0,0,0,0,48477,3.229285717010498,3734791,.8945341110229492,137330,.2482967376708984,34122,-.1562833786010742,341269,.4044532775878906,293076,1.280552864074707,796294,75122,.5784244537353516,155643,.8689098358154297,9091878,15095,-1.51611328125,54077,.9554071426391602,744934,178269,.789647102355957,1453731,1.00261116027832,3509,89728,262286,.7682628631591797,14478,.164088249206543,317670,.3325405120849609,1484734,1.134629249572754,479193,.2512302398681641,505047,.1951980590820313,4466528,1839767,271665,.4639358520507813,877830,69498,-.6036443710327148,7235,41944,-.0561609268188477,170208,.5358695983886719,95772,.1583042144775391,37029,2.094597816467285,24385,.4340848922729492,18736000,2600718,3982074,.3588476181030273,1315775,.2471170425415039,2075263,68333,.0366945266723633,1288049,.020258903503418,944001,.1943378448486328,1842610,1807592,.1130275726318359,250994,21075792,.30902099609375,8531,.9494810104370117,31771,2.879695892333984,1150103,.3721446990966797,412535,.2070417404174805,matched (3),1587074.8,.8257944,309080,571012.06
201402,730640,649,3410,1536139,02,1,0,0,0,0,0,0,0,0,0,0,21649,-.8061304092407227,2209954,-.5247201919555664,138248,.0066623687744141,12751,-.9843320846557617,601450,.5666723251342773,57949,-1.620868682861328,2462648,60922,-.2095193862915039,204803,.2744836807250977,7978379,52479,1.246049880981445,25555,-.7495756149291992,586664,112905,-.4567470550537109,1428882,-.0172405242919922,3824,88603,120987,-.7737522125244141,23635,.4900989532470703,261930,-.1929349899291992,1012964,-.382354736328125,298214,-.4742918014526367,827253,.4934587478637695,4216599,1089717,121937,-.8010654449462891,710866,177854,.9396648406982422,43136,41687,-.0061464309692383,147415,-.1437702178955078,30111,-1.157079696655273,48155,.2627229690551758,12772,-.6467132568359375,14112000,1436381,2845099,-.3362045288085938,1671883,.2395248413085938,1512800,29042,-.8556489944458008,1155675,-.1084432601928711,327244,-1.059420585632324,1914738,1330395,-.3065195083618164,194298,10036637,-.7418842315673828,9189,.0742998123168945,216260,1.917927742004395,585156,-.6757287979125977,479251,.1499032974243164,matched (3),1715042.5,.8257944,387794.5,617178.19
201403,730640,650,3410,1394028,03,0,1,0,0,0,0,0,0,0,0,0,12466,-.5519542694091797,3482404,.4547510147094727,162511,.1616964340209961,24976,.6723051071166992,573831,-.0470085144042969,52385,-.1009426116943359,1159506,43008,-.3482074737548828,110005,-.6215229034423828,7777241,18780,-1.027621269226074,12159,-.7427635192871094,134169,152722,.3020725250244141,1410287,-.0130996704101563,20002,57158,201286,.5090436935424805,72637,1.122745513916016,188891,-.3269071578979492,638569,-.4614057540893555,392309,.2742376327514648,404521,-.7154073715209961,3590768,1267808,248006,.7099485397338867,481223,31911,-1.718012809753418,28189,76542,.6076507568359375,73110,-.7012863159179688,5235,-1.749524116516113,27987,-.5426845550537109,7480,-.5350227355957031,21109000,1427142,3899825,.315333366394043,1659232,-.0075960159301758,2410862,32579,.114924430847168,1307897,.1237354278564453,586232,.5830097198486328,2332802,1184137,-.1164617538452148,224630,8822105,-.1289806365966797,6674,-.3197870254516602,32538,-1.894072532653809,674692,.1423778533935547,446340,-.0711431503295898,matched (3),1119312.9,.8257944,259608.53,545821.31
201404,730640,651,3410,1512020,04,0,0,1,0,0,0,0,0,0,0,0,28875,.839970588684082,2518631,-.3240070343017578,135732,-.1800632476806641,44338,.5739269256591797,310527,-.6140642166137695,71040,.3046226501464844,1926573,61831,.3630180358886719,265132,.8797016143798828,7809337,30642,.4895792007446289,27066,.8002090454101563,352179,181566,.172999382019043,1719859,.1984491348266602,7498,57981,170972,-.1632270812988281,120478,.5059928894042969,146899,-.2514247894287109,645071,.0101299285888672,354718,-.1007261276245117,829204,.7177629470825195,5108096,1718774,151932,-.4900197982788086,693689,199459,1.832658767700195,101743,84586,.0999288558959961,27583,-.9747657775878906,90104,2.845598220825195,40532,.3703517913818359,8914,.1753902435302734,14734000,1610042,11332278,1.066723823547363,1610943,-.0295343399047852,1498806,46028,.3455820083618164,823694,-.462376594543457,785882,.2930908203125,2155816,1377677,.1513843536376953,274136,8368514,-.0527839660644531,16191,.8862361907958984,47054,.3688869476318359,857236,.2394571304321289,553637,.2154273986816406,matched (3),1327383.4,.8257944,281927.63,556783.19
201405,730640,652,3410,1289456,05,0,0,0,1,0,0,0,0,0,0,0,10483,-1.01322078704834,2927074,.1502876281738281,105048,-.2562646865844727,40899,-.0807361602783203,325276,.0464038848876953,21956,-1.174202919006348,847870,32601,-.6400613784790039,222526,-.1751832962036133,4927444,22763,-.2972354888916016,20833,-.2617397308349609,92825,76238,-.8677587509155273,974179,-.5684022903442383,30860,31687,97505,-.5615968704223633,34385,-1.253847122192383,218362,.3964080810546875,436139,-.3913993835449219,356011,.0036382675170898,359106,-.836848258972168,5264254,1147716,157074,.0332841873168945,615695,27835,-1.969314575195313,76042,60112,-.3415594100952148,20706,-.2867755889892578,3204,-3.336565017700195,21712,-.6242265701293945,4156,-.7630691528320313,16592000,2235534,11575417,.0212287902832031,1991085,.2118597030639648,2043649,27197,-.5261430740356445,1106460,.2951221466064453,635605,-.2122297286987305,1881673,1156779,-.1747589111328125,270028,7811210,-.0689163208007813,3885,-1.427332878112793,31041,-.4159870147705078,964859,.1182689666748047,467057,-.1700572967529297,matched (3),1793834.3,.8257944,308548.38,570724.5
201406,730640,653,3410,1538332,06,0,0,0,0,1,0,0,0,0,0,0,10871,.0363435745239258,2939845,.0043535232543945,138104,.2735891342163086,25819,-.4599952697753906,533930,.4955902099609375,20963,-.0462818145751953,2816194,65636,.6997814178466797,104521,-.7556562423706055,4675073,23478,.0309276580810547,53973,.9519453048706055,267494,121363,.4649257659912109,1048536,.0735549926757813,9231,55046,174715,.5832529067993164,11725,-1.075897216796875,139982,-.4446401596069336,436387,.0005693435668945,403401,.124969482421875,363057,.0109415054321289,6779234,1086641,164131,.0439472198486328,777568,32453,.153498649597168,63348,70369,.1575441360473633,26754,.2562599182128906,50012,2.747862815856934,43163,.6871185302734375,11638,1.029722213745117,19473000,2607148,4767798,-.8870000839233398,1307272,-.4207372665405273,2432041,35898,.2775745391845703,956564,-.145573616027832,732505,.1418933868408203,1892696,1294393,.1124019622802734,244724,12352057,.4582614898681641,4403,.1251630783081055,24497,-.2367582321166992,1019502,.0550870895385742,762922,.4907045364379883,matched (3),1573746,.8257944,303714.13,568125.5
201407,730640,654,3410,2030002,07,0,0,0,0,0,1,0,0,0,0,0,20015,.6103839874267578,3092528,.0506315231323242,142223,.0293893814086914,73487,1.045997619628906,392510,-.3077020645141602,96608,1.527902603149414,1936673,53415,-.2060327529907227,130984,.2256870269775391,9743568,2654,-2.179995536804199,62468,.1461706161499023,142042,144931,.1774721145629883,944730,-.1042509078979492,15573,70127,36936,-1.553969383239746,11233,-.0428667068481445,273069,.6682109832763672,396056,-.0969743728637695,418701,.0372257232666016,348452,-.0410585403442383,5078824,878636,154991,-.0572977066040039,832104,66442,.7165365219116211,68707,96574,.3165559768676758,182672,1.921008110046387,4538,-2.399776458740234,49340,.1337509155273438,7227,-.4764518737792969,24472000,1849790,10751559,.813166618347168,1991106,.4207477569580078,1763931,49209,.3153953552246094,1290028,.2990713119506836,524097,-.3347940444946289,2803901,1465413,.1240959167480469,293314,10422186,-.1698856353759766,9344,.7524480819702148,27750,.1246852874755859,1073984,.0520610809326172,546179,-.3342094421386719,matched (3),1799732.3,.8257944,238978.95,536316.38
201408,730640,655,3410,2048638,08,0,0,0,0,0,0,1,0,0,0,0,4164,-1.570006370544434,1878220,-.4986639022827148,155259,.0876989364624023,29024,-.928985595703125,476971,.1948928833007813,83905,-.1409759521484375,4055557,55245,.0336856842041016,233414,.5777387619018555,7955062,285,-2.231334209442139,30725,-.7095775604248047,156004,216851,.4029521942138672,676601,-.3338174819946289,43930,76696,158896,1.459063529968262,14773,.2739448547363281,234596,-.1518592834472656,575616,.3738851547241211,480438,.1375417709350586,296466,-.1615686416625977,5438521,746121,317590,.7173938751220703,412705,95534,.3631525039672852,73045,120169,.2185897827148438,47629,-1.344249725341797,28246,1.828465461730957,24968,-.6811399459838867,5252,-.3192148208618164,18965000,1811064,2946664,-1.294377326965332,1076049,-.6153945922851563,3322544,60067,.1993837356567383,1322349,.0247459411621094,545774,.0405282974243164,1757201,1019167,-.3631515502929688,334417,10465969,.0041923522949219,12724,.3087558746337891,4053,-1.923778533935547,1137266,.0572519302368164,575613,.0524892807006836,matched (3),2171453.3,.8257944,298848.25,565539.25
201409,730640,656,3410,1982817,09,0,0,0,0,0,0,0,1,0,0,0,10112,.8872470855712891,3283701,.5586462020874023,155981,.004638671875,56222,.6611852645874023,327331,-.3764829635620117,40463,-.7292976379394531,1185068,15190,-1.291140556335449,193319,-.188471794128418,10342420,36990,4.86591386795044,28486,-.0756645202636719,820928,206616,-.0483484268188477,560700,-.1878957748413086,5562,55808,100661,-.4564914703369141,30018,.7089958190917969,115090,-.7121505737304688,460654,-.2227935791015625,1316663,1.008157730102539,655695,.7937631607055664,4260523,1788511,95509,-1.201539993286133,617677,24444,-1.363097190856934,75215,46723,-.9446620941162109,260423,1.698864936828613,11416,-.9059352874755859,29917,.1808319091796875,10041,.6480674743652344,18044000,1824527,2273999,-.2591333389282227,1545327,.3619394302368164,1467149,38081,-.455744743347168,1326329,.0030050277709961,655723,.1835336685180664,1862013,903480,-.1204872131347656,296299,8980440,-.1530799865722656,23858,.6286296844482422,39756,2.283303260803223,1350217,.1716384887695313,637313,.1018247604370117,matched (3),2456945,.8257944,399414.88,624545.06
201410,730640,657,3410,1865556,10,0,0,0,0,0,0,0,0,1,0,0,18651,.6121768951416016,2229628,-.3871364593505859,71307,-.7827396392822266,34741,-.4813871383666992,221359,-.3911867141723633,30129,-.2948989868164063,1678633,49413,1.179576873779297,347377,.5860691070556641,7825510,23378,-.4588527679443359,17532,-.4853849411010742,187150,129636,-.4661312103271484,481872,-.1515073776245117,35201,52192,62479,-.4769287109375,23562,-.242161750793457,231504,.6988821029663086,605041,.272648811340332,514808,-.9390621185302734,401336,-.4908962249755859,4167411,1723385,186411,.6687326431274414,589839,105181,1.459298133850098,64810,47821,.0232276916503906,91739,-1.043359756469727,79548,1.941344261169434,46520,.4414558410644531,11619,.145965576171875,18728000,2019537,2173608,-.0451517105102539,1267830,-.1979284286499023,3164894,79680,.7383031845092773,1432960,.0773277282714844,488564,-.2942676544189453,1947134,1269153,.3398513793945313,243432,10147284,.1221580505371094,12741,-.6272945404052734,39162,-.0150537490844727,623567,-.7725648880004883,553092,-.1417360305786133,matched (3),1672638.9,.8257944,262518.34,547211.31
201411,730640,658,3410,1809514,11,0,0,0,0,0,0,0,0,0,1,0,11851,-.4534873962402344,1791043,-.2190361022949219,50162,-.3517360687255859,31356,-.1025152206420898,328967,.3961715698242188,426752,2.650714874267578,825041,39363,-.2273874282836914,201765,-.5433073043823242,3148827,92740,1.378005027770996,35101,.6942024230957031,342051,100699,-.2525949478149414,439278,-.0925464630126953,16967,64797,37381,-.513667106628418,8294,-1.044102668762207,193993,-.1767749786376953,733759,.1928844451904297,453632,-.1265077590942383,613691,.4246921539306641,3445862,1531489,115441,-.4791936874389648,545721,67198,-.4480400085449219,28912,89055,.6217899322509766,198832,.7735128402709961,111144,.3344659805297852,21990,-.7492942810058594,9116,-.2426109313964844,21772000,3956190,486379,-1.49715518951416,1597010,.2308263778686523,2492120,47637,-.514409065246582,1206465,-.1720476150512695,550625,.1195831298828125,1700541,1196354,-.0590715408325195,243022,19727936,.6648292541503906,9181,-.3276891708374023,23168,-.5249347686767578,1048831,.5199756622314453,446265,-.2146120071411133,matched (3),2264918.3,.8257944,390223.91,618707.56
201412,730640,659,3410,1348538,12,0,0,0,0,0,0,0,0,0,0,1,1794,-1.887964725494385,1438185,-.219416618347168,959,-3.957122325897217,27458,-.1327476501464844,436857,.2836484909057617,39290,-2.385233879089356,533828,15671,-.9210147857666016,180616,-.1107301712036133,8222881,68305,-.305816650390625,9571,-1.299491882324219,121192,118355,.1615533828735352,469729,.0670232772827148,7571,51248,14550,-.9435720443725586,18339,.7934970855712891,130513,-.3963489532470703,416297,-.5667810440063477,564624,.2188739776611328,262944,-.8475503921508789,3007995,805768,92528,-.2212486267089844,526197,100598,.4034891128540039,14866,146863,.5002460479736328,87650,-.8191080093383789,68057,-.4904813766479492,66426,1.105500221252441,12120,.2848262786865234,24601000,1202444,932655,.6510467529296875,1126687,-.3488521575927734,2096321,30368,-.4502201080322266,1149464,-.0483989715576172,856055,.4412803649902344,1632014,1221774,.0210256576538086,235372,13988620,-.3437919616699219,20353,.7960920333862305,17493,-.2809715270996094,938092,-.1115837097167969,925407,.7293205261230469,matched (3),986345.19,.8257944,271230.28,551443.75
