period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1602c344,Y1619c792,growth1619c792,Y1679c208,growth1679c208,Y1771c600,growth1771c600,Y2011c428,growth2011c428,Y2057c222,growth2057c222,Y2115c251,growth2115c251,Y2129c586,growth2129c586,Y2136c428,growth2136c428,Y2222c124,growth2222c124,Y2318c300,growth2318c300,Y2554c688,growth2554c688,Y259c124,growth259c124,Y2714c554,Y2740c428,growth2740c428,Y2933c344,Y3004c688,growth3004c688,Y3012c642,Y3070c752,growth3070c752,Y3182c352,growth3182c352,Y319c688,Y3258c620,growth3258c620,Y3371c484,growth3371c484,Y343c208,Y3478c484,growth3478c484,Y3539c352,growth3539c352,Y3760c233,Y3829c705,growth3829c705,Y3889c152,Y3916c300,growth3916c300,Y4321c807,growth4321c807,Y4329c222,growth4329c222,Y4373c268,growth4373c268,Y4380c251,growth4380c251,Y4384c218,Y4459c124,growth4459c124,Y446c152,Y4503c152,growth4503c152,Y452c372,growth452c372,Y4545c807,Y4581c268,growth4581c268,Y4625c233,Y5039c208,growth5039c208,Y621c757,growth621c757,Y644c246,growth644c246,Y652c352,growth652c352,Y685c757,growth685c757,Y740c620,growth740c620,Y873c440,growth873c440,Y961c300,_merge,x,r2,s,sf
201602,293339,673,1296,12361771,02,1,0,0,0,0,0,0,0,0,0,0,293742,3704000,-.0205392837524414,507147,.7920703887939453,154402,.2391357421875,5630,-.2582569122314453,1018131,.1355600357055664,566857,-.3197641372680664,92768,-.7382717132568359,26379,-.372776985168457,96595,.2707681655883789,101011,-.1451139450073242,266324,.3112373352050781,8028065,.3201618194580078,1566850,2642,-.7876996994018555,417411,30801,-.3485870361328125,68732,90643,-1.866179466247559,2951,-.501976490020752,12393,235857,.4317750930786133,1061480,-.2903738021850586,918659,1107459,.1924104690551758,5195,-.382817268371582,229193,65847,-.5050134658813477,13540,232467,-.703251838684082,5131,-.8556709289550781,1394052,-.0439882278442383,73309,-.325129508972168,13265075,-.0018138885498047,417150,398151,-.2075042724609375,85718,5584,-1.596858978271484,241409,.0860023498535156,318753,6914494,.0727424621582031,863261,91517,-.7747220993041992,562447,-.3574228286743164,664954,.0484981536865234,40975,2.310301780700684,86725,-.1343250274658203,24839,-.6652851104736328,52511,.132990837097168,28323,matched (3),13288862,.819305,2315015.8,4700233.5
201603,293339,674,1296,16078154,03,0,1,0,0,0,0,0,0,0,0,0,321925,4247484,.1369132995605469,241829,-.740570068359375,36948,-1.430047988891602,37650,1.900223731994629,802734,-.2377004623413086,699682,.2105188369750977,163267,.5652856826782227,27285,.0337686538696289,45513,-.7525291442871094,27885,-1.287139892578125,357511,.2944526672363281,7996883,-.0038909912109375,736083,5431,.7205867767333984,1041438,20104,-.4266281127929688,98213,87128,-.03955078125,8367,1.042151927947998,30308,243284,.0310039520263672,367501,-1.06069278717041,895761,586204,-.6361551284790039,2987,-.5534276962280273,316183,149281,.8184967041015625,31961,497163,.7601699829101563,7506,.3804025650024414,1079925,-.2553234100341797,79507,.0811624526977539,13448085,.013702392578125,205644,538681,.3022918701171875,189208,12324,.7916431427001953,272013,.1193571090698242,349173,8282642,.1805419921875,1677179,293069,1.163883209228516,1255291,.802825927734375,681452,.0245075225830078,1093,-3.624035358428955,77220,-.116084098815918,29048,.1565341949462891,56045,.0651321411132813,71814,matched (3),24325638,.819305,2779021.5,4945286
201604,293339,675,1296,17879092,04,0,0,1,0,0,0,0,0,0,0,0,163716,2436739,-.5556659698486328,223537,-.0786542892456055,41175,.1083192825317383,7132,-1.663741111755371,868199,.0783977508544922,743875,.0612468719482422,6242,-3.264086723327637,31638,.1480216979980469,54221,.1750707626342773,52776,.6379671096801758,390049,.0871057510375977,8277863,.0345325469970703,1382826,12304,.8178014755249023,990690,20314,.0103912353515625,173419,146749,.5213451385498047,7078,-.1673040390014648,30204,249177,.0239334106445313,789290,.7644071578979492,1377199,634998,.0799531936645508,1775,-.5204687118530273,49943,58691,-.9335441589355469,17774,504462,.0145740509033203,906,-2.114418983459473,1429883,.2807016372680664,124440,.4479780197143555,12182423,-.0988426208496094,229108,309041,-.5556488037109375,67219,20019,.485133171081543,155478,-.5593452453613281,442483,7038059,-.1628293991088867,1003107,1292893,1.48422908782959,906625,-.3253936767578125,905805,.2845983505249023,1212,.1033453941345215,86351,.1117620468139648,25313,-.1376314163208008,56653,.0107898712158203,90354,matched (3),19419622,.819305,2041022.9,4571506.5
201605,293339,676,1296,17999602,05,0,0,0,1,0,0,0,0,0,0,0,392350,3609044,.3927822113037109,369061,.5013847351074219,43331,.0510368347167969,17972,.9242229461669922,1416079,.4892263412475586,604205,-.2079601287841797,127565,3.017325401306152,31144,-.0157375335693359,75359,.3291950225830078,17753,-1.089502334594727,497778,.2438821792602539,4750804,-.5552711486816406,957822,3437,-1.275325775146484,1068678,86646,1.450520515441895,48275,122890,-.177433967590332,13706,.6608419418334961,20646,367644,.3889522552490234,1056467,.2915515899658203,1609218,639566,.0071687698364258,10877,1.812849998474121,91056,98734,.5201435089111328,156026,643659,.2436771392822266,3742,1.418335914611816,1713193,.1807661056518555,226961,.6009550094604492,12371653,.0154151916503906,263064,315621,.0210676193237305,169853,8461,-.8612146377563477,135686,-.1361608505249023,334820,8384983,.17510986328125,798080,64298,-3.001109123229981,1004431,.102447509765625,801026,-.1229305267333984,5548,1.52116584777832,123441,.3573427200317383,74259,1.076240539550781,66570,.1613092422485352,47412,matched (3),18974110,.819305,2131257.8,4612500
201606,293339,677,1296,12438523,06,0,0,0,0,1,0,0,0,0,0,0,214540,5098667,.3455362319946289,278602,-.2811775207519531,60043,.3261928558349609,12857,-.3349266052246094,644587,-.7870378494262695,691458,.1348896026611328,25365,-1.615255355834961,10954,-1.044916152954102,41166,-.6046504974365234,103640,1.764369010925293,271345,-.6067628860473633,3341499,-.3518943786621094,897511,81,-3.747904777526856,990661,6376,-2.60929012298584,101959,60865,-.7026309967041016,7895,-.5516042709350586,18263,256578,-.3596830368041992,939730,-.1170921325683594,1288878,337374,-.6395978927612305,9669,-.1177253723144531,68452,49846,-.6834917068481445,76013,541305,-.1731863021850586,2539,-.3878493309020996,1279209,-.2921171188354492,111427,-.7114086151123047,13616582,.0958805084228516,664387,211752,-.3991260528564453,133223,5353,-.4578104019165039,120603,-.1178398132324219,249447,6913999,-.1928939819335938,268616,7512,-2.147026062011719,791167,-.2386674880981445,969805,.1912012100219727,43140,2.051012992858887,65660,-.6312732696533203,32145,-.8373012542724609,55858,-.1754417419433594,82486,matched (3),10577250,.819305,2476360,4781762.5
201607,293339,678,1296,21319880,07,0,0,0,0,0,1,0,0,0,0,0,544580,2694234,-.6378650665283203,333291,.1792316436767578,91481,.4210700988769531,13168,.0239019393920898,1117892,.5505905151367188,903339,.2672948837280273,55391,.7810468673706055,25258,.8354377746582031,52864,.2501096725463867,80844,-.2484016418457031,495835,.6028518676757813,6768170,.7058115005493164,1006393,12986,5.077178001403809,965106,55198,2.15838623046875,94883,275821,1.511094093322754,8691,.0960588455200195,21358,131396,-.6692171096801758,945422,.0060386657714844,794798,482125,.3570108413696289,5450,-.5733098983764648,99136,91607,.6085700988769531,114991,1000979,.614750862121582,20168,2.072327136993408,1522120,.1738624572753906,451499,1.399203300476074,15541921,.1322517395019531,808091,356505,.5209321975708008,247709,14811,1.01771354675293,130815,.0812797546386719,479375,8498996,.2063999176025391,312718,98712,2.575704574584961,798536,.0092706680297852,853744,-.1274633407592773,4029,-2.370932579040527,69592,.0581598281860352,26831,-.180699348449707,49320,-.1244831085205078,60494,matched (3),22395656,.819305,2921743.8,5026876
201608,293339,679,1296,20398600,08,0,0,0,0,0,0,1,0,0,0,0,379078,4319296,.4719781875610352,479285,.3632793426513672,39030,-.8517999649047852,16732,.2395334243774414,1213658,.0821943283081055,675590,-.2905111312866211,5769,-2.261918067932129,75119,1.089930534362793,58713,.1049385070800781,53695,-.4092016220092773,34417,-2.667692184448242,6271789,-.0761690139770508,895935,11868,-.0900259017944336,1231068,44302,-.2198972702026367,137538,115639,-.8692789077758789,9414,.0799093246459961,7486,61269,-.7629413604736328,720734,-.2713613510131836,1527060,434174,-.1047582626342773,7846,.3643884658813477,108370,67507,-.3052768707275391,107083,793160,-.2327089309692383,3186,-1.845331192016602,1748747,.1387948989868164,141354,-1.16130542755127,14999593,-.0355186462402344,905331,349055,-.0211181640625,47772,8670,-.5355014801025391,146736,.1148509979248047,419529,10775048,.2372846603393555,331850,9333,-2.358650207519531,530811,-.4083738327026367,738596,-.1448802947998047,70655,2.864291191101074,113855,.4922761917114258,44836,.513453483581543,60613,.2061796188354492,19534,matched (3),18237560,.819305,1686768.5,4424713
201609,293339,680,1296,10518573,09,0,0,0,0,0,0,0,1,0,0,0,325790,3037145,-.3521738052368164,431101,-.1059532165527344,66546,.5335626602172852,6606,-.9293451309204102,845434,-.3615446090698242,715166,.0569286346435547,36079,1.833211898803711,32681,-.8322792053222656,64002,.0862531661987305,19529,-1.011419296264648,496852,2.669741630554199,6267870,-.0006246566772461,791155,7254,-.4922933578491211,1029724,39110,-.1246509552001953,30180,78766,-.3839921951293945,6071,-.4386739730834961,11501,179238,1.073440551757813,695254,-.0359935760498047,1228952,480381,.1011343002319336,12409,.4584178924560547,49543,77158,.1336240768432617,50167,365565,-.7745809555053711,2778,-.1370348930358887,1249958,-.3357887268066406,245620,.5525178909301758,15895759,.0580291748046875,546148,259706,-.295680046081543,46687,15667,.5916881561279297,27455,-1.67608642578125,325032,7558431,-.3545694351196289,122044,2639,-1.263156414031982,800938,.4113779067993164,661734,-.1098871231079102,2185,-3.476193428039551,100027,-.129486083984375,33062,-.30462646484375,58529,-.0349864959716797,34735,matched (3),11786377,.819305,1564290.6,4379486.5
201610,293339,681,1296,17067696,10,0,0,0,0,0,0,0,0,1,0,0,315559,3147875,.0358095169067383,593087,.3189992904663086,108214,.4862174987792969,25730,1.359679222106934,1553563,.6084566116333008,730700,.0214881896972656,46179,.2468137741088867,28912,-.1225376129150391,76795,.182225227355957,178824,2.21450138092041,512131,.0302877426147461,7035200,.1154890060424805,645808,12403,.5363855361938477,994960,48152,.2079839706420898,122451,163536,.7305517196655273,11033,.5973672866821289,16363,218034,.1959362030029297,891716,.248870849609375,1614524,619011,.2535438537597656,13680,.0975131988525391,144149,85523,.1029300689697266,168835,399592,.0889997482299805,9092,1.18566370010376,1196061,-.0440769195556641,209885,-.1572256088256836,13516858,-.1621131896972656,640694,260404,.0026845932006836,75878,17851,.1305027008056641,63064,.8316020965576172,390206,8285544,.0918493270874023,306789,174660,4.192441463470459,989241,.2111539840698242,674911,.0197172164916992,22317,2.323733329772949,121897,.1977367401123047,38593,.1546859741210938,108822,.6201906204223633,36112,matched (3),17330850,.819305,1767733.5,4456206.5
201611,293339,682,1296,13796967,11,0,0,0,0,0,0,0,0,0,1,0,262550,3890805,.211888313293457,221639,-.9842910766601563,86808,-.2204122543334961,7944,-1.175240516662598,870469,-.5792741775512695,974246,.2876605987548828,7708,-1.790266036987305,66983,.8401823043823242,35150,-.7815151214599609,12898,-2.629329681396484,69045,-2.003822326660156,6496096,-.0797243118286133,840820,2793,-1.490821838378906,809582,23513,-.7168092727661133,39099,113766,-.362889289855957,18129,.4966220855712891,11254,144212,-.4133663177490234,675983,-.2769794464111328,979942,583883,-.0584220886230469,17308,.235234260559082,6599,64790,-.2776336669921875,67850,382731,-.0431118011474609,3823,-.8663597106933594,1342426,.1154451370239258,325845,.4398612976074219,11347695,-.1749229431152344,446985,318789,.2022953033447266,0,3069,-1.760707855224609,13850,-1.515865325927734,667778,7683535,-.0754327774047852,53293,54072,-1.172524452209473,888778,-.1070899963378906,626833,-.0739011764526367,3534,-1.842918395996094,46300,-.9680347442626953,49783,.2546024322509766,56640,-.6529979705810547,35714,matched (3),9748435,.819305,1578370.4,4384535
201612,293339,683,1296,26756336,12,0,0,0,0,0,0,0,0,0,0,1,268374,3004531,-.2584943771362305,722824,1.18211555480957,105288,.1930007934570313,13517,.5315313339233398,2184694,.9201993942260742,719812,-.3026742935180664,16977,.7896003723144531,12616,-1.669472694396973,94178,.9855623245239258,57146,1.488536834716797,325624,1.550985336303711,7474270,.1402645111083984,923944,8235,1.081276893615723,1097778,54777,.8457174301147461,28817,64927,-.5608806610107422,23534,.2609329223632813,20134,154987,.072056770324707,638928,-.0563764572143555,0,696484,.1763439178466797,5079,-1.226055145263672,54699,78747,.1950883865356445,20175,513992,.2948760986328125,6203,.4839973449707031,1449479,.076725959777832,249447,-.2671747207641602,12565466,.1019363403320313,260931,306358,-.0397758483886719,203913,13764,1.500704765319824,31290,.8150138854980469,497605,10997590,.3585958480834961,994253,763129,2.647109985351563,1166277,.271723747253418,398524,-.4529123306274414,704,-1.613407611846924,63040,.3086280822753906,17515,-1.044615745544434,98854,.5569286346435547,49024,matched (3),21982704,.819305,1999239.4,4553005
201701,293339,684,1296,37965848,01,0,0,0,0,0,0,0,0,0,0,0,385868,4161507,.3257551193237305,171710,-1.437358856201172,190811,.5945835113525391,20307,.407017707824707,1902346,-.1383886337280273,756746,.0500383377075195,279010,2.799388885498047,11309,-.1093673706054688,60238,-.4468832015991211,87674,.4280166625976563,688121,.7482213973999023,6624982,-.1206188201904297,1075905,2680,-1.122576713562012,853370,54601,-.0032186508178711,30110,491771,2.024749755859375,13589,-.5491857528686523,25245,385135,.910252571105957,784782,.2056140899658203,1187604,1051481,.4119100570678711,13887,1.005839347839356,91873,133574,.5284156799316406,249083,932767,.595947265625,10974,.57049560546875,1532574,.0557441711425781,35853,-1.9398193359375,13005569,.0344257354736328,559989,297312,-.0299720764160156,386573,59591,1.465448379516602,87227,1.025215148925781,597565,6493213,-.5269184112548828,845563,708374,-.0744543075561523,1210486,.037205696105957,612914,.4304571151733398,42378,4.097606182098389,48489,-.2624330520629883,27950,.4673595428466797,56274,-.563410758972168,40836,matched (3),34301696,.819305,2549186.3,4819880.5
201702,293339,685,1296,26054460,02,1,0,0,0,0,0,0,0,0,0,0,498371,4091828,-.0168848037719727,359863,.7399168014526367,114144,-.5138225555419922,12572,-.4794940948486328,1211195,-.4514799118041992,592783,-.2441997528076172,83491,-1.206509590148926,28453,.9226551055908203,102467,.5312376022338867,63443,-.3234834671020508,601516,-.1345119476318359,8301586,.2255992889404297,1106202,5385,.6978006362915039,450741,45587,-.1804294586181641,23458,129509,-1.334262847900391,13461,-.0094633102416992,31247,65077,-1.778022766113281,573896,-.312957763671875,1028540,940297,-.1117591857910156,12584,-.0985269546508789,106463,193099,.3685474395751953,167857,563250,-.5044317245483398,2864,-1.343308925628662,1425557,-.0723857879638672,265332,2.001554489135742,11744845,-.1019630432128906,425967,246020,-.1893692016601563,52,6130,-2.274310111999512,74230,-.1613454818725586,666215,6364651,-.0199975967407227,1115247,74773,-2.248516082763672,1183255,-.0227527618408203,574885,-.0640544891357422,5032,-2.13081169128418,128693,.9760932922363281,18737,-.3999166488647461,278503,1.59919548034668,86163,matched (3),28250944,.819305,2221701,4654981.5
201703,293339,686,1296,18967994,03,0,1,0,0,0,0,0,0,0,0,0,340824,6392261,.4460964202880859,257608,-.334284782409668,42336,-.9918231964111328,11458,-.0927839279174805,1821880,.4082612991333008,532815,-.106654167175293,7044,-2.472561836242676,22292,-.2440261840820313,75885,-.3003215789794922,42462,-.4015331268310547,609589,.0133323669433594,9130582,.0951824188232422,946191,12843,.8691816329956055,718544,22064,-.7256755828857422,22977,58072,-.8020668029785156,10729,-.2268466949462891,40521,215821,1.198878288269043,1044964,.5992898941040039,988950,502365,-.6268692016601563,3943,-1.160484313964844,49868,119196,-.4824342727661133,16862,675585,.1818552017211914,8607,1.100356578826904,1785274,.2250089645385742,492781,.6190834045410156,11609740,-.0115699768066406,210308,433831,.5672426223754883,260552,15676,.9389362335205078,63594,-.1546497344970703,861299,8854812,.3302011489868164,913447,268775,1.279417991638184,1340836,.1250238418579102,641203,.1091756820678711,2946,-.5353693962097168,42992,-1.096416473388672,17053,-.0941743850708008,59560,-1.542444229125977,81536,matched (3),25205674,.819305,2041296.3,4571628.5
201704,293339,687,1296,24391780,04,0,0,1,0,0,0,0,0,0,0,0,374305,3785869,-.5238132476806641,131344,-.673619270324707,21845,-.6616659164428711,14745,.2522163391113281,1883659,.0333471298217773,586382,.0957975387573242,14685,.734649658203125,40101,.5871734619140625,95548,.2304096221923828,11980,-1.26537036895752,472929,-.2538394927978516,9016367,-.0125885009765625,1009682,6087,-.74664306640625,791922,26635,.1882791519165039,29010,170087,1.074626922607422,3267,-1.189078330993652,60171,157432,-.315455436706543,1529128,.3807153701782227,1000319,1143018,.8221006393432617,17352,1.481765747070313,248331,94655,-.2305307388305664,118578,682219,.0097723007202148,3689,-.8472204208374023,1309819,-.3096828460693359,290679,-.5278453826904297,12022517,.0349369049072266,372435,331504,-.2690153121948242,74344,20051,.2461481094360352,55350,-.1388425827026367,802312,7724612,-.1365489959716797,695380,149368,-.5874614715576172,956977,-.3372688293457031,477983,-.2937707901000977,56817,2.959387302398682,106367,.9058818817138672,4631,-1.303553581237793,54184,-.0945987701416016,29069,matched (3),18759672,.819305,2619689,4857537
201705,293339,688,1296,25602200,05,0,0,0,1,0,0,0,0,0,0,0,231429,4535714,.1807069778442383,139135,.0576248168945313,47071,.7676858901977539,13089,-.1191320419311523,2076922,.0976705551147461,547634,-.068364143371582,24658,.518275260925293,25179,-.4653911590576172,45219,-.7481117248535156,22390,.6253757476806641,780525,.5010213851928711,4376708,-.7227439880371094,1084026,13369,.7867832183837891,994200,44615,.5158443450927734,37713,328515,.6582727432250977,6048,.6158561706542969,66455,157664,.0014724731445313,1482985,-.0306415557861328,1590011,629787,-.5960454940795898,15173,-.134190559387207,155345,184243,.6660175323486328,47235,767216,.1174173355102539,9143,.9076328277587891,1565765,.1784858703613281,883747,1.111950874328613,14785696,.206878662109375,479193,432720,.2664508819580078,237050,3828,-1.655936241149902,130740,.8595342636108398,878156,8678988,.1164932250976563,427793,712909,1.56294059753418,1148108,.1820907592773438,771636,.478938102722168,9962,-1.741057395935059,73773,-.3659029006958008,25000,1.686102867126465,59051,.0860157012939453,94983,matched (3),25736384,.819305,2584598.5,4838703
201706,293339,689,1296,19991482,06,0,0,0,0,1,0,0,0,0,0,0,482680,4247588,-.0656309127807617,470787,1.218961715698242,81090,.5439023971557617,9687,-.3009872436523438,874378,-.8651294708251953,362033,-.4138717651367188,50982,.7263708114624023,16280,-.4360723495483398,107380,.8648567199707031,11121,-.6997795104980469,594049,-.273005485534668,3281528,-.2879877090454102,1064602,2233,-1.78959321975708,724470,67727,.417414665222168,24048,165248,-.6871356964111328,4187,-.3677434921264648,42660,202716,.2513399124145508,752721,-.6781167984008789,1498615,497223,-.2363433837890625,4593,-1.19498348236084,96768,131763,-.3352508544921875,116237,712701,-.0737066268920898,6963,-.2723779678344727,1257048,-.219609260559082,77600,-2.432602882385254,15378781,.0393295288085938,908811,375620,-.1415128707885742,104268,80615,3.047341346740723,25308,-1.64208984375,864129,6117233,-.3497953414916992,381598,180506,-1.373589515686035,1138666,-.0082578659057617,657315,-.1603498458862305,7629,-.2668209075927734,29801,-.9064502716064453,8563,-1.07142448425293,64397,.0866661071777344,50646,matched (3),25628182,.819305,2615061.3,4855043
201707,293339,690,1296,27835372,07,0,0,0,0,0,1,0,0,0,0,0,486906,4236291,-.0026626586914063,159422,-1.082851409912109,63661,-.2419881820678711,23636,.8919858932495117,847282,-.0314788818359375,125928,-1.056025505065918,78071,.4261465072631836,22920,.3420724868774414,23662,-1.512503623962402,23741,.7583684921264648,433159,-.31585693359375,8070172,.8998661041259766,769515,6380,1.049822330474854,767864,45364,-.4007663726806641,36120,685954,1.42336368560791,13023,1.134732246398926,44186,125569,-.4789505004882813,831299,.0992946624755859,618460,946448,.6436777114868164,14612,1.157309532165527,163486,182983,.3283882141113281,79076,1015465,.3540401458740234,13633,.6718826293945313,1593095,.236912727355957,119244,.4296035766601563,16178034,.0506649017333984,433975,367957,-.0206117630004883,184841,27024,-1.092959403991699,58051,.8302011489868164,1023438,10809490,.5693140029907227,128360,1055062,1.765590667724609,1041047,-.089630126953125,485200,-.3036022186279297,17182,.8119049072265625,101479,1.225309371948242,32731,1.340871810913086,81021,.2296409606933594,50750,matched (3),24107288,.819305,1988158.9,4548150.5
201708,293339,691,1296,30984946,08,0,0,0,0,0,0,1,0,0,0,0,1142119,4074299,-.0389900207519531,242814,.420741081237793,116392,.6033916473388672,20976,-.1193914413452148,831093,-.019291877746582,188731,.4046125411987305,46638,-.5152034759521484,43303,.6362113952636719,64750,1.006663322448731,55849,.8554477691650391,600293,.3263130187988281,6896949,-.1570959091186523,734885,9338,.3809242248535156,849204,41417,-.0910272598266602,61602,65903,-2.342626571655273,18337,.3422040939331055,20816,367554,1.074014663696289,1204471,.3708057403564453,1000986,216029,-1.477303504943848,10532,-.3274250030517578,106276,109718,-.511479377746582,434633,357122,-1.045024871826172,6918,-.6783666610717773,1556638,-.0231504440307617,342120,1.053990364074707,13131956,-.2086048126220703,742748,347799,-.0563411712646484,68969,21152,-.244990348815918,19256,-1.103499412536621,526728,5892569,-.6067314147949219,221039,67796,-2.744852066040039,1142166,.0926990509033203,653722,.2981204986572266,12154,-.3462038040161133,73005,-.3293237686157227,2057,-2.767074108123779,57126,-.3494491577148438,39604,matched (3),28697660,.819305,2613588,4854249.5
201709,293339,692,1296,33670536,09,0,0,0,0,0,0,0,1,0,0,0,876875,4115108,.0099668502807617,412062,.5288782119750977,124400,.0665388107299805,32485,.4373989105224609,844388,.0158700942993164,359741,.6450614929199219,147519,1.151541709899902,29428,-.3862752914428711,176222,1.001211166381836,117993,.7479743957519531,611217,.0180339813232422,7717604,.1124248504638672,885245,11175,.1795864105224609,968040,51990,.2273597717285156,40128,175583,.9799270629882813,24086,.272709846496582,17643,271907,-.3014106750488281,2048359,.5309991836547852,835513,363978,.5216808319091797,22699,.7679023742675781,114651,143682,.269688606262207,113833,690690,.6596136093139648,5858,-.1663179397583008,1552682,-.0025444030761719,292423,-.1569604873657227,13990540,.0633316040039063,746912,446727,.2503223419189453,121497,61637,1.069527626037598,22303,.1468992233276367,596294,8110202,.3194303512573242,370711,554760,2.102032661437988,830955,-.3181056976318359,467247,-.3358240127563477,4186,-1.065913200378418,86325,.1675910949707031,94110,3.823215961456299,97874,.538421630859375,39473,matched (3),35513012,.819305,2070547.8,4584764
201710,293339,693,1296,20435942,10,0,0,0,0,0,0,0,0,1,0,0,636372,3965122,-.0371284484863281,141511,-1.068796157836914,66452,-.6270227432250977,16162,-.698115348815918,1401864,.5069465637207031,275413,-.2671127319335938,110443,-.2894573211669922,20385,-.3671464920043945,42429,-1.42391300201416,39562,-1.092756271362305,998930,.4912328720092773,7680013,-.0048828125,600090,5593,-.6921625137329102,719565,60109,.1451082229614258,38808,102466,-.5385799407958984,10710,-.8104524612426758,27751,261364,-.039546012878418,1181877,-.5499353408813477,1338870,1343025,1.305586814880371,16498,-.3190813064575195,100060,87452,-.4965124130249023,57797,533085,-.2590103149414063,20272,1.241432189941406,1398813,-.1043596267700195,200218,-.3787946701049805,13506999,-.0351734161376953,477835,353108,-.235173225402832,0,11401,-1.68756103515625,22937,.0280294418334961,537585,6720937,-.1878948211669922,316964,102464,-1.689023971557617,610279,-.308659553527832,413179,-.1229772567749023,44309,2.359442710876465,143764,.5100536346435547,25911,-1.289796829223633,97204,-.0068693161010742,38670,matched (3),22888808,.819305,2026351.6,4564975
201711,293339,694,1296,22016212,11,0,0,0,0,0,0,0,0,0,1,0,72892,4723342,.1749792098999023,204892,.3701047897338867,101290,.4215078353881836,12352,-.2688446044921875,1421397,.0138368606567383,323210,.1600303649902344,89710,-.2079172134399414,40443,.685093879699707,57637,.3063325881958008,29038,-.3092641830444336,568449,-.5637731552124023,7413891,-.0352659225463867,840607,3876,-.3667125701904297,746116,46958,-.2469062805175781,42753,345650,1.215895652770996,28528,.9797077178955078,28623,312449,.17852783203125,803397,-.3860101699829102,898899,503063,-.9819650650024414,34893,.7490463256835938,121177,160213,.6054143905639648,86350,577315,.0797080993652344,14677,-.3229589462280273,1440918,.0296564102172852,69708,-1.055091857910156,13394218,-.0083847045898438,671164,365699,.0350360870361328,92346,33267,1.070864677429199,25324,.0990018844604492,554502,7689263,.1345968246459961,143967,119773,.1560869216918945,695802,.1311492919921875,582414,.3433008193969727,6168,-1.971813201904297,191124,.2847499847412109,73070,1.036749839782715,100723,.0355625152587891,61488,matched (3),25071778,.819305,2179543.8,4635009
201712,293339,695,1296,32763788,12,0,0,0,0,0,0,0,0,0,0,1,647016,3355862,-.3418073654174805,266939,.2645378112792969,190918,.6338567733764648,17137,.3274211883544922,1141162,-.2195930480957031,340010,.0506734848022461,47479,-.6362953186035156,40404,-.0009651184082031,29645,-.6648712158203125,3251,-2.189642906188965,618547,.0844621658325195,7247675,-.022674560546875,907150,7450,.6534099578857422,782651,53874,.137394905090332,16569,27385,-2.535431861877441,40987,.3623685836791992,32063,214958,-.3739986419677734,1002616,.2215185165405273,1001159,1024012,.7107686996459961,2957,-2.46811056137085,53822,221230,.3226985931396484,124290,1220833,.7489004135131836,4616,-1.156753540039063,1984395,.3200340270996094,119533,.5392780303955078,13816878,.03106689453125,637759,319665,-.1345367431640625,104186,1912,-2.85641622543335,37270,.3864355087280273,493843,7206669,-.0648174285888672,303442,2146262,2.885884284973145,715525,.0279512405395508,782188,.2949132919311523,3562,-.5490522384643555,99638,-.6513786315917969,4960,-2.690011978149414,107432,.0644845962524414,79451,matched (3),33174302,.819305,2394503,4739888
201801,293339,696,1296,40074280,01,0,0,0,0,0,0,0,0,0,0,0,407015,5721496,.5335216522216797,316276,.1695947647094727,166320,-.1379299163818359,17445,.0178136825561523,734741,-.4402837753295898,556009,.4918088912963867,126697,.981511116027832,45145,.1109514236450195,54614,.610997200012207,59941,2.914398193359375,957353,.4367990493774414,8240492,.1283798217773438,1081506,11110,.399632453918457,844179,78652,.3783845901489258,51679,234504,2.147477149963379,15442,-.9761638641357422,17526,249385,.148554801940918,1538069,.4279155731201172,937567,1361760,.2850494384765625,15033,1.626072406768799,218547,174316,-.2383327484130859,293018,683853,-.5795459747314453,6633,.3625288009643555,1566626,-.2363901138305664,339811,1.044796943664551,17222820,.2203445434570313,843869,421390,.2762851715087891,319985,9221,1.573334217071533,61458,.5001659393310547,597586,4946089,-.3764104843139648,1861407,661471,-1.177016258239746,770072,.0734672546386719,1027327,.2726211547851563,44050,2.515003204345703,121763,.2005329132080078,40274,2.094300270080566,113907,.0585241317749023,113809,matched (3),39442316,.819305,2792597,4952928
201802,293339,697,1296,37690300,02,1,0,0,0,0,0,0,0,0,0,0,274739,5440629,-.0503358840942383,317627,.0042629241943359,49808,-1.205738067626953,27673,.4614038467407227,973376,.2812519073486328,306582,-.5952987670898438,6312,-2.999345779418945,25389,-.5755634307861328,15829,-1.238447189331055,49998,-.1813774108886719,853293,-.1150693893432617,7955357,-.0352153778076172,1220254,3443,-1.171503067016602,533605,34494,-.8242473602294922,60963,234802,.0012702941894531,6968,-.7957620620727539,18455,208649,-.1783447265625,1084428,-.3494749069213867,845877,1267478,-.0717487335205078,9927,-.4149894714355469,608,142760,-.1997051239013672,91916,602345,-.1269121170043945,13575,.7161731719970703,1366097,-.1369667053222656,48639,-1.943964004516602,12441702,-.3251800537109375,837269,433937,.0293407440185547,52596,17151,.6205730438232422,24260,-.9295253753662109,496490,5509664,.1079072952270508,1367092,8842,-4.314952850341797,546630,-.3427114486694336,787248,-.2661724090576172,7766,-1.735569953918457,122809,.0085535049438477,5333,-2.021792411804199,99091,-.1393442153930664,27584,matched (3),35661768,.819305,2408964.8,4747210.5
