period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1112c757,growth1112c757,Y1232c484,growth1232c484,Y1439c826,growth1439c826,Y1447c440,growth1447c440,Y1627c428,growth1627c428,Y1651c372,growth1651c372,Y1680c616,growth1680c616,Y1682c484,growth1682c484,Y1725c440,growth1725c440,Y1756c251,growth1756c251,Y191c642,Y1956c208,growth1956c208,Y1998c752,growth1998c752,Y2081c124,growth2081c124,Y2105c300,growth2105c300,Y2128c191,growth2128c191,Y2206c191,growth2206c191,Y2337c36,Y2361c152,growth2361c152,Y2425c484,growth2425c484,Y2560c586,growth2560c586,Y2636c807,growth2636c807,Y2925c222,growth2925c222,Y3117c703,growth3117c703,Y3131c191,growth3131c191,Y3176c251,growth3176c251,Y3218c381,Y3312c208,growth3312c208,Y3546c372,growth3546c372,Y3574c381,Y3752c428,growth3752c428,Y3754c124,growth3754c124,Y3828c554,Y3833c620,growth3833c620,Y4022c826,growth4022c826,Y4027c688,growth4027c688,Y4039c218,Y4138c68,growth4138c68,Y4318c203,Y4447c381,Y4614c36,Y4992c376,Y5014c348,growth5014c348,Y57c484,Y665c705,growth665c705,Y666c381,Y711c344,Y752c348,growth752c348,Y767c233,Y885c300,growth885c300,_merge,x,r2,s,sf
201311,841290,646,3831,30970504,11,0,0,0,0,0,0,0,0,0,1,0,995641,.3864879608154297,192035,-.9434604644775391,462460,.5439624786376953,1250361,-.342921257019043,167165,.0868253707885742,6033241,.0549907684326172,32120278,-.2991065979003906,29563924,-.093353271484375,2292051,-.1889162063598633,2213811,-.4038963317871094,1173152,2336427,.0942974090576172,4398721,-.5275774002075195,1242237,.0747623443603516,2977859,.0692882537841797,375618,.388615608215332,112255,1.760927200317383,26074,350399,.0907983779907227,203995,-.1066780090332031,24897,.3441247940063477,2606461,.1264524459838867,145163,.1010503768920898,2169714,.0183038711547852,361200,.1525049209594727,7272808,-.0796470642089844,11327672,147511,-.0814895629882813,205737,.0560178756713867,419918,29287,-.3587150573730469,8981764,-.076080322265625,321013,139766,-.3165721893310547,2013015,.0684356689453125,196449,1.054942131042481,5106057,56623,2.201756477355957,2071642,9992450,52019388,417000,252778,.1003885269165039,20247372,3190775,.2061405181884766,10954860,5199163,224395,-.6473684310913086,227487,103129,.2565317153930664,matched (3),24074134,.90652418,4464394,8567089
201312,841290,647,3831,26053436,12,0,0,0,0,0,0,0,0,0,0,1,523,-7.551560401916504,166153,-.1447687149047852,332693,-.3293399810791016,1019700,-.2039241790771484,96220,-.5523433685302734,5862494,-.0287094116210938,34118552,.0603542327880859,28153540,-.0488815307617188,1114850,-.7207269668579102,2879328,.2628421783447266,1132578,1457219,-.4720926284790039,4337979,-.0139055252075195,932595,-.2866973876953125,2458761,-.1915473937988281,365292,-.0278749465942383,66588,-.5222492218017578,15729,336058,-.0417881011962891,21446,-2.252557754516602,16184,-.4307241439819336,1926368,-.3023576736450195,103122,-.341944694519043,1122135,-.65936279296875,358014,-.0088596343994141,5571236,-.2665252685546875,16136937,86310,-.5359573364257813,137376,-.4038772583007813,205592,45074,.4311618804931641,8767886,-.0240993499755859,226131,80547,-.5511283874511719,7373596,1.298272132873535,78960,-.9114618301391602,2827262,21116,-.986384391784668,1847349,7113052,43278220,346000,94646,-.9823675155639648,17142996,3007110,-.0592851638793945,10754312,5292366,82760,-.9974632263183594,107469,76599,-.2973966598510742,matched (3),31416188,.90652418,4774811,8732870
201401,841290,648,3831,42232308,01,0,0,0,0,0,0,0,0,0,0,0,412795,6.671124458312988,264731,.4658050537109375,442191,.2845220565795898,1200046,.1628513336181641,100714,.0456476211547852,4906176,-.1780805587768555,35670392,.0444793701171875,31309950,.1062641143798828,1636859,.384058952331543,3636977,.2335958480834961,1397893,2263018,.4401693344116211,4838751,.109248161315918,1003049,.0728282928466797,3341793,.3068504333496094,118918,-1.122262954711914,16061,-1.422130584716797,22535,335691,-.0010929107666016,36667,.5363388061523438,9006,-.5861320495605469,2718633,.3444929122924805,75126,-.3167457580566406,1349404,.1844301223754883,548219,.4261026382446289,5742228,.0302305221557617,12056282,213140,.9040040969848633,173951,.2360525131225586,367537,51647,.1361265182495117,10295113,.1605739593505859,291868,124628,.4364919662475586,2372933,-1.133779525756836,67954,-.1501102447509766,4916707,48423,.8299436569213867,2198063,12952606,46782076,424000,260586,1.012788772583008,18758400,2349266,-.2468757629394531,12919592,4480619,275401,1.20228385925293,146452,149092,.665980339050293,matched (3),42062188,.90652418,3548569.5,8127517.5
201402,841290,649,3831,42974952,02,1,0,0,0,0,0,0,0,0,0,0,521750,.2342376708984375,331579,.2251520156860352,475565,.0727615356445313,2001131,.5113525390625,197961,.6757850646972656,5891598,.1830329895019531,38281528,.0706462860107422,27608916,-.1257972717285156,1997714,.1992244720458984,3668974,.008758544921875,1457360,2649704,.1577491760253906,4370738,-.1017246246337891,1080527,.0744047164916992,3436615,.0279788970947266,270912,.823359489440918,39606,.9025869369506836,42164,269541,-.2194709777832031,90062,.8986215591430664,16865,.627349853515625,3090451,.1281881332397461,121532,.4810104370117188,1440368,.0652360916137695,558569,.0187034606933594,8128859,.3475732803344727,13057149,276922,.2617864608764648,299628,.5437679290771484,346084,60847,.1639308929443359,8315082,-.2135992050170898,270536,124969,.0027322769165039,4244857,.5815820693969727,71711,.0538139343261719,4735391,35918,-.298736572265625,2461019,12577087,49722140,327000,216472,-.1854715347290039,19649404,2739680,.1537380218505859,13313757,8080364,330761,.1831674575805664,84735,167657,.1173563003540039,matched (3),41325632,.90652418,4055359.5,8361228
201403,841290,650,3831,28584488,03,0,1,0,0,0,0,0,0,0,0,0,1127911,.7709341049194336,473620,.3565397262573242,219656,-.7724409103393555,1668196,-.1819696426391602,149269,-.2823200225830078,5656365,-.040745735168457,39578720,.0333251953125,27460526,-.0053901672363281,2716264,.3072538375854492,3127043,-.1598234176635742,1455922,2310729,-.1368856430053711,4416987,.0105257034301758,1218182,.1199102401733398,2772475,-.2147464752197266,203067,-.2882575988769531,39407,-.0050373077392578,24985,159541,-.5244197845458984,25459,-1.263428688049316,20507,.1955251693725586,3883983,.2285442352294922,113405,-.0692119598388672,1890071,.2717151641845703,909284,.4872798919677734,7857914,-.033900260925293,16854484,133159,-.7321920394897461,100231,-1.095064163208008,444447,58422,-.0406703948974609,7910850,-.049835205078125,0,113200,-.0989093780517578,2376851,-.5799322128295898,58808,-.1983671188354492,3425024,18815,-.6465835571289063,1997329,11380810,49465584,416000,401558,.6178913116455078,19600922,3379407,.2098588943481445,19846350,4011241,524161,.4604024887084961,188556,148012,-.1246271133422852,matched (3),38269792,.90652418,3884095.3,8279516.5
201404,841290,651,3831,44073216,04,0,0,1,0,0,0,0,0,0,0,0,1559684,.3241157531738281,176594,-.9865522384643555,417905,.6431913375854492,2123323,.2412395477294922,203171,.3082981109619141,5954757,.0514087677001953,42825592,.0788440704345703,28907318,.0513458251953125,3006072,.1013765335083008,3493533,.1108255386352539,1473127,2612899,.1228971481323242,2864079,-.4332103729248047,1878389,.4330549240112305,3303459,.1752300262451172,493734,.8884611129760742,159005,1.394992828369141,28015,294587,.6132736206054688,51870,.7116708755493164,8634,-.8650579452514648,3235580,-.1826534271240234,70424,-.4764308929443359,2087119,.0991706848144531,794476,-.1349754333496094,9272649,.1655483245849609,17767008,139527,.0467138290405273,100251,.0001993179321289,626815,63741,.0871353149414063,10280513,.2620153427124023,502932,236157,.7353410720825195,2618953,.0969982147216797,171544,1.070562362670898,4510809,18663,-.0081119537353516,2035466,15031413,53616672,148000,350238,-.1367397308349609,20388354,3870954,.1358003616333008,18713688,6658220,640417,.2003211975097656,255645,191550,.2578554153442383,matched (3),41620440,.90652418,3179811,7973418
201405,841290,652,3831,49876396,05,0,0,0,1,0,0,0,0,0,0,0,101255,-2.734596252441406,358485,.708033561706543,484773,.1484270095825195,2288578,.0749483108520508,233114,.1374788284301758,5600725,-.0612945556640625,43443248,.0143184661865234,32963144,.1312942504882813,3003502,-.0008544921875,3727244,.0647554397583008,1402751,2808246,.0721006393432617,2445677,-.1579256057739258,1546724,-.19427490234375,3962958,.1820201873779297,312795,-.4564495086669922,284729,.5826015472412109,34251,464161,.4546575546264648,207635,1.387041091918945,134001,2.742138862609863,3971432,.2049188613891602,73223,.038975715637207,2089507,.0011434555053711,894366,.1184329986572266,5455479,-.5304489135742188,17804640,226016,.4823484420776367,245591,.8959903717041016,890835,207220,1.178953170776367,11552462,.1166477203369141,652092,376832,.4673023223876953,3645773,.3307943344116211,515122,1.099563598632813,3821244,76189,1.406674385070801,2912562,19584424,57532572,577000,835368,.8692598342895508,25166480,3927896,.0146036148071289,22638240,8263653,455740,-.3401975631713867,122240,250923,.2699975967407227,matched (3),51696532,.90652418,6062071,9498047
201406,841290,653,3831,34976676,06,0,0,0,0,1,0,0,0,0,0,0,3017,-3.513379096984863,291729,-.2060613632202148,227814,-.7551517486572266,1922271,-.1744232177734375,226812,-.0274057388305664,6065865,.0797815322875977,42530196,-.021240234375,30688418,-.0715045928955078,2591671,-.1474761962890625,3715016,-.0032863616943359,1237345,2879693,.0251235961914063,2297804,-.0623674392700195,1590881,.0281486511230469,3457958,-.1363124847412109,255408,-.2026853561401367,248472,-.1362075805664063,22918,327508,-.348719596862793,121038,-.5396766662597656,30547,-1.478580474853516,3707680,-.068720817565918,68125,-.0721654891967773,1998066,-.0447483062744141,774203,-.1442813873291016,4843608,-.1189603805541992,11821505,104934,-.7672748565673828,140623,-.5575847625732422,456266,119134,-.5535316467285156,10434003,-.1018295288085938,533372,276165,-.3108005523681641,2536116,-.3629350662231445,158347,-1.179615020751953,4706959,50407,-.4130868911743164,2584191,16523907,52619456,241000,917041,.0932798385620117,25794308,3592023,-.0893888473510742,23118788,6244976,608329,.2887935638427734,105905,99795,-.922027587890625,matched (3),38533444,.90652418,4637028,8658304
201407,841290,654,3831,52334116,07,0,0,0,0,0,1,0,0,0,0,0,2028354,6.510717391967773,363427,.219752311706543,539692,.8624696731567383,2060713,.069544792175293,253189,.1100149154663086,5444882,-.108001708984375,49317432,.1480636596679688,33116608,.0761508941650391,3147441,.1942863464355469,3775977,.0162763595581055,1309642,2024866,-.3521804809570313,1430024,-.4742631912231445,2005195,.2314529418945313,3885720,.1166305541992188,624338,.893829345703125,448576,.5907478332519531,27870,318784,-.0269985198974609,57170,-.7500753402709961,26760,-.1323585510253906,2438866,-.4188728332519531,74681,.0918807983398438,1551446,-.2529926300048828,755333,-.0246753692626953,6975350,.3647222518920898,19779794,177800,.5273275375366211,169771,.1883678436279297,412139,152021,.243769645690918,11138620,.0653495788574219,766016,171588,-.4759025573730469,4007526,.4575405120849609,110365,-.3609952926635742,5130030,7621,-1.889223098754883,2808549,15587732,56326880,433000,676875,-.3036661148071289,30221436,4204924,.1575412750244141,18800012,7087813,711349,.1564474105834961,306995,104552,.0465660095214844,matched (3),48960868,.90652418,3771669.3,8227374
201408,841290,655,3831,38248108,08,0,0,0,0,0,0,1,0,0,0,0,997,-7.617984771728516,104925,-1.242332458496094,374402,-.3656692504882813,1239779,-.5081186294555664,279528,.0989656448364258,4905312,-.1043567657470703,41777976,-.1659088134765625,31737930,-.0425224304199219,2803403,-.1157550811767578,2633697,-.3602705001831055,1151043,2807674,.3268527984619141,2134674,.4006233215332031,936887,-.7609338760375977,3006321,-.256591796875,255908,-.8918743133544922,89740,-1.609161376953125,24080,241476,-.2777433395385742,50153,-.130950927734375,25599,-.0443544387817383,1680131,-.3726615905761719,72060,-.0357265472412109,1690589,.0858898162841797,368361,-.7180948257446289,4945409,-.3439226150512695,8875840,81198,-.7837686538696289,140485,-.1893501281738281,103001,47028,-1.173275947570801,10179440,-.0900478363037109,513425,163331,-.0493173599243164,1703784,-.8553228378295898,72291,-.4230937957763672,3692890,49032,1.861565589904785,3116632,10956779,50189128,342000,583588,-.1482906341552734,26438370,3057460,-.3186721801757813,16896760,4959140,594419,-.1795787811279297,281547,93641,-.1102161407470703,matched (3),43205448,.90652418,4195147.5,8429915
201409,841290,656,3831,44707360,09,0,0,0,0,0,0,0,1,0,0,0,1610426,7.387258529663086,231950,.7932758331298828,485004,.2588272094726563,1625139,.2706594467163086,276285,-.0116691589355469,5437738,.1030445098876953,44056472,.0531024932861328,32686542,.029449462890625,3244786,.1462154388427734,3237349,.2063655853271484,1191546,2231236,-.2298011779785156,2643602,.2138280868530273,1413678,.4113874435424805,3257348,.0801963806152344,341232,.287745475769043,105007,.1571102142333984,23610,483104,.6934614181518555,194521,1.355461120605469,22331,-.1365776062011719,2356308,.3382244110107422,104430,.3710184097290039,2123742,.2281026840209961,562123,.4226570129394531,5747801,.1503582000732422,11871148,248788,1.119710922241211,293802,.7378053665161133,235063,57351,.1984472274780273,11704302,.1395854949951172,533941,64108,-.9352102279663086,2818905,.5034971237182617,145963,.7026538848876953,3778776,85697,.558344841003418,1860151,17161936,50097936,261000,192350,-1.109878540039063,27738864,2381859,-.2497034072875977,15078417,4633953,539571,-.0968103408813477,328323,170327,.5982513427734375,matched (3),49627976,.90652418,3988135.5,8328830.5
201410,841290,657,3831,46842412,10,0,0,0,0,0,0,0,0,1,0,0,657221,-.8962335586547852,228699,-.0141143798828125,494099,.0185785293579102,1736967,.0665473937988281,259206,-.0638093948364258,5000761,-.0837736129760742,46810204,.0606288909912109,37914228,.1483631134033203,3094611,-.0473880767822266,3207206,-.0093545913696289,1220765,2540982,.1299953460693359,2616167,-.010432243347168,2334645,.5016651153564453,2838659,-.1375818252563477,246120,-.3267440795898438,17839,-1.772639274597168,43775,331435,-.3767995834350586,37000,-1.659622192382813,32799,.3844223022460938,2743170,.1520185470581055,130864,.2256412506103516,2435132,.1368207931518555,391633,-.3613958358764648,6915855,.1849985122680664,10094488,370780,.3990077972412109,163147,-.5882539749145508,486954,72411,.2331676483154297,12647270,.077484130859375,563206,244794,1.339848518371582,3343958,.170806884765625,274019,.6298446655273438,6426867,73844,-.1488628387451172,1899239,11377263,52464444,193000,276381,.3624629974365234,29020116,2825246,.1707143783569336,15435573,10958308,415179,-.2620639801025391,315771,125772,-.3032493591308594,matched (3),41359476,.90652418,4020033,8344151
201411,841290,658,3831,33433940,11,0,0,0,0,0,0,0,0,0,1,0,476063,-.3224706649780273,204386,-.112396240234375,358614,-.3204889297485352,1149150,-.4131183624267578,140754,-.6106100082397461,4727690,-.0561532974243164,38723200,-.1896629333496094,35926552,-.0538482666015625,2265032,-.31207275390625,2468516,-.2617826461791992,1011282,1956204,-.2615451812744141,1841427,-.3511695861816406,1205371,-.66107177734375,2589177,-.0919914245605469,210476,-.1564474105834961,34677,.6646890640258789,42185,424667,.2478733062744141,36865,-.0036554336547852,8567,-1.342480659484863,2699357,-.0161008834838867,145220,.1040916442871094,1662833,-.3814773559570313,310197,-.2331171035766602,3018574,-.8290319442749023,6978774,193632,-.6496496200561523,261350,.4712085723876953,638551,57140,-.2368535995483398,9956082,-.2392578125,821450,246181,.0056495666503906,1734278,-.6565637588500977,249267,-.0946731567382813,4194461,13200,-1.721737861633301,1425009,14730485,44399144,288000,160955,-.5406551361083984,23898176,3196349,.1234140396118164,12832471,9996207,265678,-.4464244842529297,225805,101153,-.2178363800048828,matched (3),39577632,.90652418,4179586.5,8422181
201412,841290,659,3831,31922876,12,0,0,0,0,0,0,0,0,0,0,1,466719,-.0198221206665039,145822,-.3376235961914063,134606,-.9798946380615234,1444523,.2287569046020508,111334,-.2344789505004883,4231741,-.1108226776123047,30923510,-.2249221801757813,30476076,-.1645355224609375,1083816,-.7371006011962891,2411618,-.0233192443847656,855364,1426900,-.3155012130737305,1079298,-.5342292785644531,981547,-.2054128646850586,2389494,-.0802583694458008,253000,.1840181350708008,13986,-.90802001953125,28324,291931,-.3747882843017578,75595,.7181282043457031,1617,-1.667344570159912,2622466,-.0288982391357422,97397,-.3994550704956055,1118215,-.39678955078125,261098,-.1723117828369141,3961663,.2718801498413086,18057292,273600,.345707893371582,153830,-.5300121307373047,207345,44390,-.2524900436401367,11333252,.1295585632324219,457103,213506,-.1424016952514648,1275399,-.3073329925537109,650223,.9587907791137695,3921572,25324,.6515359878540039,1160929,12969743,38130132,279000,191087,.1716041564941406,26373500,4476101,.3367433547973633,12197122,7087214,127411,-.7348670959472656,133154,80407,-.2295331954956055,matched (3),29491102,.90652418,4600733.5,8638920
201501,841290,660,3831,50679732,01,0,0,0,0,0,0,0,0,0,0,0,1549053,1.199671745300293,247114,.5274629592895508,332997,.9057817459106445,861857,-.5164451599121094,121503,.0874042510986328,4911384,.1489419937133789,37376904,.1895370483398438,30678608,.0066242218017578,995251,-.0852489471435547,3535651,.3825998306274414,1130514,2841087,.6886825561523438,1928197,.5802736282348633,1576535,.4738540649414063,2819923,.1656284332275391,18451,-2.618270874023438,18298,.2687349319458008,32844,369924,.2367801666259766,48446,-.4449405670166016,8368,1.643842220306397,2106273,-.2191953659057617,97560,.0016727447509766,1179079,.0530004501342773,486476,.6222915649414063,5511280,.3301324844360352,9374971,318898,.1532039642333984,238578,.4388484954833984,376684,64186,.3687705993652344,12138392,.0686321258544922,701216,104929,-.7103815078735352,2429283,.6443376541137695,2056,-5.756553173065186,8539270,41752,.4999942779541016,2159428,11847306,44964784,535000,280612,.3842439651489258,0,2036918,-.7873153686523438,15665883,3680553,325360,.9375143051147461,179597,72327,-.1059036254882813,matched (3),44312804,.90652418,4734886.5,8711105
201502,841290,661,3831,27964360,02,1,0,0,0,0,0,0,0,0,0,0,1155670,-.292963981628418,184702,-.2911062240600586,444982,.2898998260498047,1025641,.1739835739135742,151177,.2185125350952148,5167089,.0507535934448242,34115484,-.0913009643554688,29082632,-.0534248352050781,1625594,.4906339645385742,3196545,-.1008272171020508,1025302,2312934,-.2056703567504883,1799381,-.0691423416137695,1061428,-.3956136703491211,2688501,-.0477266311645508,203712,2.401588439941406,12609,-.372380256652832,20873,256855,-.3647851943969727,7205,-1.905674934387207,11281,.2987051010131836,2659736,.233306884765625,52759,-.6147336959838867,2843790,.8804035186767578,439395,-.1017885208129883,5463696,-.008671760559082,8567357,199534,-.4688863754272461,198013,-.1863641738891602,521014,70882,.0992317199707031,9457121,-.2496051788330078,464144,79559,-.2767848968505859,2181310,-.107670783996582,1139,-.590611457824707,4591851,13863,-1.102523803710938,1557809,10296747,39608292,356000,144349,-.664738655090332,22994200,1646490,-.2127914428710938,14436401,3769233,344826,.0581073760986328,134763,90273,.2216415405273438,matched (3),22999530,.90652418,3068717.8,7929768
201503,841290,662,3831,56462756,03,0,1,0,0,0,0,0,0,0,0,0,87258,-2.583566665649414,245592,.2849273681640625,518874,.1536273956298828,1566446,.423492431640625,117269,-.2539806365966797,4210866,-.2046413421630859,39876056,.1560249328613281,34965256,.1842136383056641,1839726,.1237430572509766,2864124,-.1098079681396484,989000,2511301,.0822849273681641,2567574,.3555192947387695,1423207,.2932977676391602,2239169,-.1828784942626953,255989,.2284269332885742,50312,1.383832931518555,27124,263890,.0270204544067383,18944,.9667119979858398,32564,1.060087203979492,2730325,.0261936187744141,65963,.2233600616455078,1525468,-.6228361129760742,594321,.3020200729370117,5342191,-.0224895477294922,14311387,194530,-.0253982543945313,221961,.1141691207885742,122874,73484,.0360507965087891,10291524,.0845527648925781,521432,117671,.3913936614990234,2594459,.1734523773193359,5664,1.603979587554932,2007615,24097,.5528640747070313,2253319,11532359,44595048,385000,404599,1.030662536621094,24632440,3021526,.6071157455444336,15561716,6522846,482287,.3354997634887695,193930,98986,.0921392440795898,matched (3),54651900,.90652418,3388936.3,8059099.5
201504,841290,663,3831,90579440,04,0,0,1,0,0,0,0,0,0,0,0,249618,1.05106258392334,271327,.0996532440185547,623711,.184025764465332,1803635,.1409940719604492,192727,.4968042373657227,5104380,.1924304962158203,30948588,-.2534503936767578,33012488,-.0574684143066406,2127774,.1454601287841797,2217001,-.2561073303222656,865480,2824592,.1175622940063477,2656677,.034113883972168,2049735,.3647975921630859,2941336,.2727594375610352,353989,.324131965637207,120918,.8768682479858398,10427,277166,.0490837097167969,153105,2.08963680267334,11728,-1.021227836608887,2741566,.0041084289550781,87256,.2797517776489258,1605121,.0508975982666016,724641,.1982574462890625,7555783,.3466777801513672,12105893,121468,-.4709358215332031,856126,1.349915504455566,473610,76713,.043004035949707,9876843,-.0411281585693359,654814,156659,.2861785888671875,2989789,.1418247222900391,4217,-.2950067520141602,2089074,16233,-.3950414657592773,2193013,14628713,43877184,267000,216182,-.6267766952514648,27055016,2458943,-.2060298919677734,17310172,6721559,483890,.0033178329467773,222715,71100,-.3308906555175781,matched (3),90023560,.90652418,5448746,9118828
201505,841290,664,3831,59220420,05,0,0,0,1,0,0,0,0,0,0,0,444091,.5760984420776367,189396,-.3594846725463867,361081,-.5465841293334961,1677875,-.0722761154174805,229595,.1750421524047852,5168982,.0125770568847656,30942096,-.0002098083496094,29510252,-.1121482849121094,1578771,-.2984294891357422,2767470,.2217779159545898,932987,2269631,-.2187461853027344,2618993,-.0142860412597656,1294153,-.4598541259765625,2870642,-.0243282318115234,189426,-.6252679824829102,253576,.7405509948730469,19221,242092,-.1352987289428711,85034,-.5880727767944336,9747,-.1850194931030273,2690386,-.0188446044921875,62480,-.3339996337890625,1443954,-.1058139801025391,597711,-.1925697326660156,5455789,-.3256359100341797,11276196,54807,-.795832633972168,253056,-1.218806266784668,254082,67047,-.1346778869628906,10082182,.0205764770507813,303905,166833,.062922477722168,2167203,-.3217649459838867,6190,.3838109970092773,1694098,25226,.4408292770385742,2078491,11989656,50975588,218000,485901,.8098850250244141,24244952,3015562,.2040548324584961,20031936,2963096,449521,-.0736751556396484,211276,65559,-.0811367034912109,matched (3),59536884,.90652418,3751579.5,8218183.5
201506,841290,665,3831,62757904,06,0,0,0,0,1,0,0,0,0,0,0,582880,.2719516754150391,274274,.3702878952026367,687128,.6434183120727539,1694814,.010045051574707,265832,.1465473175048828,5790806,.1135959625244141,33652100,.0839595794677734,37608424,.2424907684326172,2306538,.3791007995605469,3734490,.299677848815918,1028546,2970668,.269169807434082,2779513,.0594863891601563,1713163,.2804851531982422,3370048,.1603908538818359,292411,.4341621398925781,336274,.2822628021240234,17016,306720,.2366180419921875,86837,.0209817886352539,19319,.6841287612915039,2996985,.1079225540161133,106390,.5322656631469727,2141997,.3943538665771484,599207,.0025005340576172,6808655,.2215175628662109,13528474,115549,.7458763122558594,219424,-.1426048278808594,504982,112401,.5166797637939453,11383089,.1213588714599609,787153,167185,.0021076202392578,4106565,.6391496658325195,5699,-.0826444625854492,2083728,31553,.2237930297851563,2499144,17286656,54416964,392000,639298,.2743654251098633,31989564,4121373,.3123998641967773,21686652,6500267,591312,.2741613388061523,235695,144902,.7931070327758789,matched (3),67926600,.90652418,3789692,8235651.5
201507,841290,666,3831,55288488,07,0,0,0,0,0,1,0,0,0,0,0,392009,-.3966970443725586,151466,-.5937662124633789,496338,-.3252639770507813,1506515,-.1177740097045898,268708,.0107612609863281,4607558,-.2285737991333008,35169964,.0441169738769531,34373272,-.0899505615234375,2768121,.1824207305908203,2818480,-.2814130783081055,920354,1737624,-.5362682342529297,2412718,-.1415224075317383,1349177,-.2388467788696289,2701923,-.2209634780883789,283696,-.0302572250366211,217203,-.4370937347412109,51670,357474,.1531267166137695,73143,-.1716165542602539,15425,-.2250995635986328,1969803,-.419672966003418,40479,-.9663286209106445,1486029,-.365631103515625,503582,-.1738605499267578,10296300,.4135894775390625,12004840,134432,.1513643264770508,247598,.1208000183105469,231712,72533,-.4380311965942383,11179057,-.0180854797363281,444376,647806,1.354490280151367,1990867,-.7240171432495117,3067,-.6195907592773438,1769260,8813,-1.275440216064453,2120518,13305821,51430752,318000,608368,-.049591064453125,23200112,3241114,-.240269660949707,23148206,5709861,466162,-.2378110885620117,337998,108517,-.2891511917114258,matched (3),61698936,.90652418,4531187,8602084
201508,841290,667,3831,83854624,08,0,0,0,0,0,0,1,0,0,0,0,10700,-3.601040840148926,279740,.6134986877441406,269963,-.6089715957641602,1385535,-.0837125778198242,259428,-.0351467132568359,5242077,.1290197372436523,37570848,.0660343170166016,32840950,-.0456027984619141,2481305,-.1093835830688477,2798429,-.0071392059326172,1170208,2569754,.3912906646728516,2271415,-.0603504180908203,1541120,.1330146789550781,3017225,.1103744506835938,99385,-1.048901557922363,404879,.6227560043334961,13783,415866,.1513004302978516,60601,-.1881046295166016,20639,.2911930084228516,2383492,.1906328201293945,78063,.6567325592041016,1669137,.1161985397338867,408131,-.2101583480834961,4527870,-.821533203125,14202247,102775,-.2685165405273438,182364,-.3058013916015625,388630,97041,.2910919189453125,11545271,.0322341918945313,376190,479415,-.3010244369506836,5331652,.9850912094116211,5074,.5034303665161133,2010569,72820,2.111762046813965,2220331,11096342,43919560,341000,403437,-.4107589721679688,28063412,3239074,-.0006294250488281,16506327,7759402,499668,.0694112777709961,236919,105530,-.0279111862182617,matched (3),85597424,.90652418,5085139,8906337
201509,841290,668,3831,64519592,09,0,0,0,0,0,0,0,1,0,0,0,192803,2.891425132751465,168809,-.5050926208496094,507688,.6315822601318359,1423152,.0267877578735352,244552,-.0590505599975586,5523311,.0522603988647461,36755444,-.021942138671875,37279928,.1267795562744141,2235476,-.1043310165405273,2307553,-.19287109375,1179810,2298300,-.1116399765014648,2521288,.1043663024902344,2006175,.2637205123901367,2576885,-.1577568054199219,395704,1.381665229797363,6102,-4.194972038269043,21639,147236,-1.038326263427734,113208,.6249151229858398,28773,.3322553634643555,3247759,.3093986511230469,74050,-.0527753829956055,2290484,.3164567947387695,417533,.0227746963500977,3982792,-.1282682418823242,7877204,476459,1.533839225769043,233756,.2482728958129883,380842,58472,-.5065860748291016,10455617,-.0991382598876953,346761,1073275,.805903434753418,2051094,-.9552879333496094,905,-1.723950386047363,2389264,38856,-.6281280517578125,1625613,14615008,41575512,338000,235960,-.5363578796386719,27721774,2765807,-.1579551696777344,15139899,5434142,471273,-.058506965637207,279414,134613,.2434091567993164,matched (3),61859412,.90652418,5873014.5,9378512
201510,841290,669,3831,62657648,10,0,0,0,0,0,0,0,0,1,0,0,30320,-1.849861145019531,361349,.7610769271850586,416444,-.198115348815918,1308421,-.0840530395507813,211775,-.1439037322998047,5258045,-.0492181777954102,38075548,.0352859497070313,35009208,-.0628433227539063,2038981,-.0920038223266602,2384634,.0328578948974609,1172316,3157771,.3176965713500977,2174962,-.1477584838867188,1957461,-.0245819091796875,2683776,.0406436920166016,317529,-.220097541809082,15047,.902562141418457,20436,405558,1.013227462768555,221582,.6715660095214844,42931,.4001569747924805,3011678,-.0754680633544922,43926,-.5222339630126953,2204415,-.0383014678955078,336946,-.2144403457641602,3161055,-.2310771942138672,6900140,271481,-.5624895095825195,219991,-.0606908798217773,344368,92412,.4577093124389648,10429405,-.0025100708007813,306105,223841,-1.567534446716309,2064219,.006378173828125,9892,2.391547203063965,1389344,24700,-.453059196472168,2156673,10269211,44732228,393000,196190,-.1845788955688477,22135052,2813496,.0170955657958984,14871420,9504772,386827,-.1974592208862305,164014,117520,-.1357955932617188,matched (3),54350076,.90652418,3731920.5,8209228
