period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1046c642,Y1107c484,Y1150c616,growth1150c616,Y1192c484,growth1192c484,Y1203c208,growth1203c208,Y1233c792,growth1233c792,Y1490c218,Y1496c826,growth1496c826,Y1525c600,growth1525c600,Y1603c703,growth1603c703,Y1731c124,growth1731c124,Y1751c372,growth1751c372,Y1789c124,growth1789c124,Y2135c124,growth2135c124,Y2299c246,growth2299c246,Y2378c381,Y2545c757,growth2545c757,Y2739c428,growth2739c428,Y2754c124,growth2754c124,Y2755c208,growth2755c208,Y2830c152,growth2830c152,Y3060c616,growth3060c616,Y3145c757,growth3145c757,Y3276c300,growth3276c300,Y3370c124,growth3370c124,Y3370c348,growth3370c348,Y3412c620,growth3412c620,Y3423c616,growth3423c616,Y3482c440,growth3482c440,Y3520c440,growth3520c440,Y3749c300,growth3749c300,Y3755c372,growth3755c372,Y3770c484,growth3770c484,Y3917c218,Y3955c600,growth3955c600,Y4256c372,growth4256c372,Y4279c251,growth4279c251,Y4493c191,growth4493c191,Y4604c208,growth4604c208,Y4611c826,growth4611c826,Y4755c152,growth4755c152,Y4845c826,growth4845c826,Y495c222,growth495c222,Y4990c381,Y576c152,growth576c152,Y581c246,growth581c246,Y679c792,growth679c792,Y821c372,growth821c372,Y868c608,Y954c826,growth954c826,_merge,x,r2,s,sf
201501,400912,660,1809,1557607,01,0,0,0,0,0,0,0,0,0,0,0,224611,223016,173954,.7967758178710938,1595370,.2296867370605469,119603,.7151346206665039,441525,.1042146682739258,409901,5741008,.1926689147949219,380355,.2129650115966797,297242,.6201038360595703,22720164,.012420654296875,1659811,.5600490570068359,892298,.1486415863037109,422805,-.256993293762207,24423,.0034456253051758,905289,94592,-.3920345306396484,28851,.9108810424804688,4474941,.1556224822998047,3154405,.2653093338012695,15457539,.1353492736816406,93148,.3456268310546875,673010,.5600242614746094,1301374,1.180946350097656,19699580,.0387382507324219,4470840,.2411746978759766,3221348,.2477045059204102,2418879,.1516056060791016,29597,-.8472452163696289,52557,3.67747163772583,187242,.4232864379882813,661114,.6707744598388672,1655063,.3041896820068359,526479,1853111,.290827751159668,939529,.5380859375,6911245,.0030317306518555,80809,.1456813812255859,14527326,.3329982757568359,37341048,.1432113647460938,5290595,-.076359748840332,2581040,.1381864547729492,4801536,.1891098022460938,1174443,5182825,.026453971862793,1052144,-.1101779937744141,224424,-.4794330596923828,20338,.6018590927124023,1482624,597875,.633051872253418,matched (3),1889760,.78198528,124629.42,263487.75
201502,400912,661,1809,1284600,02,1,0,0,0,0,0,0,0,0,0,0,115950,169430,102435,-.5295629501342773,1228634,-.2612028121948242,60380,-.6835203170776367,358840,-.2073574066162109,405983,5926659,.0318260192871094,160636,-.861964225769043,444429,.4022436141967773,22087112,-.0282573699951172,1122434,-.3912038803100586,826844,-.0761842727661133,425747,.0069341659545898,17774,-.3177890777587891,524878,97451,.0297775268554688,27189,-.0593328475952148,4077946,-.092900276184082,2192080,-.3639488220214844,14409615,-.0702018737792969,225899,.8858985900878906,220166,-1.117378234863281,1155099,-.1192340850830078,12005850,-.4952030181884766,4325978,-.0329380035400391,2924586,-.0966472625732422,1760002,-.3179893493652344,69017,.8466796875,6023,-2.166313171386719,147833,-.2363185882568359,544914,-.19329833984375,1458702,-.1262912750244141,215946,1939212,.045414924621582,915032,-.0264196395874023,6440165,-.0705957412719727,39618,-.7128047943115234,13372641,-.0828208923339844,33213204,-.1171455383300781,5108306,-.0350627899169922,1771173,-.3765506744384766,4537737,-.0565071105957031,1177365,4338982,-.1777105331420898,1001387,-.0494441986083984,97727,-.8313589096069336,453,-3.804354190826416,896364,517812,-.1437692642211914,matched (3),967406.44,.78198528,104756.67,254690.53
201503,400912,662,1809,2390024,03,0,1,0,0,0,0,0,0,0,0,0,349241,224180,254033,.9082355499267578,1986539,.4804906845092773,52405,-.1416559219360352,491285,.3141469955444336,417788,6550481,.1000776290893555,304009,.6379156112670898,443100,-.0029945373535156,24691538,.1114654541015625,1254821,.1114931106567383,1022493,.2123832702636719,644915,.4152736663818359,12627,-.3418989181518555,796019,99259,.0183820724487305,34808,.247035026550293,5204687,.2439661026000977,2392293,.0874013900756836,15359045,.0638084411621094,149844,-.4104938507080078,276717,.2286128997802734,2820138,.8926000595092773,14141916,.1637477874755859,5537081,.2468299865722656,3029552,.0352621078491211,2358021,.2925081253051758,81024,.1603927612304688,59889,2.296907424926758,129271,-.1341714859008789,623366,.1345052719116211,1705522,.1563234329223633,514623,3255784,.5181522369384766,1087300,.1724939346313477,8502445,.2777996063232422,84833,.7614011764526367,16044772,.1821708679199219,33811264,.0178451538085938,6261182,.2035007476806641,2987267,.5227165222167969,5001848,.0973787307739258,1228739,3097161,-.3371543884277344,1456141,.3744039535522461,306548,1.143197059631348,20975,3.835195064544678,1124974,408348,-.237492561340332,matched (3),2318177.8,.78198528,142879.83,272594.84
201504,400912,663,1809,1547722,04,0,0,1,0,0,0,0,0,0,0,0,127347,129529,53519,-1.557427406311035,1880191,-.0550203323364258,29269,-.5824728012084961,490575,-.0014457702636719,408583,5416896,-.1900157928466797,288046,-.0539369583129883,296150,-.4029293060302734,24486882,-.0083217620849609,1368906,.0870189666748047,948649,-.0749597549438477,538348,-.1806135177612305,11527,-.0911455154418945,578898,94080,-.0535869598388672,14636,-.8663625717163086,4194975,-.2156715393066406,1987072,-.1855907440185547,4480924,-1.231874465942383,199240,.2849159240722656,166178,-.5099353790283203,1819232,-.4383716583251953,15121259,.0669593811035156,4264521,-.2611379623413086,2886830,-.0482559204101563,2012517,-.1584367752075195,49203,-.4987907409667969,5042,-2.474689483642578,103538,-.2219724655151367,428321,-.3752603530883789,2009021,.1637763977050781,138676,1453184,-.8066768646240234,713806,-.4208412170410156,12203227,.3613471984863281,23263,-1.293820381164551,14234356,-.1197242736816406,33255762,-.0165653228759766,6011219,-.040740966796875,1199817,-.9121894836425781,4192774,-.1764450073242188,742546,2556872,-.1917009353637695,1349408,-.0761241912841797,117875,-.9557504653930664,16541,-.2374897003173828,1173915,277198,-.3873882293701172,matched (3),1180189.4,.78198528,134559.53,268327.38
201505,400912,664,1809,1764984,05,0,0,0,1,0,0,0,0,0,0,0,240818,213840,29831,-.5844879150390625,1853007,-.0145635604858398,82501,1.036280632019043,254432,-.6565446853637695,616291,6528171,.1866035461425781,173220,-.5085573196411133,391934,.2802276611328125,24375264,-.0045700073242188,1089840,-.2279806137084961,753917,-.2297573089599609,632711,.1615085601806641,11039,-.0432577133178711,627238,74043,-.2394990921020508,25576,.5581693649291992,5280539,.2301406860351563,1426646,-.3313360214233398,8002319,.5799016952514648,53051,-1.323256492614746,826291,1.603887557983398,241786,-2.01811695098877,11769254,-.2506103515625,4798848,.1180458068847656,3030823,.048675537109375,1678723,-.1813526153564453,65722,.2894792556762695,8641,.5387153625488281,139396,.2973794937133789,763782,.5784091949462891,1856289,-.0790681838989258,209192,1749875,.1857881546020508,921546,.2554407119750977,8201290,-.3974094390869141,38413,.5015316009521484,13265765,-.0704708099365234,33274204,.0005550384521484,5125112,-.1594753265380859,2245385,.6267080307006836,4510075,.0729513168334961,1429255,3121979,.1996822357177734,1473407,.0879116058349609,718194,1.80711555480957,34403,.7323017120361328,623077,327786,.1676292419433594,matched (3),1616663.3,.78198528,132879.08,267488.63
201506,400912,665,1809,1716943,06,0,0,0,0,1,0,0,0,0,0,0,607946,195833,188704,1.844631195068359,1713548,-.0782442092895508,34406,-.8745794296264648,283991,.1099090576171875,328950,4742604,-.3195400238037109,308027,.5756244659423828,268308,-.3789577484130859,23863408,-.0212230682373047,965467,-.1211748123168945,677953,-.1062040328979492,495958,-.2435226440429688,6883,-.4723796844482422,748932,135788,.6064491271972656,14695,-.5541467666625977,6289736,.1748905181884766,1762068,.2111625671386719,14743603,.6110773086547852,203735,1.345565795898438,256876,-1.168354034423828,505299,.7370977401733398,11640005,-.0110435485839844,4634627,-.0348196029663086,3015238,-.0051555633544922,1638886,-.0240163803100586,37972,-.5485849380493164,63204,1.989849090576172,164166,.1635599136352539,656496,-.1513662338256836,1678194,-.100860595703125,239058,2183806,.2215242385864258,850749,-.0799350738525391,12181069,.3955917358398438,20560,-.6250486373901367,15347956,.1457958221435547,38179320,.1375102996826172,5492911,.069305419921875,2017563,-.1069869995117188,4277161,-.0530242919921875,1137181,3162703,.0129604339599609,1541641,.0452699661254883,372994,-.655177116394043,64245,.6245603561401367,650234,251023,-.2668161392211914,matched (3),1367256.8,.78198528,110171.77,256965.22
201507,400912,666,1809,1304510,07,0,0,0,0,0,1,0,0,0,0,0,280959,319955,130088,-.3719682693481445,998634,-.5399332046508789,81894,.8671951293945313,164545,-.5457582473754883,501951,5762463,.1947784423828125,285138,-.0772132873535156,197108,-.3083839416503906,24001318,.0057640075683594,1896801,.6753120422363281,749248,.0999917984008789,584675,.1645650863647461,16370,.8663959503173828,427998,176721,.2634773254394531,36564,.9115571975708008,8210465,.2664909362792969,2499760,.3497066497802734,19822872,.2960281372070313,127087,-.4719476699829102,238103,-.0758895874023438,1086778,.7658224105834961,23727298,.7121791839599609,5027298,.0813264846801758,3413983,.1242008209228516,1599942,-.0240497589111328,33807,-.1161813735961914,13905,-1.514119148254395,83735,-.6732215881347656,648276,-.0125999450683594,1631898,-.0279750823974609,225819,1572689,-.328282356262207,687625,-.2128734588623047,10301489,-.1675949096679688,64049,1.136301040649414,13554631,-.1242542266845703,36423040,-.0470924377441406,5844992,.0621271133422852,2835579,.3403558731079102,4546212,.0610055923461914,965869,3820821,.1890382766723633,1663933,.0763368606567383,793095,.7543802261352539,20320,-1.151098251342773,2562886,549027,.7826032638549805,matched (3),930180.38,.78198528,157124.19,280323.59
201508,400912,667,1809,795041,08,0,0,0,0,0,0,1,0,0,0,0,8455,166954,38777,-1.210384368896484,1575649,.4560346603393555,61494,-.2864856719970703,159112,-.0335760116577148,355286,4867715,-.1687402725219727,253090,-.1192283630371094,359287,.6003694534301758,25828184,.0733566284179688,1302304,-.3760337829589844,701799,-.0654230117797852,400822,-.3775386810302734,7804,-.740814208984375,396111,41141,-1.45756721496582,20917,-.558502197265625,6180188,-.2840614318847656,1935259,-.2559537887573242,17936888,-.0999774932861328,95642,-.2842597961425781,257623,.0787935256958008,566039,-.6523103713989258,12617087,-.6315746307373047,2641754,-.6434392929077148,1745516,-.6708297729492188,1797800,.1165962219238281,40488,.1803379058837891,8011,-.5514326095581055,25596,-1.185220718383789,502347,-.2550249099731445,1907249,.1559181213378906,128394,679296,-.8394851684570313,628621,-.0897150039672852,2404854,-1.454798698425293,13681,-1.54364013671875,11575877,-.1578044891357422,35565952,-.0238113403320313,5650352,-.0338668823242188,1946660,-.3761310577392578,3593695,-.2351140975952148,727464,2423504,-.4552516937255859,1502442,-.1020927429199219,176126,-1.504743576049805,10993,-.6143474578857422,1658704,230686,-.8670902252197266,matched (3),474170.81,.78198528,95943.477,251194.06
201509,400912,668,1809,895769,09,0,0,0,0,0,0,0,1,0,0,0,269820,378770,93268,.877650260925293,1257827,-.2252817153930664,73951,.1844625473022461,171711,.0762042999267578,494379,5005597,.0279321670532227,307984,.1963024139404297,361610,.0064449310302734,26076416,.0095653533935547,1739061,.289210319519043,862535,.2062292098999023,626426,.4465131759643555,10666,.3124246597290039,617639,182325,1.488785743713379,34181,.4911079406738281,5881207,-.049586296081543,2176527,.1174888610839844,20293804,.1234569549560547,214108,.8058681488037109,430469,.5133781433105469,592749,.0461082458496094,20277808,.4744739532470703,5353413,.7062911987304688,2438479,.334324836730957,3336070,.618229866027832,39778,-.0176916122436523,5978,-.292729377746582,159172,1.827548980712891,700739,.3328437805175781,1800103,-.0578174591064453,257246,1415723,.7343387603759766,751169,.1781015396118164,4493412,.6251230239868164,38116,1.024625778198242,14672533,.2370529174804688,39171336,.0965557098388672,6319625,.1119413375854492,2352462,.1893472671508789,4564427,.2391119003295898,1331631,4045453,.5123796463012695,1470399,-.0215578079223633,256309,.3751840591430664,8039,-.3129539489746094,2008107,369447,.4709491729736328,matched (3),1117810.5,.78198528,102607.82,253814.25
201510,400912,669,1809,695666,10,0,0,0,0,0,0,0,0,1,0,0,232351,303687,110035,.1653213500976563,1562966,.2171993255615234,109391,.3915262222290039,271377,.4576959609985352,332145,5137520,.0260133743286133,288454,-.0655117034912109,461674,.2442922592163086,22615878,-.1423797607421875,1322950,-.2734804153442383,687672,-.2265634536743164,484908,-.2560710906982422,12567,.1640129089355469,636718,157120,-.1487808227539063,25855,-.2791662216186523,6275917,.0649576187133789,1826453,-.17535400390625,17357452,-.1562938690185547,109826,-.6675834655761719,533145,.2139186859130859,1282407,.7717227935791016,8607167,-.8569316864013672,5647380,.0534572601318359,3025834,.2158117294311523,1742384,-.6495389938354492,52441,.2763748168945313,48962,2.102957725524902,241776,.4180269241333008,824163,.1622333526611328,2302873,.2463130950927734,167518,1101212,-.2512292861938477,592493,-.2372913360595703,18687520,1.425243377685547,82262,.7692747116088867,14596417,-.0052013397216797,40962860,.0447216033935547,5367001,-.1633901596069336,2047031,-.1390714645385742,3590092,-.2401151657104492,1140001,4676609,.1449794769287109,1411399,-.0409517288208008,77726,-1.193193435668945,17533,.779780387878418,2184431,290938,-.238896369934082,matched (3),799029.75,.78198528,124809.55,263573
201511,400912,670,1809,539757,11,0,0,0,0,0,0,0,0,0,1,0,157042,50364,89267,-.2091665267944336,2291865,.3827810287475586,110280,.0080938339233398,182309,-.3978052139282227,622337,4145958,-.2144365310668945,202000,-.3562679290771484,528738,.1356344223022461,21635144,-.0443325042724609,1124140,-.162846565246582,726282,.0546255111694336,241495,-.6971111297607422,27484,.7825298309326172,499595,94402,-.5094480514526367,23159,-.1101207733154297,4657875,-.2981605529785156,1544247,-.1678400039672852,10142978,-.5372409820556641,102105,-.0728950500488281,362907,-.3846473693847656,1176803,-.0859375,15118099,.5632972717285156,4376652,-.2549076080322266,2333681,-.259739875793457,1687662,-.0319099426269531,50113,-.0454082489013672,897,-3.999743461608887,221169,-.0890846252441406,692419,-.1741771697998047,1899239,-.1927042007446289,71380,931416,-.1674604415893555,749506,.2350749969482422,3713346,-1.615921974182129,55327,-.3966474533081055,12902077,-.1233882904052734,37528564,-.0875644683837891,5805299,.0785017013549805,2235739,.0881814956665039,2995685,-.181004524230957,1208554,4368507,-.0681514739990234,1301338,-.0811891555786133,84866,.0878839492797852,13750,-.2430458068847656,2628242,419295,.3654642105102539,matched (3),770938,.78198528,111154.67,257388.17
201512,400912,671,1809,1097069,12,0,0,0,0,0,0,0,0,0,0,1,123487,43746,102130,.1346139907836914,1307105,-.5615510940551758,25470,-1.465520858764648,319004,.5595006942749023,368329,4262802,.0277929306030273,274823,.3078594207763672,194864,-.9981908798217773,18322768,-.1661739349365234,1030788,-.0866947174072266,434620,-.5134658813476563,252893,.0461177825927734,1107,-3.211950302124023,394065,96357,.0204982757568359,39726,.5396223068237305,5639665,.1912651062011719,1650530,.0665607452392578,16122338,.4634246826171875,66392,-.4304256439208984,208989,-.5518646240234375,608524,-.659520149230957,9362392,-.4791908264160156,3595044,-.1967277526855469,2417364,.0352306365966797,1389487,-.1944093704223633,78269,.4458713531494141,4369,1.583233833312988,122035,-.5946197509765625,397929,-.5539178848266602,1373630,-.3239965438842773,78881,1184292,.2401943206787109,781023,.0411911010742188,3691839,-.0058088302612305,102721,.6187553405761719,12577123,-.0255088806152344,32361504,-.14813232421875,5844480,.0067262649536133,1833430,-.1983833312988281,3252900,.0823736190795898,996077,5684802,.2633743286132813,1579805,.19390869140625,557221,1.881888389587402,31975,.8439149856567383,524933,208820,-.6971025466918945,matched (3),1175765.5,.78198528,120209.3,261426.06
201601,400912,672,1809,1621365,01,0,0,0,0,0,0,0,0,0,0,0,164105,65946,162357,.4635515213012695,1477497,.1225347518920898,63206,.9088973999023438,330296,.034785270690918,313799,4529833,.0607585906982422,387971,.3448028564453125,299287,.4291009902954102,21473324,.1586666107177734,1824958,.5712337493896484,555345,.2451171875,319013,.2322654724121094,35559,3.469539642333984,738749,277964,1.059431076049805,23493,-.5253028869628906,4518928,-.2215490341186523,1867746,.1236352920532227,17520868,.0831871032714844,110943,.5134401321411133,420185,.6984128952026367,1280796,.7442007064819336,11008315,.1619491577148438,4178591,.1504173278808594,2735512,.1236410140991211,4324968,1.135469436645508,40470,-.6595907211303711,50166,2.440802574157715,183238,.4064779281616211,799245,.6973943710327148,1432217,.0417671203613281,58287,376946,-1.144798278808594,787779,.0086126327514648,6625787,.5848445892333984,31807,-1.172329902648926,13197390,.0481395721435547,33032860,.0205326080322266,5429350,-.0736780166625977,2465127,.2960538864135742,2912762,-.1104450225830078,1005938,5894397,.0362062454223633,976628,-.4809503555297852,56892,-2.281807899475098,4284,-2.010066986083984,0,296712,.3512897491455078,matched (3),1728029.8,.78198528,152912.55,277984.81
201602,400912,673,1809,989768,02,1,0,0,0,0,0,0,0,0,0,0,234373,55507,23382,-1.937830924987793,1079707,-.31365966796875,55405,-.1317291259765625,294389,-.1150875091552734,332381,5027192,.1041765213012695,351789,-.0978984832763672,259969,-.1408405303955078,21275406,-.0092601776123047,1536495,-.172053337097168,875906,.4556694030761719,504839,.4590082168579102,36625,.0295381546020508,580116,158944,-.5589399337768555,26595,.1240205764770508,5750451,.2410030364990234,1625325,-.1390247344970703,13718315,-.2446613311767578,66222,-.5160036087036133,182205,-.8355627059936523,327053,-1.365114212036133,9407974,-.1570930480957031,4994516,.1783666610717773,2671105,-.0238256454467773,3039698,-.3526458740234375,114306,1.038317680358887,2256,-3.101743698120117,104799,-.558741569519043,704668,-.125941276550293,1716439,.1810283660888672,121283,1579918,1.433026313781738,575427,-.3141050338745117,4247608,-.4446134567260742,53395,.5180301666259766,11683596,-.1218318939208984,36637456,.1035690307617188,5996668,.0993843078613281,2858064,.1479015350341797,2615902,-.1074924468994141,1403655,2680343,-.7880573272705078,1608689,.4990682601928711,5689,-2.302619934082031,2893,-.3925929069519043,2434233,389374,.2717781066894531,matched (3),1176042.6,.78198528,132839.98,267469.19
201603,400912,674,1809,868030,03,0,1,0,0,0,0,0,0,0,0,0,116628,272301,43723,.6259078979492188,1502992,.3307676315307617,93039,.5183486938476563,210802,-.3339824676513672,512031,5906169,.1611356735229492,172063,-.7151708602905273,178831,-.3741216659545898,22756176,.0672855377197266,1495328,-.0271577835083008,756765,-.1462059020996094,336526,-.4055643081665039,14989,-.8934144973754883,537631,45727,-1.24586296081543,14044,-.6385278701782227,4094252,-.3396940231323242,1643781,.01129150390625,13376009,-.0252685546875,63292,-.0452537536621094,162195,-.1163330078125,1177727,1.281218528747559,8792005,-.0677146911621094,4970893,-.0047407150268555,3398959,.2409763336181641,2862770,-.0599689483642578,79565,-.3623046875,347,-1.872024059295654,137602,.2723217010498047,758537,.073664665222168,1568084,-.090397834777832,52866,939383,-.5199050903320313,1287896,.8056526184082031,2717604,-.4466056823730469,30948,-.5454082489013672,11356078,-.0284328460693359,32195996,-.1292285919189453,6940618,.1461868286132813,1942778,-.3860254287719727,3183558,.1963901519775391,1025537,3752292,.3364219665527344,1265283,-.2401237487792969,9878,.5517759323120117,968,-1.094817161560059,1868244,328023,-.1714563369750977,matched (3),738089.56,.78198528,92807.711,250013.16
201604,400912,675,1809,1155894,04,0,0,1,0,0,0,0,0,0,0,0,173827,56656,54326,.2171287536621094,1176874,-.2445955276489258,146825,.4562225341796875,203190,-.0367774963378906,514626,4617495,-.2461452484130859,314063,.6017322540283203,143825,-.2178440093994141,23525642,.0332546234130859,2092722,.3361196517944336,666976,-.1262989044189453,224294,-.4057178497314453,2825,-1.668808460235596,635899,90838,.6863889694213867,45853,1.183245658874512,3746156,-.0888538360595703,1373931,-.1793231964111328,8421471,-.4626789093017578,35005,-.5922679901123047,184303,.127781867980957,2069618,.5637779235839844,9365824,.0632247924804688,4687713,-.05865478515625,3212346,-.0564670562744141,3024282,.0548839569091797,107225,.2983551025390625,5127,2.692951679229736,103160,-.2880840301513672,708419,-.0683555603027344,1746661,.1078519821166992,129566,1039596,.1013641357421875,686745,-.6288022994995117,5918867,.7783946990966797,37784,.1995773315429688,11957651,.0516185760498047,29037086,-.1032695770263672,5565738,-.2207612991333008,1612002,-.1866416931152344,3591936,.120692253112793,1080521,2174508,-.5455646514892578,1353886,.067683219909668,87842,2.185229301452637,11561,2.480160236358643,2212215,288072,-.1298732757568359,matched (3),1251132.4,.78198528,139043.08,270603.56
201605,400912,676,1809,1244447,05,0,0,0,1,0,0,0,0,0,0,0,230224,285039,47674,-.1306171417236328,1220105,.0360746383666992,29425,-1.607396125793457,208799,.0272302627563477,305827,5453869,.166473388671875,437579,.3316640853881836,217297,.4126682281494141,22153150,-.0601119995117188,1070248,-.6705751419067383,543618,-.2045068740844727,354881,.4588251113891602,5484,.6633257865905762,723492,65527,-.3266153335571289,12754,-1.279596328735352,4619158,.2094821929931641,1276534,-.0735273361206055,8949113,.0607700347900391,119081,1.224312782287598,275983,.4037580490112305,1543662,-.2932062149047852,10895160,.1512508392333984,4799208,.0235061645507813,3101718,-.0350456237792969,6690798,.7940597534179688,102718,-.0429420471191406,36013,1.949358940124512,111607,.0787019729614258,653500,-.080693244934082,1899587,.0839300155639648,199973,858418,-.1914958953857422,562339,-.1998577117919922,7965215,.2969388961791992,81706,.7712411880493164,11648820,-.0261669158935547,36478388,.2281475067138672,6312371,.1258821487426758,1808459,.1149978637695313,5016211,.3339834213256836,1382769,2655718,.1999130249023438,1445256,.0653076171875,172540,.6750888824462891,18236,.4557609558105469,2111637,293602,.0190143585205078,matched (3),1304538.9,.78198528,171835.16,288826.28
201606,400912,677,1809,540888,06,0,0,0,0,1,0,0,0,0,0,0,106294,208682,19496,-.8941764831542969,961683,-.238006591796875,133098,1.50924015045166,165271,-.2337856292724609,223234,5569110,.020909309387207,201406,-.7759342193603516,140110,-.4388370513916016,25005636,.1211223602294922,855392,-.224085807800293,543233,-.0007085800170898,245106,-.3700923919677734,5595,.0200386047363281,650098,47371,-.3244524002075195,16883,.2804622650146484,4908670,.0607900619506836,1792314,.3393592834472656,15909924,.5753879547119141,102239,-.1524906158447266,188797,-.3796663284301758,326828,-1.552478790283203,7956006,-.3143911361694336,4908756,.0225696563720703,3059681,-.0136451721191406,4830482,-.3257865905761719,100032,-.0264968872070313,43865,.1972370147705078,148374,.2847528457641602,736772,.1199359893798828,1656285,-.137059211730957,182535,302545,-1.042860984802246,770793,.3153142929077148,10455529,.2720470428466797,46695,-.5594902038574219,13145159,.1208477020263672,53433344,.3817138671875,5767529,-.0902671813964844,1759361,-.0275239944458008,4255874,-.1643743515014648,1060330,2829120,.0632505416870117,1334112,-.0800199508666992,84119,-.7183961868286133,7854,-.8423748016357422,1999507,316562,.0752944946289063,matched (3),553348.13,.78198528,149967.16,276375.56
201607,400912,678,1809,799564,07,0,0,0,0,0,1,0,0,0,0,0,152730,209379,88138,1.508693695068359,1258662,.2691192626953125,62234,-.7601833343505859,209122,.2353315353393555,488300,4542868,-.2036762237548828,335378,.5099353790283203,142362,.0159444808959961,21494264,-.1513156890869141,1444847,.5241985321044922,563958,.0374412536621094,285871,.1538505554199219,2068,-.9952907562255859,681242,94848,.6942653656005859,38841,.8331699371337891,5215658,.0606622695922852,1466316,-.2007541656494141,18104360,.12921142578125,34024,-1.100247383117676,118530,-.4655065536499023,856051,.9628963470458984,12161486,.4243478775024414,4935858,.0055055618286133,3036613,-.007568359375,5304069,.0935277938842773,115566,.1443519592285156,1571,-3.329404830932617,172425,.1502256393432617,787396,.0664529800415039,1730636,.0439119338989258,146242,997495,1.19301700592041,1036475,.2961616516113281,6883381,-.4180212020874023,18458,-.9281387329101563,11629206,-.1225337982177734,38654344,-.3237762451171875,6258110,.0816335678100586,2067424,.1613521575927734,3775495,-.1197690963745117,1344841,2964799,.0468435287475586,1379841,.0337018966674805,232519,1.016739845275879,14374,.6043977737426758,2982169,327442,.0337915420532227,matched (3),814720.38,.78198528,167949.91,286531.81
201608,400912,679,1809,638961,08,0,0,0,0,0,0,1,0,0,0,0,120776,133025,32513,-.9972629547119141,1936353,.4307565689086914,37869,-.4967689514160156,138708,-.4105472564697266,343233,4711858,.0365238189697266,210936,-.4637041091918945,130288,-.0886249542236328,22439656,.0430431365966797,1063466,-.3064699172973633,723154,.2486429214477539,211709,-.300328254699707,13550,1.879804611206055,313159,48235,-.6761903762817383,25733,-.4117031097412109,5964368,.1341381072998047,1650192,.118138313293457,18247316,.0078639984130859,69344,.7120141983032227,184071,.440155029296875,323069,-.9744644165039063,10351518,-.1611423492431641,3767748,-.2700490951538086,2087252,-.3748941421508789,3981980,-.2866954803466797,72644,-.4642715454101563,9609,1.81098747253418,44849,-1.346660614013672,589100,-.290135383605957,1806236,.0427560806274414,171113,382467,-.9586048126220703,684259,-.4152450561523438,4959572,-.3277902603149414,19245,.041752815246582,11016623,-.0541133880615234,32234824,-.1816120147705078,6213332,-.0071802139282227,1734377,-.1756553649902344,3984122,.0537853240966797,1068680,3760608,.2377710342407227,1513780,.0926418304443359,22431,-2.338528633117676,2562,-1.724632740020752,2753838,408417,.220977783203125,matched (3),351144.63,.78198528,128649.63,265412.97
201609,400912,680,1809,759155,09,0,0,0,0,0,0,0,1,0,0,0,122608,465487,39092,.1842775344848633,2067943,.0657482147216797,106918,1.037929534912109,138580,-.0009231567382813,392647,5200156,.0986061096191406,298415,.3469305038452148,251715,.6585493087768555,21872756,-.0255870819091797,1139874,.0693845748901367,484535,-.4004325866699219,386560,.6020746231079102,1899,-1.965059280395508,656740,85713,.5749197006225586,36029,.3365507125854492,5676444,-.0494775772094727,1952681,.1683111190795898,19772372,.0802688598632813,114843,.504486083984375,253594,.3204135894775391,351039,.0830316543579102,7576913,-.3120269775390625,4213744,.1118745803833008,3743865,.5842695236206055,4031801,.0124340057373047,94843,.2666521072387695,3463,-1.020564079284668,216315,1.573433876037598,872551,.3928251266479492,1725414,-.0457782745361328,217430,732587,.6499395370483398,824399,.1863183975219727,19191908,1.353168487548828,20713,.0735101699829102,11332727,.028289794921875,51890812,.4760951995849609,6406096,.030552864074707,2231893,.252202033996582,4385014,.0958757400512695,1084208,3327152,-.1224632263183594,1707631,.1204967498779297,77827,1.244044303894043,11603,1.510475635528565,2268772,303770,-.2960176467895508,matched (3),817687.5,.78198528,132169.23,267136.69
201610,400912,681,1809,964496,10,0,0,0,0,0,0,0,0,1,0,0,247331,354054,44136,.1213579177856445,658219,-1.144771575927734,83177,-.2510919570922852,195932,.3463201522827148,407393,4074230,-.2440071105957031,254699,-.1584024429321289,323709,.2515478134155273,22277016,.0183124542236328,1730592,.417546272277832,529565,.0888662338256836,388281,.0044422149658203,2181,.138455867767334,504502,153226,.5809097290039063,19211,-.6288414001464844,5379152,-.0537948608398438,1528195,-.2451152801513672,17350012,-.1306934356689453,41777,-1.01121997833252,276093,.0850028991699219,179293,-.6718759536743164,14126746,.6229648590087891,4277701,.0150642395019531,3690634,-.0143194198608398,3276671,-.2073850631713867,45206,-.740992546081543,42006,2.495676994323731,199651,-.080164909362793,853970,-.0215253829956055,1565662,-.0971574783325195,285948,497391,-.3872051239013672,703764,-.1582117080688477,35914032,.6266403198242188,25978,.2264890670776367,11633618,.0262031555175781,32223930,-.4764328002929688,7045146,.095088005065918,1694805,-.2752819061279297,4515461,.0293149948120117,1093677,2784739,-.1779632568359375,1211186,-.3435068130493164,27625,-1.0357666015625,258,-3.806059837341309,2425144,395675,.2643222808837891,matched (3),852937.63,.78198528,153666,278399.97
